cell_id,seed_index,seed,n_obs,mcs75,mcs90,pvals
ES/GLOBEX/B0/1day/S-B_q0.80,0,2237533746,291,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M6_PARK"": 0.0004, ""M6_GK"": 0.0004, ""M1_EWMA"": 0.0004, ""M2_HAR"": 0.0004, ""M3_HARJ"": 0.0004, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.80,1,702494603,291,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M2_HAR"": 0.0, ""M3_HARJ"": 0.0001, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.80,2,4139393190,291,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M6_PARK"": 0.0002, ""M6_GK"": 0.0002, ""M1_EWMA"": 0.0002, ""M2_HAR"": 0.0002, ""M3_HARJ"": 0.0002, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.80,3,769717545,291,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M6_PARK"": 0.0001, ""M6_GK"": 0.0001, ""M1_EWMA"": 0.0001, ""M2_HAR"": 0.0001, ""M3_HARJ"": 0.0001, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.80,4,919028315,291,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M6_PARK"": 0.0002, ""M6_GK"": 0.0002, ""M1_EWMA"": 0.0002, ""M2_HAR"": 0.0002, ""M3_HARJ"": 0.0002, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.80,5,611620464,291,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M6_PARK"": 0.0003, ""M6_GK"": 0.0003, ""M1_EWMA"": 0.0003, ""M2_HAR"": 0.0003, ""M3_HARJ"": 0.0003, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.80,6,3477480266,291,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M6_PARK"": 0.0002, ""M6_GK"": 0.0002, ""M1_EWMA"": 0.0002, ""M2_HAR"": 0.0002, ""M3_HARJ"": 0.0002, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.80,7,3198431117,291,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M6_PARK"": 0.0001, ""M6_GK"": 0.0001, ""M1_EWMA"": 0.0001, ""M2_HAR"": 0.0001, ""M3_HARJ"": 0.0001, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.80,8,2621026741,291,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M6_PARK"": 0.0001, ""M6_GK"": 0.0001, ""M1_EWMA"": 0.0001, ""M2_HAR"": 0.0001, ""M3_HARJ"": 0.0001, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.80,9,1169115867,291,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M6_PARK"": 0.0003, ""M6_GK"": 0.0003, ""M1_EWMA"": 0.0003, ""M2_HAR"": 0.0003, ""M3_HARJ"": 0.0003, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.80,10,3689063838,291,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M6_PARK"": 0.0004, ""M6_GK"": 0.0004, ""M1_EWMA"": 0.0004, ""M2_HAR"": 0.0004, ""M3_HARJ"": 0.0004, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.80,11,1498398406,291,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M6_PARK"": 0.0002, ""M6_GK"": 0.0002, ""M1_EWMA"": 0.0002, ""M2_HAR"": 0.0002, ""M3_HARJ"": 0.0002, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.80,12,3833968697,291,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M6_PARK"": 0.0004, ""M6_GK"": 0.0004, ""M1_EWMA"": 0.0004, ""M2_HAR"": 0.0004, ""M3_HARJ"": 0.0004, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.80,13,630741820,291,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M6_PARK"": 0.0004, ""M6_GK"": 0.0004, ""M1_EWMA"": 0.0004, ""M2_HAR"": 0.0004, ""M3_HARJ"": 0.0004, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.80,14,2401719883,291,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M6_PARK"": 0.0005, ""M6_GK"": 0.0005, ""M1_EWMA"": 0.0005, ""M2_HAR"": 0.0005, ""M3_HARJ"": 0.0005, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.80,15,3662131630,291,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M6_PARK"": 0.0001, ""M6_GK"": 0.0001, ""M1_EWMA"": 0.0001, ""M2_HAR"": 0.0001, ""M3_HARJ"": 0.0001, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.80,16,303417529,291,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M6_PARK"": 0.0001, ""M6_GK"": 0.0001, ""M1_EWMA"": 0.0001, ""M2_HAR"": 0.0001, ""M3_HARJ"": 0.0001, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.80,17,4155647398,291,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M6_PARK"": 0.0004, ""M6_GK"": 0.0004, ""M1_EWMA"": 0.0004, ""M2_HAR"": 0.0004, ""M3_HARJ"": 0.0004, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.80,18,2620441196,291,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M6_PARK"": 0.0003, ""M6_GK"": 0.0003, ""M1_EWMA"": 0.0003, ""M2_HAR"": 0.0003, ""M3_HARJ"": 0.0003, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.80,19,4201311651,291,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M2_HAR"": 0.0, ""M3_HARJ"": 0.0, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.90,0,2237533746,146,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0001, ""M6_GK"": 0.0001, ""M6_PARK"": 0.0001, ""M2_HAR"": 0.0001, ""M3_HARJ"": 0.0001, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.90,1,702494603,146,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0003, ""M6_GK"": 0.0003, ""M6_PARK"": 0.0003, ""M2_HAR"": 0.0003, ""M3_HARJ"": 0.0003, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.90,2,4139393190,146,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0001, ""M6_GK"": 0.0001, ""M6_PARK"": 0.0001, ""M2_HAR"": 0.0001, ""M3_HARJ"": 0.0001, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.90,3,769717545,146,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0002, ""M6_GK"": 0.0002, ""M6_PARK"": 0.0002, ""M2_HAR"": 0.0002, ""M3_HARJ"": 0.0002, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.90,4,919028315,146,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0, ""M6_GK"": 0.0, ""M6_PARK"": 0.0, ""M2_HAR"": 0.0, ""M3_HARJ"": 0.0001, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.90,5,611620464,146,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0003, ""M6_GK"": 0.0003, ""M6_PARK"": 0.0003, ""M2_HAR"": 0.0003, ""M3_HARJ"": 0.0003, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.90,6,3477480266,146,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0, ""M6_GK"": 0.0, ""M6_PARK"": 0.0, ""M2_HAR"": 0.0, ""M3_HARJ"": 0.0, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.90,7,3198431117,146,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0, ""M6_GK"": 0.0, ""M6_PARK"": 0.0, ""M2_HAR"": 0.0, ""M3_HARJ"": 0.0, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.90,8,2621026741,146,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0003, ""M6_GK"": 0.0003, ""M6_PARK"": 0.0003, ""M2_HAR"": 0.0003, ""M3_HARJ"": 0.0003, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.90,9,1169115867,146,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0002, ""M6_GK"": 0.0002, ""M6_PARK"": 0.0002, ""M2_HAR"": 0.0002, ""M3_HARJ"": 0.0002, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.90,10,3689063838,146,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0002, ""M6_GK"": 0.0002, ""M6_PARK"": 0.0002, ""M2_HAR"": 0.0002, ""M3_HARJ"": 0.0002, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.90,11,1498398406,146,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0002, ""M6_GK"": 0.0002, ""M6_PARK"": 0.0002, ""M2_HAR"": 0.0002, ""M3_HARJ"": 0.0002, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.90,12,3833968697,146,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0001, ""M6_GK"": 0.0001, ""M6_PARK"": 0.0001, ""M2_HAR"": 0.0001, ""M3_HARJ"": 0.0001, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.90,13,630741820,146,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0001, ""M6_GK"": 0.0001, ""M6_PARK"": 0.0001, ""M2_HAR"": 0.0001, ""M3_HARJ"": 0.0001, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.90,14,2401719883,146,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0001, ""M6_GK"": 0.0001, ""M6_PARK"": 0.0001, ""M2_HAR"": 0.0001, ""M3_HARJ"": 0.0002, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.90,15,3662131630,146,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0005, ""M6_GK"": 0.0005, ""M6_PARK"": 0.0005, ""M2_HAR"": 0.0005, ""M3_HARJ"": 0.0005, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.90,16,303417529,146,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0001, ""M6_GK"": 0.0001, ""M6_PARK"": 0.0001, ""M2_HAR"": 0.0001, ""M3_HARJ"": 0.0001, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.90,17,4155647398,146,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0003, ""M6_GK"": 0.0003, ""M6_PARK"": 0.0003, ""M2_HAR"": 0.0003, ""M3_HARJ"": 0.0003, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.90,18,2620441196,146,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0001, ""M6_PARK"": 0.0001, ""M6_GK"": 0.0001, ""M2_HAR"": 0.0001, ""M3_HARJ"": 0.0001, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-B_q0.90,19,4201311651,146,M4_HARQ|M5_RGARCH,M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0002, ""M6_GK"": 0.0002, ""M6_PARK"": 0.0002, ""M2_HAR"": 0.0002, ""M3_HARJ"": 0.0002, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.80,0,2237533746,291,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0038, ""M6_PARK"": 0.033, ""M6_GK"": 0.033, ""M2_HAR"": 0.7331, ""M3_HARJ"": 0.7331, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.80,1,702494603,291,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0046, ""M6_PARK"": 0.04, ""M6_GK"": 0.04, ""M2_HAR"": 0.7297, ""M3_HARJ"": 0.7297, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.80,2,4139393190,291,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0053, ""M6_PARK"": 0.0359, ""M6_GK"": 0.0359, ""M2_HAR"": 0.7282, ""M3_HARJ"": 0.7282, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.80,3,769717545,291,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.005, ""M6_PARK"": 0.0323, ""M6_GK"": 0.0323, ""M2_HAR"": 0.7253, ""M3_HARJ"": 0.7253, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.80,4,919028315,291,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0054, ""M6_PARK"": 0.0404, ""M6_GK"": 0.0404, ""M2_HAR"": 0.7303, ""M3_HARJ"": 0.7303, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.80,5,611620464,291,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0052, ""M6_PARK"": 0.0308, ""M6_GK"": 0.0308, ""M2_HAR"": 0.7223, ""M3_HARJ"": 0.7223, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.80,6,3477480266,291,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0049, ""M6_PARK"": 0.0314, ""M6_GK"": 0.0314, ""M2_HAR"": 0.7339, ""M3_HARJ"": 0.7339, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.80,7,3198431117,291,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0049, ""M6_PARK"": 0.0356, ""M6_GK"": 0.0356, ""M2_HAR"": 0.7335, ""M3_HARJ"": 0.7341, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.80,8,2621026741,291,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0045, ""M6_PARK"": 0.036, ""M6_GK"": 0.036, ""M2_HAR"": 0.7268, ""M3_HARJ"": 0.7268, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.80,9,1169115867,291,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0057, ""M6_PARK"": 0.035, ""M6_GK"": 0.035, ""M2_HAR"": 0.7348, ""M3_HARJ"": 0.7348, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.80,10,3689063838,291,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0051, ""M6_PARK"": 0.0346, ""M6_GK"": 0.0346, ""M2_HAR"": 0.7223, ""M3_HARJ"": 0.7234, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.80,11,1498398406,291,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.006, ""M6_PARK"": 0.0368, ""M6_GK"": 0.0368, ""M2_HAR"": 0.7279, ""M3_HARJ"": 0.7279, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.80,12,3833968697,291,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0053, ""M6_PARK"": 0.0356, ""M6_GK"": 0.0356, ""M2_HAR"": 0.7378, ""M3_HARJ"": 0.7378, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.80,13,630741820,291,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0054, ""M6_PARK"": 0.0332, ""M6_GK"": 0.0332, ""M2_HAR"": 0.7267, ""M3_HARJ"": 0.7267, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.80,14,2401719883,291,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0059, ""M6_PARK"": 0.0345, ""M6_GK"": 0.0345, ""M2_HAR"": 0.7345, ""M3_HARJ"": 0.7345, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.80,15,3662131630,291,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0051, ""M6_PARK"": 0.0369, ""M6_GK"": 0.0369, ""M2_HAR"": 0.7243, ""M3_HARJ"": 0.7281, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.80,16,303417529,291,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0049, ""M6_PARK"": 0.0381, ""M6_GK"": 0.0381, ""M2_HAR"": 0.7226, ""M3_HARJ"": 0.7285, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.80,17,4155647398,291,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0057, ""M6_PARK"": 0.0332, ""M6_GK"": 0.0332, ""M2_HAR"": 0.7202, ""M3_HARJ"": 0.725, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.80,18,2620441196,291,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.0062, ""M6_PARK"": 0.0365, ""M6_GK"": 0.0365, ""M2_HAR"": 0.7176, ""M3_HARJ"": 0.7233, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.80,19,4201311651,291,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,"{""M1_EWMA"": 0.005, ""M6_PARK"": 0.0371, ""M6_GK"": 0.0371, ""M2_HAR"": 0.7288, ""M3_HARJ"": 0.7306, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.90,0,2237533746,146,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_GK|M6_PARK,"{""M1_EWMA"": 0.0119, ""M6_PARK"": 0.129, ""M6_GK"": 0.129, ""M3_HARJ"": 0.7722, ""M2_HAR"": 0.7722, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.90,1,702494603,146,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_GK|M6_PARK,"{""M1_EWMA"": 0.014, ""M6_PARK"": 0.1279, ""M6_GK"": 0.1279, ""M3_HARJ"": 0.7749, ""M2_HAR"": 0.7749, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.90,2,4139393190,146,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_GK|M6_PARK,"{""M1_EWMA"": 0.0116, ""M6_PARK"": 0.1311, ""M6_GK"": 0.1311, ""M3_HARJ"": 0.7686, ""M2_HAR"": 0.7686, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.90,3,769717545,146,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_GK|M6_PARK,"{""M1_EWMA"": 0.0128, ""M6_PARK"": 0.1336, ""M6_GK"": 0.1336, ""M3_HARJ"": 0.7716, ""M2_HAR"": 0.7716, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.90,4,919028315,146,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_GK|M6_PARK,"{""M1_EWMA"": 0.0112, ""M6_PARK"": 0.1179, ""M6_GK"": 0.1179, ""M3_HARJ"": 0.7672, ""M2_HAR"": 0.7672, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.90,5,611620464,146,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_GK|M6_PARK,"{""M1_EWMA"": 0.015, ""M6_PARK"": 0.1305, ""M6_GK"": 0.1305, ""M3_HARJ"": 0.7728, ""M2_HAR"": 0.7728, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.90,6,3477480266,146,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_GK|M6_PARK,"{""M1_EWMA"": 0.0137, ""M6_PARK"": 0.137, ""M6_GK"": 0.137, ""M3_HARJ"": 0.7669, ""M2_HAR"": 0.7669, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.90,7,3198431117,146,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_GK|M6_PARK,"{""M1_EWMA"": 0.0123, ""M6_PARK"": 0.13, ""M6_GK"": 0.13, ""M3_HARJ"": 0.7691, ""M2_HAR"": 0.7691, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.90,8,2621026741,146,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_GK|M6_PARK,"{""M1_EWMA"": 0.0116, ""M6_PARK"": 0.1263, ""M6_GK"": 0.1263, ""M3_HARJ"": 0.7746, ""M2_HAR"": 0.7746, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
ES/GLOBEX/B0/1day/S-C_q0.90,9,1169115867,146,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_GK|M6_PARK,"{""M1_EWMA"": 0.0119, ""M6_PARK"": 0.1262, ""M6_GK"": 0.1262, ""M3_HARJ"": 0.7644, ""M2_HAR"": 0.7644, ""M4_HARQ"": 1.0, ""M5_RGARCH"": 1.0}"
