cell_id,root,geom,btag,horizon,scheme,n_obs,n_distinct_75,modal_75,modal_freq_75,n_distinct_90,modal_90,modal_freq_90,all_75,all_90,elapsed_s,s05_75_in_seed_set,s05_90_in_seed_set,s05_mcs75,s05_mcs90
NQ/RTH/B0/1day/S-C_q0.80,NQ,RTH,B0,1day,S-C_q0.80,280,2,M2_HAR|M3_HARJ|M4_HARQ,18,1,M2_HAR|M3_HARJ|M4_HARQ,20,"[""M2_HAR|M3_HARJ|M4_HARQ"", ""M2_HAR|M4_HARQ""]","[""M2_HAR|M3_HARJ|M4_HARQ""]",1.6,True,True,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ
NQ/RTH/B0/1day/S-C_q0.90,NQ,RTH,B0,1day,S-C_q0.90,140,1,M2_HAR|M3_HARJ|M4_HARQ,20,1,M2_HAR|M3_HARJ|M4_HARQ|M6_PARK,20,"[""M2_HAR|M3_HARJ|M4_HARQ""]","[""M2_HAR|M3_HARJ|M4_HARQ|M6_PARK""]",1.2,True,True,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ|M6_PARK
NQ/RTH/B0/1h/S-B_q0.80,NQ,RTH,B0,1h,S-B_q0.80,2181,1,M2_HAR|M4_HARQ,20,1,M1_EWMA|M2_HAR|M4_HARQ,20,"[""M2_HAR|M4_HARQ""]","[""M1_EWMA|M2_HAR|M4_HARQ""]",4.7,True,True,M2_HAR|M4_HARQ,M1_EWMA|M2_HAR|M4_HARQ
NQ/RTH/B0/1h/S-B_q0.90,NQ,RTH,B0,1h,S-B_q0.90,1091,1,M2_HAR|M4_HARQ,20,1,M2_HAR|M4_HARQ,20,"[""M2_HAR|M4_HARQ""]","[""M2_HAR|M4_HARQ""]",2.9,True,True,M2_HAR|M4_HARQ,M2_HAR|M4_HARQ
NQ/RTH/B0/1h/S-C_q0.80,NQ,RTH,B0,1h,S-C_q0.80,2181,1,M2_HAR|M4_HARQ,20,1,M2_HAR|M4_HARQ,20,"[""M2_HAR|M4_HARQ""]","[""M2_HAR|M4_HARQ""]",7.2,True,True,M2_HAR|M4_HARQ,M2_HAR|M4_HARQ
NQ/RTH/B0/1h/S-C_q0.90,NQ,RTH,B0,1h,S-C_q0.90,1091,1,M2_HAR|M3_HARJ|M4_HARQ,20,1,M2_HAR|M3_HARJ|M4_HARQ,20,"[""M2_HAR|M3_HARJ|M4_HARQ""]","[""M2_HAR|M3_HARJ|M4_HARQ""]",5.5,True,True,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ
NQ/RTH/B0/30min/S-B_q0.80,NQ,RTH,B0,30min,S-B_q0.80,4463,1,M2_HAR|M3_HARJ|M4_HARQ,20,1,M2_HAR|M3_HARJ|M4_HARQ,20,"[""M2_HAR|M3_HARJ|M4_HARQ""]","[""M2_HAR|M3_HARJ|M4_HARQ""]",8.8,True,True,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ
NQ/RTH/B0/30min/S-B_q0.90,NQ,RTH,B0,30min,S-B_q0.90,2232,1,M2_HAR|M3_HARJ|M4_HARQ,20,1,M2_HAR|M3_HARJ|M4_HARQ,20,"[""M2_HAR|M3_HARJ|M4_HARQ""]","[""M2_HAR|M3_HARJ|M4_HARQ""]",4.2,True,True,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ
NQ/RTH/B0/30min/S-C_q0.80,NQ,RTH,B0,30min,S-C_q0.80,4463,1,M2_HAR|M3_HARJ|M4_HARQ,20,1,M2_HAR|M3_HARJ|M4_HARQ,20,"[""M2_HAR|M3_HARJ|M4_HARQ""]","[""M2_HAR|M3_HARJ|M4_HARQ""]",6.3,True,True,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ
NQ/RTH/B0/30min/S-C_q0.90,NQ,RTH,B0,30min,S-C_q0.90,2232,1,M2_HAR|M3_HARJ|M4_HARQ,20,1,M2_HAR|M3_HARJ|M4_HARQ,20,"[""M2_HAR|M3_HARJ|M4_HARQ""]","[""M2_HAR|M3_HARJ|M4_HARQ""]",3.6,True,True,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ
NQ/RTH/B1/1day/S-B_q0.80,NQ,RTH,B1,1day,S-B_q0.80,280,1,M2_HAR|M4_HARQ,20,1,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ,20,"[""M2_HAR|M4_HARQ""]","[""M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ""]",1.4,True,True,M2_HAR|M4_HARQ,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ
NQ/RTH/B1/1day/S-B_q0.90,NQ,RTH,B1,1day,S-B_q0.90,140,1,M2_HAR|M3_HARJ|M4_HARQ,20,1,M2_HAR|M3_HARJ|M4_HARQ,20,"[""M2_HAR|M3_HARJ|M4_HARQ""]","[""M2_HAR|M3_HARJ|M4_HARQ""]",1.3,True,True,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ
NQ/RTH/B1/1day/S-C_q0.80,NQ,RTH,B1,1day,S-C_q0.80,280,1,M2_HAR|M4_HARQ,20,1,M2_HAR|M3_HARJ|M4_HARQ,20,"[""M2_HAR|M4_HARQ""]","[""M2_HAR|M3_HARJ|M4_HARQ""]",1.6,True,True,M2_HAR|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ
NQ/RTH/B1/1day/S-C_q0.90,NQ,RTH,B1,1day,S-C_q0.90,140,1,M2_HAR|M3_HARJ|M4_HARQ,20,1,M2_HAR|M3_HARJ|M4_HARQ|M6_PARK,20,"[""M2_HAR|M3_HARJ|M4_HARQ""]","[""M2_HAR|M3_HARJ|M4_HARQ|M6_PARK""]",1.4,True,True,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ|M6_PARK
NQ/RTH/B1/1h/S-B_q0.80,NQ,RTH,B1,1h,S-B_q0.80,2181,1,M2_HAR|M4_HARQ,20,1,M2_HAR|M4_HARQ,20,"[""M2_HAR|M4_HARQ""]","[""M2_HAR|M4_HARQ""]",5.1,True,True,M2_HAR|M4_HARQ,M2_HAR|M4_HARQ
NQ/RTH/B1/1h/S-B_q0.90,NQ,RTH,B1,1h,S-B_q0.90,1091,1,M2_HAR|M4_HARQ,20,1,M2_HAR|M4_HARQ,20,"[""M2_HAR|M4_HARQ""]","[""M2_HAR|M4_HARQ""]",3.4,True,True,M2_HAR|M4_HARQ,M2_HAR|M4_HARQ
NQ/RTH/B1/1h/S-C_q0.80,NQ,RTH,B1,1h,S-C_q0.80,2181,1,M2_HAR|M4_HARQ,20,1,M2_HAR|M4_HARQ,20,"[""M2_HAR|M4_HARQ""]","[""M2_HAR|M4_HARQ""]",4.9,True,True,M2_HAR|M4_HARQ,M2_HAR|M4_HARQ
NQ/RTH/B1/1h/S-C_q0.90,NQ,RTH,B1,1h,S-C_q0.90,1091,1,M2_HAR|M3_HARJ|M4_HARQ,20,1,M2_HAR|M3_HARJ|M4_HARQ,20,"[""M2_HAR|M3_HARJ|M4_HARQ""]","[""M2_HAR|M3_HARJ|M4_HARQ""]",3.4,True,True,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ
NQ/RTH/B1/30min/S-B_q0.80,NQ,RTH,B1,30min,S-B_q0.80,4463,1,M2_HAR|M3_HARJ|M4_HARQ,20,1,M2_HAR|M3_HARJ|M4_HARQ,20,"[""M2_HAR|M3_HARJ|M4_HARQ""]","[""M2_HAR|M3_HARJ|M4_HARQ""]",7.5,True,True,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ
NQ/RTH/B1/30min/S-B_q0.90,NQ,RTH,B1,30min,S-B_q0.90,2232,1,M2_HAR|M3_HARJ|M4_HARQ,20,1,M2_HAR|M3_HARJ|M4_HARQ,20,"[""M2_HAR|M3_HARJ|M4_HARQ""]","[""M2_HAR|M3_HARJ|M4_HARQ""]",5.3,True,True,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ
NQ/RTH/B1/30min/S-C_q0.80,NQ,RTH,B1,30min,S-C_q0.80,4463,1,M2_HAR|M3_HARJ|M4_HARQ,20,1,M2_HAR|M3_HARJ|M4_HARQ,20,"[""M2_HAR|M3_HARJ|M4_HARQ""]","[""M2_HAR|M3_HARJ|M4_HARQ""]",7.4,True,True,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ
NQ/RTH/B1/30min/S-C_q0.90,NQ,RTH,B1,30min,S-C_q0.90,2232,1,M2_HAR|M3_HARJ|M4_HARQ,20,1,M2_HAR|M3_HARJ|M4_HARQ,20,"[""M2_HAR|M3_HARJ|M4_HARQ""]","[""M2_HAR|M3_HARJ|M4_HARQ""]",5.2,True,True,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ
ES/GLOBEX/B0/1day/S-A,ES,GLOBEX,B0,1day,S-A,1453,1,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,20,1,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,20,"[""M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH""]","[""M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH""]",3.9,True,True,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH
ES/GLOBEX/B0/1h/S-A,ES,GLOBEX,B0,1h,S-A,40996,1,M6_GK,20,1,M6_GK,20,"[""M6_GK""]","[""M6_GK""]",36.2,True,True,M6_GK,M6_GK
ES/GLOBEX/B0/30min/S-A,ES,GLOBEX,B0,30min,S-A,21604,1,M6_GK,20,1,M6_GK,20,"[""M6_GK""]","[""M6_GK""]",18.8,True,True,M6_GK,M6_GK
ES/GLOBEX/B1/1day/S-A,ES,GLOBEX,B1,1day,S-A,1453,1,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,20,1,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,20,"[""M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH""]","[""M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH""]",3.9,True,True,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH,M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH
ES/GLOBEX/B1/1h/S-A,ES,GLOBEX,B1,1h,S-A,1403,1,M6_GK,20,1,M6_GK,20,"[""M6_GK""]","[""M6_GK""]",3.9,True,True,M6_GK,M6_GK
ES/GLOBEX/B1/30min/S-A,ES,GLOBEX,B1,30min,S-A,79538,1,M6_GK,20,1,M6_GK,20,"[""M6_GK""]","[""M6_GK""]",75.4,True,True,M6_GK,M6_GK
ES/RTH/B0/1day/S-A,ES,RTH,B0,1day,S-A,1401,1,M2_HAR|M4_HARQ,20,1,M2_HAR|M4_HARQ,20,"[""M2_HAR|M4_HARQ""]","[""M2_HAR|M4_HARQ""]",3.6,True,True,M2_HAR|M4_HARQ,M2_HAR|M4_HARQ
ES/RTH/B0/1h/S-A,ES,RTH,B0,1h,S-A,10906,1,M2_HAR|M4_HARQ,20,1,M2_HAR|M4_HARQ,20,"[""M2_HAR|M4_HARQ""]","[""M2_HAR|M4_HARQ""]",10.7,True,True,M2_HAR|M4_HARQ,M2_HAR|M4_HARQ
ES/RTH/B0/30min/S-A,ES,RTH,B0,30min,S-A,22312,1,M2_HAR|M3_HARJ|M4_HARQ,20,1,M2_HAR|M3_HARJ|M4_HARQ,20,"[""M2_HAR|M3_HARJ|M4_HARQ""]","[""M2_HAR|M3_HARJ|M4_HARQ""]",17.8,True,True,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ
ES/RTH/B1/1day/S-A,ES,RTH,B1,1day,S-A,1401,1,M2_HAR|M4_HARQ,20,1,M2_HAR|M4_HARQ,20,"[""M2_HAR|M4_HARQ""]","[""M2_HAR|M4_HARQ""]",3.2,True,True,M2_HAR|M4_HARQ,M2_HAR|M4_HARQ
ES/RTH/B1/1h/S-A,ES,RTH,B1,1h,S-A,10906,1,M2_HAR|M4_HARQ,20,1,M2_HAR|M4_HARQ,20,"[""M2_HAR|M4_HARQ""]","[""M2_HAR|M4_HARQ""]",9.6,True,True,M2_HAR|M4_HARQ,M2_HAR|M4_HARQ
ES/RTH/B1/30min/S-A,ES,RTH,B1,30min,S-A,22312,1,M2_HAR|M3_HARJ|M4_HARQ,20,1,M2_HAR|M3_HARJ|M4_HARQ,20,"[""M2_HAR|M3_HARJ|M4_HARQ""]","[""M2_HAR|M3_HARJ|M4_HARQ""]",19.9,True,True,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ
NQ/GLOBEX/B0/1day/S-A,NQ,GLOBEX,B0,1day,S-A,1448,1,M2_HAR|M4_HARQ,20,2,M2_HAR|M4_HARQ,17,"[""M2_HAR|M4_HARQ""]","[""M2_HAR|M3_HARJ|M4_HARQ"", ""M2_HAR|M4_HARQ""]",2.7,True,True,M2_HAR|M4_HARQ,M2_HAR|M4_HARQ
NQ/GLOBEX/B0/1h/S-A,NQ,GLOBEX,B0,1h,S-A,22259,1,M6_GK,20,1,M6_GK,20,"[""M6_GK""]","[""M6_GK""]",20.1,True,True,M6_GK,M6_GK
NQ/GLOBEX/B0/30min/S-A,NQ,GLOBEX,B0,30min,S-A,80900,1,M6_GK,20,1,M6_GK,20,"[""M6_GK""]","[""M6_GK""]",62.0,True,True,M6_GK,M6_GK
NQ/GLOBEX/B1/1day/S-A,NQ,GLOBEX,B1,1day,S-A,1448,1,M2_HAR|M3_HARJ|M4_HARQ,20,1,M2_HAR|M3_HARJ|M4_HARQ,20,"[""M2_HAR|M3_HARJ|M4_HARQ""]","[""M2_HAR|M3_HARJ|M4_HARQ""]",3.2,True,True,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ
NQ/GLOBEX/B1/1h/S-A,NQ,GLOBEX,B1,1h,S-A,39503,1,M6_GK,20,1,M6_GK,20,"[""M6_GK""]","[""M6_GK""]",38.1,True,True,M6_GK,M6_GK
NQ/GLOBEX/B1/30min/S-A,NQ,GLOBEX,B1,30min,S-A,83735,1,M6_GK,20,1,M6_GK,20,"[""M6_GK""]","[""M6_GK""]",51.7,True,True,M6_GK,M6_GK
NQ/RTH/B0/1day/S-A,NQ,RTH,B0,1day,S-A,1401,1,M2_HAR|M4_HARQ,20,1,M2_HAR|M4_HARQ,20,"[""M2_HAR|M4_HARQ""]","[""M2_HAR|M4_HARQ""]",2.9,True,True,M2_HAR|M4_HARQ,M2_HAR|M4_HARQ
NQ/RTH/B0/1h/S-A,NQ,RTH,B0,1h,S-A,10906,1,M2_HAR|M4_HARQ,20,1,M2_HAR|M4_HARQ,20,"[""M2_HAR|M4_HARQ""]","[""M2_HAR|M4_HARQ""]",11.1,True,True,M2_HAR|M4_HARQ,M2_HAR|M4_HARQ
NQ/RTH/B0/30min/S-A,NQ,RTH,B0,30min,S-A,22312,1,M2_HAR|M3_HARJ|M4_HARQ,20,1,M2_HAR|M3_HARJ|M4_HARQ,20,"[""M2_HAR|M3_HARJ|M4_HARQ""]","[""M2_HAR|M3_HARJ|M4_HARQ""]",21.5,True,True,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ
NQ/RTH/B1/1day/S-A,NQ,RTH,B1,1day,S-A,1401,1,M2_HAR|M3_HARJ|M4_HARQ,20,1,M2_HAR|M3_HARJ|M4_HARQ,20,"[""M2_HAR|M3_HARJ|M4_HARQ""]","[""M2_HAR|M3_HARJ|M4_HARQ""]",4.2,True,True,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ
NQ/RTH/B1/1h/S-A,NQ,RTH,B1,1h,S-A,10906,1,M2_HAR|M4_HARQ,20,1,M2_HAR|M4_HARQ,20,"[""M2_HAR|M4_HARQ""]","[""M2_HAR|M4_HARQ""]",11.3,True,True,M2_HAR|M4_HARQ,M2_HAR|M4_HARQ
NQ/RTH/B1/30min/S-A,NQ,RTH,B1,30min,S-A,22312,1,M2_HAR|M4_HARQ,20,1,M2_HAR|M3_HARJ|M4_HARQ,20,"[""M2_HAR|M4_HARQ""]","[""M2_HAR|M3_HARJ|M4_HARQ""]",15.1,True,True,M2_HAR|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ
