cell,stratum,key,n_windows,n_grid,b,c,A,rmse,cond,degenerate,reason
NQ/RTH/B0/1day,year,2022,238,8,-1.4110732896641764,0.33646919668212416,5.1180657546983035,0.01267930787898946,170.83587481634098,False,
NQ/RTH/B0/1day,year,2023,236,8,-1.0916884202303403,0.3149896341307748,4.033079147564697,0.014048156755962124,88.63658542728484,False,
NQ/RTH/B0/1day,vol_tercile,1,634,8,-0.0001370773158814754,-307.1276246372768,307.80814824458815,0.036490085416686205,101783491778.60663,True,|b|=0.000137 <= 0.01; cond=1.02e+11 > 1e8
NQ/RTH/B0/1day,vol_tercile,2,633,8,-2.2332679044631063,0.3919618630170998,-8.714208116739115,0.03591681520253287,1023.724164411172,True,A=-8.71 <= 0
NQ/RTH/B0/1day,vol_tercile,3,634,8,-0.7093977045836461,0.6067834471827593,-0.44211950298495895,0.02482109952579534,56.8596945863858,True,A=-0.442 <= 0
NQ/RTH/B0/1h,pooled,all,11406,9,-0.8032152282589848,1.424896531154938,2.4407802378582644,0.011876103992107716,48.37411655705927,False,
NQ/RTH/B0/1h,year,2016,1434,9,-0.7547480897306522,0.9726679142465501,2.454852910639197,0.026099322821030196,45.490282192155846,False,
NQ/RTH/B0/1h,year,2017,1422,9,-0.6823777483639757,0.7177200346114638,2.2369398559463427,0.027386074248123685,40.28657103957756,False,
NQ/RTH/B0/1h,year,2018,1416,9,-1.07808703133533,1.3419889282071387,3.4840553596020394,0.009271401783679967,77.61262029081846,False,
NQ/RTH/B0/1h,year,2019,1422,9,-0.9036406358369432,1.1312351348368141,2.8916590355692033,0.017680962029996024,58.087496133703524,False,
NQ/RTH/B0/1h,year,2020,1434,9,-0.9118838303811192,1.4921095236078787,1.8576987052034781,0.019099233868055232,54.79339203103643,False,
NQ/RTH/B0/1h,year,2021,1434,9,-0.9496198231995575,1.1554841204835133,2.6943846269898253,0.017927872152411345,60.759849231265086,False,
NQ/RTH/B0/1h,year,2022,1428,9,-1.1049831871377451,0.7144421954260571,2.9422053466316336,0.011687570646014035,78.08963025020302,False,
NQ/RTH/B0/1h,year,2023,1416,9,-0.8734384001003813,0.5951151378609669,2.422210271870222,0.01767278902533716,53.208188081801126,False,
