root,geom,btag,horizon,sample,candidate,n,n_dropped_predictor,share_dropped,n_dropped_target,ic,r2,lam_intercept,lam_theory,valid,r2_corr_measured,keep_raw,keep_measured,band_lo,band_hi,in_flip_band
NQ,RTH,B1,1h,insample,Parkinson,11405,0,0.0,0,0.6893054136052641,0.4751419532255242,0.8101747602302579,0.887111968415982,True,0.5864684714326144,True,True,0.016203495204605158,0.02,False
NQ,RTH,B1,1h,insample,GarmanKlass,11405,0,0.0,0,0.6986700098390617,0.48813978264851454,0.8101747602302579,0.887111968415982,True,0.6025117130405068,True,True,0.016203495204605158,0.02,False
NQ,RTH,B1,1h,insample,VolumeSurprise,11405,0,0.0,0,0.24251260996583848,0.058812365992442904,0.8101747602302579,0.887111968415982,True,0.07259219723868957,True,True,0.016203495204605158,0.02,False
NQ,RTH,B1,1h,insample,CrossLeadLag,11405,0,0.0,0,0.7107859093944691,0.5052166089937223,0.8101747602302579,0.887111968415982,True,0.6235896670616299,True,True,0.016203495204605158,0.02,False
NQ,RTH,B1,1h,insample,RealizedQuarticity,11405,0,0.0,0,0.694165583367687,0.48186585713220115,0.8101747602302579,0.887111968415982,True,0.5947677967593697,True,True,0.016203495204605158,0.02,False
NQ,RTH,B1,1h,insample,SignatureSlope,11405,0,0.0,0,0.029698799802009165,0.0008820187096798196,0.8101747602302579,0.887111968415982,True,0.0010886771015047952,False,False,0.016203495204605158,0.02,False
NQ,RTH,B1,30min,insample,RS_up,22517,294,0.012888518697119811,0,0.5148904542178245,0.26511217984463764,0.6765338975574761,0.7760344553519921,True,0.39186828746022234,True,True,0.013530677951149522,0.02,False
NQ,RTH,B1,30min,insample,RS_down,22405,406,0.01779843058173688,0,0.5690332952329757,0.3237988910836989,0.6765338975574761,0.7760344553519921,True,0.4786144378762485,True,True,0.013530677951149522,0.02,False
NQ,RTH,B1,30min,insample,JumpVar,11546,11265,0.49384069089474375,0,0.532720841694392,0.2837914951755815,0.6765338975574761,0.7760344553519921,True,0.41947860439834284,True,True,0.013530677951149522,0.02,False
NQ,RTH,B1,30min,insample,Parkinson,22811,0,0.0,0,0.7156452154523227,0.5121480743998015,0.6765338975574761,0.7760344553519921,True,0.7570176102761962,True,True,0.013530677951149522,0.02,False
NQ,RTH,B1,30min,insample,GarmanKlass,22811,0,0.0,0,0.7256211690494258,0.5265260809726553,0.6765338975574761,0.7760344553519921,True,0.7782700658068998,True,True,0.013530677951149522,0.02,False
NQ,RTH,B1,30min,insample,VolumeSurprise,22811,0,0.0,0,0.18357216546659377,0.03369873993409448,0.6765338975574761,0.7760344553519921,True,0.04981086691407292,True,True,0.013530677951149522,0.02,False
NQ,RTH,B1,30min,insample,CrossLeadLag,22811,0,0.0,0,0.6905143148097337,0.476810018957156,0.6765338975574761,0.7760344553519921,True,0.7047836341661622,True,True,0.013530677951149522,0.02,False
NQ,RTH,B1,30min,insample,RealizedQuarticity,22811,0,0.0,0,0.6937066687167611,0.48122894222210616,0.6765338975574761,0.7760344553519921,True,0.7113153442266691,True,True,0.013530677951149522,0.02,False
NQ,RTH,B1,30min,insample,SignatureSlope,22811,0,0.0,0,0.0004948619095823467,2.4488830955548667e-07,0.6765338975574761,0.7760344553519921,True,3.61974929031079e-07,False,False,0.013530677951149522,0.02,False
