root,geom,btag,horizon,sample,candidate,n,n_dropped_predictor,share_dropped,n_dropped_target,ic,r2,lam_intercept,lam_theory,valid,r2_corr_measured,keep_raw,keep_measured,band_lo,band_hi,in_flip_band
NQ,RTH,B0,30min,insample,Parkinson,22811,0,0.0,0,0.7121537447033428,0.507162956094994,0.6765338975574761,0.7760344553519921,True,0.7496489945677955,True,True,0.013530677951149522,0.02,False
NQ,RTH,B0,30min,insample,GarmanKlass,22811,0,0.0,0,0.7221111059932788,0.5214444493988363,0.6765338975574761,0.7760344553519921,True,0.7707587916605998,True,True,0.013530677951149522,0.02,False
NQ,RTH,B0,30min,insample,VolumeSurprise,22811,0,0.0,0,0.18280926817773727,0.03341922853167986,0.6765338975574761,0.7760344553519921,True,0.04939771481123852,True,True,0.013530677951149522,0.02,False
NQ,RTH,B0,30min,insample,CrossLeadLag,22811,0,0.0,0,0.6877764288535373,0.47303641608652486,0.6765338975574761,0.7760344553519921,True,0.6992057867231068,True,True,0.013530677951149522,0.02,False
NQ,RTH,B0,30min,insample,RealizedQuarticity,22811,0,0.0,0,0.6901769034163467,0.47634415800937724,0.6765338975574761,0.7760344553519921,True,0.7040950346008473,True,True,0.013530677951149522,0.02,False
NQ,RTH,B0,30min,insample,SignatureSlope,22811,0,0.0,0,-0.002394726681592918,5.734715879533029e-06,0.6765338975574761,0.7760344553519921,True,8.476612776148186e-06,False,False,0.013530677951149522,0.02,False
NQ,RTH,B1,1day,insample,RS_up,1900,0,0.0,0,0.7845543325284559,0.6155255006891709,0.9312843759268288,0.9760122926626974,True,0.6609425827385864,True,True,0.018625687518536577,0.02,False
NQ,RTH,B1,1day,insample,RS_down,1900,0,0.0,0,0.7722607957425619,0.5963867366409349,0.9312843759268288,0.9760122926626974,True,0.6403916484128722,True,True,0.018625687518536577,0.02,False
NQ,RTH,B1,1day,insample,JumpVar,1199,701,0.36894736842105263,0,0.4792632531913,0.2296932658595081,0.9312843759268288,0.9760122926626974,True,0.24664138237143063,True,True,0.018625687518536577,0.02,False
NQ,RTH,B1,1day,insample,Parkinson,1900,0,0.0,0,0.7616496708082366,0.5801102210422953,0.9312843759268288,0.9760122926626974,True,0.6229141560170174,True,True,0.018625687518536577,0.02,False
NQ,RTH,B1,1day,insample,GarmanKlass,1900,0,0.0,0,0.761348981375115,0.5796522714409251,0.9312843759268288,0.9760122926626974,True,0.6224224162077734,True,True,0.018625687518536577,0.02,False
NQ,RTH,B1,1day,insample,VolumeSurprise,1900,0,0.0,0,0.22657676528392126,0.051337030566525145,0.9312843759268288,0.9760122926626974,True,0.0551249778194053,True,True,0.018625687518536577,0.02,False
NQ,RTH,B1,1day,insample,CrossLeadLag,1900,0,0.0,0,0.7762196099025992,0.6025168827973433,0.9312843759268288,0.9760122926626974,True,0.6469741127115002,True,True,0.018625687518536577,0.02,False
NQ,RTH,B1,1day,insample,RealizedQuarticity,1900,0,0.0,0,0.772380917521237,0.596572281750948,0.9312843759268288,0.9760122926626974,True,0.6405908841294905,True,True,0.018625687518536577,0.02,False
NQ,RTH,B1,1day,insample,SignatureSlope,1900,0,0.0,0,0.09423782905522755,0.00888076842504229,0.9312843759268288,0.9760122926626974,True,0.009536043613105836,False,False,0.018625687518536577,0.02,False
NQ,RTH,B1,1h,insample,RS_up,11403,2,0.00017536168347216134,0,0.6029585116242564,0.36355896674013854,0.8101747602302579,0.887111968415982,True,0.44874141307094323,True,True,0.016203495204605158,0.02,False
NQ,RTH,B1,1h,insample,RS_down,11400,5,0.00043840420868040335,0,0.6488355066733914,0.42098751472011653,0.8101747602302579,0.887111968415982,True,0.5196255615275754,True,True,0.016203495204605158,0.02,False
NQ,RTH,B1,1h,insample,JumpVar,5938,5467,0.479351161771153,0,0.5205827421217579,0.2710063913950087,0.8101747602302579,0.887111968415982,True,0.33450362156183017,True,True,0.016203495204605158,0.02,False
