root,geom,btag,horizon,M,c,c_lo,c_hi,sd_log_iv,sd_log_iv_lo,sd_log_iv_hi,vol_ratio_1sd,var_log_rv_naive,sd_log_iv_naive,overstatement_var,overstatement_sd,is_five_min
NQ,GLOBEX,B1,1day,1379,1.0853359132503864,1.0141537337297502,1.155019656130149,1.041794563841829,1.007052001502281,1.0747184078306973,1.683537580014721,1.0748089412721487,1.036729926872061,-0.009699275449857048,-0.004861454595319725,False
ES,RTH,B0,1day,5,1.0809384800522852,0.99701777526825,1.1610578419327755,1.0396819129196608,0.9985077742653033,1.077523940306096,1.681760155339004,1.9512589903075634,1.3968747224814269,0.8051526764161274,0.34355970333146235,False
ES,RTH,B0,1day,6,1.0809384800522852,0.99701777526825,1.1610578419327755,1.0396819129196608,0.9985077742653033,1.077523940306096,1.681760155339004,1.829243017305556,1.3524951080523566,0.6922730118897009,0.30087394158300396,False
ES,RTH,B0,1day,10,1.0809384800522852,0.99701777526825,1.1610578419327755,1.0396819129196608,0.9985077742653033,1.077523940306096,1.681760155339004,1.6060925621735793,1.2673170724698612,0.48583161004305464,0.21894692667197568,False
ES,RTH,B0,1day,13,1.0809384800522852,0.99701777526825,1.1610578419327755,1.0396819129196608,0.9985077742653033,1.077523940306096,1.681760155339004,1.531001776273308,1.237336565479784,0.4163634698241596,0.1901106964581738,False
ES,RTH,B0,1day,26,1.0809384800522852,0.99701777526825,1.1610578419327755,1.0396819129196608,0.9985077742653033,1.077523940306096,1.681760155339004,1.3836336284811321,1.1762795707148586,0.2800299499137133,0.1313840859379778,False
ES,RTH,B0,1day,78,1.0809384800522852,0.99701777526825,1.1610578419327755,1.0396819129196608,0.9985077742653033,1.077523940306096,1.681760155339004,1.2871686279157708,1.134534542407489,0.1907880528533965,0.0912323551166343,True
ES,RTH,B0,1day,195,1.0809384800522852,0.99701777526825,1.1610578419327755,1.0396819129196608,0.9985077742653033,1.077523940306096,1.681760155339004,1.1813134329001658,1.0868824374789419,0.09285908004961163,0.04539900518874207,False
ES,RTH,B0,1day,389,1.0809384800522852,0.99701777526825,1.1610578419327755,1.0396819129196608,0.9985077742653033,1.077523940306096,1.681760155339004,1.0896790432363515,1.0438769291618393,0.008086087548334397,0.004034903550834912,False
ES,RTH,B0,1h,4,1.051936782682572,0.94692268588903,1.1327760576027854,1.0256396943774027,0.973099525171516,1.0643195279627191,1.6699936886811888,2.2921742169229553,1.513992806100133,1.1790037715742012,0.4761449019571897,False
ES,RTH,B0,1h,5,1.051936782682572,0.94692268588903,1.1327760576027854,1.0256396943774027,0.973099525171516,1.0643195279627191,1.6699936886811888,2.1380102745286265,1.4621936515142673,1.032451293390872,0.4256406606823726,False
ES,RTH,B0,1h,6,1.051936782682572,0.94692268588903,1.1327760576027854,1.0256396943774027,0.973099525171516,1.0643195279627191,1.6699936886811888,2.047961170044184,1.4310699389073143,0.9468481412177865,0.3952950015024732,False
ES,RTH,B0,1h,10,1.051936782682572,0.94692268588903,1.1327760576027854,1.0256396943774027,0.973099525171516,1.0643195279627191,1.6699936886811888,1.8322413755367217,1.3536031085723472,0.7417789792123002,0.31976474388896303,False
ES,RTH,B0,1h,12,1.051936782682572,0.94692268588903,1.1327760576027854,1.0256396943774027,0.973099525171516,1.0643195279627191,1.6699936886811888,1.7888437170876814,1.337476623006055,0.7005239730527373,0.30404140005321056,True
ES,RTH,B0,1h,15,1.051936782682572,0.94692268588903,1.1327760576027854,1.0256396943774027,0.973099525171516,1.0643195279627191,1.6699936886811888,1.7091831593719378,1.3073573189346277,0.6247964587884305,0.27467504046656166,False
ES,RTH,B0,1h,20,1.051936782682572,0.94692268588903,1.1327760576027854,1.0256396943774027,0.973099525171516,1.0643195279627191,1.6699936886811888,1.644980250875517,1.2825678348046612,0.5637634104595228,0.25050526206790624,False
ES,RTH,B0,1h,30,1.051936782682572,0.94692268588903,1.1327760576027854,1.0256396943774027,0.973099525171516,1.0643195279627191,1.6699936886811888,1.5483813167693106,1.2443397111598224,0.47193381033862325,0.2132327931351936,False
ES,RTH,B0,1h,60,1.051936782682572,0.94692268588903,1.1327760576027854,1.0256396943774027,0.973099525171516,1.0643195279627191,1.6699936886811888,1.3792227089749467,1.1744031288169097,0.3111269913556536,0.14504453684372187,False
ES,RTH,B0,30min,5,0.8153215401312074,0.6376069294255036,0.947611338521586,0.9029515713100051,0.7985029301295666,0.9734533057736184,1.5706283868040378,2.1480929177266677,1.4656373759312593,1.6346573860675644,0.6231627725116062,False
