root,geom,btag,horizon,M,minutes_per_sub_bar,s2_intercept,s2_intercept_lo,s2_intercept_hi,s2_naive,adj_exact_intercept_vp,adj_exact_intercept_vp_lo,adj_exact_intercept_vp_hi,adj_exact_naive_vp,bias_vp,overstatement_prop,overstatement_lo,overstatement_hi,adj_BL_naive_vp,below_5pct,is_5min
NQ,RTH,B0,1h,15,4.0,1.424896531154938,1.3780583977392191,1.4692998836242692,1.6990643159460856,3.263027287511866,3.164748799327417,3.3556671669326943,3.8269021704710027,0.5638748829591367,0.17280728393451605,0.14042960165475793,0.2092277817703283,11.172069754816977,False,False
NQ,RTH,B0,1h,20,3.0,1.424896531154938,1.3780583977392191,1.4692998836242692,1.6603110366329128,3.263027287511866,3.164748799327417,3.3556671669326943,3.7483670334710206,0.48533974595915463,0.1487391012072221,0.11702586907547219,0.1844121828145211,10.6523673430315,False,False
NQ,RTH,B0,1h,30,2.0,1.424896531154938,1.3780583977392191,1.4692998836242692,1.595144578551451,3.263027287511866,3.164748799327417,3.3556671669326943,3.615443714795916,0.3524164272840502,0.10800290534890866,0.07741427708418258,0.14241096025197408,9.82260413577064,False,False
NQ,RTH,B0,1h,60,1.0,1.424896531154938,1.3780583977392191,1.4692998836242692,1.5002402055213817,3.263027287511866,3.164748799327417,3.3556671669326943,3.419915472346955,0.15688818483508893,0.04808056170278596,0.019146209149516924,0.08062778097072565,8.706914315255073,True,False
NQ,RTH,B0,30min,5,6.0,1.3684356791732393,1.3079703138026089,1.418375772266111,2.1285236764311564,3.144486505086772,3.016606998540625,3.249379505700687,4.672220832406246,1.5277343273194743,0.48584540746099236,0.43788093210083257,0.5488331210086612,18.506132277398393,False,False
NQ,RTH,B0,30min,6,5.0,1.3684356791732393,1.3079703138026089,1.418375772266111,2.0227156240960893,3.144486505086772,3.016606998540625,3.249379505700687,4.468148971783394,1.3236624666966224,0.4209470972622591,0.3750775998754554,0.48118365234350935,16.397060029483637,False,True
NQ,RTH,B0,30min,10,3.0,1.3684356791732393,1.3079703138026089,1.418375772266111,1.8342459020025377,3.144486505086772,3.016606998540625,3.249379505700687,4.097894277994241,0.9534077729074686,0.30319982972264636,0.26113132393582394,0.35844486205088066,13.151028503131446,False,False
NQ,RTH,B0,30min,15,2.0,1.3684356791732393,1.3079703138026089,1.418375772266111,1.720732921252032,3.144486505086772,3.016606998540625,3.249379505700687,3.870648957165166,0.7261624520783938,0.23093196644466296,0.19119633467698316,0.2831134314273318,11.47155746041783,False,False
NQ,RTH,B0,30min,30,1.0,1.3684356791732393,1.3079703138026089,1.418375772266111,1.581309746889761,3.144486505086772,3.016606998540625,3.249379505700687,3.5870845030489606,0.44259799796218857,0.14075366430932568,0.10392907222926917,0.1891123055752113,9.653296851287362,False,False
NQ,RTH,B1,1day,5,78.0,1.0567722578646066,0.9903368974003532,1.12024619795379,1.8174300346069436,2.4748719198173896,2.3287299222705693,2.6133703693370713,4.064433160315581,1.5895612404981918,0.6422802035813953,0.5552457500873091,0.7453432969816691,12.890043378781616,False,False
NQ,RTH,B1,1day,6,65.0,1.0567722578646066,0.9903368974003532,1.12024619795379,1.6648754610695002,2.4748719198173896,2.3287299222705693,2.6133703693370713,3.757636807601441,1.2827648877840514,0.5183156661613022,0.4378508502622358,0.6135992292045838,10.71253754663954,False,False
NQ,RTH,B1,1day,10,39.0,1.0567722578646066,0.9903368974003532,1.12024619795379,1.452688150140284,2.4748719198173896,2.3287299222705693,2.6133703693370713,3.3210698566525254,0.8461979368351358,0.34191585029481986,0.27079953749340735,0.4261292496359561,8.186474559542248,False,False
NQ,RTH,B1,1day,13,30.0,1.0567722578646066,0.9903368974003532,1.12024619795379,1.3361575822638212,2.4748719198173896,2.3287299222705693,2.6133703693370713,3.0763411350989767,0.601469215281587,0.24303044148077246,0.17715467015084663,0.3210381786564016,7.010993253257823,False,False
NQ,RTH,B1,1day,26,15.0,1.0567722578646066,0.9903368974003532,1.12024619795379,1.204757807019318,2.4748719198173896,2.3287299222705693,2.6133703693370713,2.7960751339174306,0.32120321410004093,0.12978579276285984,0.06991154668471489,0.20068673794133596,5.83987759073863,False,False
NQ,RTH,B1,1day,78,5.0,1.0567722578646066,0.9903368974003532,1.12024619795379,1.13474711756856,2.4748719198173896,2.3287299222705693,2.6133703693370713,2.644857088897503,0.16998516908011352,0.0686844307856771,0.012048318879661402,0.13575089305276844,5.2759672031140346,False,True
NQ,RTH,B1,1day,195,2.0,1.0567722578646066,0.9903368974003532,1.12024619795379,1.0804412819338869,2.4748719198173896,2.3287299222705693,2.6133703693370713,2.526645627273607,0.051773707456217455,0.020919752267437586,-0.03318501773840177,0.08498868980481222,4.8649481792575555,True,False
NQ,RTH,B1,1day,389,1.0025706940874035,1.0567722578646066,0.9903368974003532,1.12024619795379,1.0465876249207384,2.4748719198173896,2.3287299222705693,2.6133703693370713,2.452546837435674,-0.0223250823817156,-0.009020702123188173,-0.06153874467559417,0.05316928939719223,4.619790898432114,True,False
NQ,RTH,B1,1h,4,15.0,1.424896531154938,1.3794630242511596,1.4694619829807138,2.242986168005198,3.263027287511866,3.1677044448676495,3.356004417971008,4.889966361042603,1.6269390735307376,0.49859805946376756,0.45707983423901655,0.54369400496482,21.05355818904641,False,False
NQ,RTH,B1,1h,5,12.0,1.424896531154938,1.3794630242511596,1.4694619829807138,2.0781772580569497,3.263027287511866,3.1677044448676495,3.356004417971008,4.5754543134632915,1.312427025951426,0.4022114773524257,0.36336361447031273,0.44440694928988544,17.474730304939037,False,False
NQ,RTH,B1,1h,6,10.0,1.424896531154938,1.3794630242511596,1.4694619829807138,1.994221769422511,3.263027287511866,3.1677044448676495,3.356004417971008,4.412730048447173,1.1497027609353072,0.3523423678788731,0.3148761142320087,0.39303717415831785,15.866208861274188,False,False
NQ,RTH,B1,1h,10,6.0,1.424896531154938,1.3794630242511596,1.4694619829807138,1.8084635417682893,3.263027287511866,3.1677044448676495,3.356004417971008,4.046562379053378,0.7835350915415118,0.24012520353115874,0.20576789392305717,0.27744316096461086,12.752665484399966,False,False
NQ,RTH,B1,1h,12,5.0,1.424896531154938,1.3794630242511596,1.4694619829807138,1.7587520585567455,3.263027287511866,3.1677044448676495,3.356004417971008,3.947120104290207,0.6840928167783411,0.20964973826497713,0.17613674259600032,0.24605062529914234,12.012970842580328,False,True
NQ,RTH,B1,1h,15,4.0,1.424896531154938,1.3794630242511596,1.4694619829807138,1.6990643159460856,3.263027287511866,3.1677044448676495,3.356004417971008,3.8269021704710027,0.5638748829591367,0.17280728393451605,0.14031499779273027,0.20809950457069726,11.172069754816977,False,False
NQ,RTH,B1,1h,20,3.0,1.424896531154938,1.3794630242511596,1.4694619829807138,1.6603110366329128,3.263027287511866,3.1677044448676495,3.356004417971008,3.7483670334710206,0.48533974595915463,0.1487391012072221,0.11691361709744985,0.1833070599576192,10.6523673430315,False,False
NQ,RTH,B1,1h,30,2.0,1.424896531154938,1.3794630242511596,1.4694619829807138,1.595144578551451,3.263027287511866,3.1677044448676495,3.356004417971008,3.615443714795916,0.3524164272840502,0.10800290534890866,0.07730600574768065,0.14134502688648842,9.82260413577064,False,False
NQ,RTH,B1,1h,60,1.0,1.424896531154938,1.3794630242511596,1.4694619829807138,1.5002402055213817,3.263027287511866,3.1677044448676495,3.356004417971008,3.419915472346955,0.15688818483508893,0.04808056170278596,0.01904379327801564,0.07961949476945063,8.706914315255073,True,False
NQ,RTH,B1,30min,5,6.0,1.3684356791732393,1.307830017802652,1.419214872553802,2.1285236764311564,3.144486505086772,3.016309158166044,3.251136344873282,4.672220832406246,1.5277343273194743,0.48584540746099236,0.43710393437478334,0.5489860579301555,18.506132277398393,False,False
NQ,RTH,B1,30min,6,5.0,1.3684356791732393,1.307830017802652,1.419214872553802,2.0227156240960893,3.144486505086772,3.016309158166044,3.251136344873282,4.468148971783394,1.3236624666966224,0.4209470972622591,0.37433453962311347,0.4813299093320025,16.397060029483637,False,True
NQ,RTH,B1,30min,10,3.0,1.3684356791732393,1.307830017802652,1.419214872553802,1.8342459020025377,3.144486505086772,3.016309158166044,3.251136344873282,4.097894277994241,0.9534077729074686,0.30319982972264636,0.2604498376256079,0.3585789994039652,13.151028503131446,False,False
NQ,RTH,B1,30min,15,2.0,1.3684356791732393,1.307830017802652,1.419214872553802,1.720732921252032,3.144486505086772,3.016309158166044,3.251136344873282,3.870648957165166,0.7261624520783938,0.23093196644466296,0.19055263962361746,0.2832401303050023,11.47155746041783,False,False
NQ,RTH,B1,30min,30,1.0,1.3684356791732393,1.307830017802652,1.419214872553802,1.581309746889761,3.144486505086772,3.016309158166044,3.251136344873282,3.5870845030489606,0.44259799796218857,0.14075366430932568,0.10333253439383894,0.1892297224698134,9.653296851287362,False,False
