root,geom,btag,horizon,M,minutes_per_sub_bar,s2_intercept,s2_intercept_lo,s2_intercept_hi,s2_naive,adj_exact_intercept_vp,adj_exact_intercept_vp_lo,adj_exact_intercept_vp_hi,adj_exact_naive_vp,bias_vp,overstatement_prop,overstatement_lo,overstatement_hi,adj_BL_naive_vp,below_5pct,is_5min
ES,GLOBEX,B1,1day,138,10.0,1.033909620188399,0.9338853599795304,1.119937727143011,1.3109660533866352,2.4247164543727417,2.2035926339930123,2.6126999479444546,3.0229655357694107,0.598249081396669,0.2467295012238584,0.15702744134386082,0.3718350157540946,6.774389509609073,False,False
ES,GLOBEX,B1,1day,276,5.0,1.033909620188399,0.9338853599795304,1.119937727143011,1.249852873673113,2.4247164543727417,2.2035926339930123,2.6126999479444546,2.8927788414180045,0.4680623870452627,0.19303798850424658,0.10719902746348753,0.31275572299230037,6.224573684743339,False,True
ES,GLOBEX,B1,1day,345,4.0,1.033909620188399,0.9338853599795304,1.119937727143011,1.2194569006340703,2.4247164543727417,2.2035926339930123,2.6126999479444546,2.827656374325489,0.40293991995274725,0.1661802225270852,0.0822736749966837,0.28320286186546384,5.963371633894331,False,False
ES,GLOBEX,B1,1day,1379,1.0007251631617113,1.033909620188399,0.9338853599795304,1.119937727143011,1.0409288255129356,2.4247164543727417,2.2035926339930123,2.6126999479444546,2.4401302568241023,0.015413802451360592,0.006356950489432744,-0.06605032899247454,0.10734181045181335,4.579615210201572,True,False
NQ,GLOBEX,B0,1day,5,276.0,1.0853359132503864,1.0150992478502532,1.1579095735563536,1.9047466132895816,2.5373330609393774,2.3833431295260588,2.6950328834118875,4.237417315985468,1.7000842550460904,0.6700280232098033,0.5723063499770493,0.7779300275693422,14.294263086827996,False,False
NQ,GLOBEX,B0,1day,6,230.0,1.0853359132503864,1.0150992478502532,1.1579095735563536,1.9098481225723505,2.5373330609393774,2.3833431295260588,2.6950328834118875,4.247465731999844,1.710132671060467,0.6739882506506014,0.5760348447483843,0.7821461288473712,14.380158086644625,False,False
NQ,GLOBEX,B0,1day,10,138.0,1.0853359132503864,1.0150992478502532,1.1579095735563536,1.546932081852476,2.5373330609393774,2.3833431295260588,2.6950328834118875,3.516403031413724,0.9790699704743466,0.38586576809584194,0.304771846405818,0.475407794979559,9.242594818811277,False,False
NQ,GLOBEX,B0,1day,12,115.0,1.0853359132503864,1.0150992478502532,1.1579095735563536,1.576836622142808,2.5373330609393774,2.3833431295260588,2.6950328834118875,3.577904809608621,1.0405717486692434,0.41010451670227344,0.3275922648776832,0.5012126308141402,9.599055044012983,False,False
NQ,GLOBEX,B0,1day,23,60.0,1.0853359132503864,1.0150992478502532,1.1579095735563536,1.3692953966753894,2.5373330609393774,2.3833431295260588,2.6950328834118875,3.14629778025588,0.6089647193165026,0.24000188571659176,0.16744318765888133,0.3201195166897932,7.331447027352854,False,False
NQ,GLOBEX,B0,1day,46,30.0,1.0853359132503864,1.0150992478502532,1.1579095735563536,1.2846384661064232,2.5373330609393774,2.3833431295260588,2.6950328834118875,2.967002956719924,0.4296698957805467,0.1693391783660727,0.10091530792890535,0.244891228612109,6.533403421097958,False,False
NQ,GLOBEX,B0,1day,138,10.0,1.0853359132503864,1.0150992478502532,1.1579095735563536,1.190400689682948,2.5373330609393774,2.3833431295260588,2.6950328834118875,2.765172566731504,0.22783950579212675,0.08979487529625918,0.026025538965157358,0.16020749697143866,5.72099642704818,False,False
NQ,GLOBEX,B0,1day,276,5.0,1.0853359132503864,1.0150992478502532,1.1579095735563536,1.1546778485307942,2.5373330609393774,2.3833431295260588,2.6950328834118875,2.6880408593261262,0.15070779838674886,0.059396143417984604,-0.0025944114184274225,0.12784467583593728,5.432502664763076,False,True
NQ,GLOBEX,B0,1day,345,4.0,1.0853359132503864,1.0150992478502532,1.1579095735563536,1.1336056381047546,2.5373330609393774,2.3833431295260588,2.6950328834118875,2.6423805948194534,0.10504753388007604,0.04140076661484282,-0.019536788926217796,0.10868660164132793,5.267096160260306,True,False
NQ,GLOBEX,B0,1day,1379,1.0007251631617113,1.0853359132503864,1.0150992478502532,1.1579095735563536,1.0748089412721489,2.5373330609393774,2.3833431295260588,2.6950328834118875,2.5143393101549827,-0.022993750784394695,-0.009062172853209094,-0.06704688999124508,0.05496320651696229,4.823582883228784,True,False
NQ,GLOBEX,B1,1day,5,276.0,1.0853359132503864,1.0141537337297502,1.155019656130149,1.9047466132895816,2.5373330609393774,2.3812609067519075,2.6887805134240517,4.237417315985468,1.7000842550460904,0.6700280232098033,0.5759625208638881,0.7794846856010409,14.294263086827996,False,False
NQ,GLOBEX,B1,1day,6,230.0,1.0853359132503864,1.0141537337297502,1.155019656130149,1.9098481225723505,2.5373330609393774,2.3812609067519075,2.6887805134240517,4.247465731999844,1.710132671060467,0.6739882506506014,0.5796996857102594,0.7837044735234333,14.380158086644625,False,False
NQ,GLOBEX,B1,1day,10,138.0,1.0853359132503864,1.0141537337297502,1.155019656130149,1.546932081852476,2.5373330609393774,2.3812609067519075,2.6887805134240517,3.516403031413724,0.9790699704743466,0.38586576809584194,0.30780590451978873,0.4766979214428777,9.242594818811277,False,False
NQ,GLOBEX,B1,1day,12,115.0,1.0853359132503864,1.0141537337297502,1.155019656130149,1.576836622142808,2.5373330609393774,2.3812609067519075,2.6887805134240517,3.577904809608621,1.0405717486692434,0.41010451670227344,0.3306793885724446,0.502525321548642,9.599055044012983,False,False
NQ,GLOBEX,B1,1day,23,60.0,1.0853359132503864,1.0141537337297502,1.155019656130149,1.3692953966753894,2.5373330609393774,2.3812609067519075,2.6887805134240517,3.14629778025588,0.6089647193165026,0.24000188571659176,0.17015790784990448,0.32127385593689506,7.331447027352854,False,False
NQ,GLOBEX,B1,1day,46,30.0,1.0853359132503864,1.0141537337297502,1.155019656130149,1.2846384661064232,2.5373330609393774,2.3812609067519075,2.6887805134240517,2.967002956719924,0.4296698957805467,0.1693391783660727,0.10347532716293295,0.2459797867202136,6.533403421097958,False,False
NQ,GLOBEX,B1,1day,138,10.0,1.0853359132503864,1.0141537337297502,1.155019656130149,1.190400689682948,2.5373330609393774,2.3812609067519075,2.6887805134240517,2.765172566731504,0.22783950579212675,0.08979487529625918,0.02841141287883353,0.16122200590915536,5.72099642704818,False,False
NQ,GLOBEX,B1,1day,276,5.0,1.0853359132503864,1.0141537337297502,1.155019656130149,1.1546778485307942,2.5373330609393774,2.3812609067519075,2.6887805134240517,2.6880408593261262,0.15070779838674886,0.059396143417984604,-0.00027508905774664694,0.12883088606727822,5.432502664763076,False,True
NQ,GLOBEX,B1,1day,345,4.0,1.0853359132503864,1.0141537337297502,1.155019656130149,1.1336056381047546,2.5373330609393774,2.3812609067519075,2.6887805134240517,2.6423805948194534,0.10504753388007604,0.04140076661484282,-0.01725686361268286,0.10965605966450731,5.267096160260306,True,False
NQ,GLOBEX,B1,1day,1379,1.0007251631617113,1.0853359132503864,1.0141537337297502,1.155019656130149,1.0748089412721489,2.5373330609393774,2.3812609067519075,2.6887805134240517,2.5143393101549827,-0.022993750784394695,-0.009062172853209094,-0.06487744254250238,0.05588568771516811,4.823582883228784,True,False
ES,RTH,B0,1day,5,78.0,1.0809384800522852,0.99701777526825,1.1610578419327755,1.9512589903075632,2.527731558392603,2.3434812115856096,2.7018416286801994,4.328795817693218,1.8010642593006154,0.7125219659186917,0.6021648980986931,0.8471647207123698,15.093855507250973,False,False
ES,RTH,B0,1day,6,65.0,1.0809384800522852,0.99701777526825,1.1610578419327755,1.829243017305556,2.527731558392603,2.3434812115856096,2.7018416286801994,4.087946617710292,1.560215059317689,0.6172392215215436,0.5130222935039976,0.744390608937022,13.072923749585225,False,False
ES,RTH,B0,1day,10,39.0,1.0809384800522852,0.99701777526825,1.1610578419327755,1.606092562173579,2.527731558392603,2.3434812115856096,2.7018416286801994,3.6378506111363684,1.1101190527437654,0.4391760070636992,0.34643369637967725,0.55232761976145,9.958252989862943,False,False
ES,RTH,B0,1day,13,30.0,1.0809384800522852,0.99701777526825,1.1610578419327755,1.531001776273308,2.527731558392603,2.3434812115856096,2.7018416286801994,3.4835467370008,0.955815178608197,0.3781316000248083,0.2893230676523588,0.486483748953898,9.057013800847853,False,False
ES,RTH,B0,1day,26,15.0,1.0809384800522852,0.99701777526825,1.1610578419327755,1.383633628481132,2.527731558392603,2.3434812115856096,2.7018416286801994,3.176477263302151,0.648745704909548,0.25665134525680755,0.1756711531807298,0.35545241310167475,7.473428039729741,False,False
ES,RTH,B0,1day,78,5.0,1.0809384800522852,0.99701777526825,1.1610578419327755,1.2871686279157708,2.527731558392603,2.3434812115856096,2.7018416286801994,2.9723891347583598,0.44465757636575676,0.17591170822289248,0.10013447983267554,0.26836482411874263,6.556288332498307,False,True
ES,RTH,B0,1day,195,2.0,1.0809384800522852,0.99701777526825,1.1610578419327755,1.1813134329001658,2.527731558392603,2.3434812115856096,2.7018416286801994,2.7455842807895614,0.2178527223969584,0.0861850704334648,0.01618993935285884,0.17158365393161712,5.646628533341928,False,False
ES,RTH,B0,1day,389,1.0025706940874035,1.0809384800522852,0.99701777526825,1.1610578419327755,1.0896790432363517,2.527731558392603,2.3434812115856096,2.7018416286801994,2.546810817063414,0.01907925867081106,0.007547976606718354,-0.05737968131482052,0.08676391535489669,4.933299030902386,True,False
ES,RTH,B0,1h,4,15.0,1.051936782682572,0.94692268588903,1.1327760576027854,2.2921742169229553,2.4642759276121895,2.2325712102392203,2.640580558663994,4.982585468907965,2.5183095412957757,1.0219267708936894,0.8869280289743979,1.2317700085248706,22.24107823803832,False,False
ES,RTH,B0,1h,5,12.0,1.051936782682572,0.94692268588903,1.1327760576027854,2.1380102745286265,2.4642759276121895,2.2325712102392203,2.640580558663994,4.69038611993994,2.2261101923277504,0.9033526511313956,0.7762707918720149,1.1008898163823249,18.706357237146886,False,False
ES,RTH,B0,1h,6,10.0,1.051936782682572,0.94692268588903,1.1327760576027854,2.047961170044184,2.4642759276121895,2.2325712102392203,2.640580558663994,4.517085474226546,2.052809546614356,0.8330274721319328,0.7106410404354306,1.023266023278397,16.88019952695894,False,False
ES,RTH,B0,1h,10,6.0,1.051936782682572,0.94692268588903,1.1327760576027854,1.8322413755367215,2.4642759276121895,2.2325712102392203,2.640580558663994,4.093909254787063,1.629633327174873,0.6613031068943402,0.5503822602020452,0.8337194513712285,13.119687025185186,False,False
ES,RTH,B0,1h,12,5.0,1.051936782682572,0.94692268588903,1.1327760576027854,1.7888437170876814,2.4642759276121895,2.2325712102392203,2.640580558663994,4.007388906499456,1.5431129788872666,0.6261932609074736,0.5176166064507424,0.7949657722541641,12.45632741804715,False,True
