leg,cell,lam_intercept,noise_var_logRV,v_single_day,v_lookback,bias_exact_single,bias_exact_lookback
lowest_lambda,ES/RTH/B0/30min,0.3958240376050629,1.2390217893608642,0.30975544734021604,0.014750259397153145,1.1675151929038357,1.0074023929497373
highest_lambda,NQ/GLOBEX/B0/1day,0.9399469453085768,0.05393494114035343,0.013483735285088358,0.0006420826326232551,1.006764645191167,1.0003210928555903
