arm,root,geom,position,H,sigma_w,kappa,seed_index,seed,b,c,A,rmse,cond,corr_cb,corr_Ab
A7,NQ,RTH,mid,,0.0,9.80202523758635,2,570776591,-1.0888584620313018,0.9932613750509949,2.9536698075231373,0.007602129158485715,83.6841923915406,-0.7122258761747965,-0.9768536154342871
A7,NQ,RTH,mid,,0.0,9.80202523758635,3,3941733398,-1.093936728710546,0.9792266994778026,2.7396593382660215,0.009982875465627298,83.97358752394479,-0.7107764144073082,-0.9770330177775387
A7,NQ,RTH,mid,,0.0,9.80202523758635,4,4185919484,-1.1160802602972872,1.0380549490443294,2.8806452190063765,0.015744655211574397,88.22181187323058,-0.7046182161371989,-0.9777923968733514
A7,NQ,RTH,end,,0.0,9.80202523758635,0,536360385,-1.0298816776206867,1.0364607300125108,2.477624004687591,0.00443031989198443,73.12542892761417,-0.7299427122848056,-0.9746317863794159
A7,NQ,RTH,end,,0.0,9.80202523758635,1,2803112565,-1.1298126328911393,1.022336224396329,2.8667148261052384,0.0175743651918094,90.71605721924833,-0.700910904861296,-0.9782477731002145
A7,NQ,RTH,end,,0.0,9.80202523758635,2,2924443646,-1.1151151277358935,0.9907547452370951,3.1172926477481653,0.009730538342853642,88.71268629420427,-0.7048781494956785,-0.9777604241019867
A7,NQ,RTH,end,,0.0,9.80202523758635,3,1024971985,-1.1681732568284542,0.9828750442809228,3.221642967734655,0.01041659908446747,99.10620929793679,-0.6910205682884273,-0.9794585857082648
A7,NQ,RTH,end,,0.0,9.80202523758635,4,20744981,-1.1269579413563018,1.061237841331208,2.6833487899401343,0.006068059221285742,89.80015249103391,-0.7016699947769827,-0.9781546262453096
A8,ES,GLOBEX,start,0.05,2.3032048768699176,5.20248287031427,0,3163289437,-0.8072843541653562,1.0706794969210778,2.231686155764466,0.00797767799189196,45.882005642768156,-0.7573258058075165,-0.9623436269476091
A8,ES,GLOBEX,start,0.05,2.3032048768699176,5.20248287031427,1,4275992561,-0.8729867068608167,1.0117585688168733,2.446070045179996,0.007325253688810483,52.86778190437048,-0.7284938040172398,-0.9667042982125227
