root,geom,btag,M,variant,year,n,median,iqr,p95,p99,share_gt10x_med,ref_2overM,med_over_ref,acf1,acf5,acf10,acf_full
ES,GLOBEX,B0,23,TQ_BV,2018,243,0.09815532945529713,0.05182737629574381,0.18130050739451686,0.24636129284874178,0.0,0.08695652173913043,1.128786288735917,-0.11439433479017862,0.12738630923416255,0.024919165860266865,"[-0.114, -0.045, -0.041, -0.078, 0.127, -0.04, 0.045, -0.096, 0.019, 0.025]"
ES,GLOBEX,B0,23,TQ_BV,2019,243,0.09462566413670254,0.053116699938617146,0.1721974198666891,0.20346206264609115,0.0,0.08695652173913043,1.0881951375720793,0.0236556911571307,-0.04999164706816935,-0.14986546042437976,"[0.024, 0.097, 0.061, 0.108, -0.05, -0.004, -0.106, -0.088, -0.034, -0.15]"
ES,GLOBEX,B0,23,TQ_BV,2020,244,0.0813528403786773,0.03687084228417327,0.1423113713395336,0.18127828205351543,0.0,0.08695652173913043,0.9355576643547889,-0.11983225564552785,-0.020844760106155474,0.06302833115553451,"[-0.12, 0.092, -0.08, 0.159, -0.021, 0.025, 0.047, 0.043, -0.021, 0.063]"
ES,GLOBEX,B0,23,TQ_BV,2021,246,0.0881635812672967,0.0489757353656482,0.16566596942252912,0.2110364127958401,0.0,0.08695652173913043,1.0138811845739122,0.03416507053265678,0.06705966201636959,0.001984398076581627,"[0.034, 0.068, 0.069, 0.025, 0.067, 0.107, 0.161, -0.026, 0.035, 0.002]"
ES,GLOBEX,B0,23,TQ_BV,2022,245,0.09438888343956846,0.05483325817552995,0.19624281589784348,0.24875012934617852,0.0,0.08695652173913043,1.0854721595550374,0.0158301811526349,-0.01712781899415103,0.02422058367916111,"[0.016, -0.045, -0.112, 0.056, -0.017, -0.072, 0.047, -0.017, -0.031, 0.024]"
ES,GLOBEX,B0,23,TQ_BV,2023,244,0.11065517894728188,0.05760797607087634,0.21359275619796422,0.26310749016601775,0.0,0.08695652173913043,1.2725345578937417,0.12378788979638208,-0.01335691284787572,0.07889536802181779,"[0.124, -0.068, 0.026, -0.003, -0.013, 0.043, 0.033, -0.043, -0.14, 0.079]"
ES,GLOBEX,B0,23,TQ_BV,0,1953,0.09440357350096841,0.05073069813268753,0.17941491624493208,0.23537857299966874,0.0,0.08695652173913043,1.0856410952611368,0.027472100179222678,0.05151567067310112,0.02790368878022863,"[0.027, 0.034, 0.042, 0.064, 0.052, 0.021, 0.058, -0.002, -0.02, 0.028]"
ES,GLOBEX,B0,23,TRQ3_TRV3,2016,245,0.09672733061344674,0.037259275511427895,0.16252408634111057,0.22589264862650515,0.0,0.08695652173913043,1.1123643020546374,0.03661536669892418,0.04558328089975598,0.1113780003303788,"[0.037, 0.021, 0.132, -0.023, 0.046, 0.009, 0.146, 0.101, -0.091, 0.111]"
ES,GLOBEX,B0,23,TRQ3_TRV3,2017,243,0.10108457444746341,0.037549499790114224,0.16506356609981582,0.19857679108583007,0.0,0.08695652173913043,1.1624726061458293,-0.1378571006294592,-0.016944887061348723,-0.1375683031855205,"[-0.138, -0.012, -0.017, 0.061, -0.017, 0.008, 0.087, -0.007, 0.06, -0.138]"
ES,GLOBEX,B0,23,TRQ3_TRV3,2018,243,0.10044071160416207,0.03944922514707616,0.15694011578931197,0.18614148717324183,0.0,0.08695652173913043,1.1550681834478638,0.043420168547315154,-0.018507857692560057,0.05804808110127604,"[0.043, -0.014, -0.025, 0.104, -0.019, -0.025, 0.084, 0.089, -0.056, 0.058]"
ES,GLOBEX,B0,23,TRQ3_TRV3,2019,243,0.09657001581101207,0.03692569100165699,0.1485114099139799,0.1772952486983128,0.0,0.08695652173913043,1.1105551818266388,0.03832616806773009,-0.03045867743622244,0.0545932121681394,"[0.038, 0.047, 0.084, 0.12, -0.03, -0.045, 0.088, -0.028, -0.02, 0.055]"
ES,GLOBEX,B0,23,TRQ3_TRV3,2020,244,0.09092247915444397,0.03637549841095254,0.15482542418856826,0.16786726429152804,0.0,0.08695652173913043,1.0456085102761057,-0.03464639619246,0.05055628493054787,0.004736980196160546,"[-0.035, -0.015, -0.135, 0.019, 0.051, 0.037, -0.01, -0.021, 0.064, 0.005]"
ES,GLOBEX,B0,23,TRQ3_TRV3,2021,246,0.09730538610622434,0.03768951099757452,0.15807165229886938,0.2035388576514696,0.0,0.08695652173913043,1.11901194022158,0.08474274559934464,0.039105976216403174,-0.0538128979086288,"[0.085, -0.114, 0.01, 0.009, 0.039, 0.099, 0.061, -0.113, -0.021, -0.054]"
ES,GLOBEX,B0,23,TRQ3_TRV3,2022,245,0.09931046785020772,0.04054515042521763,0.17634106362323054,0.2605070731378167,0.0,0.08695652173913043,1.1420703802773888,-0.052609320833374364,0.047647878528327026,0.14024258995780453,"[-0.053, 0.072, 0.049, -0.009, 0.048, 0.038, -0.041, -0.042, -0.06, 0.14]"
