root,geom,btag,horizon,scheme,model,n,lam_hat,ic_pearson_log,ic_corrected,ic_spearman,r2_oos,r2_corrected,ic_ir,hit_rate,qlike_mean,m5_nonconv
ES,GLOBEX,B0,1h,S-B_q0.80,M6_GK,8199,0.999987620119632,-0.02937285046770714,-0.02937303228558273,0.5267802042436551,-764.7385023695429,-764.7479698579214,1.5722456861638683,0.5118321541839473,2.1271201524188012e+293,0
ES,GLOBEX,B0,1h,S-C_q0.80,M1_EWMA,8199,0.999987620119632,,,0.3250130233726618,,,0.6687500957466864,0.4719443766772384,inf,0
ES,GLOBEX,B0,1h,S-C_q0.80,M2_HAR,8199,0.999987620119632,,,0.5731956623656965,,,3.04058805667297,0.4875579409612101,inf,0
ES,GLOBEX,B0,1h,S-C_q0.80,M3_HARJ,8199,0.999987620119632,,,0.5820268924984214,,,2.942317837877408,0.48743595999024153,inf,0
ES,GLOBEX,B0,1h,S-C_q0.80,M4_HARQ,8199,0.999987620119632,,,0.623877391004422,,,2.410117299129978,0.49048548426445476,inf,0
ES,GLOBEX,B0,1h,S-C_q0.80,M5_RGARCH,8199,0.999987620119632,,,0.019908528522247566,,,1.9387706033858838,0.49085142717736036,,0
ES,GLOBEX,B0,1h,S-C_q0.80,M6_PARK,8199,0.999987620119632,,,0.5734925150980599,,,2.417301155914901,0.5151256404000976,,0
ES,GLOBEX,B0,1h,S-C_q0.80,M6_GK,8199,0.999987620119632,,,0.580298926098636,,,2.3781796138759566,0.5084166869968285,inf,0
ES,GLOBEX,B0,1h,S-B_q0.90,M1_EWMA,4100,0.999987620119632,0.5377595310489035,0.5377628597791411,0.4552308166516207,-1.6151749756348055,-1.6151949715553242,0.8605519211444308,0.48206879726762625,1.5441944082103614,0
ES,GLOBEX,B0,1h,S-B_q0.90,M2_HAR,4100,0.999987620119632,0.6322375693301201,0.6322414828791932,0.5469409924762855,-0.5538835954999344,-0.5538904525974745,1.9189836441730728,0.4898755794096121,0.8352501578170971,0
ES,GLOBEX,B0,1h,S-B_q0.90,M3_HARJ,4100,0.999987620119632,0.6290439077393878,0.6290478015197032,0.5433778764070355,-0.5543162549573659,-0.5543231174112446,1.7936984454397675,0.49133935106123444,0.8481983460577788,0
ES,GLOBEX,B0,1h,S-B_q0.90,M4_HARQ,4100,0.999987620119632,-0.02570905006368025,-0.025709209202639922,0.5432829521623236,-678.0659518275097,-678.0743463067976,1.366785515536104,0.49060746523542326,1.0592097313325742e+293,0
ES,GLOBEX,B0,1h,S-B_q0.90,M5_RGARCH,4100,0.999987620119632,-0.05939230318572525,-0.059392670823942846,-0.09466258712085554,-510920.7769569001,-510927.10217330174,0.7963787693583488,0.49524274213222735,2.0553473679416868e+16,0
ES,GLOBEX,B0,1h,S-B_q0.90,M6_PARK,4100,0.999987620119632,,,0.46772072428859984,-inf,-inf,1.4408007680695796,0.502073676506465,,0
