nu,nsr,n,M,master,estimator,mean_recovery,sd_recovery
3.4,3e-05,390,195,1861959406,E4,1.0300151873939207,0.026960634012752803
3.4,3e-05,390,390,1861959406,E1_a_L1-5,0.9283348263187053,0.020660991068180794
3.4,3e-05,390,390,1861959406,E1_a_L1-10,0.9284978801794136,0.021500118375905822
3.4,3e-05,390,390,1861959406,E1_d_L1-5,0.9838206606419219,0.028346756455302758
3.4,3e-05,390,390,1861959406,E1_d_L1-10,1.0563640294128005,0.043711221024187535
3.4,3e-05,390,390,1861959406,E2,0.926254523120889,0.01904914574444033
3.4,3e-05,390,390,1861959406,E4,0.9923643959957928,0.028668331345372798
3.4,3e-05,1380,23,2092611599,E1_a_L1-5,0.9982630738608926,0.026894945978659695
3.4,3e-05,1380,23,2092611599,E1_a_L1-10,0.9976872842586261,0.02646224953029575
3.4,3e-05,1380,23,2092611599,E1_d_L1-5,1.0571795790932725,0.03257602137613198
3.4,3e-05,1380,23,2092611599,E1_d_L1-10,1.1309713711868319,0.04687102604708984
3.4,3e-05,1380,23,2092611599,E2,0.9948705545728622,0.026338347393027886
3.4,3e-05,1380,23,2092611599,E4,1.0950893634271885,0.03482847193055436
3.4,3e-05,1380,46,2092611599,E1_a_L1-5,0.9918891135506885,0.021129233081093626
3.4,3e-05,1380,46,2092611599,E1_a_L1-10,0.9924038948853958,0.02217951771807792
3.4,3e-05,1380,46,2092611599,E1_d_L1-5,1.0501963506726002,0.026342448792853114
3.4,3e-05,1380,46,2092611599,E1_d_L1-10,1.1236388987636448,0.0415525338620312
3.4,3e-05,1380,46,2092611599,E2,0.9878573979576695,0.01915284177963394
3.4,3e-05,1380,46,2092611599,E4,1.0521227283244643,0.025954027176535974
3.4,3e-05,1380,138,2092611599,E1_a_L1-5,0.9724726868073134,0.016195536639557712
3.4,3e-05,1380,138,2092611599,E1_a_L1-10,0.9731125271101155,0.01718834495193002
3.4,3e-05,1380,138,2092611599,E1_d_L1-5,1.0290091860206294,0.021217488117218176
3.4,3e-05,1380,138,2092611599,E1_d_L1-10,1.1008994318475864,0.038624865044612273
3.4,3e-05,1380,138,2092611599,E2,0.9649545094210288,0.014390040842448508
3.4,3e-05,1380,138,2092611599,E4,1.0136390190277487,0.019932564129318465
3.4,3e-05,1380,345,2092611599,E1_a_L1-5,0.9352430017974879,0.016312177891142025
3.4,3e-05,1380,345,2092611599,E1_a_L1-10,0.9352994176796655,0.01744551891083836
3.4,3e-05,1380,345,2092611599,E1_d_L1-5,0.9886583593311252,0.021515844634082
3.4,3e-05,1380,345,2092611599,E1_d_L1-10,1.0580750627318123,0.03855095978202793
3.4,3e-05,1380,345,2092611599,E2,0.9183384451415129,0.01628357388693833
3.4,3e-05,1380,345,2092611599,E4,0.9711866186890845,0.020967054850686076
3.4,3e-05,1380,1380,2092611599,E1_a_L1-5,0.7846137052745399,0.03034889579787754
3.4,3e-05,1380,1380,2092611599,E1_a_L1-10,0.7851558671302515,0.030650447743740497
3.4,3e-05,1380,1380,2092611599,E1_d_L1-5,0.8295867771597463,0.033374140330777874
3.4,3e-05,1380,1380,2092611599,E1_d_L1-10,0.8885664044341098,0.046363947895654074
3.4,3e-05,1380,1380,2092611599,E2,0.7434052734676171,0.03295782683024052
3.4,3e-05,1380,1380,2092611599,E4,0.815332515940307,0.03411484021847049
3.4,3e-05,1380,23,2383867976,E1_a_L1-5,0.9935969524013712,0.026149748183567436
3.4,3e-05,1380,23,2383867976,E1_a_L1-10,0.9948129815201285,0.025970449367477617
3.4,3e-05,1380,23,2383867976,E1_d_L1-5,1.0542226051603745,0.0320546882618665
3.4,3e-05,1380,23,2383867976,E1_d_L1-10,1.1290071024903563,0.04705238759303783
3.4,3e-05,1380,23,2383867976,E2,0.9918988106229094,0.025818526769246734
3.4,3e-05,1380,23,2383867976,E4,1.0962889285752384,0.034023739214780836
3.4,3e-05,1380,46,2383867976,E1_a_L1-5,0.9909690484318538,0.02106382215226135
3.4,3e-05,1380,46,2383867976,E1_a_L1-10,0.9909892893068186,0.02113946228873218
3.4,3e-05,1380,46,2383867976,E1_d_L1-5,1.049914289688399,0.024898203493821998
3.4,3e-05,1380,46,2383867976,E1_d_L1-10,1.1246673189028815,0.04141747622504372
3.4,3e-05,1380,46,2383867976,E2,0.98823893499684,0.019171735537980364
3.4,3e-05,1380,46,2383867976,E4,1.054256509736172,0.02521924995618556
3.4,3e-05,1380,138,2383867976,E1_a_L1-5,0.9727918917724395,0.014584418584000404
3.4,3e-05,1380,138,2383867976,E1_a_L1-10,0.9730711945153431,0.015050544666405789
3.4,3e-05,1380,138,2383867976,E1_d_L1-5,1.0316189845645884,0.021115152502235737
3.4,3e-05,1380,138,2383867976,E1_d_L1-10,1.1045069731424713,0.0380672400014469
3.4,3e-05,1380,138,2383867976,E2,0.9656415319559164,0.013116847239598542
3.4,3e-05,1380,138,2383867976,E4,1.0163796545544705,0.018276945369691506
3.4,3e-05,1380,345,2383867976,E1_a_L1-5,0.9363491666338658,0.015542845460102773
3.4,3e-05,1380,345,2383867976,E1_a_L1-10,0.9370423205271231,0.016004694378968683
3.4,3e-05,1380,345,2383867976,E1_d_L1-5,0.9925880306017136,0.02148808293227215
3.4,3e-05,1380,345,2383867976,E1_d_L1-10,1.062521860152886,0.03829847629257804
3.4,3e-05,1380,345,2383867976,E2,0.9206847744998025,0.015613035987380152
3.4,3e-05,1380,345,2383867976,E4,0.975583124232657,0.01915285301963221
3.4,3e-05,1380,1380,2383867976,E1_a_L1-5,0.7891380472170016,0.030338047685798872
3.4,3e-05,1380,1380,2383867976,E1_a_L1-10,0.7894623895569035,0.031007211532672947
3.4,3e-05,1380,1380,2383867976,E1_d_L1-5,0.8369968730043262,0.03341737207197213
3.4,3e-05,1380,1380,2383867976,E1_d_L1-10,0.8951171807489238,0.04401453410515924
3.4,3e-05,1380,1380,2383867976,E2,0.7489515306227392,0.033338689142728715
3.4,3e-05,1380,1380,2383867976,E4,0.8223005653314815,0.032068256771662425
3.4,3e-05,1380,23,3610172792,E1_a_L1-5,0.9959186589886819,0.029907596729678514
3.4,3e-05,1380,23,3610172792,E1_a_L1-10,0.9972759557188686,0.028911473102396154
3.4,3e-05,1380,23,3610172792,E1_d_L1-5,1.0588641937957997,0.039902441990026696
3.4,3e-05,1380,23,3610172792,E1_d_L1-10,1.1365570335565858,0.05496006710343319
3.4,3e-05,1380,23,3610172792,E2,0.9934410940085502,0.030111874497374812
3.4,3e-05,1380,23,3610172792,E4,1.0979563082650023,0.03963049600982533
3.4,3e-05,1380,46,3610172792,E1_a_L1-5,0.992755550181416,0.020972526363530888
3.4,3e-05,1380,46,3610172792,E1_a_L1-10,0.9936316392315823,0.020941261102505795
3.4,3e-05,1380,46,3610172792,E1_d_L1-5,1.0538610621544424,0.028869209473322107
3.4,3e-05,1380,46,3610172792,E1_d_L1-10,1.1311780038434736,0.04710408168627387
3.4,3e-05,1380,46,3610172792,E2,0.9889826779927631,0.0205497089230993
3.4,3e-05,1380,46,3610172792,E4,1.0562191809717816,0.028702176747973387
3.4,3e-05,1380,138,3610172792,E1_a_L1-5,0.9741940459521706,0.01620985224784817
3.4,3e-05,1380,138,3610172792,E1_a_L1-10,0.9745105620638311,0.01670250355693112
3.4,3e-05,1380,138,3610172792,E1_d_L1-5,1.0336916481545602,0.02524690411224312
3.4,3e-05,1380,138,3610172792,E1_d_L1-10,1.1085396207867027,0.04247768727877986
3.4,3e-05,1380,138,3610172792,E2,0.9665838756590339,0.014734100582561338
3.4,3e-05,1380,138,3610172792,E4,1.0183074144150488,0.022487818396379502
3.4,3e-05,1380,345,3610172792,E1_a_L1-5,0.9369668538389788,0.017091516130569268
3.4,3e-05,1380,345,3610172792,E1_a_L1-10,0.937204876750926,0.016961891538104405
3.4,3e-05,1380,345,3610172792,E1_d_L1-5,0.9944664178668267,0.026502839624379788
3.4,3e-05,1380,345,3610172792,E1_d_L1-10,1.0668079695926045,0.04288959607471391
3.4,3e-05,1380,345,3610172792,E2,0.9208826850200765,0.016271343496159493
3.4,3e-05,1380,345,3610172792,E4,0.976055825235623,0.022192533915028186
3.4,3e-05,1380,1380,3610172792,E1_a_L1-5,0.786980450146546,0.030890781780913607
3.4,3e-05,1380,1380,3610172792,E1_a_L1-10,0.7872354396597442,0.03061130981756909
3.4,3e-05,1380,1380,3610172792,E1_d_L1-5,0.8347586747734823,0.03709209092293697
3.4,3e-05,1380,1380,3610172792,E1_d_L1-10,0.8971066691175256,0.04877620527278449
3.4,3e-05,1380,1380,3610172792,E2,0.7458671401615831,0.03264055753080111
3.4,3e-05,1380,1380,3610172792,E4,0.8197589446436107,0.034678272920345636
3.4,3e-05,1380,23,338961480,E1_a_L1-5,0.9928827422795741,0.027642884489716354
3.4,3e-05,1380,23,338961480,E1_a_L1-10,0.9932856700643488,0.027797213631883054
3.4,3e-05,1380,23,338961480,E1_d_L1-5,1.0531399732067306,0.036280170530857664
3.4,3e-05,1380,23,338961480,E1_d_L1-10,1.121753667808293,0.05099091609632857
3.4,3e-05,1380,23,338961480,E2,0.9902154890051019,0.026966375488937572
3.4,3e-05,1380,23,338961480,E4,1.0902660882304562,0.03790062910954668
3.4,3e-05,1380,46,338961480,E1_a_L1-5,0.9902625803458801,0.01996787013966287
3.4,3e-05,1380,46,338961480,E1_a_L1-10,0.9909123985968634,0.020800718820554245
3.4,3e-05,1380,46,338961480,E1_d_L1-5,1.0498307977492347,0.026810781120667395
3.4,3e-05,1380,46,338961480,E1_d_L1-10,1.119101749961865,0.04500214971197691
3.4,3e-05,1380,46,338961480,E2,0.9883104001334163,0.018284370044264503
3.4,3e-05,1380,46,338961480,E4,1.0507169212011878,0.02754440545651577
3.4,3e-05,1380,138,338961480,E1_a_L1-5,0.9723567400107652,0.016371337578049892
3.4,3e-05,1380,138,338961480,E1_a_L1-10,0.9734366669940223,0.01752285206468392
3.4,3e-05,1380,138,338961480,E1_d_L1-5,1.028648157763094,0.022769944232902933
3.4,3e-05,1380,138,338961480,E1_d_L1-10,1.0994670072656316,0.04322542453634528
3.4,3e-05,1380,138,338961480,E2,0.9657935407427288,0.014548959820116709
3.4,3e-05,1380,138,338961480,E4,1.0139584114109157,0.020840140517815978
3.4,3e-05,1380,345,338961480,E1_a_L1-5,0.935723820318193,0.017912737441632066
3.4,3e-05,1380,345,338961480,E1_a_L1-10,0.9368408344572263,0.01880038171490913
3.4,3e-05,1380,345,338961480,E1_d_L1-5,0.9892023980062836,0.022998746890223087
3.4,3e-05,1380,345,338961480,E1_d_L1-10,1.0580008321738787,0.041978165669822494
3.4,3e-05,1380,345,338961480,E2,0.9194573587443605,0.017840137479901555
3.4,3e-05,1380,345,338961480,E4,0.9721745015637231,0.021353231966109325
3.4,3e-05,1380,1380,338961480,E1_a_L1-5,0.7846314651080961,0.033574063090104043
3.4,3e-05,1380,1380,338961480,E1_a_L1-10,0.7854073159914264,0.03431366652623941
3.4,3e-05,1380,1380,338961480,E1_d_L1-5,0.8300441706751996,0.03764949671610576
3.4,3e-05,1380,1380,338961480,E1_d_L1-10,0.8867796958323475,0.050147030324712516
3.4,3e-05,1380,1380,338961480,E2,0.7434981323596398,0.03557478436285177
3.4,3e-05,1380,1380,338961480,E4,0.8153815252656647,0.03565002797254988
3.4,3e-05,1380,23,1861959406,E1_a_L1-5,0.9970599606292668,0.02852644752735717
3.4,3e-05,1380,23,1861959406,E1_a_L1-10,0.9984650881085693,0.02862383277066501
3.4,3e-05,1380,23,1861959406,E1_d_L1-5,1.0559903977425495,0.03461185105964668
3.4,3e-05,1380,23,1861959406,E1_d_L1-10,1.129572173093152,0.04689249872127704
3.4,3e-05,1380,23,1861959406,E2,0.9962256171190685,0.027692631984751352
3.4,3e-05,1380,23,1861959406,E4,1.0940217774591092,0.03697489402085833
3.4,3e-05,1380,46,1861959406,E1_a_L1-5,0.99206883447812,0.02288524386242602
3.4,3e-05,1380,46,1861959406,E1_a_L1-10,0.9923068340824881,0.02310343429137162
3.4,3e-05,1380,46,1861959406,E1_d_L1-5,1.0492160962670811,0.027719915585252115
3.4,3e-05,1380,46,1861959406,E1_d_L1-10,1.1231330984355836,0.04098500421309984
3.4,3e-05,1380,46,1861959406,E2,0.9900711185031301,0.01957310043405136
3.4,3e-05,1380,46,1861959406,E4,1.0520587219132522,0.028063362682082635
3.4,3e-05,1380,138,1861959406,E1_a_L1-5,0.9753348207372933,0.016693007103175495
3.4,3e-05,1380,138,1861959406,E1_a_L1-10,0.9755136066910615,0.017015015919635248
3.4,3e-05,1380,138,1861959406,E1_d_L1-5,1.0317265160282256,0.0225902265839405
3.4,3e-05,1380,138,1861959406,E1_d_L1-10,1.104354317582194,0.038323039776050366
3.4,3e-05,1380,138,1861959406,E2,0.9677979194288802,0.014445995202483087
3.4,3e-05,1380,138,1861959406,E4,1.0163398879020316,0.021008098979310375
3.4,3e-05,1380,345,1861959406,E1_a_L1-5,0.9375527776550079,0.016974873067822336
3.4,3e-05,1380,345,1861959406,E1_a_L1-10,0.9389576258729988,0.01794792202482163
3.4,3e-05,1380,345,1861959406,E1_d_L1-5,0.9917904679190772,0.023161331675316418
3.4,3e-05,1380,345,1861959406,E1_d_L1-10,1.0619990725922315,0.0376164193432594
3.4,3e-05,1380,345,1861959406,E2,0.9218083011101246,0.016317693135476326
3.4,3e-05,1380,345,1861959406,E4,0.9749145843830831,0.021770714182058032
3.4,3e-05,1380,1380,1861959406,E1_a_L1-5,0.7904469227226104,0.030382788089734238
3.4,3e-05,1380,1380,1861959406,E1_a_L1-10,0.7913397967542111,0.030691377425565665
3.4,3e-05,1380,1380,1861959406,E1_d_L1-5,0.836994523523846,0.034587746120052325
3.4,3e-05,1380,1380,1861959406,E1_d_L1-10,0.8950609917643192,0.04536720518762711
3.4,3e-05,1380,1380,1861959406,E2,0.7502192376985173,0.03261777884451305
3.4,3e-05,1380,1380,1861959406,E4,0.8220814918315704,0.03404885793850532
3.4,0.0001,390,13,2092611599,E1_a_L1-5,0.9917884762345035,0.03512270150469758
3.4,0.0001,390,13,2092611599,E1_a_L1-10,0.9919000635722166,0.03494702907152805
3.4,0.0001,390,13,2092611599,E1_d_L1-5,1.0524873479395023,0.040805570037787876
3.4,0.0001,390,13,2092611599,E1_d_L1-10,1.1212850344851502,0.055273337428062744
3.4,0.0001,390,13,2092611599,E2,0.9917429383089025,0.0394679589750869
3.4,0.0001,390,13,2092611599,E4,1.1582773161376156,0.051621319160848805
3.4,0.0001,390,26,2092611599,E1_a_L1-5,0.9854281075241207,0.025039522801006336
3.4,0.0001,390,26,2092611599,E1_a_L1-10,0.9845515042047757,0.025116791956046474
3.4,0.0001,390,26,2092611599,E1_d_L1-5,1.0441783124324195,0.03041957083576199
3.4,0.0001,390,26,2092611599,E1_d_L1-10,1.115852616243594,0.04498420394536003
3.4,0.0001,390,26,2092611599,E2,0.9830818093423699,0.026424773599097975
3.4,0.0001,390,26,2092611599,E4,1.08374986755164,0.03441117865797512
3.4,0.0001,390,78,2092611599,E1_a_L1-5,0.9521377210534596,0.019817109980547684
3.4,0.0001,390,78,2092611599,E1_a_L1-10,0.9520514598200165,0.02064693253750539
3.4,0.0001,390,78,2092611599,E1_d_L1-5,1.0077721766352807,0.025350344849191166
3.4,0.0001,390,78,2092611599,E1_d_L1-10,1.0765276106347963,0.04018057717609632
3.4,0.0001,390,78,2092611599,E2,0.9497662178950605,0.020288640024861738
3.4,0.0001,390,78,2092611599,E4,1.021071456434822,0.029852564826780892
3.4,0.0001,390,195,2092611599,E1_a_L1-5,0.8850419628482351,0.02465785818336709
3.4,0.0001,390,195,2092611599,E1_a_L1-10,0.8858070811166258,0.02545368183187722
3.4,0.0001,390,195,2092611599,E1_d_L1-5,0.9371948044922179,0.028807734200770856
3.4,0.0001,390,195,2092611599,E1_d_L1-10,1.003743977644598,0.040432705370464166
3.4,0.0001,390,195,2092611599,E2,0.881568565071838,0.025441581814533487
3.4,0.0001,390,195,2092611599,E4,0.9461555438165153,0.03311785316470952
3.4,0.0001,390,390,2092611599,E1_a_L1-5,0.7932270064052256,0.0340130767328932
3.4,0.0001,390,390,2092611599,E1_a_L1-10,0.7937924242232907,0.034137291651594806
3.4,0.0001,390,390,2092611599,E1_d_L1-5,0.8402705600760662,0.038225239572874374
3.4,0.0001,390,390,2092611599,E1_d_L1-10,0.898589628939616,0.04616866739252957
3.4,0.0001,390,390,2092611599,E2,0.7879696128466555,0.03438460248631925
3.4,0.0001,390,390,2092611599,E4,0.847986289878833,0.04047094767147822
3.4,0.0001,390,13,2383867976,E1_a_L1-5,0.990868127175489,0.030581900404825228
3.4,0.0001,390,13,2383867976,E1_a_L1-10,0.9919075033492751,0.028958295982111925
3.4,0.0001,390,13,2383867976,E1_d_L1-5,1.0523473852464764,0.0406042688164048
3.4,0.0001,390,13,2383867976,E1_d_L1-10,1.1250978135558385,0.0524347375432753
3.4,0.0001,390,13,2383867976,E2,0.9905418137662215,0.037191786377431306
3.4,0.0001,390,13,2383867976,E4,1.1628032815265739,0.05412551270954292
3.4,0.0001,390,26,2383867976,E1_a_L1-5,0.9833276457490859,0.022229751433091565
3.4,0.0001,390,26,2383867976,E1_a_L1-10,0.9832991863302583,0.02212514691073513
3.4,0.0001,390,26,2383867976,E1_d_L1-5,1.0438643115791735,0.029494111629693648
3.4,0.0001,390,26,2383867976,E1_d_L1-10,1.113149459988155,0.042207147213265
3.4,0.0001,390,26,2383867976,E2,0.9818795037019065,0.023093394911813427
3.4,0.0001,390,26,2383867976,E4,1.084597702131985,0.035399756097389906
3.4,0.0001,390,78,2383867976,E1_a_L1-5,0.9505434057979955,0.018554801446261093
3.4,0.0001,390,78,2383867976,E1_a_L1-10,0.9505116303633432,0.01760012110585689
3.4,0.0001,390,78,2383867976,E1_d_L1-5,1.0069481632382677,0.024598212892146726
3.4,0.0001,390,78,2383867976,E1_d_L1-10,1.0771807759527512,0.03928341587080255
3.4,0.0001,390,78,2383867976,E2,0.9489996694329349,0.017759553392128685
3.4,0.0001,390,78,2383867976,E4,1.022197278050192,0.028606057205676477
3.4,0.0001,390,195,2383867976,E1_a_L1-5,0.884981862310671,0.02383541836991287
3.4,0.0001,390,195,2383867976,E1_a_L1-10,0.8849082697289465,0.02364358161130397
3.4,0.0001,390,195,2383867976,E1_d_L1-5,0.9383591596495378,0.029715394617103423
3.4,0.0001,390,195,2383867976,E1_d_L1-10,1.0029222400308457,0.04168277117808275
3.4,0.0001,390,195,2383867976,E2,0.8820126256037891,0.0229064803522414
3.4,0.0001,390,195,2383867976,E4,0.9481090974399493,0.03229829258940643
3.4,0.0001,390,390,2383867976,E1_a_L1-5,0.7937463277890785,0.03328289828074252
3.4,0.0001,390,390,2383867976,E1_a_L1-10,0.794073078561621,0.03269583789281887
3.4,0.0001,390,390,2383867976,E1_d_L1-5,0.8414578937977493,0.03748779669991152
3.4,0.0001,390,390,2383867976,E1_d_L1-10,0.9003022347197089,0.04672984044011229
3.4,0.0001,390,390,2383867976,E2,0.7888024384123168,0.03234070771595141
3.4,0.0001,390,390,2383867976,E4,0.8501684113062996,0.039098263245293904
3.4,0.0001,390,13,3610172792,E1_a_L1-5,0.9931456169496096,0.035054019136290325
3.4,0.0001,390,13,3610172792,E1_a_L1-10,0.993552873231918,0.03450209964491932
3.4,0.0001,390,13,3610172792,E1_d_L1-5,1.055804704898308,0.043103443730505196
3.4,0.0001,390,13,3610172792,E1_d_L1-10,1.1256353066156264,0.057895078374873336
3.4,0.0001,390,13,3610172792,E2,0.9935389443887688,0.03892568151675299
3.4,0.0001,390,13,3610172792,E4,1.1636967914506047,0.05489933631468349
3.4,0.0001,390,26,3610172792,E1_a_L1-5,0.9839657265381923,0.027752802078822778
3.4,0.0001,390,26,3610172792,E1_a_L1-10,0.9840294803437188,0.02796857181589356
3.4,0.0001,390,26,3610172792,E1_d_L1-5,1.0437994454605033,0.036102572712534614
3.4,0.0001,390,26,3610172792,E1_d_L1-10,1.116416711554111,0.05051528806750861
3.4,0.0001,390,26,3610172792,E2,0.9833983373354674,0.030509413823432592
3.4,0.0001,390,26,3610172792,E4,1.0846625550725661,0.03921321440315328
3.4,0.0001,390,78,3610172792,E1_a_L1-5,0.9497962719685427,0.02331419990309692
3.4,0.0001,390,78,3610172792,E1_a_L1-10,0.9502778794152927,0.023639162877412793
3.4,0.0001,390,78,3610172792,E1_d_L1-5,1.0057047353127653,0.031936070207515
3.4,0.0001,390,78,3610172792,E1_d_L1-10,1.0765771116134146,0.046854698978674204
3.4,0.0001,390,78,3610172792,E2,0.9481008410583794,0.02153542885787214
3.4,0.0001,390,78,3610172792,E4,1.0205661148927103,0.030474126609651292
3.4,0.0001,390,195,3610172792,E1_a_L1-5,0.8841535369645311,0.025811194743157573
3.4,0.0001,390,195,3610172792,E1_a_L1-10,0.884564041411256,0.026004178987000515
3.4,0.0001,390,195,3610172792,E1_d_L1-5,0.9368971454887466,0.03318408829214583
3.4,0.0001,390,195,3610172792,E1_d_L1-10,1.0025008302831133,0.04645920182521018
3.4,0.0001,390,195,3610172792,E2,0.8804721201671554,0.024454551286368063
3.4,0.0001,390,195,3610172792,E4,0.9463180399471941,0.03221376757066357
3.4,0.0001,390,390,3610172792,E1_a_L1-5,0.793603166999146,0.03284868244601915
3.4,0.0001,390,390,3610172792,E1_a_L1-10,0.7942573491657893,0.03333479607783901
3.4,0.0001,390,390,3610172792,E1_d_L1-5,0.8407914458560125,0.03903067143426675
3.4,0.0001,390,390,3610172792,E1_d_L1-10,0.9001964483793529,0.04939733181418042
3.4,0.0001,390,390,3610172792,E2,0.7883610298683371,0.0320777468452367
3.4,0.0001,390,390,3610172792,E4,0.8495603990738841,0.038835540321544196
3.4,0.0001,390,13,338961480,E1_a_L1-5,0.9922069682553049,0.03272952181452726
3.4,0.0001,390,13,338961480,E1_a_L1-10,0.9939959469022996,0.032967333259724646
3.4,0.0001,390,13,338961480,E1_d_L1-5,1.0525012663564204,0.03831313846724977
3.4,0.0001,390,13,338961480,E1_d_L1-10,1.1265200252815366,0.050687528728212104
3.4,0.0001,390,13,338961480,E2,0.994456265769029,0.03944445448232791
3.4,0.0001,390,13,338961480,E4,1.1645370723703128,0.051454350672497845
3.4,0.0001,390,26,338961480,E1_a_L1-5,0.9842846759601862,0.025497313052130398
3.4,0.0001,390,26,338961480,E1_a_L1-10,0.9855218547437278,0.025680091274690318
3.4,0.0001,390,26,338961480,E1_d_L1-5,1.044326247029865,0.03319603411766183
3.4,0.0001,390,26,338961480,E1_d_L1-10,1.1166605994532102,0.048331066556122196
3.4,0.0001,390,26,338961480,E2,0.9841877834893006,0.027525210758258138
3.4,0.0001,390,26,338961480,E4,1.0864532422998336,0.036727235173097665
3.4,0.0001,390,78,338961480,E1_a_L1-5,0.9492706539584583,0.020368676157193503
3.4,0.0001,390,78,338961480,E1_a_L1-10,0.9506066339444327,0.021092035005483303
3.4,0.0001,390,78,338961480,E1_d_L1-5,1.0057991657280905,0.02566858437128001
3.4,0.0001,390,78,338961480,E1_d_L1-10,1.0774502296478354,0.04183319471633486
3.4,0.0001,390,78,338961480,E2,0.9480999263905051,0.02006046943208862
3.4,0.0001,390,78,338961480,E4,1.0206712794032788,0.027612316425363104
3.4,0.0001,390,195,338961480,E1_a_L1-5,0.8829054072026762,0.023977412989410838
3.4,0.0001,390,195,338961480,E1_a_L1-10,0.8841369408561193,0.024464906840908573
3.4,0.0001,390,195,338961480,E1_d_L1-5,0.934576274756995,0.027243866019634543
3.4,0.0001,390,195,338961480,E1_d_L1-10,1.0017433339319894,0.04247415318069445
3.4,0.0001,390,195,338961480,E2,0.880054246793802,0.02349242003136404
3.4,0.0001,390,195,338961480,E4,0.9456642129923308,0.030244976964200195
3.4,0.0001,390,390,338961480,E1_a_L1-5,0.7917345680090523,0.03126624323663877
3.4,0.0001,390,390,338961480,E1_a_L1-10,0.7925332463061063,0.031577994871970994
3.4,0.0001,390,390,338961480,E1_d_L1-5,0.8381504700043552,0.0349808368030844
3.4,0.0001,390,390,338961480,E1_d_L1-10,0.8978471584911244,0.04634415797531941
3.4,0.0001,390,390,338961480,E2,0.7869154541472647,0.03133395715095003
3.4,0.0001,390,390,338961480,E4,0.8477445520766526,0.03660240365832299
3.4,0.0001,390,13,1861959406,E1_a_L1-5,0.9873769627867023,0.031857345671198946
3.4,0.0001,390,13,1861959406,E1_a_L1-10,0.9884247919705572,0.032651957525419016
3.4,0.0001,390,13,1861959406,E1_d_L1-5,1.0495098667158502,0.038619053971525194
3.4,0.0001,390,13,1861959406,E1_d_L1-10,1.1192827314508351,0.051529932415366304
3.4,0.0001,390,13,1861959406,E2,0.9891202839789787,0.04026348147318283
3.4,0.0001,390,13,1861959406,E4,1.1597737696496768,0.05262095454353159
3.4,0.0001,390,26,1861959406,E1_a_L1-5,0.9806802725954222,0.025989353769890228
3.4,0.0001,390,26,1861959406,E1_a_L1-10,0.9811915405831474,0.026682534390685374
3.4,0.0001,390,26,1861959406,E1_d_L1-5,1.0404229928093027,0.030926082704757236
3.4,0.0001,390,26,1861959406,E1_d_L1-10,1.1113410336157186,0.04546168718658704
3.4,0.0001,390,26,1861959406,E2,0.9796534579141962,0.0282902523271527
3.4,0.0001,390,26,1861959406,E4,1.0818831430898255,0.037410184831516334
3.4,0.0001,390,78,1861959406,E1_a_L1-5,0.9475508745406652,0.022907604479289793
3.4,0.0001,390,78,1861959406,E1_a_L1-10,0.948369022907573,0.023408315475483582
3.4,0.0001,390,78,1861959406,E1_d_L1-5,1.0041794717557053,0.028587774295997345
3.4,0.0001,390,78,1861959406,E1_d_L1-10,1.0752487922910894,0.04508990583266207
3.4,0.0001,390,78,1861959406,E2,0.9458160730140104,0.02207712232744928
3.4,0.0001,390,78,1861959406,E4,1.0182524993607232,0.03094575621068052
3.4,0.0001,390,195,1861959406,E1_a_L1-5,0.882759596598036,0.027703385114079142
3.4,0.0001,390,195,1861959406,E1_a_L1-10,0.8828789217385316,0.02759660362447368
3.4,0.0001,390,195,1861959406,E1_d_L1-5,0.9352514274219257,0.03270772312872352
3.4,0.0001,390,195,1861959406,E1_d_L1-10,1.000304043767654,0.047312639907255906
3.4,0.0001,390,195,1861959406,E2,0.8788631712780844,0.02709197621403194
3.4,0.0001,390,195,1861959406,E4,0.9440076237965422,0.03527480561502305
3.4,0.0001,390,390,1861959406,E1_a_L1-5,0.792146272615686,0.03560603277634351
3.4,0.0001,390,390,1861959406,E1_a_L1-10,0.7921246050589107,0.03593621088861641
3.4,0.0001,390,390,1861959406,E1_d_L1-5,0.8396411418034533,0.0405725241098613
3.4,0.0001,390,390,1861959406,E1_d_L1-10,0.8988671194284124,0.05362118972543742
3.4,0.0001,390,390,1861959406,E2,0.786302705517283,0.03555582311440757
3.4,0.0001,390,390,1861959406,E4,0.8470946188731088,0.04284205908347191
3.4,0.0001,1380,23,2092611599,E1_a_L1-5,0.9855268648567531,0.032587389896413355
3.4,0.0001,1380,23,2092611599,E1_a_L1-10,0.9864716181211424,0.03314727350092165
3.4,0.0001,1380,23,2092611599,E1_d_L1-5,1.0462218827165684,0.038471331170259325
3.4,0.0001,1380,23,2092611599,E1_d_L1-10,1.1210519214546595,0.05772701418486668
3.4,0.0001,1380,23,2092611599,E2,0.9818541611570055,0.03198921562514645
3.4,0.0001,1380,23,2092611599,E4,1.084061127364639,0.04074345605902418
3.4,0.0001,1380,46,2092611599,E1_a_L1-5,0.9692176593403115,0.02398241237914025
3.4,0.0001,1380,46,2092611599,E1_a_L1-10,0.9708630690835947,0.02511913893429612
3.4,0.0001,1380,46,2092611599,E1_d_L1-5,1.0275087590814125,0.030515332858103452
3.4,0.0001,1380,46,2092611599,E1_d_L1-10,1.1022218158197656,0.04976597338160465
3.4,0.0001,1380,46,2092611599,E2,0.9615953266948702,0.02473101737302729
