root,geom,btag,horizon,M,year,tercile,n,estimator,lam
ES,GLOBEX,B1,1day,46,2017,2,35,E1_d_model_L1-5,-0.013769586883200348
ES,GLOBEX,B1,1day,46,2017,2,35,E1_a_exp_L1-10,0.02671855427680089
ES,GLOBEX,B1,1day,46,2017,2,35,E1_d_model_L1-10,0.02969245009753316
ES,GLOBEX,B1,1day,46,2017,2,35,E2,-1.2865130414780186
ES,GLOBEX,B1,1day,46,2017,2,35,E4,0.672608728742136
ES,GLOBEX,B1,1day,46,2017,0,243,E1_a_exp_L1-5,0.47719559538045175
ES,GLOBEX,B1,1day,46,2017,0,243,E1_d_model_L1-5,1.0130273973565704
ES,GLOBEX,B1,1day,46,2017,0,243,E1_a_exp_L1-10,0.44818358635463623
ES,GLOBEX,B1,1day,46,2017,0,243,E1_d_model_L1-10,1.3746788609039433
ES,GLOBEX,B1,1day,46,2017,0,243,E2,0.46601555081246254
ES,GLOBEX,B1,1day,46,2017,0,243,E4,0.876424352398887
ES,GLOBEX,B1,1day,46,2018,1,78,E1_a_exp_L1-5,0.8850520134503497
ES,GLOBEX,B1,1day,46,2018,1,78,E1_d_model_L1-5,-1.6775169242880474
ES,GLOBEX,B1,1day,46,2018,1,78,E1_a_exp_L1-10,0.8849549189641263
ES,GLOBEX,B1,1day,46,2018,1,78,E1_d_model_L1-10,-14.794904548532145
ES,GLOBEX,B1,1day,46,2018,1,78,E2,0.5082185027328543
ES,GLOBEX,B1,1day,46,2018,1,78,E4,0.7935719374023367
ES,GLOBEX,B1,1day,46,2018,2,84,E1_a_exp_L1-5,0.3118732898394021
ES,GLOBEX,B1,1day,46,2018,2,84,E1_d_model_L1-5,0.3927953269831467
ES,GLOBEX,B1,1day,46,2018,2,84,E1_a_exp_L1-10,0.44098274933762616
ES,GLOBEX,B1,1day,46,2018,2,84,E1_d_model_L1-10,1.7495747285975585
ES,GLOBEX,B1,1day,46,2018,2,84,E2,0.12122010750532164
ES,GLOBEX,B1,1day,46,2018,2,84,E4,0.73127024391451
ES,GLOBEX,B1,1day,46,2018,3,81,E1_a_exp_L1-5,0.8477875892884352
ES,GLOBEX,B1,1day,46,2018,3,81,E1_d_model_L1-5,-15.602565811116014
ES,GLOBEX,B1,1day,46,2018,3,81,E1_a_exp_L1-10,0.8285941267954421
ES,GLOBEX,B1,1day,46,2018,3,81,E1_d_model_L1-10,-20.668886273473706
ES,GLOBEX,B1,1day,46,2018,3,81,E2,0.7656006824026499
ES,GLOBEX,B1,1day,46,2018,3,81,E4,0.890731899613241
ES,GLOBEX,B1,1day,46,2018,0,243,E1_a_exp_L1-5,0.8288131681509725
ES,GLOBEX,B1,1day,46,2018,0,243,E1_d_model_L1-5,1.0293403705936992
ES,GLOBEX,B1,1day,46,2018,0,243,E1_a_exp_L1-10,0.8211047973627
ES,GLOBEX,B1,1day,46,2018,0,243,E1_d_model_L1-10,1.2902302578858857
ES,GLOBEX,B1,1day,46,2018,0,243,E2,0.8311297212180729
ES,GLOBEX,B1,1day,46,2018,0,243,E4,0.9551153231046302
ES,GLOBEX,B1,1day,46,2019,1,98,E1_a_exp_L1-5,0.1589788122149279
ES,GLOBEX,B1,1day,46,2019,1,98,E1_d_model_L1-5,0.19758781670895587
ES,GLOBEX,B1,1day,46,2019,1,98,E1_a_exp_L1-10,0.20860843052407294
ES,GLOBEX,B1,1day,46,2019,1,98,E1_d_model_L1-10,0.5019844952868137
ES,GLOBEX,B1,1day,46,2019,1,98,E2,0.4044157378205557
ES,GLOBEX,B1,1day,46,2019,1,98,E4,0.8456823645062856
ES,GLOBEX,B1,1day,46,2019,2,92,E1_a_exp_L1-5,0.400418886008482
ES,GLOBEX,B1,1day,46,2019,2,92,E1_d_model_L1-5,1.0021867958504755
ES,GLOBEX,B1,1day,46,2019,2,92,E1_a_exp_L1-10,0.47193711896276486
ES,GLOBEX,B1,1day,46,2019,2,92,E1_d_model_L1-10,19.79578067412672
ES,GLOBEX,B1,1day,46,2019,2,92,E2,0.1669822060081829
ES,GLOBEX,B1,1day,46,2019,2,92,E4,0.7395739616755681
ES,GLOBEX,B1,1day,46,2019,3,53,E1_a_exp_L1-5,0.6503531948943674
ES,GLOBEX,B1,1day,46,2019,3,53,E1_d_model_L1-5,10.570322675008171
ES,GLOBEX,B1,1day,46,2019,3,53,E1_a_exp_L1-10,0.941759608805668
ES,GLOBEX,B1,1day,46,2019,3,53,E1_d_model_L1-10,-1.0206006774524237
ES,GLOBEX,B1,1day,46,2019,3,53,E2,-0.0830463930118224
ES,GLOBEX,B1,1day,46,2019,3,53,E4,0.7703455627610016
ES,GLOBEX,B1,1day,46,2019,0,243,E1_a_exp_L1-5,0.7125184030145113
ES,GLOBEX,B1,1day,46,2019,0,243,E1_d_model_L1-5,1.0134226285731995
ES,GLOBEX,B1,1day,46,2019,0,243,E1_a_exp_L1-10,0.7136411909530276
ES,GLOBEX,B1,1day,46,2019,0,243,E1_d_model_L1-10,1.3887170484270577
ES,GLOBEX,B1,1day,46,2019,0,243,E2,0.7019462833092835
ES,GLOBEX,B1,1day,46,2019,0,243,E4,0.9330139149130183
ES,GLOBEX,B1,1day,46,2020,1,30,E1_a_exp_L1-5,0.10566808567964053
ES,GLOBEX,B1,1day,46,2020,1,30,E1_d_model_L1-5,0.17378283731129984
ES,GLOBEX,B1,1day,46,2020,1,30,E1_a_exp_L1-10,0.20221292601510818
ES,GLOBEX,B1,1day,46,2020,1,30,E1_d_model_L1-10,1.4675274031677454
ES,GLOBEX,B1,1day,46,2020,1,30,E2,0.6521247119415574
ES,GLOBEX,B1,1day,46,2020,1,30,E4,0.8647722040191329
ES,GLOBEX,B1,1day,46,2020,2,73,E1_a_exp_L1-5,0.6440066584534648
ES,GLOBEX,B1,1day,46,2020,2,73,E1_d_model_L1-5,-0.5237493857924008
ES,GLOBEX,B1,1day,46,2020,2,73,E1_a_exp_L1-10,0.6436703757420882
ES,GLOBEX,B1,1day,46,2020,2,73,E1_d_model_L1-10,-0.5183193847549143
ES,GLOBEX,B1,1day,46,2020,2,73,E2,-0.13984812780860664
ES,GLOBEX,B1,1day,46,2020,2,73,E4,0.7438459449883965
ES,GLOBEX,B1,1day,46,2020,3,141,E1_a_exp_L1-5,0.8615882949832068
ES,GLOBEX,B1,1day,46,2020,3,141,E1_d_model_L1-5,1.0894491567077718
ES,GLOBEX,B1,1day,46,2020,3,141,E1_a_exp_L1-10,0.8161789129372066
ES,GLOBEX,B1,1day,46,2020,3,141,E1_d_model_L1-10,1.248375846701075
ES,GLOBEX,B1,1day,46,2020,3,141,E2,0.8091708959656874
ES,GLOBEX,B1,1day,46,2020,3,141,E4,0.9511436903730122
ES,GLOBEX,B1,1day,46,2020,0,244,E1_a_exp_L1-5,0.8639880003712971
ES,GLOBEX,B1,1day,46,2020,0,244,E1_d_model_L1-5,1.0132627140347956
ES,GLOBEX,B1,1day,46,2020,0,244,E1_a_exp_L1-10,0.8795846846632818
ES,GLOBEX,B1,1day,46,2020,0,244,E1_d_model_L1-10,1.2404336781001684
ES,GLOBEX,B1,1day,46,2020,0,244,E2,0.8595887186326241
ES,GLOBEX,B1,1day,46,2020,0,244,E4,0.9691195573215813
ES,GLOBEX,B1,1day,46,2021,1,86,E1_a_exp_L1-5,0.0487345563310457
ES,GLOBEX,B1,1day,46,2021,1,86,E1_d_model_L1-5,0.05289195299911835
ES,GLOBEX,B1,1day,46,2021,1,86,E1_a_exp_L1-10,0.0570220465478728
ES,GLOBEX,B1,1day,46,2021,1,86,E1_d_model_L1-10,0.10906305412767159
ES,GLOBEX,B1,1day,46,2021,1,86,E2,0.41138034797091316
ES,GLOBEX,B1,1day,46,2021,1,86,E4,0.8318400310644475
ES,GLOBEX,B1,1day,46,2021,2,100,E1_a_exp_L1-5,0.5482039499422043
ES,GLOBEX,B1,1day,46,2021,2,100,E1_d_model_L1-5,-0.46403947720415817
ES,GLOBEX,B1,1day,46,2021,2,100,E1_a_exp_L1-10,0.5483207023768297
ES,GLOBEX,B1,1day,46,2021,2,100,E1_d_model_L1-10,-0.38906564055249326
ES,GLOBEX,B1,1day,46,2021,2,100,E2,0.11942923653812938
ES,GLOBEX,B1,1day,46,2021,2,100,E4,0.7562097888437221
ES,GLOBEX,B1,1day,46,2021,3,60,E1_a_exp_L1-5,0.5375908497335588
ES,GLOBEX,B1,1day,46,2021,3,60,E1_d_model_L1-5,-0.4680569367980468
ES,GLOBEX,B1,1day,46,2021,3,60,E1_a_exp_L1-10,0.5396517149942079
ES,GLOBEX,B1,1day,46,2021,3,60,E1_d_model_L1-10,-0.4686909015484287
ES,GLOBEX,B1,1day,46,2021,3,60,E2,0.3863330808344298
ES,GLOBEX,B1,1day,46,2021,3,60,E4,0.8600887404803423
ES,GLOBEX,B1,1day,46,2021,0,246,E1_a_exp_L1-5,0.830820586440596
ES,GLOBEX,B1,1day,46,2021,0,246,E1_d_model_L1-5,1.5090261951069739
ES,GLOBEX,B1,1day,46,2021,0,246,E1_a_exp_L1-10,0.8014356893737754
ES,GLOBEX,B1,1day,46,2021,0,246,E1_d_model_L1-10,2.1272974965368943
ES,GLOBEX,B1,1day,46,2021,0,246,E2,0.7822418579650879
ES,GLOBEX,B1,1day,46,2021,0,246,E4,0.9429976901976793
ES,GLOBEX,B1,1day,46,2022,2,42,E1_a_exp_L1-5,0.6601749186505165
ES,GLOBEX,B1,1day,46,2022,2,42,E1_d_model_L1-5,-0.650351184366204
ES,GLOBEX,B1,1day,46,2022,2,42,E1_a_exp_L1-10,0.6800416629509798
ES,GLOBEX,B1,1day,46,2022,2,42,E1_d_model_L1-10,-0.4992496942005431
ES,GLOBEX,B1,1day,46,2022,2,42,E2,-1.1094828271791979
ES,GLOBEX,B1,1day,46,2022,2,42,E4,0.5241264738660696
ES,GLOBEX,B1,1day,46,2022,3,200,E1_a_exp_L1-5,0.4610385970920786
ES,GLOBEX,B1,1day,46,2022,3,200,E1_d_model_L1-5,0.6936566146206273
ES,GLOBEX,B1,1day,46,2022,3,200,E1_a_exp_L1-10,0.5099660505287824
ES,GLOBEX,B1,1day,46,2022,3,200,E1_d_model_L1-10,1.2242886124022916
ES,GLOBEX,B1,1day,46,2022,3,200,E2,0.3251873047192422
ES,GLOBEX,B1,1day,46,2022,3,200,E4,0.8494610791198343
ES,GLOBEX,B1,1day,46,2022,0,245,E1_a_exp_L1-5,0.542906841315276
ES,GLOBEX,B1,1day,46,2022,0,245,E1_d_model_L1-5,0.7037039891400495
ES,GLOBEX,B1,1day,46,2022,0,245,E1_a_exp_L1-10,0.5577770247864986
ES,GLOBEX,B1,1day,46,2022,0,245,E1_d_model_L1-10,0.9761176894072683
ES,GLOBEX,B1,1day,46,2022,0,245,E2,0.5103798551085341
ES,GLOBEX,B1,1day,46,2022,0,245,E4,0.8969223425708126
ES,GLOBEX,B1,1day,46,2023,1,60,E1_a_exp_L1-5,-0.3838554731844064
ES,GLOBEX,B1,1day,46,2023,1,60,E1_d_model_L1-5,0.2525243636879949
ES,GLOBEX,B1,1day,46,2023,1,60,E1_a_exp_L1-10,-0.3836228067000487
ES,GLOBEX,B1,1day,46,2023,1,60,E1_d_model_L1-10,0.24868135501311792
ES,GLOBEX,B1,1day,46,2023,1,60,E2,0.3188145869533036
ES,GLOBEX,B1,1day,46,2023,1,60,E4,0.8735875550834817
ES,GLOBEX,B1,1day,46,2023,2,122,E1_a_exp_L1-5,0.2133645335150873
ES,GLOBEX,B1,1day,46,2023,2,122,E1_d_model_L1-5,0.2301396589947178
ES,GLOBEX,B1,1day,46,2023,2,122,E1_a_exp_L1-10,0.24033000742588043
ES,GLOBEX,B1,1day,46,2023,2,122,E1_d_model_L1-10,0.3647648372131294
ES,GLOBEX,B1,1day,46,2023,2,122,E2,0.3943963544026412
ES,GLOBEX,B1,1day,46,2023,2,122,E4,0.675522025223336
ES,GLOBEX,B1,1day,46,2023,3,62,E1_a_exp_L1-5,0.42110246090422654
ES,GLOBEX,B1,1day,46,2023,3,62,E1_d_model_L1-5,0.5830337632443172
ES,GLOBEX,B1,1day,46,2023,3,62,E1_a_exp_L1-10,0.45472190432739484
ES,GLOBEX,B1,1day,46,2023,3,62,E1_d_model_L1-10,1.0108289296221131
ES,GLOBEX,B1,1day,46,2023,3,62,E2,-0.0008535141957426706
ES,GLOBEX,B1,1day,46,2023,3,62,E4,0.7822954726002429
ES,GLOBEX,B1,1day,46,2023,0,244,E1_a_exp_L1-5,0.5064852986492931
ES,GLOBEX,B1,1day,46,2023,0,244,E1_d_model_L1-5,0.7128933254607728
ES,GLOBEX,B1,1day,46,2023,0,244,E1_a_exp_L1-10,0.5001870622066852
ES,GLOBEX,B1,1day,46,2023,0,244,E1_d_model_L1-10,0.8432637015047394
ES,GLOBEX,B1,1day,46,2023,0,244,E2,0.48950557872293876
ES,GLOBEX,B1,1day,46,2023,0,244,E4,0.8950900765234163
ES,GLOBEX,B1,1day,46,0,1,651,E1_a_exp_L1-5,0.26494332336150733
ES,GLOBEX,B1,1day,46,0,1,651,E1_d_model_L1-5,0.324311326130683
ES,GLOBEX,B1,1day,46,0,1,651,E1_a_exp_L1-10,0.2722314708338084
ES,GLOBEX,B1,1day,46,0,1,651,E1_d_model_L1-10,0.39732717939718143
ES,GLOBEX,B1,1day,46,0,1,651,E2,0.4967822360305748
ES,GLOBEX,B1,1day,46,0,1,651,E4,0.859877314889614
ES,GLOBEX,B1,1day,46,0,2,651,E1_a_exp_L1-5,0.3075075705309353
ES,GLOBEX,B1,1day,46,0,2,651,E1_d_model_L1-5,0.45001073407041675
ES,GLOBEX,B1,1day,46,0,2,651,E1_a_exp_L1-10,0.3158330641797553
ES,GLOBEX,B1,1day,46,0,2,651,E1_d_model_L1-10,0.6684298137722539
ES,GLOBEX,B1,1day,46,0,2,651,E2,0.012605076148134992
ES,GLOBEX,B1,1day,46,0,2,651,E4,0.751972397194594
ES,GLOBEX,B1,1day,46,0,3,651,E1_a_exp_L1-5,0.6447418612346155
ES,GLOBEX,B1,1day,46,0,3,651,E1_d_model_L1-5,0.8369519080232686
ES,GLOBEX,B1,1day,46,0,3,651,E1_a_exp_L1-10,0.6247519712714049
ES,GLOBEX,B1,1day,46,0,3,651,E1_d_model_L1-10,0.9581714619050423
ES,GLOBEX,B1,1day,46,0,3,651,E2,0.6595020961214241
ES,GLOBEX,B1,1day,46,0,3,651,E4,0.9104830101575518
ES,GLOBEX,B1,1day,46,0,0,1953,E1_a_exp_L1-5,0.8103114047846098
ES,GLOBEX,B1,1day,46,0,0,1953,E1_d_model_L1-5,0.9207951392857451
ES,GLOBEX,B1,1day,46,0,0,1953,E1_a_exp_L1-10,0.7904294389876333
ES,GLOBEX,B1,1day,46,0,0,1953,E1_d_model_L1-10,1.01016520303589
ES,GLOBEX,B1,1day,46,0,0,1953,E2,0.8234367234676871
ES,GLOBEX,B1,1day,46,0,0,1953,E4,0.9606829461746506
ES,GLOBEX,B1,1day,138,2016,1,90,E1_a_exp_L1-5,0.5433317732649909
ES,GLOBEX,B1,1day,138,2016,1,90,E1_d_model_L1-5,1.2059899782843249
ES,GLOBEX,B1,1day,138,2016,1,90,E1_a_exp_L1-10,0.5149044651964425
ES,GLOBEX,B1,1day,138,2016,1,90,E1_d_model_L1-10,1.778186157700287
ES,GLOBEX,B1,1day,138,2016,1,90,E2,0.6109911826858049
ES,GLOBEX,B1,1day,138,2016,1,90,E4,0.9418600726204694
ES,GLOBEX,B1,1day,138,2016,2,103,E1_a_exp_L1-5,0.14530950736907408
ES,GLOBEX,B1,1day,138,2016,2,103,E1_d_model_L1-5,0.4761261301092909
ES,GLOBEX,B1,1day,138,2016,2,103,E1_a_exp_L1-10,0.22629121902649044
ES,GLOBEX,B1,1day,138,2016,2,103,E1_d_model_L1-10,-2.53411802485008
ES,GLOBEX,B1,1day,138,2016,2,103,E2,0.16950904602929495
ES,GLOBEX,B1,1day,138,2016,2,103,E4,0.8886227960103785
ES,GLOBEX,B1,1day,138,2016,3,52,E1_a_exp_L1-5,0.4502478166047101
ES,GLOBEX,B1,1day,138,2016,3,52,E1_d_model_L1-5,2.179622077095613
ES,GLOBEX,B1,1day,138,2016,3,52,E1_a_exp_L1-10,0.28271658525635374
ES,GLOBEX,B1,1day,138,2016,3,52,E1_d_model_L1-10,0.8367687288990449
ES,GLOBEX,B1,1day,138,2016,3,52,E2,0.803192842307504
ES,GLOBEX,B1,1day,138,2016,3,52,E4,0.9661338091816026
ES,GLOBEX,B1,1day,138,2016,0,245,E1_a_exp_L1-5,0.7813503868140195
ES,GLOBEX,B1,1day,138,2016,0,245,E1_d_model_L1-5,0.9970256495654525
ES,GLOBEX,B1,1day,138,2016,0,245,E1_a_exp_L1-10,0.7375261087200434
ES,GLOBEX,B1,1day,138,2016,0,245,E1_d_model_L1-10,1.090829284601584
ES,GLOBEX,B1,1day,138,2016,0,245,E2,0.8897708649134629
ES,GLOBEX,B1,1day,138,2016,0,245,E4,0.9811734381663957
ES,GLOBEX,B1,1day,138,2017,1,206,E1_a_exp_L1-5,0.3657966203303975
ES,GLOBEX,B1,1day,138,2017,1,206,E1_d_model_L1-5,0.5286192774029197
ES,GLOBEX,B1,1day,138,2017,1,206,E1_a_exp_L1-10,0.37360506049962267
ES,GLOBEX,B1,1day,138,2017,1,206,E1_d_model_L1-10,0.7402956392396186
ES,GLOBEX,B1,1day,138,2017,1,206,E2,0.4594181306443486
ES,GLOBEX,B1,1day,138,2017,1,206,E4,0.9236157266604864
ES,GLOBEX,B1,1day,138,2017,2,35,E1_a_exp_L1-5,0.06402239565084729
ES,GLOBEX,B1,1day,138,2017,2,35,E1_d_model_L1-5,0.07006997218790509
ES,GLOBEX,B1,1day,138,2017,2,35,E1_a_exp_L1-10,0.11706295113119351
ES,GLOBEX,B1,1day,138,2017,2,35,E1_d_model_L1-10,0.22743239338057858
ES,GLOBEX,B1,1day,138,2017,2,35,E2,-0.3136369168175594
ES,GLOBEX,B1,1day,138,2017,2,35,E4,0.806802137493746
ES,GLOBEX,B1,1day,138,2017,0,243,E1_a_exp_L1-5,0.5665005996567426
ES,GLOBEX,B1,1day,138,2017,0,243,E1_d_model_L1-5,1.1318851216615102
ES,GLOBEX,B1,1day,138,2017,0,243,E1_a_exp_L1-10,0.5058516841467097
ES,GLOBEX,B1,1day,138,2017,0,243,E1_d_model_L1-10,1.2994507293385342
ES,GLOBEX,B1,1day,138,2017,0,243,E2,0.5527730422584128
ES,GLOBEX,B1,1day,138,2017,0,243,E4,0.9446060895022699
ES,GLOBEX,B1,1day,138,2018,1,78,E1_a_exp_L1-5,0.7681865411232311
ES,GLOBEX,B1,1day,138,2018,1,78,E1_d_model_L1-5,56.843270967417475
ES,GLOBEX,B1,1day,138,2018,1,78,E1_a_exp_L1-10,0.7508498721995829
ES,GLOBEX,B1,1day,138,2018,1,78,E1_d_model_L1-10,9.227519291605734
ES,GLOBEX,B1,1day,138,2018,1,78,E2,0.4062108663547161
ES,GLOBEX,B1,1day,138,2018,1,78,E4,0.8946046942630823
ES,GLOBEX,B1,1day,138,2018,2,84,E1_a_exp_L1-5,0.4230699461621165
ES,GLOBEX,B1,1day,138,2018,2,84,E1_d_model_L1-5,0.5626133573634955
ES,GLOBEX,B1,1day,138,2018,2,84,E1_a_exp_L1-10,0.47575512597921016
ES,GLOBEX,B1,1day,138,2018,2,84,E1_d_model_L1-10,1.0809469351643952
ES,GLOBEX,B1,1day,138,2018,2,84,E2,0.48910999204274713
ES,GLOBEX,B1,1day,138,2018,2,84,E4,0.9154833973763791
ES,GLOBEX,B1,1day,138,2018,3,81,E1_a_exp_L1-5,0.8889571873926838
ES,GLOBEX,B1,1day,138,2018,3,81,E1_d_model_L1-5,22.48309324937095
ES,GLOBEX,B1,1day,138,2018,3,81,E1_a_exp_L1-10,0.8573762713967207
ES,GLOBEX,B1,1day,138,2018,3,81,E1_d_model_L1-10,68.00051056856127
ES,GLOBEX,B1,1day,138,2018,3,81,E2,0.8234605490231058
ES,GLOBEX,B1,1day,138,2018,3,81,E4,0.9520820933614189
ES,GLOBEX,B1,1day,138,2018,0,243,E1_a_exp_L1-5,0.8608385370053346
ES,GLOBEX,B1,1day,138,2018,0,243,E1_d_model_L1-5,1.0876005779557454
ES,GLOBEX,B1,1day,138,2018,0,243,E1_a_exp_L1-10,0.8702744195895316
ES,GLOBEX,B1,1day,138,2018,0,243,E1_d_model_L1-10,1.3911356236907981
ES,GLOBEX,B1,1day,138,2018,0,243,E2,0.8604816658558018
ES,GLOBEX,B1,1day,138,2018,0,243,E4,0.9830547627638219
ES,GLOBEX,B1,1day,138,2019,1,98,E1_a_exp_L1-5,0.38862628029035
ES,GLOBEX,B1,1day,138,2019,1,98,E1_d_model_L1-5,0.6439237821191636
ES,GLOBEX,B1,1day,138,2019,1,98,E1_a_exp_L1-10,0.41839831475070177
ES,GLOBEX,B1,1day,138,2019,1,98,E1_d_model_L1-10,1.0509506420079646
ES,GLOBEX,B1,1day,138,2019,1,98,E2,0.523148011576887
ES,GLOBEX,B1,1day,138,2019,1,98,E4,0.930237988522388
ES,GLOBEX,B1,1day,138,2019,2,92,E1_a_exp_L1-5,0.49116696716077074
ES,GLOBEX,B1,1day,138,2019,2,92,E1_d_model_L1-5,0.9935256510373957
ES,GLOBEX,B1,1day,138,2019,2,92,E1_a_exp_L1-10,0.5293705215647095
ES,GLOBEX,B1,1day,138,2019,2,92,E1_d_model_L1-10,2.7155881974127785
ES,GLOBEX,B1,1day,138,2019,2,92,E2,0.5140675580296314
ES,GLOBEX,B1,1day,138,2019,2,92,E4,0.8972955374950312
ES,GLOBEX,B1,1day,138,2019,3,53,E1_a_exp_L1-5,1.5534031656248892
ES,GLOBEX,B1,1day,138,2019,3,53,E1_d_model_L1-5,-2.502677378854594
ES,GLOBEX,B1,1day,138,2019,3,53,E1_a_exp_L1-10,1.6011428633136788
ES,GLOBEX,B1,1day,138,2019,3,53,E1_d_model_L1-10,-1.1837110983438508
ES,GLOBEX,B1,1day,138,2019,3,53,E2,0.379088798437308
ES,GLOBEX,B1,1day,138,2019,3,53,E4,0.9350450681358036
ES,GLOBEX,B1,1day,138,2019,0,243,E1_a_exp_L1-5,0.7865126949561756
ES,GLOBEX,B1,1day,138,2019,0,243,E1_d_model_L1-5,1.1283554611334603
ES,GLOBEX,B1,1day,138,2019,0,243,E1_a_exp_L1-10,0.782465477417942
ES,GLOBEX,B1,1day,138,2019,0,243,E1_d_model_L1-10,1.5109533788015468
ES,GLOBEX,B1,1day,138,2019,0,243,E2,0.745642998898049
ES,GLOBEX,B1,1day,138,2019,0,243,E4,0.9716682816077462
ES,GLOBEX,B1,1day,138,2020,1,30,E1_a_exp_L1-5,0.4205300264793024
ES,GLOBEX,B1,1day,138,2020,1,30,E1_d_model_L1-5,-0.28043422099390974
ES,GLOBEX,B1,1day,138,2020,1,30,E1_a_exp_L1-10,0.4226031327515054
ES,GLOBEX,B1,1day,138,2020,1,30,E1_d_model_L1-10,-0.49512721557244177
ES,GLOBEX,B1,1day,138,2020,1,30,E2,0.7200135219303652
ES,GLOBEX,B1,1day,138,2020,1,30,E4,0.9437719794336568
ES,GLOBEX,B1,1day,138,2020,2,73,E1_a_exp_L1-5,0.3758517652173707
ES,GLOBEX,B1,1day,138,2020,2,73,E1_d_model_L1-5,3.1213444586730597
ES,GLOBEX,B1,1day,138,2020,2,73,E1_a_exp_L1-10,0.41562730895297817
ES,GLOBEX,B1,1day,138,2020,2,73,E1_d_model_L1-10,-3.4297850073467453
ES,GLOBEX,B1,1day,138,2020,2,73,E2,0.28188490420152607
ES,GLOBEX,B1,1day,138,2020,2,73,E4,0.9074806795071256
ES,GLOBEX,B1,1day,138,2020,3,141,E1_a_exp_L1-5,0.9030508960844273
ES,GLOBEX,B1,1day,138,2020,3,141,E1_d_model_L1-5,1.1317118078424009
ES,GLOBEX,B1,1day,138,2020,3,141,E1_a_exp_L1-10,0.8510312870661183
ES,GLOBEX,B1,1day,138,2020,3,141,E1_d_model_L1-10,1.2619906136612404
ES,GLOBEX,B1,1day,138,2020,3,141,E2,0.892430496924944
ES,GLOBEX,B1,1day,138,2020,3,141,E4,0.982558296059233
ES,GLOBEX,B1,1day,138,2020,0,244,E1_a_exp_L1-5,0.8963042927072348
ES,GLOBEX,B1,1day,138,2020,0,244,E1_d_model_L1-5,1.0340425005017977
ES,GLOBEX,B1,1day,138,2020,0,244,E1_a_exp_L1-10,0.903906905248647
ES,GLOBEX,B1,1day,138,2020,0,244,E1_d_model_L1-10,1.2334059221831393
ES,GLOBEX,B1,1day,138,2020,0,244,E2,0.8987490034753839
ES,GLOBEX,B1,1day,138,2020,0,244,E4,0.9889218049571461
ES,GLOBEX,B1,1day,138,2021,1,86,E1_a_exp_L1-5,0.11117569908100049
ES,GLOBEX,B1,1day,138,2021,1,86,E1_d_model_L1-5,0.12146394863329985
ES,GLOBEX,B1,1day,138,2021,1,86,E1_a_exp_L1-10,0.14520741269629012
ES,GLOBEX,B1,1day,138,2021,1,86,E1_d_model_L1-10,0.2714719305023969
ES,GLOBEX,B1,1day,138,2021,1,86,E2,0.47381277770669267
ES,GLOBEX,B1,1day,138,2021,1,86,E4,0.9250533593803179
ES,GLOBEX,B1,1day,138,2021,2,100,E1_a_exp_L1-5,1.198118998704805
ES,GLOBEX,B1,1day,138,2021,2,100,E1_d_model_L1-5,-1.744468294294951
ES,GLOBEX,B1,1day,138,2021,2,100,E1_a_exp_L1-10,1.1987435173116219
ES,GLOBEX,B1,1day,138,2021,2,100,E1_d_model_L1-10,-1.2023171724413904
ES,GLOBEX,B1,1day,138,2021,2,100,E2,0.3459613459532594
ES,GLOBEX,B1,1day,138,2021,2,100,E4,0.9008004887674586
ES,GLOBEX,B1,1day,138,2021,3,60,E1_a_exp_L1-5,0.659818116890889
ES,GLOBEX,B1,1day,138,2021,3,60,E1_d_model_L1-5,-0.5233713439299748
ES,GLOBEX,B1,1day,138,2021,3,60,E1_a_exp_L1-10,0.6620731576904038
ES,GLOBEX,B1,1day,138,2021,3,60,E1_d_model_L1-10,-0.5240834638990454
ES,GLOBEX,B1,1day,138,2021,3,60,E2,0.3230337948327474
ES,GLOBEX,B1,1day,138,2021,3,60,E4,0.9304019102058286
ES,GLOBEX,B1,1day,138,2021,0,246,E1_a_exp_L1-5,0.8635989929775881
ES,GLOBEX,B1,1day,138,2021,0,246,E1_d_model_L1-5,1.514002675278798
ES,GLOBEX,B1,1day,138,2021,0,246,E1_a_exp_L1-10,0.8440903866506618
ES,GLOBEX,B1,1day,138,2021,0,246,E1_d_model_L1-10,2.178079729341354
ES,GLOBEX,B1,1day,138,2021,0,246,E2,0.7938095236771161
ES,GLOBEX,B1,1day,138,2021,0,246,E4,0.9773555523510199
ES,GLOBEX,B1,1day,138,2022,2,42,E1_a_exp_L1-5,0.1419792219774834
ES,GLOBEX,B1,1day,138,2022,2,42,E1_d_model_L1-5,0.2233744351647979
ES,GLOBEX,B1,1day,138,2022,2,42,E1_a_exp_L1-10,0.17507667563920506
ES,GLOBEX,B1,1day,138,2022,2,42,E1_d_model_L1-10,-0.9516083858869986
ES,GLOBEX,B1,1day,138,2022,2,42,E2,-0.8447114369923877
ES,GLOBEX,B1,1day,138,2022,2,42,E4,0.7865631853541204
ES,GLOBEX,B1,1day,138,2022,3,200,E1_a_exp_L1-5,0.5949395707460455
ES,GLOBEX,B1,1day,138,2022,3,200,E1_d_model_L1-5,0.963908687221912
ES,GLOBEX,B1,1day,138,2022,3,200,E1_a_exp_L1-10,0.6686685234602976
ES,GLOBEX,B1,1day,138,2022,3,200,E1_d_model_L1-10,1.9439832190313278
ES,GLOBEX,B1,1day,138,2022,3,200,E2,0.5201390205743281
ES,GLOBEX,B1,1day,138,2022,3,200,E4,0.9429547244722621
