root,geom,btag,horizon,M,year,tercile,n,estimator,lam
NQ,GLOBEX,B1,1day,23,2020,2,74,E1_a_exp_L1-5,0.0373430019492886
NQ,GLOBEX,B1,1day,23,2020,2,74,E1_d_model_L1-5,0.04074748403551513
NQ,GLOBEX,B1,1day,23,2020,2,74,E1_a_exp_L1-10,0.022829484653949624
NQ,GLOBEX,B1,1day,23,2020,2,74,E1_d_model_L1-10,0.03575835638275926
NQ,GLOBEX,B1,1day,23,2020,2,74,E2,-1.0875189625911905
NQ,GLOBEX,B1,1day,23,2020,2,74,E4,0.5682074859879569
NQ,GLOBEX,B1,1day,23,2020,3,136,E1_a_exp_L1-5,0.7821257631044711
NQ,GLOBEX,B1,1day,23,2020,3,136,E1_d_model_L1-5,1.0317539446295811
NQ,GLOBEX,B1,1day,23,2020,3,136,E1_a_exp_L1-10,0.733535496476169
NQ,GLOBEX,B1,1day,23,2020,3,136,E1_d_model_L1-10,1.1505368477055147
NQ,GLOBEX,B1,1day,23,2020,3,136,E2,0.7919662811872894
NQ,GLOBEX,B1,1day,23,2020,3,136,E4,0.8637518718049959
NQ,GLOBEX,B1,1day,23,2020,0,244,E1_a_exp_L1-5,0.7789961478778183
NQ,GLOBEX,B1,1day,23,2020,0,244,E1_d_model_L1-5,0.9440448925429494
NQ,GLOBEX,B1,1day,23,2020,0,244,E1_a_exp_L1-10,0.7736095704105642
NQ,GLOBEX,B1,1day,23,2020,0,244,E1_d_model_L1-10,1.1288379798996486
NQ,GLOBEX,B1,1day,23,2020,0,244,E2,0.833598448851686
NQ,GLOBEX,B1,1day,23,2020,0,244,E4,0.9290206826496941
NQ,GLOBEX,B1,1day,23,2021,1,88,E1_a_exp_L1-5,0.5486292277649696
NQ,GLOBEX,B1,1day,23,2021,1,88,E1_d_model_L1-5,-0.39902985416335374
NQ,GLOBEX,B1,1day,23,2021,1,88,E1_a_exp_L1-10,0.5481783964403988
NQ,GLOBEX,B1,1day,23,2021,1,88,E1_d_model_L1-10,-0.3990265876783208
NQ,GLOBEX,B1,1day,23,2021,1,88,E2,0.3032313102618281
NQ,GLOBEX,B1,1day,23,2021,1,88,E4,0.7721434537845893
NQ,GLOBEX,B1,1day,23,2021,2,93,E1_a_exp_L1-5,-0.039579425249751644
NQ,GLOBEX,B1,1day,23,2021,2,93,E1_d_model_L1-5,-0.04290635352365411
NQ,GLOBEX,B1,1day,23,2021,2,93,E1_a_exp_L1-10,-0.029806909453236018
NQ,GLOBEX,B1,1day,23,2021,2,93,E1_d_model_L1-10,-0.03314256045941985
NQ,GLOBEX,B1,1day,23,2021,2,93,E2,-0.6443427592032387
NQ,GLOBEX,B1,1day,23,2021,2,93,E4,0.6613072882462838
NQ,GLOBEX,B1,1day,23,2021,3,65,E1_a_exp_L1-5,0.6081118827849804
NQ,GLOBEX,B1,1day,23,2021,3,65,E1_d_model_L1-5,-36.37134458380885
NQ,GLOBEX,B1,1day,23,2021,3,65,E1_a_exp_L1-10,0.17298156133762932
NQ,GLOBEX,B1,1day,23,2021,3,65,E1_d_model_L1-10,0.26182674092990144
NQ,GLOBEX,B1,1day,23,2021,3,65,E2,0.021039273568794082
NQ,GLOBEX,B1,1day,23,2021,3,65,E4,0.7471204002766691
NQ,GLOBEX,B1,1day,23,2021,0,246,E1_a_exp_L1-5,0.6914166541779602
NQ,GLOBEX,B1,1day,23,2021,0,246,E1_d_model_L1-5,1.1280379093524326
NQ,GLOBEX,B1,1day,23,2021,0,246,E1_a_exp_L1-10,0.6963728204244615
NQ,GLOBEX,B1,1day,23,2021,0,246,E1_d_model_L1-10,1.6223281167791914
NQ,GLOBEX,B1,1day,23,2021,0,246,E2,0.6799228698187976
NQ,GLOBEX,B1,1day,23,2021,0,246,E4,0.8972134160518643
NQ,GLOBEX,B1,1day,23,2022,2,40,E1_a_exp_L1-5,-0.38751175414216066
NQ,GLOBEX,B1,1day,23,2022,2,40,E1_d_model_L1-5,0.33236793889025196
NQ,GLOBEX,B1,1day,23,2022,2,40,E1_a_exp_L1-10,-0.08218491977212997
NQ,GLOBEX,B1,1day,23,2022,2,40,E1_d_model_L1-10,0.33285218226807894
NQ,GLOBEX,B1,1day,23,2022,2,40,E2,-1.9905558807071457
NQ,GLOBEX,B1,1day,23,2022,2,40,E4,0.24458416470431787
NQ,GLOBEX,B1,1day,23,2022,3,202,E1_a_exp_L1-5,0.29015737823646925
NQ,GLOBEX,B1,1day,23,2022,3,202,E1_d_model_L1-5,0.37934960184810673
NQ,GLOBEX,B1,1day,23,2022,3,202,E1_a_exp_L1-10,0.2950755855462812
NQ,GLOBEX,B1,1day,23,2022,3,202,E1_d_model_L1-10,0.5408095478676356
NQ,GLOBEX,B1,1day,23,2022,3,202,E2,0.014982183490677262
NQ,GLOBEX,B1,1day,23,2022,3,202,E4,0.7540006210437988
NQ,GLOBEX,B1,1day,23,2022,0,245,E1_a_exp_L1-5,0.344000181175051
NQ,GLOBEX,B1,1day,23,2022,0,245,E1_d_model_L1-5,0.3711287210053032
NQ,GLOBEX,B1,1day,23,2022,0,245,E1_a_exp_L1-10,0.3766147971606123
NQ,GLOBEX,B1,1day,23,2022,0,245,E1_d_model_L1-10,0.5363879119700709
NQ,GLOBEX,B1,1day,23,2022,0,245,E2,0.3034399223807366
NQ,GLOBEX,B1,1day,23,2022,0,245,E4,0.8022848113947182
NQ,GLOBEX,B1,1day,23,2023,1,50,E1_a_exp_L1-5,0.3222987164304276
NQ,GLOBEX,B1,1day,23,2023,1,50,E1_d_model_L1-5,-0.5895941035722698
NQ,GLOBEX,B1,1day,23,2023,1,50,E1_a_exp_L1-10,0.32754909949402117
NQ,GLOBEX,B1,1day,23,2023,1,50,E1_d_model_L1-10,-0.4063017311372486
NQ,GLOBEX,B1,1day,23,2023,1,50,E2,0.4910177864334954
NQ,GLOBEX,B1,1day,23,2023,1,50,E4,0.7594786999698397
NQ,GLOBEX,B1,1day,23,2023,2,134,E1_a_exp_L1-5,0.10332308003753403
NQ,GLOBEX,B1,1day,23,2023,2,134,E1_d_model_L1-5,0.10030740931059126
NQ,GLOBEX,B1,1day,23,2023,2,134,E1_a_exp_L1-10,0.10431853766370816
NQ,GLOBEX,B1,1day,23,2023,2,134,E1_d_model_L1-10,0.11425271613347016
NQ,GLOBEX,B1,1day,23,2023,2,134,E2,-0.22403905295209986
NQ,GLOBEX,B1,1day,23,2023,2,134,E4,0.4747352946578637
NQ,GLOBEX,B1,1day,23,2023,3,60,E1_a_exp_L1-5,0.3260560227667345
NQ,GLOBEX,B1,1day,23,2023,3,60,E1_d_model_L1-5,0.4050784931651444
NQ,GLOBEX,B1,1day,23,2023,3,60,E1_a_exp_L1-10,0.30675892884959594
NQ,GLOBEX,B1,1day,23,2023,3,60,E1_d_model_L1-10,0.4886592220197854
NQ,GLOBEX,B1,1day,23,2023,3,60,E2,-0.09508883666809097
NQ,GLOBEX,B1,1day,23,2023,3,60,E4,0.7159099194932378
NQ,GLOBEX,B1,1day,23,2023,0,244,E1_a_exp_L1-5,0.3981792939233214
NQ,GLOBEX,B1,1day,23,2023,0,244,E1_d_model_L1-5,0.5553380761670277
NQ,GLOBEX,B1,1day,23,2023,0,244,E1_a_exp_L1-10,0.35310277364195486
NQ,GLOBEX,B1,1day,23,2023,0,244,E1_d_model_L1-10,0.593524875553022
NQ,GLOBEX,B1,1day,23,2023,0,244,E2,0.49290632161447845
NQ,GLOBEX,B1,1day,23,2023,0,244,E4,0.8424180532591886
NQ,GLOBEX,B1,1day,23,0,1,650,E1_a_exp_L1-5,0.30597123813342486
NQ,GLOBEX,B1,1day,23,0,1,650,E1_d_model_L1-5,0.4769956853889141
NQ,GLOBEX,B1,1day,23,0,1,650,E1_a_exp_L1-10,0.27281417612280867
NQ,GLOBEX,B1,1day,23,0,1,650,E1_d_model_L1-10,0.4891781888263822
NQ,GLOBEX,B1,1day,23,0,1,650,E2,0.3754498032593218
NQ,GLOBEX,B1,1day,23,0,1,650,E4,0.7491916393817282
NQ,GLOBEX,B1,1day,23,0,2,649,E1_a_exp_L1-5,0.11657862604740606
NQ,GLOBEX,B1,1day,23,0,2,649,E1_d_model_L1-5,0.15589460278930264
NQ,GLOBEX,B1,1day,23,0,2,649,E1_a_exp_L1-10,0.12990266799833952
NQ,GLOBEX,B1,1day,23,0,2,649,E1_d_model_L1-10,0.21326309199641813
NQ,GLOBEX,B1,1day,23,0,2,649,E2,-0.9207546323557272
NQ,GLOBEX,B1,1day,23,0,2,649,E4,0.6470209098009776
NQ,GLOBEX,B1,1day,23,0,3,649,E1_a_exp_L1-5,0.5526427767214137
NQ,GLOBEX,B1,1day,23,0,3,649,E1_d_model_L1-5,0.7494098842600736
NQ,GLOBEX,B1,1day,23,0,3,649,E1_a_exp_L1-10,0.5180084116053661
NQ,GLOBEX,B1,1day,23,0,3,649,E1_d_model_L1-10,0.8775669127104788
NQ,GLOBEX,B1,1day,23,0,3,649,E2,0.4228460708103147
NQ,GLOBEX,B1,1day,23,0,3,649,E4,0.8089974810143671
NQ,GLOBEX,B1,1day,23,0,0,1948,E1_a_exp_L1-5,0.7478944917176957
NQ,GLOBEX,B1,1day,23,0,0,1948,E1_d_model_L1-5,0.8637963092951443
NQ,GLOBEX,B1,1day,23,0,0,1948,E1_a_exp_L1-10,0.7213469439663173
NQ,GLOBEX,B1,1day,23,0,0,1948,E1_d_model_L1-10,0.92197369190698
NQ,GLOBEX,B1,1day,23,0,0,1948,E2,0.7781369759963154
NQ,GLOBEX,B1,1day,23,0,0,1948,E4,0.9220465670032061
NQ,GLOBEX,B1,1day,46,2016,1,108,E1_a_exp_L1-5,0.5992428692860777
NQ,GLOBEX,B1,1day,46,2016,1,108,E1_d_model_L1-5,1.5147545491627155
NQ,GLOBEX,B1,1day,46,2016,1,108,E1_a_exp_L1-10,0.44738364384228946
NQ,GLOBEX,B1,1day,46,2016,1,108,E1_d_model_L1-10,1.32234724656232
NQ,GLOBEX,B1,1day,46,2016,1,108,E2,0.41736733163924367
NQ,GLOBEX,B1,1day,46,2016,1,108,E4,0.8139435472940975
NQ,GLOBEX,B1,1day,46,2016,2,92,E1_a_exp_L1-5,0.10708916038105752
NQ,GLOBEX,B1,1day,46,2016,2,92,E1_d_model_L1-5,0.14002031725338424
NQ,GLOBEX,B1,1day,46,2016,2,92,E1_a_exp_L1-10,0.1485386167412311
NQ,GLOBEX,B1,1day,46,2016,2,92,E1_d_model_L1-10,0.4260903440272003
NQ,GLOBEX,B1,1day,46,2016,2,92,E2,-0.14360795930407746
NQ,GLOBEX,B1,1day,46,2016,2,92,E4,0.8055233449369141
NQ,GLOBEX,B1,1day,46,2016,3,41,E1_a_exp_L1-5,0.5009475674645569
NQ,GLOBEX,B1,1day,46,2016,3,41,E1_d_model_L1-5,1.1837149592423402
NQ,GLOBEX,B1,1day,46,2016,3,41,E1_a_exp_L1-10,0.6042352782030425
NQ,GLOBEX,B1,1day,46,2016,3,41,E1_d_model_L1-10,-3.191649238578943
NQ,GLOBEX,B1,1day,46,2016,3,41,E2,0.451235249541468
NQ,GLOBEX,B1,1day,46,2016,3,41,E4,0.8769058241225606
NQ,GLOBEX,B1,1day,46,2016,0,241,E1_a_exp_L1-5,0.7194195370321155
NQ,GLOBEX,B1,1day,46,2016,0,241,E1_d_model_L1-5,0.8796936732858824
NQ,GLOBEX,B1,1day,46,2016,0,241,E1_a_exp_L1-10,0.6942423613361529
NQ,GLOBEX,B1,1day,46,2016,0,241,E1_d_model_L1-10,0.9787322806505082
NQ,GLOBEX,B1,1day,46,2016,0,241,E2,0.8323445844868738
NQ,GLOBEX,B1,1day,46,2016,0,241,E4,0.9407636375736557
NQ,GLOBEX,B1,1day,46,2017,1,196,E1_a_exp_L1-5,0.3953578950167102
NQ,GLOBEX,B1,1day,46,2017,1,196,E1_d_model_L1-5,0.7640684737636472
NQ,GLOBEX,B1,1day,46,2017,1,196,E1_a_exp_L1-10,0.4276551702594121
NQ,GLOBEX,B1,1day,46,2017,1,196,E1_d_model_L1-10,1.7705013356186978
NQ,GLOBEX,B1,1day,46,2017,1,196,E2,0.39420481224311915
NQ,GLOBEX,B1,1day,46,2017,1,196,E4,0.8274134883519828
NQ,GLOBEX,B1,1day,46,2017,2,39,E1_a_exp_L1-5,-0.4609555617796014
NQ,GLOBEX,B1,1day,46,2017,2,39,E1_d_model_L1-5,8.171189752884466
NQ,GLOBEX,B1,1day,46,2017,2,39,E1_a_exp_L1-10,-0.4865127699741927
NQ,GLOBEX,B1,1day,46,2017,2,39,E1_d_model_L1-10,2.124065961572626
NQ,GLOBEX,B1,1day,46,2017,2,39,E2,-1.2396542867930331
NQ,GLOBEX,B1,1day,46,2017,2,39,E4,0.7452075433928009
NQ,GLOBEX,B1,1day,46,2017,0,242,E1_a_exp_L1-5,0.5785296411762182
NQ,GLOBEX,B1,1day,46,2017,0,242,E1_d_model_L1-5,1.154773137331803
NQ,GLOBEX,B1,1day,46,2017,0,242,E1_a_exp_L1-10,0.5889147317303834
NQ,GLOBEX,B1,1day,46,2017,0,242,E1_d_model_L1-10,1.9925324678788372
NQ,GLOBEX,B1,1day,46,2017,0,242,E2,0.518492899782706
NQ,GLOBEX,B1,1day,46,2017,0,242,E4,0.889519252600627
NQ,GLOBEX,B1,1day,46,2018,1,72,E1_a_exp_L1-5,0.07626086936822477
NQ,GLOBEX,B1,1day,46,2018,1,72,E1_d_model_L1-5,0.2827275270308367
NQ,GLOBEX,B1,1day,46,2018,1,72,E1_a_exp_L1-10,0.14440762855994138
NQ,GLOBEX,B1,1day,46,2018,1,72,E1_d_model_L1-10,1.483725382302926
NQ,GLOBEX,B1,1day,46,2018,1,72,E2,0.3129431937452387
NQ,GLOBEX,B1,1day,46,2018,1,72,E4,0.745016073046904
NQ,GLOBEX,B1,1day,46,2018,2,84,E1_a_exp_L1-5,0.3581423870954988
NQ,GLOBEX,B1,1day,46,2018,2,84,E1_d_model_L1-5,-2.904851161138034
NQ,GLOBEX,B1,1day,46,2018,2,84,E1_a_exp_L1-10,0.26870976463452667
NQ,GLOBEX,B1,1day,46,2018,2,84,E1_d_model_L1-10,0.5536510204340703
NQ,GLOBEX,B1,1day,46,2018,2,84,E2,0.08557336694252432
NQ,GLOBEX,B1,1day,46,2018,2,84,E4,0.789957335111868
NQ,GLOBEX,B1,1day,46,2018,3,87,E1_a_exp_L1-5,1.0409788415226398
NQ,GLOBEX,B1,1day,46,2018,3,87,E1_d_model_L1-5,-2.749028679540995
NQ,GLOBEX,B1,1day,46,2018,3,87,E1_a_exp_L1-10,1.0855775620532429
NQ,GLOBEX,B1,1day,46,2018,3,87,E1_d_model_L1-10,-1.8228186993207118
NQ,GLOBEX,B1,1day,46,2018,3,87,E2,0.7848594406799569
NQ,GLOBEX,B1,1day,46,2018,3,87,E4,0.8887323526015725
NQ,GLOBEX,B1,1day,46,2018,0,243,E1_a_exp_L1-5,0.803985335824249
NQ,GLOBEX,B1,1day,46,2018,0,243,E1_d_model_L1-5,1.0423283325296133
NQ,GLOBEX,B1,1day,46,2018,0,243,E1_a_exp_L1-10,0.8253350764380772
NQ,GLOBEX,B1,1day,46,2018,0,243,E1_d_model_L1-10,1.4370704151883917
NQ,GLOBEX,B1,1day,46,2018,0,243,E2,0.8256126205221646
NQ,GLOBEX,B1,1day,46,2018,0,243,E4,0.9464593429249858
NQ,GLOBEX,B1,1day,46,2019,1,99,E1_a_exp_L1-5,0.22576362858841856
NQ,GLOBEX,B1,1day,46,2019,1,99,E1_d_model_L1-5,0.3455890271534469
NQ,GLOBEX,B1,1day,46,2019,1,99,E1_a_exp_L1-10,0.24382195711465457
NQ,GLOBEX,B1,1day,46,2019,1,99,E1_d_model_L1-10,0.5293626453615516
NQ,GLOBEX,B1,1day,46,2019,1,99,E2,0.3282783498128032
NQ,GLOBEX,B1,1day,46,2019,1,99,E4,0.8424645653088522
NQ,GLOBEX,B1,1day,46,2019,2,93,E1_a_exp_L1-5,0.04621108538838416
NQ,GLOBEX,B1,1day,46,2019,2,93,E1_d_model_L1-5,0.05062460113408821
NQ,GLOBEX,B1,1day,46,2019,2,93,E1_a_exp_L1-10,0.13531253610440094
NQ,GLOBEX,B1,1day,46,2019,2,93,E1_d_model_L1-10,-0.17542209385703425
NQ,GLOBEX,B1,1day,46,2019,2,93,E2,-0.21037133169763217
NQ,GLOBEX,B1,1day,46,2019,2,93,E4,0.7553102772470213
NQ,GLOBEX,B1,1day,46,2019,3,51,E1_a_exp_L1-5,0.2889171985951649
NQ,GLOBEX,B1,1day,46,2019,3,51,E1_d_model_L1-5,0.7303387140912317
NQ,GLOBEX,B1,1day,46,2019,3,51,E1_a_exp_L1-10,0.45021642317084193
NQ,GLOBEX,B1,1day,46,2019,3,51,E1_d_model_L1-10,-0.5871229943232119
NQ,GLOBEX,B1,1day,46,2019,3,51,E2,-0.2256404513993752
NQ,GLOBEX,B1,1day,46,2019,3,51,E4,0.7560799702398782
NQ,GLOBEX,B1,1day,46,2019,0,243,E1_a_exp_L1-5,0.6801140703776504
NQ,GLOBEX,B1,1day,46,2019,0,243,E1_d_model_L1-5,1.0131130560868782
NQ,GLOBEX,B1,1day,46,2019,0,243,E1_a_exp_L1-10,0.6317429097923045
NQ,GLOBEX,B1,1day,46,2019,0,243,E1_d_model_L1-10,1.1729063525819627
NQ,GLOBEX,B1,1day,46,2019,0,243,E2,0.6361973254959281
NQ,GLOBEX,B1,1day,46,2019,0,243,E4,0.9228902604442444
NQ,GLOBEX,B1,1day,46,2020,1,34,E1_a_exp_L1-5,0.2975151537378238
NQ,GLOBEX,B1,1day,46,2020,1,34,E1_d_model_L1-5,-0.2648128702549968
NQ,GLOBEX,B1,1day,46,2020,1,34,E1_a_exp_L1-10,0.29959263602772956
NQ,GLOBEX,B1,1day,46,2020,1,34,E1_d_model_L1-10,-0.2651835854505655
NQ,GLOBEX,B1,1day,46,2020,1,34,E2,0.5801827486544026
NQ,GLOBEX,B1,1day,46,2020,1,34,E4,0.8776267977606415
NQ,GLOBEX,B1,1day,46,2020,2,74,E1_a_exp_L1-5,0.9444288833994336
NQ,GLOBEX,B1,1day,46,2020,2,74,E1_d_model_L1-5,-0.9482695689837195
NQ,GLOBEX,B1,1day,46,2020,2,74,E1_a_exp_L1-10,0.944682766239867
NQ,GLOBEX,B1,1day,46,2020,2,74,E1_d_model_L1-10,-1.0082784505899418
NQ,GLOBEX,B1,1day,46,2020,2,74,E2,-0.14368073343218132
NQ,GLOBEX,B1,1day,46,2020,2,74,E4,0.7168154481540394
NQ,GLOBEX,B1,1day,46,2020,3,136,E1_a_exp_L1-5,0.8598973917350237
NQ,GLOBEX,B1,1day,46,2020,3,136,E1_d_model_L1-5,1.1453524846767849
NQ,GLOBEX,B1,1day,46,2020,3,136,E1_a_exp_L1-10,0.7862158354207623
NQ,GLOBEX,B1,1day,46,2020,3,136,E1_d_model_L1-10,1.2785724158974157
NQ,GLOBEX,B1,1day,46,2020,3,136,E2,0.8136214926490013
NQ,GLOBEX,B1,1day,46,2020,3,136,E4,0.9305565775798691
NQ,GLOBEX,B1,1day,46,2020,0,244,E1_a_exp_L1-5,0.8301323666027075
NQ,GLOBEX,B1,1day,46,2020,0,244,E1_d_model_L1-5,1.0228864570921576
NQ,GLOBEX,B1,1day,46,2020,0,244,E1_a_exp_L1-10,0.8365938931879275
NQ,GLOBEX,B1,1day,46,2020,0,244,E1_d_model_L1-10,1.2847557587132197
NQ,GLOBEX,B1,1day,46,2020,0,244,E2,0.8618758173218162
NQ,GLOBEX,B1,1day,46,2020,0,244,E4,0.9621220745908357
NQ,GLOBEX,B1,1day,46,2021,1,88,E1_a_exp_L1-5,0.27077948662530316
NQ,GLOBEX,B1,1day,46,2021,1,88,E1_d_model_L1-5,-1.1867704426010228
NQ,GLOBEX,B1,1day,46,2021,1,88,E1_a_exp_L1-10,0.047049920678127695
NQ,GLOBEX,B1,1day,46,2021,1,88,E1_d_model_L1-10,0.06928605629290996
NQ,GLOBEX,B1,1day,46,2021,1,88,E2,0.4307925969055414
NQ,GLOBEX,B1,1day,46,2021,1,88,E4,0.8655018687852158
NQ,GLOBEX,B1,1day,46,2021,2,93,E1_a_exp_L1-5,0.3037128081993233
NQ,GLOBEX,B1,1day,46,2021,2,93,E1_d_model_L1-5,-0.19807160968989976
NQ,GLOBEX,B1,1day,46,2021,2,93,E1_a_exp_L1-10,0.30434084159453506
NQ,GLOBEX,B1,1day,46,2021,2,93,E1_d_model_L1-10,-0.19783825210845754
NQ,GLOBEX,B1,1day,46,2021,2,93,E2,0.07453640043905778
NQ,GLOBEX,B1,1day,46,2021,2,93,E4,0.7233027376921034
NQ,GLOBEX,B1,1day,46,2021,3,65,E1_a_exp_L1-5,0.6563036508724382
NQ,GLOBEX,B1,1day,46,2021,3,65,E1_d_model_L1-5,8.708633882620878
NQ,GLOBEX,B1,1day,46,2021,3,65,E1_a_exp_L1-10,0.24943864043926084
NQ,GLOBEX,B1,1day,46,2021,3,65,E1_d_model_L1-10,0.5172536302629732
NQ,GLOBEX,B1,1day,46,2021,3,65,E2,0.4931679292845102
NQ,GLOBEX,B1,1day,46,2021,3,65,E4,0.8657455915953758
NQ,GLOBEX,B1,1day,46,2021,0,246,E1_a_exp_L1-5,0.7072884304014473
NQ,GLOBEX,B1,1day,46,2021,0,246,E1_d_model_L1-5,1.0978271776291815
NQ,GLOBEX,B1,1day,46,2021,0,246,E1_a_exp_L1-10,0.7138565867382295
NQ,GLOBEX,B1,1day,46,2021,0,246,E1_d_model_L1-10,1.565315808800532
NQ,GLOBEX,B1,1day,46,2021,0,246,E2,0.7692168077917383
NQ,GLOBEX,B1,1day,46,2021,0,246,E4,0.938923912396779
NQ,GLOBEX,B1,1day,46,2022,2,40,E1_a_exp_L1-5,0.33586575024472903
NQ,GLOBEX,B1,1day,46,2022,2,40,E1_d_model_L1-5,-0.23653092630414366
NQ,GLOBEX,B1,1day,46,2022,2,40,E1_a_exp_L1-10,0.045796564317031205
NQ,GLOBEX,B1,1day,46,2022,2,40,E1_d_model_L1-10,0.10596583976220653
NQ,GLOBEX,B1,1day,46,2022,2,40,E2,-0.8819702142148503
NQ,GLOBEX,B1,1day,46,2022,2,40,E4,0.5932447677624784
NQ,GLOBEX,B1,1day,46,2022,3,202,E1_a_exp_L1-5,0.3768955818329235
NQ,GLOBEX,B1,1day,46,2022,3,202,E1_d_model_L1-5,0.4758553399473444
NQ,GLOBEX,B1,1day,46,2022,3,202,E1_a_exp_L1-10,0.40724263893116946
NQ,GLOBEX,B1,1day,46,2022,3,202,E1_d_model_L1-10,0.7533642311922112
NQ,GLOBEX,B1,1day,46,2022,3,202,E2,0.2741830472130437
NQ,GLOBEX,B1,1day,46,2022,3,202,E4,0.8298717281646595
NQ,GLOBEX,B1,1day,46,2022,0,245,E1_a_exp_L1-5,0.4408005642563314
NQ,GLOBEX,B1,1day,46,2022,0,245,E1_d_model_L1-5,0.5424530356630325
NQ,GLOBEX,B1,1day,46,2022,0,245,E1_a_exp_L1-10,0.44362970351095093
NQ,GLOBEX,B1,1day,46,2022,0,245,E1_d_model_L1-10,0.6989381159370426
NQ,GLOBEX,B1,1day,46,2022,0,245,E2,0.43393313285298046
NQ,GLOBEX,B1,1day,46,2022,0,245,E4,0.8720665869125724
NQ,GLOBEX,B1,1day,46,2023,1,50,E1_a_exp_L1-5,-0.028073245263980216
NQ,GLOBEX,B1,1day,46,2023,1,50,E1_d_model_L1-5,-0.03027706904712969
NQ,GLOBEX,B1,1day,46,2023,1,50,E1_a_exp_L1-10,-0.023216773547479103
NQ,GLOBEX,B1,1day,46,2023,1,50,E1_d_model_L1-10,-0.025596435752848326
NQ,GLOBEX,B1,1day,46,2023,1,50,E2,0.53451548658986
NQ,GLOBEX,B1,1day,46,2023,1,50,E4,0.908345704416118
NQ,GLOBEX,B1,1day,46,2023,2,134,E1_a_exp_L1-5,0.14531591457428145
NQ,GLOBEX,B1,1day,46,2023,2,134,E1_d_model_L1-5,0.1596590605222391
NQ,GLOBEX,B1,1day,46,2023,2,134,E1_a_exp_L1-10,0.17428345498558043
NQ,GLOBEX,B1,1day,46,2023,2,134,E1_d_model_L1-10,0.27332619152251636
NQ,GLOBEX,B1,1day,46,2023,2,134,E2,0.33567641174285456
NQ,GLOBEX,B1,1day,46,2023,2,134,E4,0.71562219813398
NQ,GLOBEX,B1,1day,46,2023,3,60,E1_a_exp_L1-5,0.2917060973238402
NQ,GLOBEX,B1,1day,46,2023,3,60,E1_d_model_L1-5,0.32037611332836113
NQ,GLOBEX,B1,1day,46,2023,3,60,E1_a_exp_L1-10,0.3014427476906911
NQ,GLOBEX,B1,1day,46,2023,3,60,E1_d_model_L1-10,0.3855674944435208
NQ,GLOBEX,B1,1day,46,2023,3,60,E2,0.04424158823466347
NQ,GLOBEX,B1,1day,46,2023,3,60,E4,0.820016515085125
NQ,GLOBEX,B1,1day,46,2023,0,244,E1_a_exp_L1-5,0.4301593006318718
NQ,GLOBEX,B1,1day,46,2023,0,244,E1_d_model_L1-5,0.594491777647696
NQ,GLOBEX,B1,1day,46,2023,0,244,E1_a_exp_L1-10,0.40787761570464864
NQ,GLOBEX,B1,1day,46,2023,0,244,E1_d_model_L1-10,0.7005607028806662
NQ,GLOBEX,B1,1day,46,2023,0,244,E2,0.5229186252997865
NQ,GLOBEX,B1,1day,46,2023,0,244,E4,0.8929861901319857
NQ,GLOBEX,B1,1day,46,0,1,650,E1_a_exp_L1-5,0.3302636804482349
NQ,GLOBEX,B1,1day,46,0,1,650,E1_d_model_L1-5,0.48643155381601105
NQ,GLOBEX,B1,1day,46,0,1,650,E1_a_exp_L1-10,0.3036262255960322
NQ,GLOBEX,B1,1day,46,0,1,650,E1_d_model_L1-10,0.4900761150118995
NQ,GLOBEX,B1,1day,46,0,1,650,E2,0.4976170010863563
NQ,GLOBEX,B1,1day,46,0,1,650,E4,0.865119592382175
NQ,GLOBEX,B1,1day,46,0,2,649,E1_a_exp_L1-5,0.24827426263329438
NQ,GLOBEX,B1,1day,46,0,2,649,E1_d_model_L1-5,0.37219424110658983
NQ,GLOBEX,B1,1day,46,0,2,649,E1_a_exp_L1-10,0.2343071965496876
NQ,GLOBEX,B1,1day,46,0,2,649,E1_d_model_L1-10,0.4120412706129678
NQ,GLOBEX,B1,1day,46,0,2,649,E2,-0.017980717860597455
NQ,GLOBEX,B1,1day,46,0,2,649,E4,0.7814694843880655
NQ,GLOBEX,B1,1day,46,0,3,649,E1_a_exp_L1-5,0.6267413264769325
NQ,GLOBEX,B1,1day,46,0,3,649,E1_d_model_L1-5,0.8493834943246917
NQ,GLOBEX,B1,1day,46,0,3,649,E1_a_exp_L1-10,0.5981264072612003
NQ,GLOBEX,B1,1day,46,0,3,649,E1_d_model_L1-10,0.9948821765073055
NQ,GLOBEX,B1,1day,46,0,3,649,E2,0.6128498620370714
NQ,GLOBEX,B1,1day,46,0,3,649,E4,0.8936739619039638
NQ,GLOBEX,B1,1day,46,0,0,1948,E1_a_exp_L1-5,0.7892546932069363
NQ,GLOBEX,B1,1day,46,0,0,1948,E1_d_model_L1-5,0.8891564225440293
NQ,GLOBEX,B1,1day,46,0,0,1948,E1_a_exp_L1-10,0.7715854150604687
NQ,GLOBEX,B1,1day,46,0,0,1948,E1_d_model_L1-10,0.9716822040677187
NQ,GLOBEX,B1,1day,46,0,0,1948,E2,0.8195590130774864
NQ,GLOBEX,B1,1day,46,0,0,1948,E4,0.9555567985336819
NQ,GLOBEX,B1,1day,138,2016,1,108,E1_a_exp_L1-5,0.6271861982242349
NQ,GLOBEX,B1,1day,138,2016,1,108,E1_d_model_L1-5,2.4603642997841684
NQ,GLOBEX,B1,1day,138,2016,1,108,E1_a_exp_L1-10,0.552900045807517
