root,geom,btag,horizon,M,year,tercile,n,E1_a_exp_L1-10,E1_a_exp_L1-5,E1_d_model_L1-10,E1_d_model_L1-5,E2,E4,disagreement
ES,GLOBEX,B1,1day,345,2023,1,60,-0.5098147396840791,-0.5101628939603754,0.33427391813753937,0.3343766337477019,0.5062016046199888,0.9765098172649743,1.4866727112253497
ES,GLOBEX,B1,1day,345,2023,2,122,0.4768909284928018,0.4077672556476552,0.8854348807816298,0.5202400085009901,0.5711797500704299,0.9476832275074736,0.5399159718598183
ES,GLOBEX,B1,1day,345,2023,3,62,0.3655816611325049,0.302146894939094,0.7155391352334761,0.35919814936738054,0.4227396259619836,0.9646584630541515,0.6625115681150575
ES,GLOBEX,B1,1day,1380,0,0,1953,0.8666203514951089,0.8780516725356751,1.0912916258034375,0.9977763961146608,0.8443091836344041,0.998068635425598,0.24698244216903342
ES,GLOBEX,B1,1day,1380,0,1,651,0.3538701840204221,0.3553356382493509,0.5529444770642646,0.4535843084523355,0.5342620704247485,0.9901058218378572,0.6362356378174352
ES,GLOBEX,B1,1day,1380,0,2,651,0.49380606291454376,0.4924132103465946,1.0231180843499466,0.740658312322854,0.49134776477653974,0.9880100269334956,0.5317703195734068
ES,GLOBEX,B1,1day,1380,0,3,651,0.7280775246909051,0.7631180208496943,1.1372114325333875,1.0349724021552509,0.8278753942514404,0.9965473009984933,0.4091339078424824
ES,GLOBEX,B1,1day,1380,2016,0,245,0.7933844962871152,0.8278531308718412,1.1158843720862366,1.0211541437442924,0.8891482122933853,0.9974297463968471,0.3224998757991214
ES,GLOBEX,B1,1day,1380,2016,1,90,0.6418129640220771,0.6733601932833088,2.6345319447558175,1.693435408522271,0.6804023083604184,0.9884123834538873,1.9927189807337404
ES,GLOBEX,B1,1day,1380,2016,2,103,0.4296881117075183,0.3740005437283146,4.88838362706677,1.213286158609367,0.5273779530737197,0.9845780194253541,4.514383083338456
ES,GLOBEX,B1,1day,1380,2016,3,52,0.34729696600135346,0.6086099444560598,0.8408486213280822,1.9299302275214991,0.7866990396843888,0.996329423060201,1.5826332615201457
ES,GLOBEX,B1,1day,1380,2017,0,243,0.5913959994822451,0.6816324795466182,1.5842001621601283,1.4120600944319266,0.5035767641077709,0.9894363734421479,1.0806233980523574
ES,GLOBEX,B1,1day,1380,2017,1,206,0.4655586661989566,0.4687909443744917,0.875651443298798,0.6898385403273857,0.45120573403749,0.9842093415486237,0.5330036075111337
ES,GLOBEX,B1,1day,1380,2017,2,35,0.04609809634394926,0.04214010890019931,0.19498479824119125,0.1950922557349284,0.07054297877784785,0.9766014553633903,0.934461346463191
ES,GLOBEX,B1,1day,1380,2018,0,243,0.9032443782447646,0.8935448218551897,1.4440650813914537,1.1290958103608522,0.8262277193263037,0.9978477383112596,0.61783736206515
ES,GLOBEX,B1,1day,1380,2018,1,78,0.6242071280701018,0.7088441880135727,2.151654198950799,1.8510098691294534,0.39305520569698765,0.9851895597878625,1.7585989932538115
ES,GLOBEX,B1,1day,1380,2018,2,84,0.47692076643037024,0.42467585540275615,0.9315833304569394,0.5162251997531881,0.6203739499212937,0.9894491871852763,0.5647733317825201
ES,GLOBEX,B1,1day,1380,2018,3,81,0.8572560735937869,0.9069416411481507,9.401791773887572,5.636608066031998,0.7703074536366198,0.9944282818716358,8.631484320250951
ES,GLOBEX,B1,1day,1380,2019,0,243,0.8530996466197991,0.8660132808321562,1.645880627722442,1.264789506014208,0.7658274118453527,0.9962858752360478,0.8800532158770893
ES,GLOBEX,B1,1day,1380,2019,1,98,0.4783552027850269,0.47676680049120357,1.13605551128493,0.7759580280179437,0.5599437672062471,0.9888493217763797,0.6592887107937264
ES,GLOBEX,B1,1day,1380,2019,2,92,0.7517148497060666,0.7243326051039373,22.683447513421953,2.442443050228003,0.6996963919268768,0.988906328387153,21.983751121495075
ES,GLOBEX,B1,1day,1380,2019,3,53,1.5061889139985671,1.329669737867254,-1.4518253263025125,-4.7620395337445105,0.58071823074023,0.9924684518449755,6.268228447743078
ES,GLOBEX,B1,1day,1380,2020,0,244,0.9295689413899775,0.9221516282898752,1.228016004386933,1.0557364873796837,0.9085364154952794,0.99871175785474,0.3194795888916536
ES,GLOBEX,B1,1day,1380,2020,1,30,0.10590714078500547,0.17706242306663816,0.25462950410483026,0.40804048029136103,0.5961795871050164,0.990627160514581,0.8847200197295755
ES,GLOBEX,B1,1day,1380,2020,2,73,0.5418012090569081,0.4904586530725212,-47.12354868070337,1.8319103015851892,0.44132323498828724,0.9868106130747295,48.95545898228856
ES,GLOBEX,B1,1day,1380,2020,3,141,0.8928705665351865,0.9372191215237397,1.3014023251191673,1.1647482011545789,0.9070230800863575,0.9981752585701701,0.40853175858398083
ES,GLOBEX,B1,1day,1380,2021,0,246,0.8612200764166014,0.861848743942668,2.0550694575215274,1.4132171538497071,0.7997298094075249,0.9971024737675466,1.2553396481140024
ES,GLOBEX,B1,1day,1380,2021,1,86,0.1259334120633533,0.08635426118481576,0.7706270999753646,0.09457362697417522,0.47981677032130193,0.9904576292288074,0.9041033680439916
ES,GLOBEX,B1,1day,1380,2021,2,100,1.2980924975450054,1.2973201798715275,-1.0397972781099958,-1.139339546031995,0.42139409751556806,0.9864214937068188,2.4374320435770005
ES,GLOBEX,B1,1day,1380,2021,3,60,0.8496268620457893,0.847997906294468,-0.6685020369575223,-0.668050816847818,0.5576902602718435,0.9920387715116888,1.6605408084692113
ES,GLOBEX,B1,1day,1380,2022,0,245,0.6855599364937118,0.6984589108009832,1.3779793207737854,1.0220665745382447,0.6722044356159793,0.9951089325442047,0.7057748851578061
ES,GLOBEX,B1,1day,1380,2022,2,42,-0.04314475017296249,-0.02726128537376499,-0.047206994871793,-0.02860448169781808,-0.43160204490316967,0.9736964641293825,1.4052985090325523
ES,GLOBEX,B1,1day,1380,2022,3,200,0.6799447243214808,0.6546007829635381,2.062756205302052,1.2101787395106367,0.5951473520592799,0.9929453698254044,1.4676088532427722
ES,GLOBEX,B1,1day,1380,2023,0,244,0.5926257651322688,0.6027178415756137,0.9223231366919281,0.7831613448947526,0.6083135056802136,0.994541179002945,0.4019154138706762
ES,GLOBEX,B1,1day,1380,2023,1,60,-0.41857070778704386,-0.41872607776990395,0.3103854739785795,0.3204741860553522,0.49807724453098745,0.99327362493612,1.411999702706024
ES,GLOBEX,B1,1day,1380,2023,2,122,0.5608798891026024,0.4654817117030908,1.0481606526714278,0.5642500306819925,0.6207664294370324,0.9849764477700522,0.5826789409683371
ES,GLOBEX,B1,1day,1380,2023,3,62,0.5333326272166949,0.48067394518299456,1.4863803624348575,0.764587215212995,0.49579905835307997,0.9902494905046573,1.0057064172518628
ES,GLOBEX,B1,1h,60,0,0,42966,1.4613615128025057,1.4610027341604008,-9.564091372997517,-50.6501997453205,0.9971362531033111,0.999987714118072,52.111561258123004
ES,GLOBEX,B1,1h,60,0,1,14322,1.6487445709812558,1.6357016608308337,-5.193354140644953,-9.528858856316846,0.9974034379585534,0.9999944869179593,11.177603427298102
ES,GLOBEX,B1,1h,60,0,2,14322,1.8879892009129573,1.8881144597452797,-3.5082628109429277,-4.256373046279265,0.9974971129411706,0.9999734996005759,6.144487506024545
ES,GLOBEX,B1,1h,60,0,3,14322,0.9295469829745332,0.9160790565246176,3.529710320749898,1.9508673126193632,0.9957051099506493,0.999965456302394,2.61363126422528
ES,GLOBEX,B1,1h,60,2016,0,5390,1.8741156282104925,1.8742250181186,-3.614637542503019,-4.419795631189479,0.997735926055714,0.999990147429426,6.294020649308079
ES,GLOBEX,B1,1h,60,2016,1,1980,1.8858397005297376,1.8860184236059954,-3.409674839453106,-4.25043188749095,0.9977860146347682,0.9999946778774098,6.1364503110969455
ES,GLOBEX,B1,1h,60,2016,2,2266,1.8893270834906362,1.8719971880254704,-3.5110228891517092,-4.2596147949047785,0.9975743452692315,0.9999836709423224,6.148941878395415
ES,GLOBEX,B1,1h,60,2016,3,1144,1.8745931756016665,1.874727777509556,-3.5154534511492854,-4.4205751266362,0.9977290191361475,0.9999724882339236,6.295302904145756
ES,GLOBEX,B1,1h,60,2017,0,5346,1.8723861602100509,1.872496463290897,-3.6113024689739355,-4.415671613637964,0.997651596033184,0.9999935297274741,6.288168076928861
ES,GLOBEX,B1,1h,60,2017,1,4532,1.8881464188400032,1.8708291776845014,-3.508683477171251,-4.256863758800084,0.9976300095309696,0.9999943454498598,6.145010177640088
ES,GLOBEX,B1,1h,60,2017,2,770,1.3896182806968262,1.0940050095657752,-5.950656768815173,3.2100250209864964,0.8342459787383874,0.999972386993433,9.16068178980167
ES,GLOBEX,B1,1h,60,2017,3,44,1.4300462379325827,1.1164023247893742,-11.503562608241129,2.590013623496796,0.8462605009265971,0.9731151437198494,14.093576231737925
ES,GLOBEX,B1,1h,60,2018,0,5346,1.4876654272999472,1.4659214707395787,-9.974716856255375,104.29049836897899,0.9972703070862257,0.9999859254162742,114.26521522523436
ES,GLOBEX,B1,1h,60,2018,1,1716,1.4309544376077905,1.401157047105655,-13.93246771946986,14.889633076917546,0.99711459177268,0.999994110493173,28.822100796387407
ES,GLOBEX,B1,1h,60,2018,2,1848,1.9018789345897773,1.884339817350666,-3.50046637909058,-4.246754669147997,0.9968701980256562,0.9999804527388387,6.148633603737774
ES,GLOBEX,B1,1h,60,2018,3,1782,1.1816397828102432,0.9656656414993975,4.869898551287379,1.633155103249704,0.8815970972683426,0.9771910856989566,3.988301454019037
ES,GLOBEX,B1,1h,60,2019,0,5346,1.9095670661074153,1.9096381233010864,-3.2247000956645797,-3.7344087196068245,0.9974796292849347,0.999982788541523,5.644046842907911
ES,GLOBEX,B1,1h,60,2019,1,2156,1.9608104280356227,1.9609654658418256,-2.959793632709641,-3.476302250864644,0.9972380342234052,0.9999921204257552,5.43726771670647
ES,GLOBEX,B1,1h,60,2019,2,2024,1.8877501253071347,1.88784403903235,-3.5092853139279003,-4.256525734618096,0.9974988628993652,0.9999498660638156,6.144369773650446
ES,GLOBEX,B1,1h,60,2019,3,1166,1.0464560089258665,0.8746251517455617,4.0449375139460875,1.5133169046132233,0.8230353142306782,0.9720576792120463,3.221902199715409
ES,GLOBEX,B1,1h,60,2020,0,5368,0.9741720481674397,0.9787642214346406,4.796809334468944,2.6094862225522424,0.9950150684228495,0.9999889574685673,3.822637286301504
ES,GLOBEX,B1,1h,60,2020,1,660,1.940450126630814,1.9407479294358818,-3.128905364013351,-3.8148117383959304,0.9977566028370347,0.9999945476825517,5.755559667831812
ES,GLOBEX,B1,1h,60,2020,2,1606,1.8861506706164168,1.8862957229022068,-3.5037647681606123,-4.2517331854276375,0.9976779851188519,0.9999794351609876,6.1380289083298445
ES,GLOBEX,B1,1h,60,2020,3,3102,0.9266995594712341,0.8293074493289475,2.3927319950567627,1.2645334483765618,0.9932943603784502,0.9999892645889972,1.5634245457278153
ES,GLOBEX,B1,1h,60,2021,0,5412,1.4780446580350886,1.4563864545549554,-9.996065925323245,104.4534474559573,0.9974771437870301,0.9999830948097562,114.44951338128055
ES,GLOBEX,B1,1h,60,2021,1,1892,1.5212432006170693,1.4873698751174467,-7.891365639089935,-104.62344311180343,0.9971413471484387,0.9999941671316781,106.14468631242049
ES,GLOBEX,B1,1h,60,2021,2,2200,1.0621099742066702,0.8497079522666692,12.879721311166506,1.8148789032017518,0.8100825236683945,0.9645016941478595,12.06963878749811
ES,GLOBEX,B1,1h,60,2021,3,1320,1.059632248347746,0.9102399566958694,4.675664623944057,1.6760174804986998,0.8530135186772225,0.970089168247806,3.822651105266834
ES,GLOBEX,B1,1h,60,2022,0,5390,1.87296908807498,1.8730824499605025,-3.612398030918872,-4.417137711677674,0.9976889146750954,0.9999808993544242,6.290220161638177
ES,GLOBEX,B1,1h,60,2022,1,66,2.218843607941465,2.1959312265398725,-2.137928250500418,-2.6566453748829617,0.9978465156972286,0.9999992041494106,4.875488982824427
ES,GLOBEX,B1,1h,60,2022,2,924,1.9287123681089122,1.9289829239354788,-3.217653155152147,-3.950764795431443,0.9977447386686948,0.9999923645130744,5.879747719366922
ES,GLOBEX,B1,1h,60,2022,3,4400,1.8747529190395966,1.8748432122876912,-3.6169882703128406,-4.422026277481609,0.997510682925665,0.9999454685503938,6.2968694897693
ES,GLOBEX,B1,1h,60,2023,0,5368,1.514913154067984,1.492171125714735,-8.442555276010724,-52.44425967532595,0.9975877925119939,0.9999854620117974,53.959172829393935
ES,GLOBEX,B1,1h,60,2023,1,1320,1.5380085444216745,1.5037962143323533,-6.942746226599999,-52.366860488004654,0.9970211167354875,0.9999960293299396,53.904869032426326
ES,GLOBEX,B1,1h,60,2023,2,2684,1.8592138030967766,1.859304925964702,-3.620533640242581,-4.426500189789762,0.9975586123529651,0.999934875999321,6.285805115754464
ES,GLOBEX,B1,1h,60,2023,3,1364,1.3733924020235504,1.03672849302589,-31.161750814933594,2.1839875769291766,0.9036987353967495,0.98085424783489,33.34573839186277
ES,GLOBEX,B1,30min,30,0,0,87885,1.1975854265637633,1.076297413166355,3.3762076166280988,1.7300281793288719,0.9949814656428274,0.999988151495518,2.3812261509852712
ES,GLOBEX,B1,30min,30,0,1,29295,1.2532509046234166,1.104094091908767,3.9199214084732446,1.8320700237607248,0.992916246171889,0.9999949448944958,2.9270051623013558
ES,GLOBEX,B1,30min,30,0,2,29295,1.2896073598435658,1.1083835940991942,4.814787614551481,1.9099450232128292,0.9954150837815912,0.9999756116303,3.81937253076989
ES,GLOBEX,B1,30min,30,0,3,29295,0.9524892691373543,0.9471074218562334,1.854521067729333,1.358000255483019,0.9955960985937835,0.9999440043218942,0.9074136458730995
ES,GLOBEX,B1,30min,30,2016,0,11025,1.3098599762892804,1.1254750387126764,4.891919784266919,1.9394720223404667,0.9933092410189787,0.9999926033855899,3.89861054324794
ES,GLOBEX,B1,30min,30,2016,1,4050,1.3065040404968187,1.1322594263196324,4.875347651805332,1.9356961058146458,0.9907625202507191,0.9999960346305516,3.884585131554613
ES,GLOBEX,B1,30min,30,2016,2,4635,1.3086678521415143,1.1246295653844753,4.886488783061001,1.9379409160496024,0.9943245066507527,0.9999886591624464,3.892164276410248
ES,GLOBEX,B1,30min,30,2016,3,2340,1.3103073703368437,1.125828016574637,4.893643154054394,1.9401253155229745,0.994571953611132,0.9999674254575766,3.899071200443262
ES,GLOBEX,B1,30min,30,2017,0,10935,1.2784717352061892,1.0986098445336816,4.774277387214507,1.8931430910887497,0.9898931754675139,0.999996085507493,3.7843842117469935
ES,GLOBEX,B1,30min,30,2017,1,9270,1.2774551593490646,1.0979709629752068,4.7692712876878725,1.8919923270544021,0.9894294393143215,0.9999964755394579,3.779841848373551
ES,GLOBEX,B1,30min,30,2017,2,1575,0.9386359259563642,0.9188500432093082,2.125632804438516,1.4129977813128394,1.0375612986330331,0.9999908046446742,1.2067827612292081
ES,GLOBEX,B1,30min,30,2017,3,90,0.9321125602461006,0.8471981003865927,1.8497348777929188,1.1482786519882378,0.9004882136188774,0.9562326548887264,1.002536777406326
ES,GLOBEX,B1,30min,30,2018,0,10935,1.1897263077331168,1.0681025420836106,3.2219689609875,1.6771330095762729,0.9941245569352569,0.9999863472588462,2.2278444040522434
ES,GLOBEX,B1,30min,30,2018,1,3510,1.1916004443380679,1.0835409704890233,3.0325582776240503,1.65050557769298,0.9942608795253101,0.9999939611701397,2.03829739809874
ES,GLOBEX,B1,30min,30,2018,2,3780,1.2281655632325779,1.0557152297219827,4.544750130475807,1.804786151070732,0.9938708189474598,0.9999831075306608,3.550879311528347
ES,GLOBEX,B1,30min,30,2018,3,3645,0.8966383810795189,0.9161213215318841,1.4885005862610199,1.2093364198422507,0.1753304605638909,0.9994799364067994,1.313170125697129
ES,GLOBEX,B1,30min,30,2019,0,10935,1.3114867037641142,1.1422003124891216,5.286131688697278,2.0659435209327315,0.9935983465681959,0.999981385210857,4.292533342129082
ES,GLOBEX,B1,30min,30,2019,1,4410,1.3106719751096858,1.1512257029039312,5.514808861646736,2.111928719335662,0.9927812476335661,0.9999909576504974,4.52202761401317
ES,GLOBEX,B1,30min,30,2019,2,4140,1.3080309292003571,1.1240630493979373,4.884404962296913,1.9369467372153903,0.9945069648823427,0.9999576213960906,3.8898979974145704
ES,GLOBEX,B1,30min,30,2019,3,2385,0.8250637728251382,0.8778070068472741,1.4530324460485862,1.234872346447918,0.8939399122874139,0.9996560494536413,0.627968673223448
ES,GLOBEX,B1,30min,30,2020,0,10980,1.001363367765242,0.9748551559941925,2.1671737532913036,1.4525219045809306,0.9951489094388073,0.999981078776578,1.192318597297111
ES,GLOBEX,B1,30min,30,2020,1,1350,1.3181587751929855,1.134561266281321,5.338919621614499,1.9812615662334663,0.9946853809062244,0.9999916107778367,4.344234240708275
ES,GLOBEX,B1,30min,30,2020,2,3285,1.3071884607112854,1.1325953491114977,4.879299135217538,1.9363176365302834,0.9953779242102598,0.9999652984710963,3.8839212110072783
ES,GLOBEX,B1,30min,30,2020,3,6345,0.8548217763135029,0.8803323439621471,1.3638278123642462,1.1631023889319918,0.9950506331938541,0.9999806311691887,0.5090060360507433
ES,GLOBEX,B1,30min,30,2021,0,11070,1.2123986945590879,1.0879262971570176,3.2844231846170984,1.7082950035642668,0.9964627642624816,0.9999748433561384,2.287960420354617
ES,GLOBEX,B1,30min,30,2021,1,3870,1.2242330266799357,1.0907424558651375,3.378707039542236,1.6987007001649694,0.9968622262545555,0.9999908584936258,2.381844813287681
ES,GLOBEX,B1,30min,30,2021,2,4500,0.795151097005909,0.8913531846740332,1.611386140652862,1.429728452005219,0.5891710071257544,0.999677137097315,1.0222151335271077
ES,GLOBEX,B1,30min,30,2021,3,2700,0.8560323356297983,0.9034980208650628,1.5466968341917744,1.2835760700757517,0.8041863335593935,0.9996149558787826,0.7425105006323809
ES,GLOBEX,B1,30min,30,2022,0,11025,1.3092549815273673,1.1250099708107153,4.889455563614331,1.9386527809822902,0.9976842811650204,0.9999680500708151,3.8917712824493105
ES,GLOBEX,B1,30min,30,2022,1,135,1.3693769911588534,1.148914815203743,7.200717708742056,2.1074513680094094,0.9978030945443968,0.9999986691787051,6.20291461419766
ES,GLOBEX,B1,30min,30,2022,2,1890,1.3220034248186932,1.1282740207950503,5.091390602117585,1.9860195384177919,0.9977344784541052,0.9999872809279807,4.09365612366348
ES,GLOBEX,B1,30min,30,2022,3,9000,1.310207264835662,1.1255386032805577,4.894475459347624,1.9396106517225318,0.997538779417829,0.9999086994921174,3.896936679929795
ES,GLOBEX,B1,30min,30,2023,0,10980,1.2205749993003112,1.0968853991968621,3.368398461697997,1.6944713798569089,0.9976109926484472,0.9999767294576334,2.37078746904955
ES,GLOBEX,B1,30min,30,2023,1,2700,1.2190108846205332,1.0964990426384238,3.3609341426998993,1.6938499245097023,0.9973619124627763,0.9999936615687142,2.363572230237123
ES,GLOBEX,B1,30min,30,2023,2,5490,1.300475583257763,1.126257224935289,4.900101884446901,1.9409321478475632,0.9975296260868931,0.9998905550625474,3.9025722583600078
ES,GLOBEX,B1,30min,30,2023,3,2790,0.9802371904532227,0.9793722894642908,1.8660425477792772,1.3651900687655851,0.8952285618680483,0.9654567349884129,0.9708139859112289
ES,RTH,B0,1day,13,0,0,1901,0.740623591771328,0.7666050974340806,0.946581672988033,0.8853782311208318,0.8072746276345559,0.9138793091954118,0.205958081216705
ES,RTH,B0,1day,13,0,1,634,0.3623412799166908,0.3887318926370562,0.647793365442276,0.5892966139081531,0.32124499569268744,0.6954465655979463,0.3742015699052588
ES,RTH,B0,1day,13,0,2,633,0.1099782743137187,0.23796255252256518,0.3121449856235085,1.5599555276508597,-1.6057069248228528,0.3830980405142914,3.1656624524737125
ES,RTH,B0,1day,13,0,3,634,0.5664363260230554,0.5840559218342444,0.9189434779106453,0.7507263265359196,0.296462559727473,0.7583462700509788,0.6224809181831723
ES,RTH,B0,1day,13,2016,0,239,0.6297560039646342,0.6862556917235311,0.9806052243768406,0.9144000759121858,0.7577569860141091,0.873730401928257,0.35084922041220645
ES,RTH,B0,1day,13,2016,1,91,0.28562489499396465,0.19516232510639875,0.9958101098737672,0.2063744840868906,-0.02641632911111973,0.5562618755372553,1.022226438984887
ES,RTH,B0,1day,13,2016,2,101,0.09132305193881307,0.07204927045530912,0.10120598977258458,0.189209908392715,-1.799818229679173,0.2526927476979961,2.0525109773771693
ES,RTH,B0,1day,13,2016,3,47,0.7031988476504464,0.7047133777359956,-0.47090601410227945,-0.728862039325875,0.043781490200600744,0.6340783627628559,1.4335754170618706
ES,RTH,B0,1day,13,2017,0,237,0.47457495868524946,0.5434691669433656,1.3772513886086477,1.1355488071049624,0.6424722081057659,0.8182269570258626,0.9026764299233982
ES,RTH,B0,1day,13,2017,1,194,0.4550787992567439,0.4991448439100207,1.2115242304245113,1.0163026910024373,0.4649607833021407,0.7295949936687307,0.7564454311677674
ES,RTH,B0,1day,13,2017,2,38,-0.4366774014203657,-0.42952662457838475,0.7965049244773775,0.5732333753214702,-2.944411417075584,0.5952007458392242,3.7409163415529614
ES,RTH,B0,1day,13,2018,0,236,0.829136142970245,0.8708136550708404,1.2983805169716027,1.1095174738416118,0.8496706510971782,0.9037779913029378,0.46924437400135777
ES,RTH,B0,1day,13,2018,1,75,0.21398371444300626,0.30223938742240786,0.5364853661008829,0.642632747365646,-0.0407602824670414,0.4433592866681825,0.6833930298326875
ES,RTH,B0,1day,13,2018,2,78,0.07762052246733653,0.07797992570279025,-0.40802711765169,-0.40785322645636096,-1.5888295895596884,0.36011783225012806,1.9489474218098164
ES,RTH,B0,1day,13,2018,3,83,0.9069119214357971,0.9280790620501972,-7.117867246642931,-5.01995571826367,0.43638511367209265,0.7082361535843579,8.045946308693129
ES,RTH,B0,1day,13,2019,0,237,0.6061842125509069,0.5699761818030821,1.0568813938528954,0.752578879144613,0.6803413125743498,0.8826981735158681,0.4869052120498133
ES,RTH,B0,1day,13,2019,1,105,0.1154654598900555,0.09707264101861253,0.2799350832318928,0.18047482001578566,0.15536231088568414,0.7197121737696628,0.6226395327510502
ES,RTH,B0,1day,13,2019,2,82,0.7287716794283118,0.7294106964011202,-0.5617227733979184,-0.5619283987954874,-1.7220748320725314,0.41357154601640334,2.4514855284736514
ES,RTH,B0,1day,13,2019,3,50,0.6078563918326647,0.6086732828364467,-0.3885989788827959,-0.4634026299175587,-1.753915468362252,0.389661695486449,2.3625887511986985
ES,RTH,B0,1day,13,2020,0,239,0.7545582472899482,0.7471722319564492,1.0135658268708991,0.8697499688878516,0.8419410187199289,0.9240500837316298,0.2663935949144499
ES,RTH,B0,1day,13,2020,1,37,-0.12427068285070311,-0.14373594860337865,-0.16143726984413084,-0.15301655634634598,0.32772381744560425,0.7377224462185914,0.8991597160627223
ES,RTH,B0,1day,13,2020,2,78,0.10603325515029294,0.23154298536501536,0.36738744157650255,-6.230239000118555,-1.5334846102920066,0.21985154309170796,6.597626441695057
ES,RTH,B0,1day,13,2020,3,124,0.7333037880538055,0.7768586280374469,1.0341088017426956,0.9493921869298891,0.7311320578148428,0.8701078978992309,0.3029767439278528
ES,RTH,B0,1day,13,2021,0,239,0.7303727463840469,0.7345713478663803,1.8126305902623099,1.2082536525980436,0.7443717198356726,0.8820922496656405,1.082257843878263
ES,RTH,B0,1day,13,2021,1,89,0.45865649778368495,0.4463484248927015,1.599371538430419,0.8580978326123199,0.1299969646103842,0.6482610246307974,1.4693745738200348
ES,RTH,B0,1day,13,2021,2,92,0.4033325130573621,0.40326632658819095,-0.3211326771497782,-0.3213680360942184,-1.531849448540733,0.5176046995986671,2.0494541481394
ES,RTH,B0,1day,13,2021,3,58,0.16151706955789008,0.10654750143697791,0.27000861901582535,0.11695020617699807,-0.3274486438975279,0.6790215828704158,1.0064702267679437
ES,RTH,B0,1day,13,2022,0,238,0.4835086666850491,0.45026135959650404,0.812680341568167,0.573883378004724,0.41798305711579886,0.7981583836662228,0.3946972844523682
ES,RTH,B0,1day,13,2022,2,42,-0.009993754995864856,-0.019662762819585032,0.18036117517423517,0.18029988600308758,-1.3845940668886902,0.17423227413337905,1.5649552420629254
ES,RTH,B0,1day,13,2022,3,194,0.4244716471696383,0.3636015686379079,0.9377031527896014,0.47478106925380353,-0.00525420190642284,0.6970158600548101,0.9429573546960242
ES,RTH,B0,1day,13,2023,0,236,0.4897260817714113,0.4743718131486218,0.8327407859885404,0.6436287383660064,0.3853331915724719,0.7774867547405286,0.4474075944160685
ES,RTH,B0,1day,13,2023,1,41,0.5812206561154677,0.5806780667133026,-0.4294320190297546,-0.37211437394007596,0.023020917857763435,0.44163740256494155,1.0106526751452223
ES,RTH,B0,1day,13,2023,2,122,0.1632780237020042,0.15790568208765182,0.3463972986867756,0.2361645761207944,-1.619665725321406,0.024265181697254112,1.9660630240081816
ES,RTH,B0,1day,13,2023,3,73,0.39368312451922816,0.31043608598340544,-1.0582435846106775,0.8305776909714251,-1.789494060789972,0.37654415597558,2.6200717517613974
ES,RTH,B0,1day,26,0,0,1901,0.7902014678121799,0.8070289196308673,0.9798544618112076,0.9170317201007231,0.8597806138464846,0.9476950717099173,0.18965299399902769
ES,RTH,B0,1day,26,0,1,634,0.4519871848094561,0.4765205304352149,0.681718446517359,0.6076073821023339,0.5961318139444571,0.8001724119935533,0.34818522718409717
ES,RTH,B0,1day,26,0,2,633,0.23685201279730744,0.277539983779017,0.413340199746378,0.46690149922113827,0.014015406881495536,0.7147928011320085,0.700777394250513
ES,RTH,B0,1day,26,0,3,634,0.6227549751955782,0.664649966984505,1.0449430330416962,0.8931470036208571,0.5498964038622848,0.8669571231667957,0.49504662917941145
ES,RTH,B0,1day,26,2016,0,239,0.669036038269436,0.704981459834043,1.059520155718485,0.923154818793674,0.8362995219866803,0.9251018459458806,0.390484117449049
ES,RTH,B0,1day,26,2016,1,91,0.291570399839133,0.2650082538237517,1.0144041007370697,0.49707206962610345,0.614625409795844,0.7723981403368166,0.749395846913318
ES,RTH,B0,1day,26,2016,2,101,0.08278968567633689,0.08026554270221815,0.09234969164710571,0.1495801255113384,-0.18842554045638288,0.6030941209703684,0.7915196614267512
ES,RTH,B0,1day,26,2016,3,47,0.6235862325893241,0.41067102107694387,-6.269352760800921,1.2283443387462685,0.5059238653739528,0.7902375936010608,7.49769709954719
ES,RTH,B0,1day,26,2017,0,237,0.45367350294468334,0.5276664580877288,0.9327739332726016,0.8669857431454977,0.682936855173057,0.8657908916531383,0.47910043032791827
ES,RTH,B0,1day,26,2017,1,194,0.48234862666720985,0.516898083991329,0.9121015512664156,0.7349542878908305,0.5732061725031523,0.7771625375730954,0.4297529245992057
ES,RTH,B0,1day,26,2017,2,38,-0.1999594348074331,-0.07860269277532478,-9.253078654793972,-0.15567383078900932,-0.8686812517480639,0.42886008378657825,9.68193873858055
ES,RTH,B0,1day,26,2018,0,236,0.8682735456788174,0.914406301490022,1.3780602897923784,1.1455468938109619,0.9184398982649451,0.9484044308967813,0.509786744113561
ES,RTH,B0,1day,26,2018,1,75,0.46684244216217796,0.4585481724352931,1.2390300152774574,0.7762301132474845,0.7488032843188592,0.7145139400086286,0.7804818428421643
ES,RTH,B0,1day,26,2018,2,78,0.49706136204025303,0.44280912827496105,1.272796412231299,0.723685294077289,0.17348174207588,0.6915190811776268,1.0993146701554188
ES,RTH,B0,1day,26,2018,3,83,1.314945635054479,1.3394044241380825,-4.087475878017874,-2.3110798677042013,0.6246075944743933,0.8430793366984269,5.426880302155956
ES,RTH,B0,1day,26,2019,0,237,0.6763724224486742,0.6569617414068836,1.1564514385928286,0.859804155912155,0.714805750417519,0.9120332571083566,0.49948969718594505
ES,RTH,B0,1day,26,2019,1,105,0.3664247613041697,0.3968483498128286,0.8309640218288267,0.6672755430939034,0.43783569180685983,0.7669977295924547,0.464539260524657
