root,geom,btag,horizon,scheme,n_obs,model_set,mcs75,mcs90,seed,pvals
ES,RTH,B0,30min,S-A,22312,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ,3907597529,"{""M6_PARK"": 0.0, ""M5_RGARCH"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M4_HARQ"": 0.418, ""M2_HAR"": 0.418, ""M3_HARJ"": 1.0}"
ES,RTH,B0,30min,S-B_q0.80,4463,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,832728714,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M4_HARQ"": 0.0526, ""M3_HARJ"": 0.0526, ""M2_HAR"": 1.0}"
ES,RTH,B0,30min,S-C_q0.80,4463,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ,117370820,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M4_HARQ"": 0.5884, ""M2_HAR"": 0.5884, ""M3_HARJ"": 1.0}"
ES,RTH,B0,30min,S-B_q0.90,2232,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR|M3_HARJ|M4_HARQ,1615113857,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0002, ""M4_HARQ"": 0.1038, ""M3_HARJ"": 0.1038, ""M2_HAR"": 1.0}"
ES,RTH,B0,30min,S-C_q0.90,2232,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ,2447780851,"{""M5_RGARCH"": 0.0, ""M1_EWMA"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.6165, ""M2_HAR"": 0.8224, ""M3_HARJ"": 1.0}"
ES,RTH,B1,1day,S-A,1401,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,2734751929,"{""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M5_RGARCH"": 0.0, ""M4_HARQ"": 0.0057, ""M1_EWMA"": 0.0057, ""M3_HARJ"": 0.0198, ""M2_HAR"": 1.0}"
ES,RTH,B1,1day,S-B_q0.80,280,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR|M3_HARJ,3583050138,"{""M4_HARQ"": 0.0, ""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0013, ""M6_GK"": 0.0021, ""M1_EWMA"": 0.0578, ""M3_HARJ"": 0.19, ""M2_HAR"": 1.0}"
ES,RTH,B1,1day,S-C_q0.80,280,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ,M2_HAR|M3_HARJ,3038505791,"{""M4_HARQ"": 0.0161, ""M1_EWMA"": 0.0161, ""M5_RGARCH"": 0.0161, ""M6_PARK"": 0.0391, ""M6_GK"": 0.0391, ""M3_HARJ"": 0.3211, ""M2_HAR"": 1.0}"
ES,RTH,B1,1day,S-B_q0.90,140,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ,M1_EWMA|M2_HAR|M3_HARJ|M6_GK|M6_PARK,518561450,"{""M4_HARQ"": 0.0, ""M5_RGARCH"": 0.0, ""M1_EWMA"": 0.168, ""M6_PARK"": 0.2389, ""M6_GK"": 0.2389, ""M3_HARJ"": 0.4617, ""M2_HAR"": 1.0}"
ES,RTH,B1,1day,S-C_q0.90,140,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_GK|M6_PARK,410096495,"{""M4_HARQ"": 0.1926, ""M1_EWMA"": 0.1926, ""M5_RGARCH"": 0.1926, ""M6_GK"": 0.2339, ""M6_PARK"": 0.2491, ""M3_HARJ"": 0.7566, ""M2_HAR"": 1.0}"
ES,RTH,B1,1h,S-A,10906,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,1045897580,"{""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M5_RGARCH"": 0.0, ""M1_EWMA"": 0.0, ""M4_HARQ"": 0.0198, ""M3_HARJ"": 0.0198, ""M2_HAR"": 1.0}"
ES,RTH,B1,1h,S-B_q0.80,2181,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,4120385690,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0008, ""M4_HARQ"": 0.0322, ""M3_HARJ"": 0.0322, ""M2_HAR"": 1.0}"
ES,RTH,B1,1h,S-C_q0.80,2181,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ,3717700803,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M4_HARQ"": 0.6941, ""M2_HAR"": 0.6941, ""M3_HARJ"": 1.0}"
ES,RTH,B1,1h,S-B_q0.90,1091,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR|M3_HARJ|M4_HARQ,712479768,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0104, ""M4_HARQ"": 0.1373, ""M3_HARJ"": 0.1373, ""M2_HAR"": 1.0}"
ES,RTH,B1,1h,S-C_q0.90,1091,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ,3004156811,"{""M5_RGARCH"": 0.0, ""M1_EWMA"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.5701, ""M2_HAR"": 0.5701, ""M3_HARJ"": 1.0}"
ES,RTH,B1,30min,S-A,22312,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ,136732739,"{""M6_PARK"": 0.0, ""M5_RGARCH"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M4_HARQ"": 0.288, ""M2_HAR"": 0.3508, ""M3_HARJ"": 1.0}"
ES,RTH,B1,30min,S-B_q0.80,4463,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,1437149941,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M4_HARQ"": 0.0077, ""M3_HARJ"": 0.0077, ""M2_HAR"": 1.0}"
ES,RTH,B1,30min,S-C_q0.80,4463,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ,2185740070,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M4_HARQ"": 0.3032, ""M2_HAR"": 0.5879, ""M3_HARJ"": 1.0}"
ES,RTH,B1,30min,S-B_q0.90,2232,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,810538727,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M4_HARQ"": 0.0277, ""M3_HARJ"": 0.0277, ""M2_HAR"": 1.0}"
ES,RTH,B1,30min,S-C_q0.90,2232,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ,3199048031,"{""M5_RGARCH"": 0.0, ""M1_EWMA"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.3168, ""M2_HAR"": 0.7852, ""M3_HARJ"": 1.0}"
NQ,RTH,B0,1day,S-A,1401,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,598363660,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M4_HARQ"": 0.0252, ""M3_HARJ"": 0.0252, ""M2_HAR"": 1.0}"
NQ,RTH,B0,1day,S-B_q0.80,280,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ,3132774543,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0103, ""M6_GK"": 0.0103, ""M1_EWMA"": 0.2531, ""M4_HARQ"": 0.5417, ""M3_HARJ"": 0.5417, ""M2_HAR"": 1.0}"
NQ,RTH,B0,1day,S-C_q0.80,280,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ,4162810140,"{""M5_RGARCH"": 0.0, ""M1_EWMA"": 0.052, ""M6_PARK"": 0.052, ""M6_GK"": 0.052, ""M4_HARQ"": 0.3287, ""M3_HARJ"": 0.3287, ""M2_HAR"": 1.0}"
NQ,RTH,B0,1day,S-B_q0.90,140,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M6_GK|M6_PARK,1559543155,"{""M5_RGARCH"": 0.0, ""M1_EWMA"": 0.1707, ""M4_HARQ"": 0.2315, ""M6_GK"": 0.2315, ""M6_PARK"": 0.2315, ""M3_HARJ"": 0.5302, ""M2_HAR"": 1.0}"
NQ,RTH,B0,1day,S-C_q0.90,140,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ,M2_HAR|M3_HARJ|M6_PARK,2211311582,"{""M5_RGARCH"": 0.0025, ""M1_EWMA"": 0.0853, ""M4_HARQ"": 0.098, ""M6_GK"": 0.098, ""M6_PARK"": 0.1411, ""M3_HARJ"": 0.4262, ""M2_HAR"": 1.0}"
NQ,RTH,B0,1h,S-A,10906,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,6131605,"{""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M5_RGARCH"": 0.0, ""M1_EWMA"": 0.0, ""M3_HARJ"": 0.0008, ""M4_HARQ"": 0.09, ""M2_HAR"": 1.0}"
NQ,RTH,B0,1h,S-B_q0.80,2181,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M1_EWMA|M2_HAR,4254605016,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.0045, ""M3_HARJ"": 0.0045, ""M1_EWMA"": 0.2313, ""M2_HAR"": 1.0}"
NQ,RTH,B0,1h,S-C_q0.80,2181,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR|M3_HARJ|M4_HARQ,1872878185,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M4_HARQ"": 0.1295, ""M3_HARJ"": 0.1295, ""M2_HAR"": 1.0}"
NQ,RTH,B0,1h,S-B_q0.90,1091,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,3956424179,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.0513, ""M1_EWMA"": 0.0513, ""M3_HARJ"": 0.0513, ""M2_HAR"": 1.0}"
NQ,RTH,B0,1h,S-C_q0.90,1091,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ,M2_HAR|M3_HARJ|M4_HARQ,281087360,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M4_HARQ"": 0.2331, ""M3_HARJ"": 0.8549, ""M2_HAR"": 1.0}"
NQ,RTH,B0,30min,S-A,22312,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ,1532726497,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M4_HARQ"": 0.3005, ""M3_HARJ"": 0.7772, ""M2_HAR"": 1.0}"
NQ,RTH,B0,30min,S-B_q0.80,4463,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ,M2_HAR|M3_HARJ|M4_HARQ,3416508545,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0002, ""M4_HARQ"": 0.2054, ""M2_HAR"": 0.4967, ""M3_HARJ"": 1.0}"
NQ,RTH,B0,30min,S-C_q0.80,4463,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ,3063219730,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M4_HARQ"": 0.6863, ""M3_HARJ"": 0.6863, ""M2_HAR"": 1.0}"
NQ,RTH,B0,30min,S-B_q0.90,2232,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ,1556410038,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0041, ""M4_HARQ"": 0.2854, ""M2_HAR"": 0.8112, ""M3_HARJ"": 1.0}"
NQ,RTH,B0,30min,S-C_q0.90,2232,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ,1954846886,"{""M5_RGARCH"": 0.0, ""M1_EWMA"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.6268, ""M2_HAR"": 0.8652, ""M3_HARJ"": 1.0}"
NQ,RTH,B1,1day,S-A,1401,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,1643165716,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0001, ""M4_HARQ"": 0.0621, ""M3_HARJ"": 0.0621, ""M2_HAR"": 1.0}"
NQ,RTH,B1,1day,S-B_q0.80,280,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M1_EWMA|M2_HAR|M3_HARJ,3454778690,"{""M5_RGARCH"": 0.0, ""M4_HARQ"": 0.0122, ""M6_PARK"": 0.0122, ""M6_GK"": 0.0122, ""M1_EWMA"": 0.1342, ""M3_HARJ"": 0.1725, ""M2_HAR"": 1.0}"
NQ,RTH,B1,1day,S-C_q0.80,280,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M6_GK|M6_PARK,2798172795,"{""M5_RGARCH"": 0.0, ""M4_HARQ"": 0.1145, ""M1_EWMA"": 0.1145, ""M6_PARK"": 0.1145, ""M6_GK"": 0.1145, ""M3_HARJ"": 0.1153, ""M2_HAR"": 1.0}"
NQ,RTH,B1,1day,S-B_q0.90,140,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M6_GK|M6_PARK,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M6_GK|M6_PARK,404853592,"{""M5_RGARCH"": 0.0, ""M4_HARQ"": 0.3259, ""M1_EWMA"": 0.3259, ""M6_GK"": 0.3259, ""M6_PARK"": 0.3259, ""M3_HARJ"": 0.3259, ""M2_HAR"": 1.0}"
NQ,RTH,B1,1day,S-C_q0.90,140,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ,M2_HAR|M3_HARJ|M6_GK|M6_PARK,2248711278,"{""M4_HARQ"": 0.0017, ""M5_RGARCH"": 0.0017, ""M1_EWMA"": 0.0979, ""M6_GK"": 0.1044, ""M6_PARK"": 0.1755, ""M3_HARJ"": 0.4481, ""M2_HAR"": 1.0}"
NQ,RTH,B1,1h,S-A,10906,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,1370928947,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M3_HARJ"": 0.0003, ""M4_HARQ"": 0.0855, ""M2_HAR"": 1.0}"
NQ,RTH,B1,1h,S-B_q0.80,2181,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,1034423320,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.0061, ""M1_EWMA"": 0.0061, ""M3_HARJ"": 0.0061, ""M2_HAR"": 1.0}"
NQ,RTH,B1,1h,S-C_q0.80,2181,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR|M3_HARJ|M4_HARQ,3919512435,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M4_HARQ"": 0.1311, ""M3_HARJ"": 0.1311, ""M2_HAR"": 1.0}"
NQ,RTH,B1,1h,S-B_q0.90,1091,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR,M2_HAR,1619288512,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.0613, ""M1_EWMA"": 0.0613, ""M3_HARJ"": 0.0613, ""M2_HAR"": 1.0}"
NQ,RTH,B1,1h,S-C_q0.90,1091,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ,3071747996,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M1_EWMA"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.2566, ""M3_HARJ"": 0.9418, ""M2_HAR"": 1.0}"
NQ,RTH,B1,30min,S-A,22312,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ,997959347,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M4_HARQ"": 0.2542, ""M3_HARJ"": 0.2542, ""M2_HAR"": 1.0}"
NQ,RTH,B1,30min,S-B_q0.80,4463,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ,M2_HAR|M3_HARJ|M4_HARQ,2699806576,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0001, ""M4_HARQ"": 0.1254, ""M3_HARJ"": 0.975, ""M2_HAR"": 1.0}"
NQ,RTH,B1,30min,S-C_q0.80,4463,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ,3707498135,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0, ""M4_HARQ"": 0.716, ""M3_HARJ"": 0.716, ""M2_HAR"": 1.0}"
NQ,RTH,B1,30min,S-B_q0.90,2232,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ,M2_HAR|M3_HARJ|M4_HARQ,2399367287,"{""M5_RGARCH"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M1_EWMA"": 0.0012, ""M4_HARQ"": 0.2135, ""M2_HAR"": 0.8972, ""M3_HARJ"": 1.0}"
NQ,RTH,B1,30min,S-C_q0.90,2232,M1_EWMA|M2_HAR|M3_HARJ|M4_HARQ|M5_RGARCH|M6_PARK|M6_GK,M2_HAR|M3_HARJ|M4_HARQ,M2_HAR|M3_HARJ|M4_HARQ,4244299336,"{""M5_RGARCH"": 0.0, ""M1_EWMA"": 0.0, ""M6_PARK"": 0.0, ""M6_GK"": 0.0, ""M4_HARQ"": 0.7047, ""M2_HAR"": 0.7307, ""M3_HARJ"": 1.0}"
