root,geom,btag,horizon,scheme,model,n,ic_pearson_log,r2_oos,ic_ir,ic_ir_n_blocks,ic_ir_block_len_windows,hit_rate,qlike_mean,lam_E2,ic_corrected_E2,r2_corrected_E2,lam_E4,ic_corrected_E4,r2_corrected_E4,lam_INT,ic_corrected_INT,r2_corrected_INT
NQ,GLOBEX,B0,30min,S-B_q0.90,M6_GK,8055,0.40782973605648093,-2.2019126613335853,1.0863848744750224,127,63,0.461509808790663,3.182685303784312,,,,,,,,,
NQ,GLOBEX,B1,1day,S-A,M1_EWMA,1448,0.6869064657529118,0.38869043193772657,1.1317730717913168,22,63,0.5507947477539737,0.26760980914403953,0.876663905181723,0.7336366878226157,0.4433745129008764,0.9979670117204541,0.6876057685865947,0.3894822447764483,1.0097942758620828,0.6835671001218587,0.3849204152062491
NQ,GLOBEX,B1,1day,S-A,M2_HAR,1448,0.823776942961659,0.6638862954181497,2.8478147341014624,22,63,0.40843123704215617,0.1544668173917415,0.876663905181723,0.8798184586552197,0.7572871330667289,0.9979670117204541,0.8246155863276147,0.6652387179348113,1.0097942758620828,0.819772187513674,0.6574470773775934
NQ,GLOBEX,B1,1day,S-A,M3_HARJ,1448,0.7826998757932158,0.6010704800668987,2.128937114246134,22,63,0.42225293711126466,0.28483176996445125,0.876663905181723,0.8359469200900783,0.6856338860470174,0.9979670117204541,0.7834967007881086,0.6022949386179388,1.0097942758620828,0.7788948147041656,0.595240530110702
NQ,GLOBEX,B1,1day,S-A,M4_HARQ,1448,0.7867913194238522,0.6015497616076944,2.6290619554745223,22,63,0.41119557705597787,0.3452832856595636,0.876663905181723,0.8403167044832168,0.6861805967510429,0.9979670117204541,0.7875923096992706,0.6027751965174153,1.0097942758620828,0.7829663679611882,0.595715162966376
NQ,GLOBEX,B1,1day,S-A,M5_RGARCH,1448,0.8034523216548101,0.4243225944314979,2.703889908253576,22,63,0.4035936420179682,0.41369288069083954,0.876663905181723,0.8581111540945296,0.4840196932067602,0.9979670117204541,0.8042702736079139,0.4251869946081516,1.0097942758620828,0.7995463734611458,0.42020697143410196
NQ,GLOBEX,B1,1day,S-A,M6_PARK,1448,0.735911084702344,0.34631869152921424,2.344703511668874,22,63,0.5418106427090532,0.46637916037575455,0.876663905181723,0.7859750892302434,0.3950415769170126,0.9979670117204541,0.7366602765247079,0.34702418763539594,1.0097942758620828,0.7323334852673578,0.3429596501065077
NQ,GLOBEX,B1,1day,S-A,M6_GK,1448,0.7449011121127203,0.40284408945130434,2.537846506928639,22,63,0.5065653075328266,0.4106071380664082,0.876663905181723,0.7955767078808319,0.45951942023642356,0.9979670117204541,0.745659456202469,0.4036647351266829,1.0097942758620828,0.7412798080541015,0.3989367924544708
NQ,GLOBEX,B1,1day,S-B_q0.80,M1_EWMA,290,0.33317824860780965,-0.899613986532219,1.7345560465435912,4,63,0.5155709342560554,0.4407021059164215,0.876663905181723,0.35584435283376475,-1.0261788824826075,0.9979670117204541,0.3335174396112275,-0.9014466169390924,1.0097942758620828,0.331558517177278,-0.890888379976406
NQ,GLOBEX,B1,1day,S-B_q0.80,M2_HAR,290,0.6022204115897815,-0.36973539713224124,2.642053538633949,4,63,0.42560553633217996,0.2844434519611493,0.876663905181723,0.6431894444517052,-0.42175273208676145,0.9979670117204541,0.6028335000688144,-0.3704885961058298,1.0097942758620828,0.5992927434936932,-0.3661492305614332
NQ,GLOBEX,B1,1day,S-B_q0.80,M3_HARJ,290,0.5478092436779952,-0.8814822555613884,2.365753067581184,4,63,0.44982698961937717,0.8335571483361066,0.876663905181723,0.5850766867509762,-1.0054962344761607,0.9979670117204541,0.5483669390492301,-0.8832779492798557,1.0097942758620828,0.5451460930862966,-0.8729325137131009
NQ,GLOBEX,B1,1day,S-B_q0.80,M4_HARQ,290,0.47815768947420645,-0.912133205826319,2.5227084352730382,4,63,0.43944636678200694,1.0276585214160918,0.876663905181723,0.5106867398289365,-1.0404594057482537,0.9979670117204541,0.47864447631327056,-0.9139913395071434,1.0097942758620828,0.4758331468558694,-0.9032861718765552
NQ,GLOBEX,B1,1day,S-B_q0.80,M5_RGARCH,290,0.5481173313243339,-2.14470133525119,2.807435814646612,4,63,0.44982698961937717,0.795081778334936,0.876663905181723,0.5854057335887742,-2.4464350848420255,0.9979670117204541,0.5486753403431683,-2.1490703701255747,1.0097942758620828,0.5454526829780664,-2.1238992798015346
NQ,GLOBEX,B1,1day,S-B_q0.80,M6_PARK,290,0.48280228136446096,-1.2029393113294313,2.9157516573793067,4,63,0.5640138408304498,0.5682015327753301,0.876663905181723,0.5156473031378279,-1.372178441725709,0.9979670117204541,0.48329379661478933,-1.2053898547764754,1.0097942758620828,0.4804551592665268,-1.191271667986488
NQ,GLOBEX,B1,1day,S-B_q0.80,M6_GK,290,0.4832869024130324,-1.113635268056727,3.446494374690296,4,63,0.5086505190311419,0.5331682620838247,0.876663905181723,0.5161648929388402,-1.270310390874234,0.9979670117204541,0.483778911030201,-1.1159038875812795,1.0097942758620828,0.4809374243511434,-1.1028338094964867
NQ,GLOBEX,B1,1day,S-C_q0.80,M1_EWMA,290,0.3289323684123212,-0.06700805237707641,1.6950806747250065,4,63,0.5432525951557093,0.3519700228473604,0.876663905181723,0.35130962556184203,-0.07643528150413169,0.9979670117204541,0.3292672369115842,-0.06714455647342218,1.0097942758620828,0.3273332781419843,-0.06635812261846129
NQ,GLOBEX,B1,1day,S-C_q0.80,M2_HAR,290,0.640169332760488,0.383466054236703,3.8073825876551757,4,63,0.4117647058823529,0.15742013767421129,0.876663905181723,0.6837200293598015,0.43741512793002996,0.9979670117204541,0.6408210550119966,0.3842472243402347,1.0097942758620828,0.6370571776499209,0.3797467101992927
NQ,GLOBEX,B1,1day,S-C_q0.80,M3_HARJ,290,0.5147945586092972,0.047318072751448614,2.627770303038459,4,63,0.4532871972318339,0.7179783977803591,0.876663905181723,0.5498160138487956,0.05397515795022961,0.9979670117204541,0.5153186434906434,0.04741446580471052,1.0097942758620828,0.5122919074598591,0.04685912158796124
NQ,GLOBEX,B1,1day,S-C_q0.80,M4_HARQ,290,0.4383352295816996,-0.04853253168113736,2.931820398056704,4,63,0.42560553633217996,0.9275148133200305,0.876663905181723,0.46815515942742564,-0.05536047668242607,0.9979670117204541,0.43878147529844874,-0.04863139874480347,1.0097942758620828,0.4362042821040973,-0.0480618011423209
NQ,GLOBEX,B1,1day,S-C_q0.80,M5_RGARCH,290,0.5885466366241023,0.04157716826751179,3.9728715532472907,4,63,0.43252595155709345,0.3525394708965448,0.876663905181723,0.6285854430686972,0.04742657707447564,0.9979670117204541,0.5891458045621922,0.04166186635351249,1.0097942758620828,0.5856854429847905,0.04117389973518762
NQ,GLOBEX,B1,1day,S-C_q0.80,M6_PARK,290,0.5692091524415046,0.07394628970815398,3.4402525561788115,4,63,0.615916955017301,0.31737033494199735,0.876663905181723,0.6079324305351883,0.08434964559516764,0.9979670117204541,0.5697886339183957,0.07409692789411307,1.0097942758620828,0.566441967132715,0.07322906405369001
NQ,GLOBEX,B1,1day,S-C_q0.80,M6_GK,290,0.5426720948711048,0.09908948867310252,3.249537030325051,4,63,0.5743944636678201,0.283848064446758,0.876663905181723,0.5795900578961902,0.11303019103149038,0.9979670117204541,0.5432245603851512,0.09929134681744271,1.0097942758620828,0.5400339183028324,0.09812839213067208
NQ,GLOBEX,B1,1day,S-B_q0.90,M1_EWMA,145,0.3083252119810579,-1.9190380762646808,,2,63,0.5138888888888888,0.6644445665837788,0.876663905181723,0.3293005650224225,-2.189023712419054,0.9979670117204541,0.30863910143352924,-1.9229474058028613,1.0097942758620828,0.3068263024971471,-1.9004247916006032
NQ,GLOBEX,B1,1day,S-B_q0.90,M2_HAR,145,0.6205687330356752,-0.9387744276388019,,2,63,0.4791666666666667,0.39934880004764284,0.876663905181723,0.6627860015432383,-1.0708487278761682,0.9979670117204541,0.6212005009620859,-0.9406868329449021,1.0097942758620828,0.6175518653802892,-0.9296689930603441
NQ,GLOBEX,B1,1day,S-B_q0.90,M3_HARJ,145,0.5568561197181591,-1.549925195489199,,2,63,0.4444444444444444,1.1222726974622612,0.876663905181723,0.5947390214415846,-1.7679810772726137,0.9979670117204541,0.5574230252313365,-1.5530825942003752,1.0097942758620828,0.5541489881357097,-1.5348920394364436
NQ,GLOBEX,B1,1day,S-B_q0.90,M4_HARQ,145,0.47406666291674066,-2.0642682703770197,,2,63,0.4722222222222222,1.8814044831540158,0.876663905181723,0.5063174008824414,-2.354686052631674,0.9979670117204541,0.4745492848998791,-2.068473452662835,1.0097942758620828,0.47176200864443446,-2.0442463576204273
NQ,GLOBEX,B1,1day,S-B_q0.90,M5_RGARCH,145,0.56911012954375,-3.489102007236138,,2,63,0.5,1.0976610061137582,0.876663905181723,0.6078266711132738,-3.97997680366786,0.9979670117204541,0.5696895102107107,-3.49620976070248,1.0097942758620828,0.5663434256304312,-3.455260235316166
NQ,GLOBEX,B1,1day,S-B_q0.90,M6_PARK,145,0.5253661572697204,-1.5848657710552838,,2,63,0.6666666666666666,0.6968654722932157,0.876663905181723,0.5611067979844812,-1.8078373726665047,0.9979670117204541,0.5259010045317811,-1.5880943482520935,1.0097942758620828,0.5228121127574418,-1.569493716630796
NQ,GLOBEX,B1,1day,S-B_q0.90,M6_GK,145,0.5194868455649851,-1.6306141075450835,,2,63,0.6597222222222222,0.6810340670134237,0.876663905181723,0.5548275169167001,-1.8600219512939509,0.9979670117204541,0.5200157074133976,-1.6339358800387318,1.0097942758620828,0.5169613830684829,-1.6147983272662083
NQ,GLOBEX,B1,1day,S-C_q0.90,M1_EWMA,145,0.3948941304694682,-0.04268012806589483,,2,63,0.5902777777777778,0.39348369472111344,0.876663905181723,0.4217587639106954,-0.048684710085158234,0.9979670117204541,0.39529615112032834,-0.04276707302410331,1.0097942758620828,0.3929743699883248,-0.042266161619363404
NQ,GLOBEX,B1,1day,S-C_q0.90,M2_HAR,145,0.6594794581030425,0.38480208381341396,,2,63,0.4166666666666667,0.15916959967559582,0.876663905181723,0.7043438218323667,0.43893912084089814,0.9979670117204541,0.6601508389631741,0.3855859755825305,1.0097942758620828,0.656273427665753,0.38106978125311736
NQ,GLOBEX,B1,1day,S-C_q0.90,M3_HARJ,145,0.5071071455847156,-0.20675490537593655,,2,63,0.4305555555555556,1.2717742829861345,0.876663905181723,0.5416056263936465,-0.2358428402878963,0.9979670117204541,0.5076234043209025,-0.2071760919426581,1.0097942758620828,0.5046418664562524,-0.20474953197712029
NQ,GLOBEX,B1,1day,S-C_q0.90,M4_HARQ,145,0.4050662927082211,-0.2823857647804855,,2,63,0.4166666666666667,1.5568626247143311,0.876663905181723,0.4326229379793631,-0.32211405432729656,0.9979670117204541,0.4054786690948806,-0.2829610212201945,1.0097942758620828,0.4030970807068676,-0.279646826616646
NQ,GLOBEX,B1,1day,S-C_q0.90,M5_RGARCH,145,0.5930158340800197,0.05933755872908353,,2,63,0.4375,0.3665905516355993,0.876663905181723,0.6333586798662147,0.06768564141668806,0.9979670117204541,0.5936195518696555,0.05945843703469518,1.0097942758620828,0.5901329136334542,0.05876202722423416
NQ,GLOBEX,B1,1day,S-C_q0.90,M6_PARK,145,0.6003178273173737,0.17024868402179816,,2,63,0.6666666666666666,0.3238297802633601,0.876663905181723,0.6411574274399237,0.19420063152538194,0.9979670117204541,0.6009289788768415,0.17059550267928839,1.0097942758620828,0.5973994085512105,0.16859739462917162
NQ,GLOBEX,B1,1day,S-C_q0.90,M6_GK,145,0.5400026975981711,0.09840871024043807,,2,63,0.6180555555555556,0.3151622605671569,0.876663905181723,0.5767390616231369,0.11225363524010835,0.9979670117204541,0.5405524455412377,0.09860918155078643,1.0097942758620828,0.5373774981875661,0.09745421675759101
NQ,GLOBEX,B1,1h,S-B_q0.80,M1_EWMA,3597,0.6245353973161801,-0.6280117235270151,1.0479578264955738,57,63,0.4735817575083426,1.2461077553644502,,,,,,,,,
NQ,GLOBEX,B1,1h,S-B_q0.80,M2_HAR,3597,0.7198878600193813,0.09000413222252857,2.134723241525233,57,63,0.47302558398220246,0.6446750492321166,,,,,,,,,
NQ,GLOBEX,B1,1h,S-B_q0.80,M3_HARJ,3597,0.7169138378833111,0.07774187363708285,2.1423751411245933,57,63,0.4746941045606229,0.659459313083327,,,,,,,,,
NQ,GLOBEX,B1,1h,S-B_q0.80,M4_HARQ,3597,0.70423891899261,0.042105936796016596,2.0747988226658505,57,63,0.4733036707452725,0.7972613158405066,,,,,,,,,
NQ,GLOBEX,B1,1h,S-B_q0.80,M6_PARK,3597,0.6205489687932086,-0.726180783880694,2.127315166208752,57,63,0.4944382647385984,16.19746198228499,,,,,,,,,
NQ,GLOBEX,B1,1h,S-B_q0.80,M6_GK,3597,0.628772003113705,-0.5902495962735925,2.1123701064494202,57,63,0.48804226918798665,40.172929624552964,,,,,,,,,
NQ,GLOBEX,B1,1h,S-B_q0.90,M1_EWMA,1799,0.6163169120374435,-1.2177919375158006,1.1530340257381901,28,63,0.4933259176863181,1.3995823594092511,,,,,,,,,
NQ,GLOBEX,B1,1h,S-B_q0.90,M2_HAR,1799,0.6794360548585601,-0.35878206885687525,2.191323973718264,28,63,0.4727474972191324,0.8238727129114267,,,,,,,,,
NQ,GLOBEX,B1,1h,S-B_q0.90,M3_HARJ,1799,0.6776067689233982,-0.3658077519480285,2.2180968590870305,28,63,0.4783092324805339,0.828522058639345,,,,,,,,,
NQ,GLOBEX,B1,1h,S-B_q0.90,M4_HARQ,1799,0.6541523998760991,-0.39672043006682234,2.126716670055911,28,63,0.47163515016685204,1.0677697725910904,,,,,,,,,
NQ,GLOBEX,B1,1h,S-B_q0.90,M6_PARK,1799,0.5682250159560472,-1.351596096506928,2.3140914842291793,28,63,0.4899888765294772,30.87349281306407,,,,,,,,,
NQ,GLOBEX,B1,1h,S-B_q0.90,M6_GK,1799,0.5748711026974405,-1.2235673685604227,2.205189009115529,28,63,0.4877641824249166,79.0462537856644,,,,,,,,,
NQ,GLOBEX,B1,30min,S-B_q0.80,M1_EWMA,16616,0.4142375701116448,-1.363223590739929,0.5034976320673339,263,63,0.4536864279265724,1.640000427505247,,,,,,,,,
NQ,GLOBEX,B1,30min,S-B_q0.80,M2_HAR,16616,0.5681920104983511,-0.30159841452448055,1.6564171689632852,263,63,0.43003310261811617,0.7840360184081326,,,,,,,,,
NQ,GLOBEX,B1,30min,S-B_q0.80,M3_HARJ,16616,0.5641832468184592,-0.3057488155182351,1.5973115597107554,263,63,0.4303942220884743,0.7917032607210619,,,,,,,,,
NQ,GLOBEX,B1,30min,S-B_q0.80,M4_HARQ,16616,0.5515803031080819,-0.36530994913308956,1.5731983761493293,263,63,0.4308155281372254,1.0042669801668525,,,,,,,,,
NQ,GLOBEX,B1,30min,S-B_q0.80,M6_PARK,16616,0.5117946837637029,-1.100427045071032,1.656624297556621,263,63,0.46783027384893167,2.0163650539405924,,,,,,,,,
NQ,GLOBEX,B1,30min,S-B_q0.80,M6_GK,16616,0.5187710300891003,-0.9290652227033744,1.6529271387477742,263,63,0.4658441167619621,1.8410501317555055,,,,,,,,,
NQ,GLOBEX,B1,30min,S-B_q0.90,M1_EWMA,8308,0.39112940915161154,-2.941698747977457,0.3712476597086788,131,63,0.4510653665583243,2.3168290120698845,,,,,,,,,
NQ,GLOBEX,B1,30min,S-B_q0.90,M2_HAR,8308,0.49469192869921996,-1.35223605188582,1.2305264663780267,131,63,0.436138196701577,1.2088888567990437,,,,,,,,,
NQ,GLOBEX,B1,30min,S-B_q0.90,M3_HARJ,8308,0.48957626061042525,-1.3605770082949618,1.1760479538577873,131,63,0.436138196701577,1.2221612105411932,,,,,,,,,
NQ,GLOBEX,B1,30min,S-B_q0.90,M4_HARQ,8308,0.46309836787092484,-1.4011003324433977,1.1188509364610133,131,63,0.4367400987119297,1.585398869900412,,,,,,,,,
NQ,GLOBEX,B1,30min,S-B_q0.90,M6_PARK,8308,0.4128003868202611,-2.267437077429409,1.1648834153858731,131,63,0.4620199831467437,3.0924238876446664,,,,,,,,,
NQ,GLOBEX,B1,30min,S-B_q0.90,M6_GK,8308,0.42077044441834904,-2.0474508225891466,1.144444716100287,131,63,0.46406644998194296,2.8733462249193615,,,,,,,,,
ES,RTH,B0,1day,S-A,M1_EWMA,1401,0.7192041478735158,0.43840140948831996,2.2943795012854378,22,63,0.5021428571428571,0.30100796071902153,0.9115033560507677,0.7533088115059072,0.4809652170539046,0.9948439727147731,0.7210654668377344,0.44067353425481515,0.9919787732169962,0.7221060670907056,0.44194636147967176
ES,RTH,B0,1day,S-A,M2_HAR,1401,0.8342518445148247,0.6779550896384614,3.4809641571408827,22,63,0.35642857142857143,0.17115634814621614,0.9115033560507677,0.8738120703922816,0.7437768441970515,0.9948439727147731,0.8364109098980278,0.6814687611650582,0.9919787732169962,0.8376179700672587,0.6834370935578056
ES,RTH,B0,1day,S-A,M3_HARJ,1401,0.8155293233743431,0.6483362755957118,3.2429710774010148,22,63,0.38357142857142856,0.1920767530341356,0.9115033560507677,0.8542017272227775,0.7112823790410725,0.9948439727147731,0.8176399343878659,0.6516964402231878,0.9919787732169962,0.8188199053637255,0.653578779204268
ES,RTH,B0,1day,S-A,M4_HARQ,1401,0.8016908143180368,0.624941741520837,3.1106823004336333,22,63,0.35428571428571426,0.36609020179328583,0.9115033560507677,0.839706996010447,0.6856165008854118,0.9948439727147731,0.8037656109116633,0.628180658134229,0.9919787732169962,0.8049255592610305,0.6299950748886947
ES,RTH,B0,1day,S-A,M5_RGARCH,1401,0.8312417872581033,0.6676149426033927,3.6693861422335265,22,63,0.345,0.23568485498972416,0.9115033560507677,0.8706592762081408,0.7324327860908159,0.9948439727147731,0.8333930625351565,0.6710750237362109,0.9919787732169962,0.8345957675204635,0.6730133351929611
ES,RTH,B0,1day,S-A,M6_PARK,1401,0.7733496112571301,0.3949729556249507,3.2804646913885596,22,63,0.4757142857142857,0.4637886580929051,0.9115033560507677,0.8100218529845283,0.4333203525834874,0.9948439727147731,0.7753510600831137,0.3970200015859085,0.9919787732169962,0.7764700021852813,0.39816674135480723
ES,RTH,B0,1day,S-A,M6_GK,1401,0.7770172929505352,0.44208553709615805,3.2214856471821545,22,63,0.44571428571428573,0.4189536185434794,0.9115033560507677,0.8138634561588289,0.48500703169274495,0.9948439727147731,0.7790282338317452,0.4443767557738486,0.9919787732169962,0.7801524826197951,0.4456602792643139
ES,RTH,B0,1day,S-B_q0.80,M1_EWMA,280,0.4089652958979203,-0.6643642734119182,7.695581027973737,4,63,0.5053763440860215,0.5540001469534276,0.9115033560507677,0.4283584319013196,-0.7288665137673013,0.9948439727147731,0.41002370867711907,-0.6678075071400115,0.9919787732169962,0.4106154313355966,-0.6697363808072009
ES,RTH,B0,1day,S-B_q0.80,M2_HAR,280,0.7055187679798768,-0.1656684446293042,3.759141549457738,4,63,0.46236559139784944,0.3140930789516701,0.9115033560507677,0.7389744708417637,-0.18175297274503618,0.9948439727147731,0.7073446688264388,-0.16652706270835718,0.9919787732169962,0.7083654680120475,-0.16700805410587558
ES,RTH,B0,1day,S-B_q0.80,M3_HARJ,280,0.6948498144956469,-0.2495587098992771,3.9300092062170164,4,63,0.4444444444444444,0.34766200023694477,0.9115033560507677,0.7277995955396951,-0.2737880318735519,0.9948439727147731,0.696648103814234,-0.25085211022414955,0.9919787732169962,0.6976534663317876,-0.25157666336947504
ES,RTH,B0,1day,S-B_q0.80,M4_HARQ,280,0.5868190903446273,-0.6665518187533732,2.462761028234767,4,63,0.4731182795698925,1.2028518950780425,0.9115033560507677,0.6146460540077862,-0.7312664449655065,0.9948439727147731,0.5883377933507953,-0.6700063899813936,0.9919787732169962,0.5891868486512498,-0.6719416148308693
ES,RTH,B0,1day,S-B_q0.80,M5_RGARCH,280,0.6615050328515005,-0.742948920103415,4.161458557911412,4,63,0.45161290322580644,0.5351163894576181,0.9115033560507677,0.6928736042136642,-0.8150808388927481,0.9948439727147731,0.6632170250114638,-0.7467994383843166,0.9919787732169962,0.6641741417168697,-0.7489564697982648
ES,RTH,B0,1day,S-B_q0.80,M6_PARK,280,0.6051448070727331,-0.9020545746464177,2.7618678701965607,4,63,0.5555555555555556,0.6160633306199651,0.9115033560507677,0.6338407762980574,-0.9896338490235643,0.9948439727147731,0.6067109375084838,-0.9067296977081264,0.9919787732169962,0.6075865078749589,-0.9093486665254403
ES,RTH,B0,1day,S-B_q0.80,M6_GK,280,0.611611026662407,-0.892915214420696,2.9878844717795654,4,63,0.5125448028673835,0.6233510050959445,0.9115033560507677,0.6406136240471085,-0.9796071605149017,0.9948439727147731,0.6131938918419501,-0.8975429704660827,0.9919787732169962,0.6140788180356415,-0.9001354046366978
ES,RTH,B0,1day,S-C_q0.80,M1_EWMA,280,0.45377864820617314,0.18338028407752704,2.6176056767589655,4,63,0.5304659498207885,0.3796308561743566,0.9115033560507677,0.4752968335592344,0.20118443103934483,0.9948439727147731,0.45495303910194446,0.18433069818688355,0.9919787732169962,0.4556096011886794,0.18486311303096042
ES,RTH,B0,1day,S-C_q0.80,M2_HAR,280,0.6976010128377603,0.4546678826250896,2.17014565263623,4,63,0.43727598566308246,0.18010462178461084,0.9115033560507677,0.7306812557184389,0.498810980351197,0.9948439727147731,0.6994064223289211,0.4570243124500944,0.9919787732169962,0.700415765493276,0.4583443667353864
ES,RTH,B0,1day,S-C_q0.80,M3_HARJ,280,0.6912552380086869,0.4357951599035289,2.4593117564664526,4,63,0.4229390681003584,0.1912340333355078,0.9115033560507677,0.7240345642210282,0.478105930176363,0.9948439727147731,0.6930442244702156,0.43805377713081206,0.9919787732169962,0.6940443860761606,0.43931903753367746
ES,RTH,B0,1day,S-C_q0.80,M4_HARQ,280,0.5268749421471417,0.1327479911067666,1.5701300063274684,4,63,0.4551971326164875,1.0584835970479454,0.9115033560507677,0.5518593540577138,0.14563631633998392,0.9948439727147731,0.5282385081450433,0.13343599071572818,0.9919787732169962,0.5290008316100893,0.1338214029280724
ES,RTH,B0,1day,S-C_q0.80,M5_RGARCH,280,0.6846002453614773,0.4476808870313018,2.1417298428052893,4,63,0.4121863799283154,0.24191163636391486,0.9115033560507677,0.7170639917952812,0.4911456266830986,0.9948439727147731,0.6863720085296511,0.45000110500710067,0.9919787732169962,0.6873625411769022,0.45130087368650906
ES,RTH,B0,1day,S-C_q0.80,M6_PARK,280,0.629463859455829,0.25303529892095067,2.508979247872034,4,63,0.5591397849462365,0.2823020775295806,0.9115033560507677,0.65931303824458,0.27760215828196844,0.9948439727147731,0.6310929282290828,0.25434671753647664,0.9919787732169962,0.6320036852837002,0.25508136439286383
ES,RTH,B0,1day,S-C_q0.80,M6_GK,280,0.6248268485778588,0.2741817838984403,2.1860456982345116,4,63,0.5197132616487455,0.271297331365839,0.9115033560507677,0.6544561402918196,0.30080172725460513,0.9948439727147731,0.6264439166468481,0.27560279945230126,0.9919787732169962,0.6273479645150586,0.2763988416901969
ES,RTH,B0,1day,S-B_q0.90,M1_EWMA,140,0.36324601073924717,-1.2544786885515058,,2,63,0.49640287769784175,0.7814386893592367,0.9115033560507677,0.38047113805351396,-1.3762743496488405,0.9948439727147731,0.3641861008241901,-1.2609803375781936,0.9919787732169962,0.364711673280611,-1.2646225125193153
ES,RTH,B0,1day,S-B_q0.90,M2_HAR,140,0.7069669236505565,-0.4309711938797558,,2,63,0.4244604316546763,0.3888908235656555,0.9115033560507677,0.7404912980602673,-0.47281361173150976,0.9948439727147731,0.7087965723615056,-0.4332048096986536,0.9919787732169962,0.7098194668508772,-0.43445606450036456
ES,RTH,B0,1day,S-B_q0.90,M3_HARJ,140,0.6869202496949065,-0.48836298511195153,,2,63,0.4028776978417266,0.41458877044996756,0.9115033560507677,0.7194940107436861,-0.5357774953543356,0.9948439727147731,0.6886980170943902,-0.49089404821872273,0.9919787732169962,0.6896919065035613,-0.49231193075652807
ES,RTH,B0,1day,S-B_q0.90,M4_HARQ,140,0.5563441053113398,-1.231648607376108,,2,63,0.4316546762589928,2.103331418513938,0.9115033560507677,0.5827259450596332,-1.3512277263711021,0.9948439727147731,0.557783938266849,-1.238031933806798,0.9919787732169962,0.5585888999991162,-1.24160782531854
ES,RTH,B0,1day,S-B_q0.90,M5_RGARCH,140,0.6668638137426566,-1.1224545944947293,,2,63,0.4172661870503597,0.6534210018074401,0.9115033560507677,0.6984864985165864,-1.2314322125570016,0.9948439727147731,0.6685896745663745,-1.1282719956896625,0.9919787732169962,0.6695545447709328,-1.1315308601358463
ES,RTH,B0,1day,S-B_q0.90,M6_PARK,140,0.6032756711902252,-0.7797715125248532,,2,63,0.5467625899280576,0.5801882176531937,0.9115033560507677,0.6318830059843595,-0.8554784876528996,0.9948439727147731,0.6048369642538959,-0.7838128730849915,0.9919787732169962,0.6057098302098389,-0.7860768129100657
ES,RTH,B0,1day,S-B_q0.90,M6_GK,140,0.6046033303540621,-0.711076473371334,,2,63,0.5107913669064749,0.5243597301087832,0.9115033560507677,0.6332736227511733,-0.780113938858311,0.9948439727147731,0.6061680594340391,-0.7147618047390063,0.9919787732169962,0.6070428463500681,-0.7168262996851298
ES,RTH,B0,1day,S-C_q0.90,M1_EWMA,140,0.41790658201705627,0.11432690736251117,,2,63,0.5251798561151079,0.5375331328890744,0.9115033560507677,0.4377237138447785,0.12542675416780752,0.9948439727147731,0.4189881350763372,0.11491943510551808,0.9919787732169962,0.41959279467994354,0.11525136469578674
ES,RTH,B0,1day,S-C_q0.90,M2_HAR,140,0.7425151683052644,0.4975731554279331,,2,63,0.48201438848920863,0.1720834188695275,0.9115033560507677,0.7777252406218288,0.5458818688103875,0.9948439727147731,0.744436816794185,0.5001519525419992,0.9919787732169962,0.7455111452366139,0.5015965753120895
ES,RTH,B0,1day,S-C_q0.90,M3_HARJ,140,0.7461093566400591,0.49126890914866717,,2,63,0.4748201438848921,0.18157673228601423,0.9115033560507677,0.781489865382153,0.5389655516762629,0.9948439727147731,0.7480403069814903,0.49381503293232143,0.9919787732169962,0.7491198357739192,0.49524135234817335
ES,RTH,B0,1day,S-C_q0.90,M4_HARQ,140,0.47573698601408226,-0.03562018503071873,,2,63,0.5107913669064749,1.9210622190427378,0.9115033560507677,0.49829643583576405,-0.03907850124112412,0.9948439727147731,0.4769682056568866,-0.03580479553343107,0.9919787732169962,0.4776565387671136,-0.03590821295016439
ES,RTH,B0,1day,S-C_q0.90,M5_RGARCH,140,0.7191116164934526,0.48500219140333023,,2,63,0.4748201438848921,0.24895947058325163,0.9115033560507677,0.7532118922874231,0.5320904066713247,0.9948439727147731,0.7209726959840628,0.48751583635757006,0.9919787732169962,0.722013162355468,0.4889239613771812
ES,RTH,B0,1day,S-C_q0.90,M6_PARK,140,0.7015924830855719,0.4004741296483355,,2,63,0.5971223021582733,0.21555574691562993,0.9115033560507677,0.7348620015017194,0.4393556282485376,0.9948439727147731,0.7034082226051249,0.40254968681722464,0.9919787732169962,0.7044233409377153,0.4037123983506162
ES,RTH,B0,1day,S-C_q0.90,M6_GK,140,0.6953991278696091,0.39304934075458664,,2,63,0.5899280575539568,0.21382134709672362,0.9115033560507677,0.7283749573560963,0.43120997651345466,0.9948439727147731,0.697198838825437,0.39508641710118286,0.9919787732169962,0.6982049961321163,0.39622757196701297
ES,RTH,B0,1h,S-A,M1_EWMA,10906,0.7707014496706104,0.5666706473623528,1.2893380795068086,173,63,0.4807886290692343,0.34513515908408093,0.930985664293965,0.7987570035279048,0.6086781666956181,0.9763629103264524,0.7799747422487903,0.580389362775859,0.7627026364969165,0.8824874787073297,0.7429771712407655
ES,RTH,B0,1h,S-A,M2_HAR,10906,0.8347784620564269,0.6504318651556371,3.4449529487215558,173,63,0.46886749197615774,0.249757519443894,0.930985664293965,0.8651665872002723,0.6986486367101125,0.9763629103264524,0.8448227469347294,0.6661783833412533,0.7627026364969165,0.9558585111967913,0.8527987632808802
