root,geom,btag,horizon,scheme,model,n,ic_pearson_log,r2_oos,ic_ir,ic_ir_n_blocks,ic_ir_block_len_windows,hit_rate,qlike_mean,lam_E2,ic_corrected_E2,r2_corrected_E2,lam_E4,ic_corrected_E4,r2_corrected_E4,lam_INT,ic_corrected_INT,r2_corrected_INT
ES,GLOBEX,B0,1day,S-C_q0.80,M1_EWMA,291,0.4979058673877393,0.10566712318810934,1.9559658940028897,4,63,0.5758620689655173,0.41788840142678263,0.8460494955211045,0.5413141237388076,0.12489472985623155,0.9980149611159255,0.49840078558733547,0.10587729373311014,0.9932567898516397,0.4995931474108871,0.10638449620253045
ES,GLOBEX,B0,1day,S-C_q0.80,M2_HAR,291,0.7232245279045781,0.5046488266415062,2.934834890296083,4,63,0.43103448275862066,0.1807136705663044,0.8460494955211045,0.786276437437941,0.5964767183398407,0.9980149611159255,0.7239434127474748,0.5056525666481348,0.9932567898516397,0.7256753572241563,0.508074882344257
ES,GLOBEX,B0,1day,S-C_q0.80,M3_HARJ,291,0.6449375394141443,0.3335639590285402,2.142940872689401,4,63,0.44482758620689655,0.4063266885049442,0.8460494955211045,0.7011642599149395,0.39426057316314483,0.9980149611159255,0.6455786070270517,0.3342274134403429,0.9932567898516397,0.6471230734632625,0.335828521321625
ES,GLOBEX,B0,1day,S-C_q0.80,M4_HARQ,291,0.5276081978209214,0.12949234705424917,4.058173324352556,4,63,0.46551724137931033,1.4469042491152937,0.8460494955211045,0.5736059524248063,0.1530552854647013,0.9980149611159255,0.5281326401230932,0.12974990566219363,0.9932567898516397,0.5293961317067035,0.1303714692688797
ES,GLOBEX,B0,1day,S-C_q0.80,M5_RGARCH,291,0.7293767091638849,0.4561689076708636,3.00735431321332,4,63,0.46206896551724136,0.17349337058001868,0.8460494955211045,0.7929649760264419,0.539175202025145,0.9980149611159255,0.7301017092720794,0.45707622174401136,0.9932567898516397,0.7318483867064255,0.45926583370147456
ES,GLOBEX,B0,1day,S-C_q0.80,M6_PARK,291,0.6521518380343301,0.27973027050952226,2.696267914670091,4,63,0.5758620689655173,0.30890374715637825,0.8460494955211045,0.709007513011081,0.3306310942685793,0.9980149611159255,0.6528000766566959,0.28028665040927164,0.9932567898516397,0.6543618195598492,0.2816293564439714
ES,GLOBEX,B0,1day,S-C_q0.80,M6_GK,291,0.6209240796833728,0.2679938967588583,2.4771540330441146,4,63,0.5482758620689655,0.28906325635736546,0.8460494955211045,0.6750572670805348,0.3167591236418074,0.9980149611159255,0.6215412779285253,0.2685269331626074,0.9932567898516397,0.6230282380477596,0.26981330457241365
ES,GLOBEX,B0,1day,S-B_q0.90,M1_EWMA,146,0.4700419192909958,-1.5003984916616386,,2,63,0.5724137931034483,0.8784151376618563,0.8460494955211045,0.5110209505994229,-1.773416921355769,0.9980149611159255,0.47050914073919997,-1.5033827649076277,0.9932567898516397,0.47163477527524583,-1.510584681616674
ES,GLOBEX,B0,1day,S-B_q0.90,M2_HAR,146,0.7186242463118304,-0.37241432894579285,,2,63,0.43448275862068964,0.4637663563088845,0.8460494955211045,0.7812750956935771,-0.44018030968319755,0.9980149611159255,0.7193385584769728,-0.37315505624222267,0.9932567898516397,0.7210594864131634,-0.3749426460013623
ES,GLOBEX,B0,1day,S-B_q0.90,M3_HARJ,146,0.7311165548502258,-0.37810493065358664,,2,63,0.47586206896551725,0.4601076278646905,0.8460494955211045,0.7948565043349624,-0.44690639573125884,0.9980149611159255,0.7318432843642197,-0.3788569764834091,0.9932567898516397,0.73359412830013,-0.3806718811457239
