geom,H,sigma_w,M,implied_rq_rv2,sd_log_within_window_var,seed
GLOBEX,0.3,0.22591865001472328,276,1.0097240163218226,0.10794487625477701,1739877788
GLOBEX,0.3,0.26591479484724945,276,1.0141901276540273,0.12705520160566686,1739877788
GLOBEX,0.3,0.3129917698872869,276,1.0204035622376333,0.14954877725696827,1739877788
GLOBEX,0.3,0.36840314986403866,276,1.0290480806205649,0.17602456645944045,1739877788
GLOBEX,0.3,0.43362443964140174,276,1.0410779748604082,0.2071875716107885,1739877788
GLOBEX,0.3,0.51039236424475,276,1.057828053790405,0.24386760719485573,1739877788
GLOBEX,0.3,0.6007511147083267,276,1.0811704711626118,0.2870413962410075,1739877788
GLOBEX,0.3,0.7071067811865475,276,1.1137390955991737,0.33785857869246816,1739877788
GLOBEX,0.3,0.8322914227845536,276,1.1592502327181622,0.3976723242394371,1739877788
GLOBEX,0.3,0.9796384801717631,276,1.22295711727224,0.46807536478138134,1739877788
GLOBEX,0.3,1.153071539079968,276,1.3122810445339173,0.5509424059978261,1739877788
GLOBEX,0.3,1.357208808297453,276,1.437659240975813,0.6484800473710967,1739877788
GLOBEX,0.3,1.597486094219211,276,1.6136407195241056,0.7632855399409554,1739877788
GLOBEX,0.3,1.880301546543196,276,1.8602697147672627,0.8984159464039092,1739877788
GLOBEX,0.3,2.2131860294287993,276,2.2048372679420494,1.0574695451655878,1739877788
GLOBEX,0.3,2.6050036547934554,276,2.6840438079497524,1.244681645988924,1739877788
GLOBEX,0.3,3.0661878175865187,276,3.346336274935242,1.4650373686356193,1739877788
GLOBEX,0.3,3.6090190182329693,276,4.253955213172035,1.7244043875921966,1739877788
GLOBEX,0.3,4.247951870156351,276,5.4839839438820785,2.029689177632711,1739877788
GLOBEX,0.3,4.999999999999999,276,7.125228769191775,2.38902092075493,1739877788
GLOBEX,0.45,0.10000000000000002,276,1.0000546566511586,0.04062068686502296,1739877788
GLOBEX,0.45,0.11770378179487162,276,1.000718130294079,0.047812084631184686,1739877788
GLOBEX,0.45,0.1385418024881474,276,1.0016434576557396,0.056276631765868924,1739877788
GLOBEX,0.45,0.163068940895331,276,1.0029324868946308,0.06623972385520176,1739877788
GLOBEX,0.45,0.19193831036664843,276,1.0047263574499286,0.07796666002805214,1739877788
GLOBEX,0.45,0.22591865001472328,276,1.0072205512738677,0.09176970739216785,1739877788
GLOBEX,0.45,0.26591479484724945,276,1.0106856521471257,0.10801641614266938,1739877788
GLOBEX,0.45,0.3129917698872869,276,1.0154959374226329,0.12713940675920798,1739877788
GLOBEX,0.45,0.36840314986403866,276,1.0221686836526744,0.14964788990715236,1739877788
GLOBEX,0.45,0.43362443964140174,276,1.031418058309964,0.17614122579694425,1739877788
GLOBEX,0.45,0.51039236424475,276,1.044228713700163,0.20732488406284724,1739877788
GLOBEX,0.45,0.6007511147083267,276,1.0619556244593924,0.24402922914380418,1739877788
GLOBEX,0.45,0.7071067811865475,276,1.086457997134955,0.2872316313871305,1739877788
GLOBEX,0.45,0.8322914227845536,276,1.120275371084234,0.3380824926537578,1739877788
GLOBEX,0.45,0.9796384801717631,276,1.166851599707139,0.39793587943984193,1739877788
GLOBEX,0.45,1.153071539079968,276,1.2308049600239412,0.4683855792193745,1739877788
GLOBEX,0.45,1.357208808297453,276,1.31823015427325,0.551307540123018,1739877788
GLOBEX,0.45,1.597486094219211,276,1.4370100578915492,0.6489098240450712,1739877788
GLOBEX,0.45,1.880301546543196,276,1.597135981782788,0.7637914033394954,1739877788
GLOBEX,0.45,2.2131860294287993,276,1.8110957075385323,0.899011366754707,1739877788
GLOBEX,0.45,2.6050036547934554,276,2.094415871997676,1.058170377436053,1739877788
