symbol,value,artifact,location,session,note,superseded
arm_bsd[A4/RTH_1h],0.0738232062768562,artifacts/s05e-positive-control/phase2_arm_summary.csv,"arm=A4,grid=RTH_1h, col=b_sd",S05E,,False
arm_recovery_err[A4/RTH_1h],0.0140543589058708,artifacts/s05e-positive-control/phase2_arm_summary.csv,"arm=A4,grid=RTH_1h, col=recovery_error_mean",S05E,,False
arm_b[A4/RTH_30min],-1.1863065102513422,artifacts/s05e-positive-control/phase2_arm_summary.csv,"arm=A4,grid=RTH_30min, col=b_mean",S05E,,False
arm_bsd[A4/RTH_30min],0.0441860908633989,artifacts/s05e-positive-control/phase2_arm_summary.csv,"arm=A4,grid=RTH_30min, col=b_sd",S05E,,False
arm_recovery_err[A4/RTH_30min],0.0081178508717891,artifacts/s05e-positive-control/phase2_arm_summary.csv,"arm=A4,grid=RTH_30min, col=recovery_error_mean",S05E,,False
trigamma_ref_fit[RTH_1day],-1.144373249661363,artifacts/s05e-positive-control/phase1_trigamma_reference.csv,"grid=RTH_1day, col=free_b",S05E,,False
trigamma_ref_rmse[RTH_1day],0.0017694365302516,artifacts/s05e-positive-control/phase1_trigamma_reference.csv,"grid=RTH_1day, col=free_rmse",S05E,,False
trigamma_ref_fit[RTH_1h],-1.20971277863279,artifacts/s05e-positive-control/phase1_trigamma_reference.csv,"grid=RTH_1h, col=free_b",S05E,,False
trigamma_ref_rmse[RTH_1h],0.002377886242447,artifacts/s05e-positive-control/phase1_trigamma_reference.csv,"grid=RTH_1h, col=free_rmse",S05E,,False
trigamma_ref_fit[RTH_30min],-1.1971005917687416,artifacts/s05e-positive-control/phase1_trigamma_reference.csv,"grid=RTH_30min, col=free_b",S05E,,False
trigamma_ref_rmse[RTH_30min],0.0008901771358731,artifacts/s05e-positive-control/phase1_trigamma_reference.csv,"grid=RTH_30min, col=free_rmse",S05E,,False
trigamma_ref_fit[GLOBEX_1day],-1.1385774213013309,artifacts/s05e-positive-control/phase1_trigamma_reference.csv,"grid=GLOBEX_1day, col=free_b",S05E,,False
trigamma_ref_rmse[GLOBEX_1day],0.0019698456832375,artifacts/s05e-positive-control/phase1_trigamma_reference.csv,"grid=GLOBEX_1day, col=free_rmse",S05E,,False
A5_b[GLOBEX/gaussian],-1.209101296962224,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=GLOBEX, df=gaussian, subarm=signal, col=b_mean",S10,,False
A5_bsd[GLOBEX/gaussian],0.0848160446177977,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=GLOBEX, df=gaussian, subarm=signal, col=b_sd",S10,,False
A5_b[GLOBEX/nu10],-1.183380670348424,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=GLOBEX, df=nu10, subarm=signal, col=b_mean",S10,,False
A5_bsd[GLOBEX/nu10],0.0748209072554466,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=GLOBEX, df=nu10, subarm=signal, col=b_sd",S10,,False
A5_b[GLOBEX/nu2.95],-1.1420237639432105,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=GLOBEX, df=nu2.95, subarm=signal, col=b_mean",S10,,False
A5_bsd[GLOBEX/nu2.95],0.1697758527616436,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=GLOBEX, df=nu2.95, subarm=signal, col=b_sd",S10,,False
A5_b[GLOBEX/nu3],-1.2201559917100564,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=GLOBEX, df=nu3, subarm=signal, col=b_mean",S10,,False
A5_bsd[GLOBEX/nu3],0.0690971391243903,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=GLOBEX, df=nu3, subarm=signal, col=b_sd",S10,,False
A5_b[GLOBEX/nu3.67],-1.098016465870683,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=GLOBEX, df=nu3.67, subarm=signal, col=b_mean",S10,,False
A5_bsd[GLOBEX/nu3.67],0.1080070191312664,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=GLOBEX, df=nu3.67, subarm=signal, col=b_sd",S10,,False
A5_b[GLOBEX/nu4],-1.122041740087141,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=GLOBEX, df=nu4, subarm=signal, col=b_mean",S10,,False
A5_bsd[GLOBEX/nu4],0.0673019137025973,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=GLOBEX, df=nu4, subarm=signal, col=b_sd",S10,,False
A5_b[GLOBEX/nu6],-1.1668213754753456,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=GLOBEX, df=nu6, subarm=signal, col=b_mean",S10,,False
A5_bsd[GLOBEX/nu6],0.1310641169743566,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=GLOBEX, df=nu6, subarm=signal, col=b_sd",S10,,False
A5_b[RTH/gaussian],-1.1847448602355533,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=RTH, df=gaussian, subarm=signal, col=b_mean",S10,,False
A5_bsd[RTH/gaussian],0.1212304410176092,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=RTH, df=gaussian, subarm=signal, col=b_sd",S10,,False
A5_b[RTH/nu10],-1.1555325187515693,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=RTH, df=nu10, subarm=signal, col=b_mean",S10,,False
A5_bsd[RTH/nu10],0.08217413003607,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=RTH, df=nu10, subarm=signal, col=b_sd",S10,,False
A5_b[RTH/nu2.95],-1.0884515554326373,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=RTH, df=nu2.95, subarm=signal, col=b_mean",S10,,False
A5_bsd[RTH/nu2.95],0.1144873005240543,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=RTH, df=nu2.95, subarm=signal, col=b_sd",S10,,False
A5_b[RTH/nu3],-1.157828922022426,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=RTH, df=nu3, subarm=signal, col=b_mean",S10,,False
A5_bsd[RTH/nu3],0.1238979331756417,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=RTH, df=nu3, subarm=signal, col=b_sd",S10,,False
A5_b[RTH/nu3.67],-1.2305832728842876,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=RTH, df=nu3.67, subarm=signal, col=b_mean",S10,,False
A5_bsd[RTH/nu3.67],0.0883766971368616,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=RTH, df=nu3.67, subarm=signal, col=b_sd",S10,,False
A5_b[RTH/nu4],-1.1193755392922786,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=RTH, df=nu4, subarm=signal, col=b_mean",S10,,False
A5_bsd[RTH/nu4],0.1066234546683884,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=RTH, df=nu4, subarm=signal, col=b_sd",S10,,False
A5_b[RTH/nu6],-1.120701020509134,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=RTH, df=nu6, subarm=signal, col=b_mean",S10,,False
A5_bsd[RTH/nu6],0.0658159126526678,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=RTH, df=nu6, subarm=signal, col=b_sd",S10,,False
A5ref_b[GLOBEX/gaussian],-1.1119921361504352,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=GLOBEX, df=gaussian, subarm=reference, col=b_mean",S10,,False
A5ref_b[GLOBEX/nu10],-1.0899259001791877,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=GLOBEX, df=nu10, subarm=reference, col=b_mean",S10,,False
A5ref_b[GLOBEX/nu2.95],-1.137868733654059,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=GLOBEX, df=nu2.95, subarm=reference, col=b_mean",S10,,False
A5ref_b[GLOBEX/nu3],-1.1771755873821903,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=GLOBEX, df=nu3, subarm=reference, col=b_mean",S10,,False
A5ref_b[GLOBEX/nu3.67],-1.1257724914711609,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=GLOBEX, df=nu3.67, subarm=reference, col=b_mean",S10,,False
A5ref_b[GLOBEX/nu4],-1.1337667717749318,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=GLOBEX, df=nu4, subarm=reference, col=b_mean",S10,,False
A5ref_b[GLOBEX/nu6],-1.120038807609865,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=GLOBEX, df=nu6, subarm=reference, col=b_mean",S10,,False
A5ref_b[RTH/gaussian],-1.1186461980474989,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=RTH, df=gaussian, subarm=reference, col=b_mean",S10,,False
A5ref_b[RTH/nu10],-1.152591200247835,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=RTH, df=nu10, subarm=reference, col=b_mean",S10,,False
A5ref_b[RTH/nu2.95],-1.1536538493753956,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=RTH, df=nu2.95, subarm=reference, col=b_mean",S10,,False
A5ref_b[RTH/nu3],-1.1172298060983137,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=RTH, df=nu3, subarm=reference, col=b_mean",S10,,False
A5ref_b[RTH/nu3.67],-1.167982133941475,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=RTH, df=nu3.67, subarm=reference, col=b_mean",S10,,False
A5ref_b[RTH/nu4],-1.1616290000537968,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=RTH, df=nu4, subarm=reference, col=b_mean",S10,,False
A5ref_b[RTH/nu6],-1.1242358770072092,artifacts/s10-exponent-audit/phase4_a5_agg.csv,"geom=RTH, df=nu6, subarm=reference, col=b_mean",S10,,False
A6_b[ES/GLOBEX/H0.05],-0.8976350226377828,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=ES,geom=GLOBEX,H=0.05, col=b_mean",S11,,False
A6_sigmaw[ES/GLOBEX/H0.05],2.3032048768699176,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=ES,geom=GLOBEX,H=0.05, col=sigma_w",S11,,False
A6_b[ES/GLOBEX/H0.10],-0.9263427024121788,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=ES,geom=GLOBEX,H=0.1, col=b_mean",S11,,False
A6_sigmaw[ES/GLOBEX/H0.10],2.2799829635322095,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=ES,geom=GLOBEX,H=0.1, col=sigma_w",S11,,False
A6_b[ES/GLOBEX/H0.20],-0.8495478547570567,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=ES,geom=GLOBEX,H=0.2, col=b_mean",S11,,False
A6_sigmaw[ES/GLOBEX/H0.20],2.6065675798952577,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=ES,geom=GLOBEX,H=0.2, col=sigma_w",S11,,False
A6_b[ES/GLOBEX/H0.30],-0.8916006805861295,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=ES,geom=GLOBEX,H=0.3, col=b_mean",S11,,False
A6_sigmaw[ES/GLOBEX/H0.30],2.9202926112115386,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=ES,geom=GLOBEX,H=0.3, col=sigma_w",S11,,False
A6_b[ES/GLOBEX/H0.45],-0.9012595053423238,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=ES,geom=GLOBEX,H=0.45, col=b_mean",S11,,False
A6_sigmaw[ES/GLOBEX/H0.45],3.602184229880572,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=ES,geom=GLOBEX,H=0.45, col=sigma_w",S11,,False
A6_b[ES/GLOBEX/H0.50],-0.8586133269384251,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=ES,geom=GLOBEX,H=0.5, col=b_mean",S11,,False
A6_sigmaw[ES/GLOBEX/H0.50],3.980572263628244,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=ES,geom=GLOBEX,H=0.5, col=sigma_w",S11,,False
A6_b[ES/RTH/H0.05],-1.039610649804622,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=ES,geom=RTH,H=0.05, col=b_mean",S11,,False
A6_sigmaw[ES/RTH/H0.05],1.650273784607649,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=ES,geom=RTH,H=0.05, col=sigma_w",S11,,False
A6_b[ES/RTH/H0.10],-1.0004382202153288,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=ES,geom=RTH,H=0.1, col=b_mean",S11,,False
A6_sigmaw[ES/RTH/H0.10],1.495183198481798,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=ES,geom=RTH,H=0.1, col=sigma_w",S11,,False
A6_b[ES/RTH/H0.20],-1.041990805479458,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=ES,geom=RTH,H=0.2, col=b_mean",S11,,False
A6_sigmaw[ES/RTH/H0.20],1.6030905067622665,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=ES,geom=RTH,H=0.2, col=sigma_w",S11,,False
A6_b[ES/RTH/H0.30],-0.9528999559464394,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=ES,geom=RTH,H=0.3, col=b_mean",S11,,False
A6_sigmaw[ES/RTH/H0.30],1.696414750963449,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=ES,geom=RTH,H=0.3, col=sigma_w",S11,,False
A6_b[ES/RTH/H0.45],-1.0153743202284715,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=ES,geom=RTH,H=0.45, col=b_mean",S11,,False
A6_sigmaw[ES/RTH/H0.45],1.881388389617205,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=ES,geom=RTH,H=0.45, col=sigma_w",S11,,False
A6_b[ES/RTH/H0.50],-1.044403684181973,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=ES,geom=RTH,H=0.5, col=b_mean",S11,,False
A6_sigmaw[ES/RTH/H0.50],1.9641432735025883,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=ES,geom=RTH,H=0.5, col=sigma_w",S11,,False
A6_b[NQ/GLOBEX/H0.05],-0.9362920838858146,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=NQ,geom=GLOBEX,H=0.05, col=b_mean",S11,,False
A6_sigmaw[NQ/GLOBEX/H0.05],2.5903979854285715,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=NQ,geom=GLOBEX,H=0.05, col=sigma_w",S11,,False
A6_b[NQ/GLOBEX/H0.10],-0.8597905022885122,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=NQ,geom=GLOBEX,H=0.1, col=b_mean",S11,,False
A6_sigmaw[NQ/GLOBEX/H0.10],2.5517459287941455,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=NQ,geom=GLOBEX,H=0.1, col=sigma_w",S11,,False
A6_b[NQ/GLOBEX/H0.20],-0.8207068800696549,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=NQ,geom=GLOBEX,H=0.2, col=b_mean",S11,,False
A6_sigmaw[NQ/GLOBEX/H0.20],2.88187941017747,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=NQ,geom=GLOBEX,H=0.2, col=sigma_w",S11,,False
A6_b[NQ/GLOBEX/H0.30],-0.7960224053479563,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=NQ,geom=GLOBEX,H=0.3, col=b_mean",S11,,False
A6_sigmaw[NQ/GLOBEX/H0.30],3.3582282758057116,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=NQ,geom=GLOBEX,H=0.3, col=sigma_w",S11,,False
A6_b[NQ/GLOBEX/H0.45],-0.8138751189775032,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=NQ,geom=GLOBEX,H=0.45, col=b_mean",S11,,False
A6_sigmaw[NQ/GLOBEX/H0.45],4.465884292930365,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=NQ,geom=GLOBEX,H=0.45, col=sigma_w",S11,,False
A6_b[NQ/GLOBEX/H0.50],-0.8415035482478513,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=NQ,geom=GLOBEX,H=0.5, col=b_mean",S11,,False
A6_sigmaw[NQ/GLOBEX/H0.50],4.804715622335673,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=NQ,geom=GLOBEX,H=0.5, col=sigma_w",S11,,False
A6_b[NQ/RTH/H0.05],-0.9900556669738496,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=NQ,geom=RTH,H=0.05, col=b_mean",S11,,False
A6_sigmaw[NQ/RTH/H0.05],1.753066794008017,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=NQ,geom=RTH,H=0.05, col=sigma_w",S11,,False
A6_b[NQ/RTH/H0.10],-1.0501606245920407,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=NQ,geom=RTH,H=0.1, col=b_mean",S11,,False
A6_sigmaw[NQ/RTH/H0.10],1.6399422071874143,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=NQ,geom=RTH,H=0.1, col=sigma_w",S11,,False
A6_b[NQ/RTH/H0.20],-0.8939146445451687,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=NQ,geom=RTH,H=0.2, col=b_mean",S11,,False
A6_sigmaw[NQ/RTH/H0.20],1.6402818970382214,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=NQ,geom=RTH,H=0.2, col=sigma_w",S11,,False
A6_b[NQ/RTH/H0.30],-0.9585300472552776,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=NQ,geom=RTH,H=0.3, col=b_mean",S11,,False
A6_sigmaw[NQ/RTH/H0.30],1.8008003694117072,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=NQ,geom=RTH,H=0.3, col=sigma_w",S11,,False
A6_b[NQ/RTH/H0.45],-0.9819860025884726,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=NQ,geom=RTH,H=0.45, col=b_mean",S11,,False
A6_sigmaw[NQ/RTH/H0.45],2.17533488997817,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=NQ,geom=RTH,H=0.45, col=sigma_w",S11,,False
A6_b[NQ/RTH/H0.50],-0.9393195660124252,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=NQ,geom=RTH,H=0.5, col=b_mean",S11,,False
A6_sigmaw[NQ/RTH/H0.50],2.245863799780608,artifacts/s11-extensions/phase6_a6cal_agg.csv,"root=NQ,geom=RTH,H=0.5, col=sigma_w",S11,,False
A7_b[ES/GLOBEX/end],-1.0803535071511778,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A7,root=ES,geom=GLOBEX,position=end, col=b_mean",S13,,False
A7_b[ES/GLOBEX/mid],-1.1388948440979614,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A7,root=ES,geom=GLOBEX,position=mid, col=b_mean",S13,,False
A7_b[ES/GLOBEX/quarter],-1.152670153628326,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A7,root=ES,geom=GLOBEX,position=quarter, col=b_mean",S13,,False
A7_b[ES/GLOBEX/start],-1.074339829538883,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A7,root=ES,geom=GLOBEX,position=start, col=b_mean",S13,,False
A7_b[ES/RTH/end],-1.1797660303493054,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A7,root=ES,geom=RTH,position=end, col=b_mean",S13,,False
A7_b[ES/RTH/mid],-1.18035955265966,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A7,root=ES,geom=RTH,position=mid, col=b_mean",S13,,False
A7_b[ES/RTH/quarter],-1.1307945345483348,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A7,root=ES,geom=RTH,position=quarter, col=b_mean",S13,,False
A7_b[ES/RTH/start],-1.086219402449598,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A7,root=ES,geom=RTH,position=start, col=b_mean",S13,,False
A7_b[NQ/GLOBEX/end],-1.1033636873706911,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A7,root=NQ,geom=GLOBEX,position=end, col=b_mean",S13,,False
A7_b[NQ/GLOBEX/mid],-1.1632154647890105,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A7,root=NQ,geom=GLOBEX,position=mid, col=b_mean",S13,,False
A7_b[NQ/GLOBEX/quarter],-1.0657380337967155,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A7,root=NQ,geom=GLOBEX,position=quarter, col=b_mean",S13,,False
A7_b[NQ/GLOBEX/start],-1.1203421598183192,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A7,root=NQ,geom=GLOBEX,position=start, col=b_mean",S13,,False
A7_b[NQ/RTH/end],-1.113988127286495,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A7,root=NQ,geom=RTH,position=end, col=b_mean",S13,,False
A7_b[NQ/RTH/mid],-1.1335522546348462,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A7,root=NQ,geom=RTH,position=mid, col=b_mean",S13,,False
A7_b[NQ/RTH/quarter],-1.0076842695254018,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A7,root=NQ,geom=RTH,position=quarter, col=b_mean",S13,,False
A7_b[NQ/RTH/start],-1.1751996113321677,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A7,root=NQ,geom=RTH,position=start, col=b_mean",S13,,False
A8_b[ES/GLOBEX/H0.05],-0.8811722043139604,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A8,root=ES,geom=GLOBEX,H=0.05, col=b_mean",S13,,False
A8_b[ES/GLOBEX/H0.10],-0.8959851532844143,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A8,root=ES,geom=GLOBEX,H=0.1, col=b_mean",S13,,False
A8_b[ES/GLOBEX/H0.20],-0.8567833778342816,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A8,root=ES,geom=GLOBEX,H=0.2, col=b_mean",S13,,False
A8_b[ES/GLOBEX/H0.30],-0.8243808593891411,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A8,root=ES,geom=GLOBEX,H=0.3, col=b_mean",S13,,False
A8_b[ES/GLOBEX/H0.45],-0.8590827213273039,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A8,root=ES,geom=GLOBEX,H=0.45, col=b_mean",S13,,False
A8_b[ES/GLOBEX/H0.50],-0.8837562746471491,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A8,root=ES,geom=GLOBEX,H=0.5, col=b_mean",S13,,False
A8_b[ES/RTH/H0.05],-1.104255666454836,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A8,root=ES,geom=RTH,H=0.05, col=b_mean",S13,,False
A8_b[ES/RTH/H0.10],-1.0655642309904192,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A8,root=ES,geom=RTH,H=0.1, col=b_mean",S13,,False
A8_b[ES/RTH/H0.20],-0.947702008920092,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A8,root=ES,geom=RTH,H=0.2, col=b_mean",S13,,False
A8_b[ES/RTH/H0.30],-0.9579623226831776,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A8,root=ES,geom=RTH,H=0.3, col=b_mean",S13,,False
A8_b[ES/RTH/H0.45],-0.9276023396633948,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A8,root=ES,geom=RTH,H=0.45, col=b_mean",S13,,False
A8_b[ES/RTH/H0.50],-1.0672006096787774,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A8,root=ES,geom=RTH,H=0.5, col=b_mean",S13,,False
A8_b[NQ/GLOBEX/H0.05],-0.9343404203714222,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A8,root=NQ,geom=GLOBEX,H=0.05, col=b_mean",S13,,False
A8_b[NQ/GLOBEX/H0.10],-0.8194132238634442,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A8,root=NQ,geom=GLOBEX,H=0.1, col=b_mean",S13,,False
A8_b[NQ/GLOBEX/H0.20],-0.791020265391616,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A8,root=NQ,geom=GLOBEX,H=0.2, col=b_mean",S13,,False
A8_b[NQ/GLOBEX/H0.30],-0.8628819792432729,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A8,root=NQ,geom=GLOBEX,H=0.3, col=b_mean",S13,,False
A8_b[NQ/GLOBEX/H0.45],-0.7932253619147105,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A8,root=NQ,geom=GLOBEX,H=0.45, col=b_mean",S13,,False
A8_b[NQ/GLOBEX/H0.50],-0.8171850483516007,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A8,root=NQ,geom=GLOBEX,H=0.5, col=b_mean",S13,,False
A8_b[NQ/RTH/H0.05],-0.9997301385899924,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A8,root=NQ,geom=RTH,H=0.05, col=b_mean",S13,,False
A8_b[NQ/RTH/H0.10],-1.0509443339799656,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A8,root=NQ,geom=RTH,H=0.1, col=b_mean",S13,,False
A8_b[NQ/RTH/H0.20],-1.0262620093321957,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A8,root=NQ,geom=RTH,H=0.2, col=b_mean",S13,,False
A8_b[NQ/RTH/H0.30],-0.9523789670197416,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A8,root=NQ,geom=RTH,H=0.3, col=b_mean",S13,,False
A8_b[NQ/RTH/H0.45],-0.9974085602355692,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A8,root=NQ,geom=RTH,H=0.45, col=b_mean",S13,,False
A8_b[NQ/RTH/H0.50],-0.934975392157964,artifacts/s13-extension/phase1_arms_agg.csv,"arm=A8,root=NQ,geom=RTH,H=0.5, col=b_mean",S13,,False
required_share[ES/GLOBEX],0.3230097198750305,artifacts/s14-applications/phase4_analytic_bound.csv,"root=ES,geom=GLOBEX, col=required_share_5min_target",S14,,False
measured_share[ES/GLOBEX],0.0045179748093637,artifacts/s14-applications/phase4_analytic_bound.csv,"root=ES,geom=GLOBEX, col=measured_share_5min",S14,,False
share_ratio[ES/GLOBEX],71.49436052754848,artifacts/s14-applications/phase4_analytic_bound.csv,"root=ES,geom=GLOBEX, col=ratio_required_to_measured_5min",S14,,False
required_share[NQ/GLOBEX],0.1761664554663931,artifacts/s14-applications/phase4_analytic_bound.csv,"root=NQ,geom=GLOBEX, col=required_share_5min_target",S14,,False
measured_share[NQ/GLOBEX],0.0040555707594004,artifacts/s14-applications/phase4_analytic_bound.csv,"root=NQ,geom=GLOBEX, col=measured_share_5min",S14,,False
share_ratio[NQ/GLOBEX],43.43814124264933,artifacts/s14-applications/phase4_analytic_bound.csv,"root=NQ,geom=GLOBEX, col=ratio_required_to_measured_5min",S14,,False
required_share[ES/RTH],0.300214574784662,artifacts/s14-applications/phase4_analytic_bound.csv,"root=ES,geom=RTH, col=required_share_5min_target",S14,,False
measured_share[ES/RTH],0.0292807669461983,artifacts/s14-applications/phase4_analytic_bound.csv,"root=ES,geom=RTH, col=measured_share_5min",S14,,False
share_ratio[ES/RTH],10.252961452010078,artifacts/s14-applications/phase4_analytic_bound.csv,"root=ES,geom=RTH, col=ratio_required_to_measured_5min",S14,,False
required_share[NQ/RTH],0.1612487111060714,artifacts/s14-applications/phase4_analytic_bound.csv,"root=NQ,geom=RTH, col=required_share_5min_target",S14,,False
measured_share[NQ/RTH],0.0404379661510424,artifacts/s14-applications/phase4_analytic_bound.csv,"root=NQ,geom=RTH, col=measured_share_5min",S14,,False
share_ratio[NQ/RTH],3.9875573985046926,artifacts/s14-applications/phase4_analytic_bound.csv,"root=NQ,geom=RTH, col=ratio_required_to_measured_5min",S14,,False
pooling_share_mean,0.359520937695568,artifacts/s10-exponent-audit/phase3_pooling.csv,mean of share_gap_from_year_pooling,S10,,False
