distinct,year,b,b_pooled,dev,c,A,A_over_c,decaying_over_c,cond,log_cond,rmse,n_windows
NQ/RTH/B0/1h,2019,-0.9036406358369432,-0.8032152282589848,-0.10042540757795837,1.131235134836814,2.8916590355692033,2.5561962730112153,0.06320980794626363,58.08749613370352,1.7640826565803394,0.017680962029996,1422
NQ/RTH/B0/1h,2020,-0.9118838303811192,-0.8032152282589848,-0.10866860212213436,1.4921095236078787,1.857698705203478,1.2450149776617032,0.02976509019321397,54.79339203103643,1.738728186632239,0.0190992338680552,1434
NQ/RTH/B0/1h,2021,-0.9496198231995576,-0.8032152282589848,-0.14640459494057279,1.1554841204835131,2.6943846269898253,2.331823154663829,0.04776699649383024,60.759849231265086,1.7836166875391546,0.0179278721524113,1434
NQ/RTH/B0/1h,2022,-1.1049831871377451,-0.8032152282589848,-0.3017679588787603,0.7144421954260571,2.9422053466316336,4.118185299619729,0.04465587959224398,78.08963025020302,1.89259336647499,0.011687570646014,1428
NQ/RTH/B0/1h,2023,-0.8734384001003813,-0.8032152282589848,-0.07022317184139648,0.5951151378609669,2.422210271870222,4.070154021919886,0.11389515782713167,53.208188081801126,1.7259784699851681,0.0176727890253371,1416
NQ/RTH/B0/30min,2016,-0.8656721672178834,-0.7009504660809367,-0.16472170113694673,1.0078991406546272,3.0253525984881997,3.0016422045198325,0.15799966469924498,99.49007022386496,1.997779737407229,0.0045635748298788,2868
NQ/RTH/B0/30min,2017,-0.6819563293817682,-0.7009504660809367,0.018994136699168496,0.6650977584498922,2.5809183960756807,3.880509839772862,0.38155451771278437,75.12312640116767,1.8757736536792684,0.0162659285754834,2844
NQ/RTH/B0/30min,2018,-0.7827197432829364,-0.7009504660809367,-0.08176927720199967,1.2948293849882924,2.2569340556644373,1.7430358638986587,0.12165622993020334,81.28025141939156,1.909985038319341,0.0207859295006738,2832
NQ/RTH/B0/30min,2019,-1.0980803906272574,-0.7009504660809367,-0.3971299245463207,1.2052527806476476,3.331744356588904,2.764353179752531,0.06600785867430313,138.97276137020873,2.142929686974704,0.0062139478405695,2844
NQ/RTH/B0/30min,2020,-0.8894859547781749,-0.7009504660809367,-0.18853548869723824,1.523863889926596,2.003541428040129,1.3147771538418953,0.06382245993985936,92.82111995467478,1.9676468041950657,0.0121147171223147,2868
NQ/RTH/B0/30min,2021,-0.8776180409799512,-0.7009504660809367,-0.17666757489901452,1.1594579738071165,2.479029444664135,2.1380934028373315,0.10806334625387046,94.71667731176896,1.9764264544709644,0.019392206597917,2868
NQ/RTH/B0/30min,2022,-1.049394018320976,-0.7009504660809367,-0.3484435522400393,0.7240427510689676,2.7210093784206957,3.7580783377824467,0.10589699092689454,123.93166983291503,2.0931823013410082,0.0068905518001207,2856
NQ/RTH/B0/30min,2023,-0.8209360893283377,-0.7009504660809367,-0.11998562324740103,0.5676881703833062,2.488455942717254,4.383490924316839,0.26865687911225283,87.87853753769902,1.9438828208407322,0.003594888947867,2832
