root,geom,kappa,seed_index,seed,b,c,A,rmse,cond,corr_cb,corr_Ab,first_share
NQ,GLOBEX,20.0,4,1537966804,-1.184720145394043,0.962762288739176,3.366275891930126,0.007003835902204941,104.17537439206328,-0.6257409062795761,-0.9797266447205858,0.016789002735259906
NQ,GLOBEX,40.0,0,2351822017,-1.03202202289885,1.0435424276214205,2.8218308173048237,0.005603183081514601,74.28011789835064,-0.6689829000729347,-0.9744755101510927,0.029041794799068172
NQ,GLOBEX,40.0,1,2248662833,-1.1890695922054864,0.9999223026795174,3.575861408867788,0.0031027672613901545,105.60289434458564,-0.6246871351806278,-0.9798546374536967,0.026752499204683155
NQ,GLOBEX,40.0,2,2703651483,-1.1175956546269261,1.0820831702601952,2.7914298805963553,0.006655512826217569,89.15502002258825,-0.6431875791188657,-0.9776143276475492,0.02904654744979645
NQ,GLOBEX,40.0,3,605067375,-1.0784395362235155,1.0301897994739804,2.740674611536972,0.004059380476564513,81.81960306187344,-0.6544722625812593,-0.9762472687975826,0.02973817266218975
NQ,GLOBEX,40.0,4,534101009,-1.3505570109647373,0.9635130995160953,4.37689182549986,0.006940243722320795,151.53219714322515,-0.5914258431394015,-0.9839616322022485,0.02782691136982684
NQ,GLOBEX,80.0,0,2242492763,-1.0671850875482043,1.0253137876550211,2.4011926451138677,0.007738600729946903,79.41679145117956,-0.6578757907321381,-0.9758335616513598,0.05185620775883972
NQ,GLOBEX,80.0,1,1678874809,-1.1722636297144755,1.0205114363966776,3.1688158668315616,0.010207633978115927,101.04426169755928,-0.6288061029478227,-0.9793547568406012,0.0521499524777606
NQ,GLOBEX,80.0,2,203422232,-1.2878823550164067,0.9884496695013213,3.9776475671894036,0.009005668250228646,131.5405757700306,-0.6030840363863864,-0.9825033990904369,0.05276902224937484
NQ,GLOBEX,80.0,3,1354728948,-1.2094495902815672,1.018314901031076,3.037819228073007,0.010003404117138844,109.418815907758,-0.6198765814207299,-0.98044001441593,0.05415719628397392
NQ,GLOBEX,80.0,4,1515510229,-1.0945398089964324,1.0377251301997925,2.9133450237883056,0.007165688534254683,85.01765938538604,-0.6497299398460857,-0.9768224258433847,0.05077801699213345
NQ,GLOBEX,160.0,0,3939213663,-1.0725652994082129,1.0226103778990905,2.5304055901291096,0.01251795286730352,80.4866685818196,-0.6562398846221248,-0.9760325129713191,0.092304405353553
NQ,GLOBEX,160.0,1,4245182039,-1.0748652408329675,1.0332168424797747,2.915748782656085,0.01081169592995363,81.52729746057844,-0.6555459106137289,-0.9761168678667388,0.09173852566579686
NQ,GLOBEX,160.0,2,2868740344,-1.1251026808506093,1.0130999005460475,2.6250206942702654,0.010033524750077433,90.44107883130225,-0.6411201493110796,-0.977864375894297,0.09331128542558867
NQ,GLOBEX,160.0,3,2546418009,-1.1765838312765846,1.0150082701464573,2.944338039270465,0.007392240314131696,101.66744251402302,-0.6277354911337362,-0.9794845914208359,0.08900353669069219
NQ,GLOBEX,160.0,4,3727187681,-0.9649184304805505,1.020026532307294,2.1728368199668755,0.010906207251003464,63.31843043798521,-0.6922210747849108,-0.9715687807512893,0.09030342108430962
NQ,GLOBEX,320.0,0,3476928855,-1.2079694893499209,1.0794766088803245,2.9438749489560623,0.009956183425211458,108.96286085246166,-0.6202194815689476,-0.980398228485549,0.15318544691029842
NQ,GLOBEX,320.0,1,2680462363,-0.9734753785514684,1.1187548838743182,2.5350477063436734,0.009212497144085292,65.0988478744815,-0.6891106584685804,-0.9719647536417958,0.14834216837773548
NQ,GLOBEX,320.0,2,994121864,-1.2086483345147676,1.030702472487628,3.384150482922467,0.00584498370637964,109.74211889509564,-0.6200612440149292,-0.9804175081585658,0.1542701482367973
NQ,GLOBEX,320.0,3,3803902675,-1.3092257522435726,1.0671531313970495,3.61298832526868,0.0034836027659839995,137.17519344448291,-0.5989489951237377,-0.9830178124059652,0.15009386312844106
NQ,GLOBEX,320.0,4,1054496975,-1.0514874323410894,1.0644149748035472,2.919010364927652,0.008462885407146556,77.60835590699074,-0.6627453388404922,-0.9752398754771332,0.15133893437737558
NQ,GLOBEX,640.0,0,994789520,-1.293259099652348,1.1418938290197662,3.252045179848498,0.01772939351237738,132.00336287544476,-0.6020296300805222,-0.9826342892247287,0.24383624761039685
NQ,GLOBEX,640.0,1,3719538227,-1.0808758654726145,1.1029316639787332,2.469995151757373,0.004675757055218617,81.90634529326427,-0.6537451520274918,-0.9763355429684911,0.23139246481342898
NQ,GLOBEX,640.0,2,4047144996,-1.0755782832137137,1.1767272075328288,2.4223650936310124,0.009845154989343224,80.91661911989507,-0.6553356455424101,-0.9761423960456526,0.2284757826664818
NQ,GLOBEX,640.0,3,1963243583,-1.0448734795488825,1.1905631383255193,2.7605474861070802,0.009482500353251757,76.1836925814647,-0.6648380236686207,-0.9749839649892558,0.23825449952722055
NQ,GLOBEX,640.0,4,1404102734,-1.329203512936447,1.1722056466051847,3.7887194467886878,0.006094126873130181,143.60362287962525,-0.5952367622934438,-0.9834821939364072,0.23227601062660264
NQ,GLOBEX,1280.0,0,2872220712,-1.21705250752682,1.2830956877012833,3.5556125977649815,0.007031221793858113,112.08740003542725,-0.6181306122126895,-0.9806529851042667,0.3416196824316347
NQ,GLOBEX,1280.0,1,915471491,-1.3944090563110023,1.3297421852973454,4.886116485281239,0.00889717718943459,167.74757874914786,-0.5840766334583256,-0.9848945307955457,0.33534813381496087
