cell,root,geom,btag,horizon,model,n_eval,n_nonpositive,n_below_1e12,n_below_1e6,n_above_100x_mean_rv,min_forecast,p001_forecast,max_forecast,in_sample_mean_rv,worst1_share_of_qlike,worst5_share_of_qlike
NQ/RTH/B0/1h,NQ,RTH,B0,1h,M4_HARQ,10906,0,2,2,0,1e-300,1.4200071260043107e-06,0.0009811822706323088,1.738784185390015e-05,0.7244151696168325,1.0
NQ/RTH/B0/1h,NQ,RTH,B0,1h,M5_RGARCH,10906,0,0,2275,0,3.784460919361974e-08,5.1441446167130195e-08,0.00010683429143217592,1.738784185390015e-05,,
NQ/RTH/B0/1h,NQ,RTH,B0,1h,M6_PARK,10906,0,0,1341,0,6.495831382199799e-08,1.083123568281524e-07,0.0012300256427815277,1.738784185390015e-05,,
NQ/RTH/B0/1h,NQ,RTH,B0,1h,M6_GK,10906,0,0,1357,0,7.26808194255233e-08,1.1022724300065605e-07,0.0014033149169345575,1.738784185390015e-05,,
NQ/RTH/B0/30min,NQ,RTH,B0,30min,M1_EWMA,22312,0,0,1191,0,2.82080452522035e-07,3.858001908116042e-07,0.00015626086036972083,8.589499414333066e-06,,
NQ/RTH/B0/30min,NQ,RTH,B0,30min,M2_HAR,22312,0,0,625,0,5.211179077691892e-07,6.584566639167429e-07,0.0005079535607250087,8.589499414333066e-06,,
NQ/RTH/B0/30min,NQ,RTH,B0,30min,M3_HARJ,22312,0,0,639,0,5.222299465684513e-07,6.556583221164153e-07,0.000566682026828782,8.589499414333066e-06,,
NQ/RTH/B0/30min,NQ,RTH,B0,30min,M4_HARQ,22312,0,2,1101,0,1e-300,5.231753592435301e-07,0.0004772719124919818,8.589499414333066e-06,0.6819981821151347,1.0
NQ/RTH/B0/30min,NQ,RTH,B0,30min,M5_RGARCH,22312,0,0,9938,0,3.1240733883655203e-08,4.818192582001668e-08,7.366510904080657e-05,8.589499414333066e-06,,
NQ/RTH/B0/30min,NQ,RTH,B0,30min,M6_PARK,22312,0,0,6272,0,9.591950786360526e-09,4.6205956873894946e-08,0.00041351736810775214,8.589499414333066e-06,,
NQ/RTH/B0/30min,NQ,RTH,B0,30min,M6_GK,22312,0,0,6622,0,7.541032743949211e-09,3.5849551028773914e-08,0.0005629206670398978,8.589499414333066e-06,,
NQ/RTH/B1/1day,NQ,RTH,B1,1day,M1_EWMA,1401,0,0,0,0,1.7628037128824396e-05,1.8668762303547883e-05,0.0004901617664113916,0.0001358999940698631,,
NQ/RTH/B1/1day,NQ,RTH,B1,1day,M2_HAR,1401,0,0,0,0,1.4430849076357758e-05,1.5325585138510243e-05,0.002611383480924821,0.0001358999940698631,,
NQ/RTH/B1/1day,NQ,RTH,B1,1day,M3_HARJ,1401,0,1,1,0,1e-300,1.47361004984897e-05,0.0024922566369616327,0.0001358999940698631,1.0,1.0
NQ/RTH/B1/1day,NQ,RTH,B1,1day,M4_HARQ,1401,0,2,2,0,1e-300,5.571837960321268e-06,0.0025070254003559615,0.0001358999940698631,0.717240427463764,1.0
NQ/RTH/B1/1day,NQ,RTH,B1,1day,M5_RGARCH,1401,0,0,0,0,3.396129630283232e-06,3.774618433095917e-06,0.0007040163469337022,0.0001358999940698631,,
NQ/RTH/B1/1day,NQ,RTH,B1,1day,M6_PARK,1401,0,0,0,0,1.754955006892871e-06,3.428691209540027e-06,0.0018558171711231465,0.0001358999940698631,,
NQ/RTH/B1/1day,NQ,RTH,B1,1day,M6_GK,1401,0,0,0,0,2.083910655131323e-06,2.332640552984366e-06,0.0023730748873123744,0.0001358999940698631,,
NQ/RTH/B1/1h,NQ,RTH,B1,1h,M1_EWMA,10906,0,0,52,0,6.675741608237703e-07,8.392097089964934e-07,0.00024361667576571896,1.7164997834759427e-05,,
NQ/RTH/B1/1h,NQ,RTH,B1,1h,M2_HAR,10906,0,0,0,0,1.265916923250066e-06,1.5288525023701318e-06,0.0005772615189630803,1.7164997834759427e-05,,
NQ/RTH/B1/1h,NQ,RTH,B1,1h,M3_HARJ,10906,0,0,0,0,1.2550323378737104e-06,1.4790830800627304e-06,0.000654617017648573,1.7164997834759427e-05,,
NQ/RTH/B1/1h,NQ,RTH,B1,1h,M4_HARQ,10906,0,1,1,0,1e-300,1.42983531599435e-06,0.0010007532547598357,1.7164997834759427e-05,1.0,1.0
NQ/RTH/B1/1h,NQ,RTH,B1,1h,M5_RGARCH,10906,0,0,1996,0,7.598589439266724e-08,1.0069108545183395e-07,0.00011967707048273785,1.7164997834759427e-05,,
NQ/RTH/B1/1h,NQ,RTH,B1,1h,M6_PARK,10906,0,0,1345,0,6.495831382199799e-08,1.0861849492161292e-07,0.0012300256427815277,1.7164997834759427e-05,,
NQ/RTH/B1/1h,NQ,RTH,B1,1h,M6_GK,10906,0,0,1362,0,7.287119287422163e-08,1.0991416101296697e-07,0.0014033149169345575,1.7164997834759427e-05,,
NQ/RTH/B1/30min,NQ,RTH,B1,30min,M1_EWMA,22312,0,0,1224,0,2.821073619945668e-07,3.8204046139473824e-07,0.00014530212618521455,8.480037645295196e-06,,
NQ/RTH/B1/30min,NQ,RTH,B1,30min,M2_HAR,22312,0,0,774,0,5.026505046993857e-07,6.190239087614604e-07,0.0005091965377545827,8.480037645295196e-06,,
NQ/RTH/B1/30min,NQ,RTH,B1,30min,M3_HARJ,22312,0,0,796,0,5.03595450356362e-07,6.14766218960343e-07,0.0005708957134447924,8.480037645295196e-06,,
NQ/RTH/B1/30min,NQ,RTH,B1,30min,M4_HARQ,22312,0,1,1107,0,1e-300,5.415492713462818e-07,0.0004392016153166504,8.480037645295196e-06,1.0,1.0
NQ/RTH/B1/30min,NQ,RTH,B1,30min,M5_RGARCH,22312,0,0,9229,0,3.548525026540458e-08,5.5416055017489635e-08,8.581633799505597e-05,8.480037645295196e-06,,
NQ/RTH/B1/30min,NQ,RTH,B1,30min,M6_PARK,22312,0,0,6280,0,9.704465376139318e-09,4.603667293303246e-08,0.0004134940749634209,8.480037645295196e-06,,
NQ/RTH/B1/30min,NQ,RTH,B1,30min,M6_GK,22312,0,0,6636,0,7.6067185878891e-09,3.563993933010895e-08,0.0005628921867907818,8.480037645295196e-06,,
