root,geom,btag,horizon,estimator,M,var_log_rv,lam,var_log_eps,interior_min_M,interior_depth
NQ,GLOBEX,B1,1day,E4_asS05,12,1.5800938777259734,0.8966989737234355,0.1632253191824094,,
NQ,GLOBEX,B1,1day,E4_asS05,23,1.3807796713813238,0.9235840182204468,0.10551363420985273,,
NQ,GLOBEX,B1,1day,E4_asS05,46,1.289831249860521,0.9558155913962925,0.056990430973668044,,
NQ,GLOBEX,B1,1day,E4_asS05,138,1.2003968480859935,0.9832371059786714,0.02012212514800237,,
NQ,GLOBEX,B1,1day,E4_asS05,345,1.139072020743408,0.9927029437939688,0.00831187255808214,,
NQ,GLOBEX,B1,1day,E4_asS05,1379,1.0807412909247482,0.9980446522050063,0.0021132251001683877,,
ES,RTH,B0,1day,E1_a_exp_L1-5,5,1.9488508622192238,0.6273147038008355,0.7263080608341684,,
ES,RTH,B0,1day,E1_a_exp_L1-5,6,1.8260915595278078,0.655928561259615,0.6283059501584063,,
ES,RTH,B0,1day,E1_a_exp_L1-5,10,1.6040631157317915,0.7313086143340269,0.4309979412616532,,
ES,RTH,B0,1day,E1_a_exp_L1-5,13,1.5283148259668886,0.7739656873281198,0.3454515912336699,,
ES,RTH,B0,1day,E1_a_exp_L1-5,26,1.3813160554355983,0.8128292911187651,0.25854190528491205,,
ES,RTH,B0,1day,E1_a_exp_L1-5,78,1.2879430297423513,0.8474522049531936,0.19647286933309907,,
ES,RTH,B0,1day,E1_a_exp_L1-5,195,1.1822887198092387,0.8629249409445876,0.1620622960883993,,
ES,RTH,B0,1day,E1_a_exp_L1-5,389,1.090467395405732,0.8725345742170832,0.13899689085777986,,
ES,RTH,B0,1day,E1_a_exp_L1-10,5,1.9488508622192238,0.6125788300804927,0.7550260810396121,,
ES,RTH,B0,1day,E1_a_exp_L1-10,6,1.8260915595278078,0.6346399656460675,0.667180874922506,,
ES,RTH,B0,1day,E1_a_exp_L1-10,10,1.6040631157317915,0.7069781746479008,0.4700255021517051,,
ES,RTH,B0,1day,E1_a_exp_L1-10,13,1.5283148259668886,0.7428795728329085,0.3929609608984055,,
ES,RTH,B0,1day,E1_a_exp_L1-10,26,1.3813160554355983,0.7890254060085443,0.29142259396940445,,
ES,RTH,B0,1day,E1_a_exp_L1-10,78,1.2879430297423513,0.8289729187432558,0.22027313720180236,,
ES,RTH,B0,1day,E1_a_exp_L1-10,195,1.1822887198092387,0.8331638168286821,0.19724853741947707,,
ES,RTH,B0,1day,E1_a_exp_L1-10,389,1.090467395405732,0.8526747007863412,0.16065343531088863,,
ES,RTH,B0,1day,E1_d_model_L1-5,5,1.9488508622192238,0.70659474234165,0.571803089367129,,
ES,RTH,B0,1day,E1_d_model_L1-5,6,1.8260915595278078,0.7389427015807432,0.47671452919653706,,
ES,RTH,B0,1day,E1_d_model_L1-5,10,1.6040631157317915,0.8309264481049718,0.2712046484405796,,
ES,RTH,B0,1day,E1_d_model_L1-5,13,1.5283148259668886,0.8862676413925266,0.17381884985198454,,
ES,RTH,B0,1day,E1_d_model_L1-5,26,1.3813160554355983,0.9387854430072614,0.08455665040044728,,
ES,RTH,B0,1day,E1_d_model_L1-5,78,1.2879430297423513,0.9630099641775965,0.047641058807384416,,
ES,RTH,B0,1day,E1_d_model_L1-5,195,1.1822887198092387,0.9806241377657948,0.02290786335607861,,
ES,RTH,B0,1day,E1_d_model_L1-5,389,1.090467395405732,0.9915229346713357,0.00924396334963282,,
ES,RTH,B0,1day,E1_d_model_L1-10,5,1.9488508622192238,0.7712922933012172,0.44571721139610426,,
ES,RTH,B0,1day,E1_d_model_L1-10,6,1.8260915595278078,0.8111208718814993,0.34491058162816557,,
ES,RTH,B0,1day,E1_d_model_L1-10,10,1.6040631157317915,0.889733327328457,0.17687470252689286,,
ES,RTH,B0,1day,E1_d_model_L1-10,13,1.5283148259668886,0.9495354133467978,0.07712577596837968,,
ES,RTH,B0,1day,E1_d_model_L1-10,26,1.3813160554355983,0.9784766251560678,0.029730583239082193,,
ES,RTH,B0,1day,E1_d_model_L1-10,78,1.2879430297423513,1.0279695299502454,-0.036023161144588464,,
ES,RTH,B0,1day,E1_d_model_L1-10,195,1.1822887198092387,1.0485801643481902,-0.05743578031534425,,
ES,RTH,B0,1day,E1_d_model_L1-10,389,1.090467395405732,1.0572630822084754,-0.062443524108780506,,
ES,RTH,B0,1day,E2,5,1.9488508622192238,0.6674569053956986,0.6480768966446417,,
ES,RTH,B0,1day,E2,6,1.8260915595278078,0.7070567530122667,0.5349411907449697,,
ES,RTH,B0,1day,E2,10,1.6040631157317915,0.7964025744051493,0.32658312085464786,,
ES,RTH,B0,1day,E2,13,1.5283148259668886,0.8100563833884549,0.29029364536519503,,
ES,RTH,B0,1day,E2,26,1.3813160554355983,0.8618667460988569,0.1908056814032109,,
ES,RTH,B0,1day,E2,78,1.2879430297423513,0.9005703779751143,0.12805968863686812,,
ES,RTH,B0,1day,E2,195,1.1822887198092387,0.9102063914659567,0.10616197048076595,,
ES,RTH,B0,1day,E2,389,1.090467395405732,0.911645734847303,0.09634744539404888,,
ES,RTH,B0,1day,E4,5,1.9488508622192238,0.8432273980600034,0.3055264204631136,,
ES,RTH,B0,1day,E4,6,1.8260915595278078,0.8516898995043191,0.2708278227078839,,
ES,RTH,B0,1day,E4,10,1.6040631157317915,0.8817457411539824,0.18968729489309674,,
ES,RTH,B0,1day,E4,13,1.5283148259668886,0.8970874059697475,0.1572828432351465,,
ES,RTH,B0,1day,E4,26,1.3813160554355983,0.9331665322112556,0.09231814209703058,,
ES,RTH,B0,1day,E4,78,1.2879430297423513,0.9700216321002775,0.038610429979499476,,
ES,RTH,B0,1day,E4,195,1.1822887198092387,0.984802588637176,0.017967728024567614,,
ES,RTH,B0,1day,E4,389,1.090467395405732,0.9909029798563422,0.00992000386200796,,
ES,RTH,B0,1day,E4_asS05,5,1.9488508622192238,0.9987898809130052,0.0023583416260776666,,
ES,RTH,B0,1day,E4_asS05,6,1.8260915595278078,0.8762862664573361,0.2259126046199308,,
ES,RTH,B0,1day,E4_asS05,10,1.6040631157317915,0.900682313272714,0.15931183801904442,,
ES,RTH,B0,1day,E4_asS05,13,1.5283148259668886,0.9118447260631064,0.13472901214492694,,
ES,RTH,B0,1day,E4_asS05,26,1.3813160554355983,0.9466743434530042,0.07365958555500977,,
ES,RTH,B0,1day,E4_asS05,78,1.2879430297423513,0.9794365433388177,0.026484560674178682,,
ES,RTH,B0,1day,E4_asS05,195,1.1822887198092387,0.9905112929964889,0.01121839125582612,,
ES,RTH,B0,1day,E4_asS05,389,1.090467395405732,0.9948456267945216,0.005620675924327127,,
ES,RTH,B0,1h,E1_a_exp_L1-5,4,2.290181392006856,0.6117799511818128,0.8890943318074055,,
ES,RTH,B0,1h,E1_a_exp_L1-5,5,2.1377636090752703,0.6521564170040444,0.7436073533791074,,
ES,RTH,B0,1h,E1_a_exp_L1-5,6,2.0478772170965818,0.6854014249534279,0.6442592543689242,,
ES,RTH,B0,1h,E1_a_exp_L1-5,10,1.8316367808086953,0.7366152782281654,0.48242514390035696,,
ES,RTH,B0,1h,E1_a_exp_L1-5,12,1.7888184172749784,0.7407534826492566,0.4637449448514071,,
ES,RTH,B0,1h,E1_a_exp_L1-5,15,1.7090042676361088,0.768160584512544,0.3962145504743233,,
ES,RTH,B0,1h,E1_a_exp_L1-5,20,1.6451706106667912,0.7731737918519842,0.3731678113741038,,
ES,RTH,B0,1h,E1_a_exp_L1-5,30,1.5483130471458506,0.7922347837720244,0.32168559502885347,,
ES,RTH,B0,1h,E1_a_exp_L1-5,60,1.379757187868818,0.8079767076055749,0.2649455179194437,,
ES,RTH,B0,1h,E1_a_exp_L1-10,4,2.290181392006856,0.5960596497055307,0.9250966737251246,,
ES,RTH,B0,1h,E1_a_exp_L1-10,5,2.1377636090752703,0.6380542511224553,0.7737544504099114,,
ES,RTH,B0,1h,E1_a_exp_L1-10,6,2.0478772170965818,0.6648898634022303,0.6862644139566959,,
ES,RTH,B0,1h,E1_a_exp_L1-10,10,1.8316367808086953,0.7105336436980084,0.5301972250094027,,
ES,RTH,B0,1h,E1_a_exp_L1-10,12,1.7888184172749784,0.724572091751987,0.4926905149055686,,
ES,RTH,B0,1h,E1_a_exp_L1-10,15,1.7090042676361088,0.7408853535684942,0.4428280365584649,,
ES,RTH,B0,1h,E1_a_exp_L1-10,20,1.6451706106667912,0.7529764088870242,0.4063959522404381,,
ES,RTH,B0,1h,E1_a_exp_L1-10,30,1.5483130471458506,0.7716485355311693,0.3535595517719527,,
ES,RTH,B0,1h,E1_a_exp_L1-10,60,1.379757187868818,0.7867068061189891,0.29429281738082214,,
ES,RTH,B0,1h,E1_d_model_L1-5,4,2.290181392006856,0.7257862648387808,0.6279991936989202,,
ES,RTH,B0,1h,E1_d_model_L1-5,5,2.1377636090752703,0.7864882900327158,0.45643756367949384,,
ES,RTH,B0,1h,E1_d_model_L1-5,6,2.0478772170965818,0.8194072564144029,0.3698317651619091,,
ES,RTH,B0,1h,E1_d_model_L1-5,10,1.8316367808086953,0.8663982229946591,0.24470992874438383,,
ES,RTH,B0,1h,E1_d_model_L1-5,12,1.7888184172749784,0.893294056648802,0.1908775566993235,,
ES,RTH,B0,1h,E1_d_model_L1-5,15,1.7090042676361088,0.9034560231403841,0.16499406846764533,,
ES,RTH,B0,1h,E1_d_model_L1-5,20,1.6451706106667912,0.9172385433038457,0.13615671625248538,,
ES,RTH,B0,1h,E1_d_model_L1-5,30,1.5483130471458506,0.9398514571805439,0.0931287736141748,,
ES,RTH,B0,1h,E1_d_model_L1-5,60,1.379757187868818,0.9585205996835159,0.05723150073515708,,
ES,RTH,B0,1h,E1_d_model_L1-10,4,2.290181392006856,0.716946062576247,0.648244860422152,,
ES,RTH,B0,1h,E1_d_model_L1-10,5,2.1377636090752703,0.7791348464201205,0.47215748783588696,,
ES,RTH,B0,1h,E1_d_model_L1-10,6,2.0478772170965818,0.8119214173899025,0.38516184435103595,,
ES,RTH,B0,1h,E1_d_model_L1-10,10,1.8316367808086953,0.8546632277430536,0.26620417766983984,,
ES,RTH,B0,1h,E1_d_model_L1-10,12,1.7888184172749784,0.8847594447252729,0.206144427692427,,
ES,RTH,B0,1h,E1_d_model_L1-10,15,1.7090042676361088,0.8911875789005346,0.1859608920308038,,
ES,RTH,B0,1h,E1_d_model_L1-10,20,1.6451706106667912,0.9056850540950387,0.15516417714947048,,
ES,RTH,B0,1h,E1_d_model_L1-10,30,1.5483130471458506,0.9281656224897392,0.11122210393273724,,
ES,RTH,B0,1h,E1_d_model_L1-10,60,1.379757187868818,0.9462640788095144,0.0741425235093249,,
ES,RTH,B0,1h,E2,4,2.290181392006856,2.000991535379179,-2.2924521878817683,,
ES,RTH,B0,1h,E2,5,2.1377636090752703,1.9991876077661606,-2.1360269065214728,,
ES,RTH,B0,1h,E2,6,2.0478772170965818,1.2884060231509873,-0.5906201240843362,,
ES,RTH,B0,1h,E2,10,1.8316367808086953,0.8498677406524652,0.27498776820685483,,
ES,RTH,B0,1h,E2,12,1.7888184172749784,0.8645618737558912,0.24227421462667537,,
ES,RTH,B0,1h,E2,15,1.7090042676361088,0.8708449936254052,0.22072645708075128,,
ES,RTH,B0,1h,E2,20,1.6451706106667912,0.8987169951203806,0.16662782298797102,,
ES,RTH,B0,1h,E2,30,1.5483130471458506,0.9137200319415585,0.13358840025221225,,
ES,RTH,B0,1h,E2,60,1.379757187868818,0.9308850207198343,0.09536188945121311,,
ES,RTH,B0,1h,E4,4,2.290181392006856,0.8523581297174689,0.33812666400214264,,
ES,RTH,B0,1h,E4,5,2.1377636090752703,0.8623838246365333,0.2941908517121399,,
ES,RTH,B0,1h,E4,6,2.0478772170965818,0.8741848439164525,0.2576539917089474,,
ES,RTH,B0,1h,E4,10,1.8316367808086953,0.9024433851490606,0.17868828397216832,,
ES,RTH,B0,1h,E4,12,1.7888184172749784,0.9130253418966772,0.1555818702514183,,
ES,RTH,B0,1h,E4,15,1.7090042676361088,0.9229782321405021,0.13163052997275956,,
ES,RTH,B0,1h,E4,20,1.6451706106667912,0.9365922611577143,0.10431654843216354,,
ES,RTH,B0,1h,E4,30,1.5483130471458506,0.9516292010739045,0.0748931390781422,,
ES,RTH,B0,1h,E4,60,1.379757187868818,0.9702478219644329,0.04105078149932643,,
ES,RTH,B0,1h,E4_asS05,4,2.290181392006856,0.9998813037596884,0.00027183592086274923,,
ES,RTH,B0,1h,E4_asS05,5,2.1377636090752703,0.9998205898237407,0.00038353654590497874,,
ES,RTH,B0,1h,E4_asS05,6,2.0478772170965818,0.9995549221307659,0.0009114648282383837,,
ES,RTH,B0,1h,E4_asS05,10,1.8316367808086953,0.9986221805564532,0.00252366477011361,,
ES,RTH,B0,1h,E4_asS05,12,1.7888184172749784,0.9227374884457412,0.13820860363317894,,
ES,RTH,B0,1h,E4_asS05,15,1.7090042676361088,0.9318450911753715,0.11647703004163998,,
ES,RTH,B0,1h,E4_asS05,20,1.6451706106667912,0.9451884597670974,0.09017433511655172,,
ES,RTH,B0,1h,E4_asS05,30,1.5483130471458506,0.9594614162120205,0.06276641819174388,,
ES,RTH,B0,1h,E4_asS05,60,1.379757187868818,0.9763658320587016,0.03260941309630519,,
ES,RTH,B0,30min,E1_a_exp_L1-5,5,2.147580458450691,0.7561982218302142,0.5235839345329621,,
ES,RTH,B0,30min,E1_a_exp_L1-5,6,2.05985104937167,0.7841243333526765,0.44467171847729814,,
ES,RTH,B0,30min,E1_a_exp_L1-5,10,1.8133454017242416,0.8459374914554041,0.27936854144744466,,
ES,RTH,B0,30min,E1_a_exp_L1-5,15,1.6698530817990072,0.8819288246836594,0.1971615159736222,,
ES,RTH,B0,30min,E1_a_exp_L1-5,30,1.454255243185988,0.9237425470357972,0.11089780080520084,,
ES,RTH,B0,30min,E1_a_exp_L1-10,5,2.147580458450691,0.6688364163285259,0.7112004408433581,,
ES,RTH,B0,30min,E1_a_exp_L1-10,6,2.05985104937167,0.6867246145881448,0.6453006313829243,,
ES,RTH,B0,30min,E1_a_exp_L1-10,10,1.8133454017242416,0.7490846179845766,0.45499625419954953,,
ES,RTH,B0,30min,E1_a_exp_L1-10,15,1.6698530817990072,0.7820976191805427,0.3638649621427117,,
ES,RTH,B0,30min,E1_a_exp_L1-10,30,1.454255243185988,0.8122378907427834,0.2730540318589676,,
ES,RTH,B0,30min,E1_d_model_L1-5,5,2.147580458450691,0.9089081355963751,0.195627107917065,,
ES,RTH,B0,30min,E1_d_model_L1-5,6,2.05985104937167,0.9344699574445179,0.13498212692328002,,
ES,RTH,B0,30min,E1_d_model_L1-5,10,1.8133454017242416,1.016822591482278,-0.030505168909474092,,
ES,RTH,B0,30min,E1_d_model_L1-5,15,1.6698530817990072,1.0601040359937348,-0.10036490973269653,,
ES,RTH,B0,30min,E1_d_model_L1-5,30,1.454255243185988,1.1009683637631817,-0.14683377239851717,,
ES,RTH,B0,30min,E1_d_model_L1-10,5,2.147580458450691,0.8427531545787378,0.33770025237971923,,
ES,RTH,B0,30min,E1_d_model_L1-10,6,2.05985104937167,0.8919360609207934,0.22259561831154,,
ES,RTH,B0,30min,E1_d_model_L1-10,10,1.8133454017242416,0.9438921985792744,0.1017428237071296,,
ES,RTH,B0,30min,E1_d_model_L1-10,15,1.6698530817990072,0.9854879785814435,0.024232943688909693,,
ES,RTH,B0,30min,E1_d_model_L1-10,30,1.454255243185988,1.0235199989371893,-0.03420408177413634,,
ES,RTH,B0,30min,E2,5,2.147580458450691,2.8513679344295446,-3.97596159738311,,
ES,RTH,B0,30min,E2,6,2.05985104937167,1.5500971956739886,-1.1331182857654782,,
ES,RTH,B0,30min,E2,10,1.8133454017242416,0.941316128418579,0.10641412868754561,,
ES,RTH,B0,30min,E2,15,1.6698530817990072,0.7908763355009446,0.3492057956408493,,
ES,RTH,B0,30min,E2,30,1.454255243185988,0.7917703994735505,0.3028189883521129,,
ES,RTH,B0,30min,E4,5,2.147580458450691,0.862715436989615,0.29482964476804546,,
ES,RTH,B0,30min,E4,6,2.05985104937167,0.8740535915230602,0.2594308416658175,,
ES,RTH,B0,30min,E4,10,1.8133454017242416,0.9009891167803926,0.17954092980693093,,
ES,RTH,B0,30min,E4,15,1.6698530817990072,0.9214408303535415,0.13118227153770973,,
ES,RTH,B0,30min,E4,30,1.454255243185988,0.9495355636960189,0.07338817108948986,,
ES,RTH,B0,30min,E4_asS05,5,2.147580458450691,0.9999309675547687,0.00014825273037773266,,
ES,RTH,B0,30min,E4_asS05,6,2.05985104937167,0.9998524570715869,0.000303916455919144,,
ES,RTH,B0,30min,E4_asS05,10,1.8133454017242416,0.999581111887568,0.0007595888325154396,,
ES,RTH,B0,30min,E4_asS05,15,1.6698530817990072,0.9945336432220693,0.009128012711840513,,
ES,RTH,B0,30min,E4_asS05,30,1.454255243185988,0.9989809173446118,0.0014820062948381785,,
ES,RTH,B1,1day,E1_a_exp_L1-5,5,1.971067250843463,0.6201331844642289,0.7487430397847532,,
ES,RTH,B1,1day,E1_a_exp_L1-5,6,1.8424833951475572,0.6466045220622998,0.6511253000204476,,
ES,RTH,B1,1day,E1_a_exp_L1-5,10,1.6110380074526773,0.7360249052252479,0.4252739107030483,,
ES,RTH,B1,1day,E1_a_exp_L1-5,13,1.5395361920738684,0.7713785123470688,0.35197105452745664,,
ES,RTH,B1,1day,E1_a_exp_L1-5,26,1.3880202216140394,0.8193465094437942,0.2507506979971746,,
ES,RTH,B1,1day,E1_a_exp_L1-5,78,1.296075064084177,0.8529513917163726,0.19058603440469143,,
ES,RTH,B1,1day,E1_a_exp_L1-5,195,1.1909780923944289,0.8616423560245043,0.16478092289012336,,
ES,RTH,B1,1day,E1_a_exp_L1-5,389,1.0981077479095862,0.8711159986129626,0.14152852050469558,,
ES,RTH,B1,1day,E1_a_exp_L1-10,5,1.971067250843463,0.598130702465761,0.792111411489206,,
ES,RTH,B1,1day,E1_a_exp_L1-10,6,1.8424833951475572,0.6327795033084496,0.6765976675120201,,
ES,RTH,B1,1day,E1_a_exp_L1-10,10,1.6110380074526773,0.7062999593614226,0.473161928259144,,
ES,RTH,B1,1day,E1_a_exp_L1-10,13,1.5395361920738684,0.7409886831809188,0.39875729639968654,,
ES,RTH,B1,1day,E1_a_exp_L1-10,26,1.3880202216140394,0.7886737369116217,0.29332512652479764,,
ES,RTH,B1,1day,E1_a_exp_L1-10,78,1.296075064084177,0.8268035124273921,0.2244756487298221,,
ES,RTH,B1,1day,E1_a_exp_L1-10,195,1.1909780923944289,0.8318581316588273,0.20025328160860512,,
ES,RTH,B1,1day,E1_a_exp_L1-10,389,1.0981077479095862,0.8512641922487533,0.1633279428832347,,
ES,RTH,B1,1day,E1_d_model_L1-5,5,1.971067250843463,0.6985400121564325,0.5941979094781245,,
ES,RTH,B1,1day,E1_d_model_L1-5,6,1.8424833951475572,0.734749343431985,0.4887199302785551,,
ES,RTH,B1,1day,E1_d_model_L1-5,10,1.6110380074526773,0.829133253716857,0.2752728224719169,,
ES,RTH,B1,1day,E1_d_model_L1-5,13,1.5395361920738684,0.8833161944744183,0.17963894163554178,,
ES,RTH,B1,1day,E1_d_model_L1-5,26,1.3880202216140394,0.9382297646234855,0.08573833579646102,,
ES,RTH,B1,1day,E1_d_model_L1-5,78,1.296075064084177,0.9609574075454714,0.05060213051751552,,
ES,RTH,B1,1day,E1_d_model_L1-5,195,1.1909780923944289,0.9791680424194787,0.024810405100090867,,
ES,RTH,B1,1day,E1_d_model_L1-5,389,1.0981077479095862,0.9899139130116973,0.011075610267945271,,
ES,RTH,B1,1day,E1_d_model_L1-10,5,1.971067250843463,0.7643826869800819,0.46441756942529355,,
ES,RTH,B1,1day,E1_d_model_L1-10,6,1.8424833951475572,0.7846629543785844,0.39675493091759034,,
ES,RTH,B1,1day,E1_d_model_L1-10,10,1.6110380074526773,0.8889560129326144,0.17889608366464177,,
ES,RTH,B1,1day,E1_d_model_L1-10,13,1.5395361920738684,0.947171906899654,0.08133076128623044,,
ES,RTH,B1,1day,E1_d_model_L1-10,26,1.3880202216140394,0.9780968125305495,0.030402067125400566,,
ES,RTH,B1,1day,E1_d_model_L1-10,78,1.296075064084177,1.0252849969523,-0.032771254045320324,,
ES,RTH,B1,1day,E1_d_model_L1-10,195,1.1909780923944289,1.0469398497990854,-0.05590433277099573,,
ES,RTH,B1,1day,E1_d_model_L1-10,389,1.0981077479095862,1.055520774260293,-0.06096779238516687,,
ES,RTH,B1,1day,E2,5,1.971067250843463,0.6828944268483818,0.6250364102991008,,
ES,RTH,B1,1day,E2,6,1.8424833951475572,0.7095314381963099,0.535183501935691,,
ES,RTH,B1,1day,E2,10,1.6110380074526773,0.7970241773923155,0.3270017648149522,,
ES,RTH,B1,1day,E2,13,1.5395361920738684,0.8121911961430754,0.28913845072783767,,
ES,RTH,B1,1day,E2,26,1.3880202216140394,0.864585547313969,0.18795799862700863,,
ES,RTH,B1,1day,E2,78,1.296075064084177,0.9014456338242137,0.12773385645705765,,
ES,RTH,B1,1day,E2,195,1.1909780923944289,0.9114189971304335,0.10549803381998173,,
ES,RTH,B1,1day,E2,389,1.0981077479095862,0.9127461064429013,0.09581417655032838,,
ES,RTH,B1,1day,E4,5,1.971067250843463,0.8454700819019951,0.30458886083849995,,
ES,RTH,B1,1day,E4,6,1.8424833951475572,0.8541462293049646,0.26873315062526204,,
ES,RTH,B1,1day,E4,10,1.6110380074526773,0.8824431403537016,0.18938856892696657,,
ES,RTH,B1,1day,E4,13,1.5395361920738684,0.8986606387024176,0.1560156143992779,,
ES,RTH,B1,1day,E4,26,1.3880202216140394,0.9347807527698683,0.09052563399386826,,
ES,RTH,B1,1day,E4,78,1.296075064084177,0.9706349125168631,0.03805935764154416,,
ES,RTH,B1,1day,E4,195,1.1909780923944289,0.9850022373262887,0.017862006779321093,,
ES,RTH,B1,1day,E4,389,1.0981077479095862,0.9911355184604161,0.00973415585981853,,
ES,RTH,B1,1day,E4_asS05,5,1.971067250843463,0.9987898122453613,0.002385361450540044,,
ES,RTH,B1,1day,E4_asS05,6,1.8424833951475572,0.8772394578486971,0.22618426049308746,,
ES,RTH,B1,1day,E4_asS05,10,1.6110380074526773,0.9009660178824099,0.1595475092208264,,
ES,RTH,B1,1day,E4_asS05,13,1.5395361920738684,0.9125653664816952,0.13460878274214524,,
ES,RTH,B1,1day,E4_asS05,26,1.3880202216140394,0.9471045533547043,0.07341994957497688,,
ES,RTH,B1,1day,E4_asS05,78,1.296075064084177,0.979592543911795,0.02644959495731538,,
ES,RTH,B1,1day,E4_asS05,195,1.1909780923944289,0.9905276016625314,0.011281418902358514,,
ES,RTH,B1,1day,E4_asS05,389,1.0981077479095862,0.9948618644177353,0.005642226492694827,,
ES,RTH,B1,1h,E1_a_exp_L1-5,4,2.2845022229650738,0.6217465453626605,0.8641208579632208,,
ES,RTH,B1,1h,E1_a_exp_L1-5,5,2.12771716833462,0.6575186895675134,0.7287033640409405,,
ES,RTH,B1,1h,E1_a_exp_L1-5,6,2.041432479992342,0.6913511518778038,0.6300857834688746,,
ES,RTH,B1,1h,E1_a_exp_L1-5,10,1.825062532277394,0.7427234429701145,0.46954580466857215,,
ES,RTH,B1,1h,E1_a_exp_L1-5,12,1.7817341300035796,0.7468698384616379,0.45101064814621916,,
ES,RTH,B1,1h,E1_a_exp_L1-5,15,1.7023841219877207,0.7738346024861318,0.3850203816706504,,
ES,RTH,B1,1h,E1_a_exp_L1-5,20,1.6386054423041794,0.7787868285855571,0.3624811065890734,,
ES,RTH,B1,1h,E1_a_exp_L1-5,30,1.5414281872332405,0.7981507092879755,0.3111361862765513,,
ES,RTH,B1,1h,E1_a_exp_L1-5,60,1.3740109252746955,0.8134899732457959,0.25626681443355226,,
ES,RTH,B1,1h,E1_a_exp_L1-10,4,2.2845022229650738,0.5996535677833422,0.9145923143550909,,
ES,RTH,B1,1h,E1_a_exp_L1-10,5,2.12771716833462,0.6423245415035487,0.7610322137348563,,
ES,RTH,B1,1h,E1_a_exp_L1-10,6,2.041432479992342,0.6696359911859006,0.6744158178135788,,
ES,RTH,B1,1h,E1_a_exp_L1-10,10,1.825062532277394,0.7155434041237927,0.5191510751928382,,
ES,RTH,B1,1h,E1_a_exp_L1-10,12,1.7817341300035796,0.7298354014157041,0.4813614860163567,,
ES,RTH,B1,1h,E1_a_exp_L1-10,15,1.7023841219877207,0.7455602967138742,0.4331541108775674,,
ES,RTH,B1,1h,E1_a_exp_L1-10,20,1.6386054423041794,0.7577141803394092,0.39701086268897307,,
ES,RTH,B1,1h,E1_a_exp_L1-10,30,1.5414281872332405,0.7767437634599025,0.3441334559785181,,
ES,RTH,B1,1h,E1_a_exp_L1-10,60,1.3740109252746955,0.7915114827983776,0.2864655004293505,,
ES,RTH,B1,1h,E1_d_model_L1-5,4,2.2845022229650738,0.7312319584659882,0.6140011883464193,,
ES,RTH,B1,1h,E1_d_model_L1-5,5,2.12771716833462,0.7929145336084259,0.4406193021539342,,
ES,RTH,B1,1h,E1_d_model_L1-5,6,2.041432479992342,0.8264807573734905,0.3542278178014282,,
ES,RTH,B1,1h,E1_d_model_L1-5,10,1.825062532277394,0.8735441953048121,0.2307897511381752,,
ES,RTH,B1,1h,E1_d_model_L1-5,12,1.7817341300035796,0.9006254915278593,0.17705895339714295,,
ES,RTH,B1,1h,E1_d_model_L1-5,15,1.7023841219877207,0.9100923457830474,0.15305736298410239,,
ES,RTH,B1,1h,E1_d_model_L1-5,20,1.6386054423041794,0.9238575626900539,0.12476741216638244,,
ES,RTH,B1,1h,E1_d_model_L1-5,30,1.5414281872332405,0.9468295345277279,0.081958454207272,,
ES,RTH,B1,1h,E1_d_model_L1-5,60,1.3740109252746955,0.965024861364656,0.048056222597959705,,
ES,RTH,B1,1h,E1_d_model_L1-10,4,2.2845022229650738,0.7212801574231302,0.6367360999513344,,
ES,RTH,B1,1h,E1_d_model_L1-10,5,2.12771716833462,0.7843564415080259,0.45882850164414424,,
ES,RTH,B1,1h,E1_d_model_L1-10,6,2.041432479992342,0.8177274196103119,0.3720971658195244,,
ES,RTH,B1,1h,E1_d_model_L1-10,10,1.825062532277394,0.8607029577213255,0.2542258127198688,,
ES,RTH,B1,1h,E1_d_model_L1-10,12,1.7817341300035796,0.8911978167140088,0.1938565633795556,,
ES,RTH,B1,1h,E1_d_model_L1-10,15,1.7023841219877207,0.8968227541960481,0.17564730500707196,,
ES,RTH,B1,1h,E1_d_model_L1-10,20,1.6386054423041794,0.9113939806448467,0.1451903055362637,,
ES,RTH,B1,1h,E1_d_model_L1-10,30,1.5414281872332405,0.9343045065734717,0.1012648853418467,,
ES,RTH,B1,1h,E1_d_model_L1-10,60,1.3740109252746955,0.9520510875866911,0.06588232951092589,,
ES,RTH,B1,1h,E2,4,2.2845022229650738,2.0397376637258833,-2.3752830040822928,,
ES,RTH,B1,1h,E2,5,2.12771716833462,1.9849004383957458,-2.0955895718749225,,
ES,RTH,B1,1h,E2,6,2.041432479992342,1.3527866002124584,-0.7201900241797858,,
ES,RTH,B1,1h,E2,10,1.825062532277394,0.8503031099120664,0.27320618529793483,,
ES,RTH,B1,1h,E2,12,1.7817341300035796,0.8650394003174501,0.24046390666014947,,
ES,RTH,B1,1h,E2,15,1.7023841219877207,0.8705071963807901,0.22044649279301698,,
ES,RTH,B1,1h,E2,20,1.6386054423041794,0.8990679029677887,0.16538788350015493,,
ES,RTH,B1,1h,E2,30,1.5414281872332405,0.9145029409620202,0.1317875767266865,,
ES,RTH,B1,1h,E2,60,1.3740109252746955,0.9316270250069112,0.09394521463403757,,
ES,RTH,B1,1h,E4,4,2.2845022229650738,0.8521481322728619,0.337767920492185,,
ES,RTH,B1,1h,E4,5,2.12771716833462,0.8618462105170033,0.293952189753459,,
