root,geom,btag,horizon,estimator,M,var_log_rv,lam,var_log_eps,interior_min_M,interior_depth
ES,RTH,B1,1h,E4,6,2.041432479992342,0.8739705732023425,0.25728056529955523,,
ES,RTH,B1,1h,E4,10,1.825062532277394,0.9022452329726132,0.1784085626531893,,
ES,RTH,B1,1h,E4,12,1.7817341300035796,0.9128549878731952,0.15526924236590398,,
ES,RTH,B1,1h,E4,15,1.7023841219877207,0.9227092276561556,0.13157858361432836,,
ES,RTH,B1,1h,E4,20,1.6386054423041794,0.9364171109556765,0.10418726802545131,,
ES,RTH,B1,1h,E4,30,1.5414281872332405,0.9514914815282031,0.07477239769335212,,
ES,RTH,B1,1h,E4,60,1.3740109252746955,0.9700585808857918,0.041139836981150694,,
ES,RTH,B1,1h,E4_asS05,4,2.2845022229650738,0.9998863196995207,0.00025970289915232806,,
ES,RTH,B1,1h,E4_asS05,5,2.12771716833462,0.9998206719699059,0.00038155932839490357,,
ES,RTH,B1,1h,E4_asS05,6,2.041432479992342,0.9995552694849501,0.0009078873182665805,,
ES,RTH,B1,1h,E4_asS05,10,1.825062532277394,0.9986227263193478,0.0025136105912501355,,
ES,RTH,B1,1h,E4_asS05,12,1.7817341300035796,0.9224774301310514,0.1381246085810928,,
ES,RTH,B1,1h,E4_asS05,15,1.7023841219877207,0.9316434314292916,0.11636913696833881,,
ES,RTH,B1,1h,E4_asS05,20,1.6386054423041794,0.945013853392946,0.09010059908165423,,
ES,RTH,B1,1h,E4_asS05,30,1.5414281872332405,0.959288822912642,0.06275335589789775,,
ES,RTH,B1,1h,E4_asS05,60,1.3740109252746955,0.9762090210199691,0.0326890650415431,,
ES,RTH,B1,30min,E1_a_exp_L1-5,5,2.1398639066228555,0.7543372702373843,0.5256848086214657,,
ES,RTH,B1,30min,E1_a_exp_L1-5,6,2.051544659518124,0.7823150155992261,0.44659046720469375,,
ES,RTH,B1,30min,E1_a_exp_L1-5,10,1.8059254615816211,0.8508804981401445,0.2692987052270809,,
ES,RTH,B1,30min,E1_a_exp_L1-5,15,1.6621173124488644,0.8872038791054518,0.18748038531590358,,
ES,RTH,B1,30min,E1_a_exp_L1-5,30,1.4479252854226499,0.9209434263363302,0.11446801198650584,,
ES,RTH,B1,30min,E1_a_exp_L1-10,5,2.1398639066228555,0.6733876698167566,0.6989059368171092,,
ES,RTH,B1,30min,E1_a_exp_L1-10,6,2.051544659518124,0.6916281576020884,0.6326386064172002,,
ES,RTH,B1,30min,E1_a_exp_L1-10,10,1.8059254615816211,0.754076277047375,0.44411991288709,,
ES,RTH,B1,30min,E1_a_exp_L1-10,15,1.6621173124488644,0.7874270556655317,0.35332117093654847,,
ES,RTH,B1,30min,E1_a_exp_L1-10,30,1.4479252854226499,0.8173370834456452,0.2644822555880979,,
ES,RTH,B1,30min,E1_d_model_L1-5,5,2.1398639066228555,0.8917531439600835,0.23163354024521748,,
ES,RTH,B1,30min,E1_d_model_L1-5,6,2.051544659518124,0.9403021428847601,0.12247281994944643,,
ES,RTH,B1,30min,E1_d_model_L1-5,10,1.8059254615816211,1.0227748374132406,-0.04112965876795291,,
ES,RTH,B1,30min,E1_d_model_L1-5,15,1.6621173124488644,1.0664551661468393,-0.11045628215432735,,
ES,RTH,B1,30min,E1_d_model_L1-5,30,1.4479252854226499,1.1070331349389286,-0.15497598245612923,,
ES,RTH,B1,30min,E1_d_model_L1-10,5,2.1398639066228555,0.8484258968270243,0.32434795255857957,,
ES,RTH,B1,30min,E1_d_model_L1-10,6,2.051544659518124,0.8982288215295392,0.20878811768393973,,
ES,RTH,B1,30min,E1_d_model_L1-10,10,1.8059254615816211,0.9501172823893328,0.09008446982598983,,
ES,RTH,B1,30min,E1_d_model_L1-10,15,1.6621173124488644,0.9921415298137202,0.01306169934597896,,
ES,RTH,B1,30min,E1_d_model_L1-10,30,1.4479252854226499,1.0298879193857742,-0.043275474207336226,,
ES,RTH,B1,30min,E2,5,2.1398639066228555,2.873887078307947,-4.0098633239581325,,
ES,RTH,B1,30min,E2,6,2.051544659518124,1.5428378841480903,-1.1136561622081327,,
ES,RTH,B1,30min,E2,10,1.8059254615816211,0.9412589984120353,0.10608187040651187,,
ES,RTH,B1,30min,E2,15,1.6621173124488644,0.7898479413786618,0.3492973748812949,,
ES,RTH,B1,30min,E2,30,1.4479252854226499,0.7911701998999112,0.302369947914676,,
ES,RTH,B1,30min,E4,5,2.1398639066228555,0.862241284034845,0.2947849041165449,,
ES,RTH,B1,30min,E4,6,2.051544659518124,0.8736473297478096,0.2592181458717358,,
ES,RTH,B1,30min,E4,10,1.8059254615816211,0.900641818371637,0.17943347001911195,,
ES,RTH,B1,30min,E4,15,1.6621173124488644,0.9211146739581417,0.13111666611234588,,
ES,RTH,B1,30min,E4,30,1.4479252854226499,0.9492028004459038,0.07355054966303608,,
ES,RTH,B1,30min,E4_asS05,5,2.1398639066228555,0.9999309648318893,0.0001477258645278193,,
ES,RTH,B1,30min,E4_asS05,6,2.051544659518124,0.999852516841202,0.00030256828680085636,,
ES,RTH,B1,30min,E4_asS05,10,1.8059254615816211,0.9995810603531584,0.000756573775097235,,
ES,RTH,B1,30min,E4_asS05,15,1.6621173124488644,0.994528730256193,0.009093892162259214,,
ES,RTH,B1,30min,E4_asS05,30,1.4479252854226499,0.9989785910290314,0.001478923875822943,,
NQ,RTH,B0,1day,E1_a_exp_L1-5,5,1.8163782746876298,0.55080664761095,0.8159050464135752,,
NQ,RTH,B0,1day,E1_a_exp_L1-5,6,1.663586383510003,0.5830252362760724,0.6936735391984268,,
NQ,RTH,B0,1day,E1_a_exp_L1-5,10,1.4517097176797054,0.6872400979197832,0.45403658915040374,,
NQ,RTH,B0,1day,E1_a_exp_L1-5,13,1.3351090740917526,0.7288853424615747,0.36196763939882964,,
NQ,RTH,B0,1day,E1_a_exp_L1-5,26,1.2051036307441039,0.7849263345568929,0.25918605510293113,,
NQ,RTH,B0,1day,E1_a_exp_L1-5,78,1.1349450880328027,0.8304785875822301,0.19239749433993086,,
NQ,RTH,B0,1day,E1_a_exp_L1-5,195,1.080826877393913,0.8564598020274528,0.1551421039551723,,
NQ,RTH,B0,1day,E1_a_exp_L1-5,389,1.0468256676780079,0.8668797489821917,0.13935369565318123,,
NQ,RTH,B0,1day,E1_a_exp_L1-10,5,1.8163782746876298,0.5505242302841701,0.8164180231103335,,
NQ,RTH,B0,1day,E1_a_exp_L1-10,6,1.663586383510003,0.5769728472192508,0.7037422112210601,,
NQ,RTH,B0,1day,E1_a_exp_L1-10,10,1.4517097176797054,0.674226766328528,0.47292816908081736,,
NQ,RTH,B0,1day,E1_a_exp_L1-10,13,1.3351090740917526,0.7090702236671999,0.3884229843054055,,
NQ,RTH,B0,1day,E1_a_exp_L1-10,26,1.2051036307441039,0.7669645357125611,0.2808318841049306,,
NQ,RTH,B0,1day,E1_a_exp_L1-10,78,1.1349450880328027,0.8089750430745666,0.21680283655419838,,
NQ,RTH,B0,1day,E1_a_exp_L1-10,195,1.080826877393913,0.8348912256787864,0.1784540009799336,,
NQ,RTH,B0,1day,E1_a_exp_L1-10,389,1.0468256676780079,0.8440089143384718,0.16329547239944658,,
NQ,RTH,B0,1day,E1_d_model_L1-5,5,1.8163782746876298,0.6014575754933722,0.7239038014151735,,
NQ,RTH,B0,1day,E1_d_model_L1-5,6,1.663586383510003,0.6311322519139108,0.613643363032016,,
NQ,RTH,B0,1day,E1_d_model_L1-5,10,1.4517097176797054,0.7683408103702237,0.3363018967753518,,
NQ,RTH,B0,1day,E1_d_model_L1-5,13,1.3351090740917526,0.8149121047040647,0.24711252851414742,,
NQ,RTH,B0,1day,E1_d_model_L1-5,26,1.2051036307441039,0.8919400770730687,0.13022340545717298,,
NQ,RTH,B0,1day,E1_d_model_L1-5,78,1.1349450880328027,0.9518804002158703,0.05461310341310234,,
NQ,RTH,B0,1day,E1_d_model_L1-5,195,1.080826877393913,0.9816734429699143,0.019807835408208966,,
NQ,RTH,B0,1day,E1_d_model_L1-5,389,1.0468256676780079,0.9936009772319189,0.006698661281683304,,
NQ,RTH,B0,1day,E1_d_model_L1-10,5,1.8163782746876298,0.6717681728638547,0.59619315987112,,
NQ,RTH,B0,1day,E1_d_model_L1-10,6,1.663586383510003,0.7041147541795455,0.49223066602841814,,
NQ,RTH,B0,1day,E1_d_model_L1-10,10,1.4517097176797054,0.8231332162988905,0.25675922863365525,,
NQ,RTH,B0,1day,E1_d_model_L1-10,13,1.3351090740917526,0.8922790611974135,0.1438192028650156,,
NQ,RTH,B0,1day,E1_d_model_L1-10,26,1.2051036307441039,0.951058006908536,0.05898017357037607,,
NQ,RTH,B0,1day,E1_d_model_L1-10,78,1.1349450880328027,1.0180648417341425,-0.02050260339225497,,
NQ,RTH,B0,1day,E1_d_model_L1-10,195,1.080826877393913,1.0507225257389319,-0.05482226910794212,,
NQ,RTH,B0,1day,E1_d_model_L1-10,389,1.0468256676780079,1.0621677234467481,-0.06507876860516387,,
NQ,RTH,B0,1day,E2,5,1.8163782746876298,0.8454808654241617,0.2806651990670869,,
NQ,RTH,B0,1day,E2,6,1.663586383510003,0.6899579705162474,0.5157816985649777,,
NQ,RTH,B0,1day,E2,10,1.4517097176797054,0.7741087098471927,0.32792858105403627,,
NQ,RTH,B0,1day,E2,13,1.3351090740917526,0.7929189213858929,0.2764758271304019,,
NQ,RTH,B0,1day,E2,26,1.2051036307441039,0.856023084306328,0.17350710384578186,,
NQ,RTH,B0,1day,E2,78,1.1349450880328027,0.909407778455947,0.1028171968554024,,
NQ,RTH,B0,1day,E2,195,1.080826877393913,0.9305902861534283,0.07501988427759511,,
NQ,RTH,B0,1day,E2,389,1.0468256676780079,0.934437050707514,0.06863297816804599,,
NQ,RTH,B0,1day,E4,5,1.8163782746876298,0.8271792163924341,0.3139079167592748,,
NQ,RTH,B0,1day,E4,6,1.663586383510003,0.8321428910984958,0.27924480074389807,,
NQ,RTH,B0,1day,E4,10,1.4517097176797054,0.8647643613186807,0.19632289085029264,,
NQ,RTH,B0,1day,E4,13,1.3351090740917526,0.8767040108504908,0.16461359391262806,,
NQ,RTH,B0,1day,E4,26,1.2051036307441039,0.9177879474662066,0.0990740429993994,,
NQ,RTH,B0,1day,E4,78,1.1349450880328027,0.9641797906333526,0.04065397067298309,,
NQ,RTH,B0,1day,E4,195,1.080826877393913,0.9824585635462467,0.01895925598731391,,
NQ,RTH,B0,1day,E4,389,1.0468256676780079,0.9898111765889694,0.01066592187010538,,
NQ,RTH,B0,1day,E4_asS05,5,1.8163782746876298,0.872166142643843,0.2321946412712411,,
NQ,RTH,B0,1day,E4_asS05,6,1.663586383510003,0.8627659485677142,0.22830069931666216,,
NQ,RTH,B0,1day,E4_asS05,10,1.4517097176797054,0.8887882920858898,0.16144711709867074,,
NQ,RTH,B0,1day,E4_asS05,13,1.3351090740917526,0.9008694978954235,0.1323500328790917,,
NQ,RTH,B0,1day,E4_asS05,26,1.2051036307441039,0.9377892705439802,0.07497037593868863,,
NQ,RTH,B0,1day,E4_asS05,78,1.1349450880328027,0.9762916614844737,0.026907662343615527,,
NQ,RTH,B0,1day,E4_asS05,195,1.080826877393913,0.9896473484787617,0.011189424016447357,,
NQ,RTH,B0,1day,E4_asS05,389,1.0468256676780079,0.9946220726527734,0.005629752385984346,,
NQ,RTH,B0,1h,E1_a_exp_L1-5,4,2.242931446212441,0.547301880743896,1.0153708473207455,,
NQ,RTH,B0,1h,E1_a_exp_L1-5,5,2.078465906115687,0.5817359623274897,0.8693475420565999,,
NQ,RTH,B0,1h,E1_a_exp_L1-5,6,1.9944671809499017,0.6118448430572228,0.7741627216388276,,
NQ,RTH,B0,1h,E1_a_exp_L1-5,10,1.8087541015938593,0.6605655389871974,0.6139534735792076,,
NQ,RTH,B0,1h,E1_a_exp_L1-5,12,1.7589853604612276,0.6731062190531139,0.575001375111392,,
NQ,RTH,B0,1h,E1_a_exp_L1-5,15,1.6992638646956932,0.6958669254857638,0.5168023435808443,,
NQ,RTH,B0,1h,E1_a_exp_L1-5,20,1.6606307987124385,0.7103442752413353,0.48101121755761167,,
NQ,RTH,B0,1h,E1_a_exp_L1-5,30,1.5953461917322496,0.7226678143435522,0.4424408462317952,,
NQ,RTH,B0,1h,E1_a_exp_L1-5,60,1.5004058110408809,0.7409594674039269,0.38866592040227277,,
NQ,RTH,B0,1h,E1_a_exp_L1-10,4,2.242931446212441,0.5354937000242277,1.041855787179449,,
NQ,RTH,B0,1h,E1_a_exp_L1-10,5,2.078465906115687,0.5639327983168626,0.9063508114736741,,
NQ,RTH,B0,1h,E1_a_exp_L1-10,6,1.9944671809499017,0.5953195116393047,0.8071219528061854,,
NQ,RTH,B0,1h,E1_a_exp_L1-10,10,1.8087541015938593,0.6462754206605255,0.6398007837148371,,
NQ,RTH,B0,1h,E1_a_exp_L1-10,12,1.7589853604612276,0.6619278419052411,0.5946639768682146,,
NQ,RTH,B0,1h,E1_a_exp_L1-10,15,1.6992638646956932,0.6807809971390281,0.5424373164858407,,
NQ,RTH,B0,1h,E1_a_exp_L1-10,20,1.6606307987124385,0.6956331870922864,0.5054409036204958,,
NQ,RTH,B0,1h,E1_a_exp_L1-10,30,1.5953461917322496,0.713946221276853,0.4563548065165921,,
NQ,RTH,B0,1h,E1_a_exp_L1-10,60,1.5004058110408809,0.731830559745707,0.40236298650112157,,
NQ,RTH,B0,1h,E1_d_model_L1-5,4,2.242931446212441,0.6883953385715829,0.6989078939041776,,
NQ,RTH,B0,1h,E1_d_model_L1-5,5,2.078465906115687,0.7255778635959462,0.5703770543992542,,
NQ,RTH,B0,1h,E1_d_model_L1-5,6,1.9944671809499017,0.7564875253558061,0.48567763882973986,,
NQ,RTH,B0,1h,E1_d_model_L1-5,10,1.8087541015938593,0.8309120475281221,0.30583852756361674,,
NQ,RTH,B0,1h,E1_d_model_L1-5,12,1.7589853604612276,0.8394818703511943,0.28234904014086665,,
NQ,RTH,B0,1h,E1_d_model_L1-5,15,1.6992638646956932,0.8535076396099129,0.24892917446485363,,
NQ,RTH,B0,1h,E1_d_model_L1-5,20,1.6606307987124385,0.8713199672898724,0.21369002549776195,,
NQ,RTH,B0,1h,E1_d_model_L1-5,30,1.5953461917322496,0.8940489822310584,0.16902855270783682,,
NQ,RTH,B0,1h,E1_d_model_L1-5,60,1.5004058110408809,0.9166572890336141,0.12504788784186596,,
NQ,RTH,B0,1h,E1_d_model_L1-10,4,2.242931446212441,0.6538000317609745,0.7765027954410586,,
NQ,RTH,B0,1h,E1_d_model_L1-10,5,2.078465906115687,0.7096998432692319,0.6033789783049419,,
NQ,RTH,B0,1h,E1_d_model_L1-10,6,1.9944671809499017,0.7380045022906212,0.5225414217379911,,
NQ,RTH,B0,1h,E1_d_model_L1-10,10,1.8087541015938593,0.789078682871604,0.3815047974695654,,
NQ,RTH,B0,1h,E1_d_model_L1-10,12,1.7589853604612276,0.820553938255483,0.31564299560102704,,
NQ,RTH,B0,1h,E1_d_model_L1-10,15,1.6992638646956932,0.8312348010708925,0.2867766041584126,,
NQ,RTH,B0,1h,E1_d_model_L1-10,20,1.6606307987124385,0.849347151377826,0.2501787603357449,,
NQ,RTH,B0,1h,E1_d_model_L1-10,30,1.5953461917322496,0.8717023899514723,0.20467910359926783,,
NQ,RTH,B0,1h,E1_d_model_L1-10,60,1.5004058110408809,0.8935319872405291,0.15974522503428484,,
NQ,RTH,B0,1h,E2,4,2.242931446212441,0.8177201086808326,0.40884130025194676,,
NQ,RTH,B0,1h,E2,5,2.078465906115687,0.7981710636933615,0.41949456298094256,,
NQ,RTH,B0,1h,E2,6,1.9944671809499017,0.7725015650247079,0.45373816227568536,,
NQ,RTH,B0,1h,E2,10,1.8087541015938593,0.845644398871153,0.27919132664578783,,
NQ,RTH,B0,1h,E2,12,1.7589853604612276,0.8621154416628342,0.24253691954873682,,
NQ,RTH,B0,1h,E2,15,1.6992638646956932,0.8752871887641551,0.21191997359768625,,
NQ,RTH,B0,1h,E2,20,1.6606307987124385,0.9001151777113335,0.16587181221647818,,
NQ,RTH,B0,1h,E2,30,1.5953461917322496,0.9174623107386746,0.13167618823743532,,
NQ,RTH,B0,1h,E2,60,1.5004058110408809,0.9357212155969795,0.09644426164493587,,
NQ,RTH,B0,1h,E4,4,2.242931446212441,0.8490245508777441,0.33862758244235425,,
NQ,RTH,B0,1h,E4,5,2.078465906115687,0.8591982485124215,0.2926516399883055,,
NQ,RTH,B0,1h,E4,6,1.9944671809499017,0.8700745817976924,0.25913198257569353,,
NQ,RTH,B0,1h,E4,10,1.8087541015938593,0.9006337465515117,0.17972911848496811,,
NQ,RTH,B0,1h,E4,12,1.7589853604612276,0.9111963861396486,0.1562042567364099,,
NQ,RTH,B0,1h,E4,15,1.6992638646956932,0.9226714311865954,0.1314016426932527,,
NQ,RTH,B0,1h,E4,20,1.6606307987124385,0.9369497400250387,0.10470320358124684,,
NQ,RTH,B0,1h,E4,30,1.5953461917322496,0.9525878353039363,0.07563881638964741,,
NQ,RTH,B0,1h,E4,60,1.5004058110408809,0.9721260897314379,0.04182217694338269,,
NQ,RTH,B0,1h,E4_asS05,4,2.242931446212441,0.9989686493873401,0.002313248721205377,,
NQ,RTH,B0,1h,E4_asS05,5,2.078465906115687,0.998238421777998,0.0036613802753869607,,
NQ,RTH,B0,1h,E4_asS05,6,1.9944671809499017,0.8876953518389712,0.22398793502529768,,
NQ,RTH,B0,1h,E4_asS05,10,1.8087541015938593,0.9112892123267105,0.16045600105968444,,
NQ,RTH,B0,1h,E4_asS05,12,1.7589853604612276,0.9213875228379244,0.13827819647768363,,
NQ,RTH,B0,1h,E4_asS05,15,1.6992638646956932,0.9317144246607092,0.11603521065401222,,
NQ,RTH,B0,1h,E4_asS05,20,1.6606307987124385,0.9455835648549585,0.09036560815799381,,
NQ,RTH,B0,1h,E4_asS05,30,1.5953461917322496,0.9605889093082137,0.06287433344715554,,
NQ,RTH,B0,1h,E4_asS05,60,1.5004058110408809,0.9781836519299509,0.03273337541999212,,
NQ,RTH,B0,30min,E1_a_exp_L1-5,5,2.1287262213323292,0.7386480863758178,0.5563466715271786,,
NQ,RTH,B0,30min,E1_a_exp_L1-5,6,2.0228871089574083,0.7721357583609861,0.46094363700391705,,
NQ,RTH,B0,30min,E1_a_exp_L1-5,10,1.8345025886879487,0.8396776908649123,0.294111691132748,,
NQ,RTH,B0,30min,E1_a_exp_L1-5,15,1.7209164536623864,0.8770884487879645,0.21152051082595885,,
NQ,RTH,B0,30min,E1_a_exp_L1-5,30,1.581459570379477,0.9153673749423827,0.13384307486370675,,
NQ,RTH,B0,30min,E1_a_exp_L1-10,5,2.1287262213323292,0.6189796526104594,0.8110880043492682,,
NQ,RTH,B0,30min,E1_a_exp_L1-10,6,2.0228871089574083,0.6499487382051965,0.7081141849589829,,
NQ,RTH,B0,30min,E1_a_exp_L1-10,10,1.8345025886879487,0.7053957645908367,0.5404522324965438,,
NQ,RTH,B0,30min,E1_a_exp_L1-10,15,1.7209164536623864,0.7384687724590211,0.4500733926217921,,
NQ,RTH,B0,30min,E1_a_exp_L1-10,30,1.581459570379477,0.7710491961530859,0.3620764398897767,,
NQ,RTH,B0,30min,E1_d_model_L1-5,5,2.1287262213323292,0.941660950113379,0.12418786522126492,,
NQ,RTH,B0,30min,E1_d_model_L1-5,6,2.0228871089574083,0.9760895079047088,0.04836822622839252,,
NQ,RTH,B0,30min,E1_d_model_L1-5,10,1.8345025886879487,1.0705421528942909,-0.1294097620961977,,
NQ,RTH,B0,30min,E1_d_model_L1-5,15,1.7209164536623864,1.1182942050116307,-0.20357444377742678,,
NQ,RTH,B0,30min,E1_d_model_L1-5,30,1.581459570379477,1.16714299467935,-0.2643298885575439,,
NQ,RTH,B0,30min,E1_d_model_L1-10,5,2.1287262213323292,0.8555239071253331,0.3075500472579483,,
NQ,RTH,B0,30min,E1_d_model_L1-10,6,2.0228871089574083,0.8852206810129628,0.23218560475378783,,
NQ,RTH,B0,30min,E1_d_model_L1-10,10,1.8345025886879487,0.974888382887638,0.04606732659876865,,
NQ,RTH,B0,30min,E1_d_model_L1-10,15,1.7209164536623864,0.9900509421359454,0.017121497376690796,,
NQ,RTH,B0,30min,E1_d_model_L1-10,30,1.581459570379477,1.033747906568008,-0.05337094982224861,,
NQ,RTH,B0,30min,E2,5,2.1287262213323292,1.026990861334638,-0.05745615425938862,,
NQ,RTH,B0,30min,E2,6,2.0228871089574083,0.7586559482866004,0.4882117710345861,,
NQ,RTH,B0,30min,E2,10,1.8345025886879487,0.8508392215038726,0.27363583428185545,,
NQ,RTH,B0,30min,E2,15,1.7209164536623864,0.8920178499081837,0.1858282587948481,,
NQ,RTH,B0,30min,E2,30,1.581459570379477,0.926678286455522,0.1159553256015373,,
NQ,RTH,B0,30min,E4,5,2.1287262213323292,0.8610606011153878,0.2957639415818257,,
NQ,RTH,B0,30min,E4,6,2.0228871089574083,0.8712619749637992,0.2604224912783667,,
NQ,RTH,B0,30min,E4,10,1.8345025886879487,0.9019313248599651,0.17990723841359155,,
NQ,RTH,B0,30min,E4,15,1.7209164536623864,0.9232104595799536,0.1321483835780307,,
NQ,RTH,B0,30min,E4,30,1.581459570379477,0.9528317331136027,0.07459470708570638,,
NQ,RTH,B0,30min,E4_asS05,5,2.1287262213323292,0.9994474479244733,0.0011762320918253634,,
NQ,RTH,B0,30min,E4_asS05,6,2.0228871089574083,0.9969400915250638,0.006189849408537965,,
NQ,RTH,B0,30min,E4_asS05,10,1.8345025886879487,0.9127987839498128,0.15997085658080545,,
NQ,RTH,B0,30min,E4_asS05,15,1.7209164536623864,0.9330233255272746,0.11526126111170264,,
NQ,RTH,B0,30min,E4_asS05,30,1.581459570379477,0.9606130236763046,0.0622889106554179,,
NQ,RTH,B1,1day,E1_a_exp_L1-5,5,1.8290644792899533,0.5496907512706962,0.8236446515465141,,
NQ,RTH,B1,1day,E1_a_exp_L1-5,6,1.6687166754392468,0.5806145553545502,0.6998354849163653,,
NQ,RTH,B1,1day,E1_a_exp_L1-5,10,1.4544993355579572,0.6841665122775454,0.45937959803926237,,
NQ,RTH,B1,1day,E1_a_exp_L1-5,13,1.3365058948082371,0.7300309214558204,0.360815264890244,,
NQ,RTH,B1,1day,E1_a_exp_L1-5,26,1.2109025819433092,0.791882996733123,0.25200941660216547,,
NQ,RTH,B1,1day,E1_a_exp_L1-5,78,1.1394686502729452,0.8300603481186318,0.19364090575711676,,
NQ,RTH,B1,1day,E1_a_exp_L1-5,195,1.0875639072138068,0.8553195014153471,0.15734928833836678,,
NQ,RTH,B1,1day,E1_a_exp_L1-5,389,1.0533883925697205,0.865748892063282,0.14141855879016343,,
NQ,RTH,B1,1day,E1_a_exp_L1-10,5,1.8290644792899533,0.5502665401707547,0.8225914965218477,,
NQ,RTH,B1,1day,E1_a_exp_L1-10,6,1.6687166754392468,0.5801220634280442,0.700657314406645,,
NQ,RTH,B1,1day,E1_a_exp_L1-10,10,1.4544993355579572,0.6683282805022547,0.4824162956328357,,
NQ,RTH,B1,1day,E1_a_exp_L1-10,13,1.3365058948082371,0.7120920393462575,0.3847906865759448,,
NQ,RTH,B1,1day,E1_a_exp_L1-10,26,1.2109025819433092,0.768721219346327,0.2800560726422329,,
NQ,RTH,B1,1day,E1_a_exp_L1-10,78,1.1394686502729452,0.8089493768387161,0.21769619570739318,,
NQ,RTH,B1,1day,E1_a_exp_L1-10,195,1.0875639072138068,0.8341883197454315,0.18033079883934494,,
NQ,RTH,B1,1day,E1_a_exp_L1-10,389,1.0533883925697205,0.8431950135184894,0.16517655265667525,,
NQ,RTH,B1,1day,E1_d_model_L1-5,5,1.8290644792899533,0.600275512239935,0.7311218620643065,,
NQ,RTH,B1,1day,E1_d_model_L1-5,6,1.6687166754392468,0.6340046518810989,0.6107425405392025,,
NQ,RTH,B1,1day,E1_d_model_L1-5,10,1.4544993355579572,0.7715603087650444,0.33226537911630777,,
NQ,RTH,B1,1day,E1_d_model_L1-5,13,1.3365058948082371,0.8162009883383344,0.24564846254574396,,
NQ,RTH,B1,1day,E1_d_model_L1-5,26,1.2109025819433092,0.9146104793844866,0.10339839098422662,,
NQ,RTH,B1,1day,E1_d_model_L1-5,78,1.1394686502729452,0.9514151815738752,0.05536087747577258,,
NQ,RTH,B1,1day,E1_d_model_L1-5,195,1.0875639072138068,0.98037122372172,0.02134754862303185,,
NQ,RTH,B1,1day,E1_d_model_L1-5,389,1.0533883925697205,0.9923111203959745,0.008099376526746567,,
NQ,RTH,B1,1day,E1_d_model_L1-10,5,1.8290644792899533,0.6715650279622919,0.6007287411107609,,
NQ,RTH,B1,1day,E1_d_model_L1-10,6,1.6687166754392468,0.7079994341818149,0.48726621341850085,,
NQ,RTH,B1,1day,E1_d_model_L1-10,10,1.4544993355579572,0.8036047155709422,0.28565681070878063,,
NQ,RTH,B1,1day,E1_d_model_L1-10,13,1.3365058948082371,0.8694442871589513,0.17448847981295307,,
NQ,RTH,B1,1day,E1_d_model_L1-10,26,1.2109025819433092,0.953342483617828,0.056497707054234285,,
NQ,RTH,B1,1day,E1_d_model_L1-10,78,1.1394686502729452,1.0180467940445888,-0.020563756051741374,,
NQ,RTH,B1,1day,E1_d_model_L1-10,195,1.0875639072138068,1.049839650534955,-0.05420380506996634,,
NQ,RTH,B1,1day,E1_d_model_L1-10,389,1.0533883925697205,1.0611490288423873,-0.0644136771994818,,
NQ,RTH,B1,1day,E2,5,1.8290644792899533,0.6209231319098192,0.6933560343442329,,
NQ,RTH,B1,1day,E2,6,1.6687166754392468,0.6995929319901858,0.5012942838077888,,
NQ,RTH,B1,1day,E2,10,1.4544993355579572,0.7776292563257164,0.3234380989217742,,
NQ,RTH,B1,1day,E2,13,1.3365058948082371,0.7958263146154037,0.27287933408123544,,
NQ,RTH,B1,1day,E2,26,1.2109025819433092,0.8611534042497053,0.16812970128807073,,
NQ,RTH,B1,1day,E2,78,1.1394686502729452,0.9103355244172132,0.1021698589697495,,
NQ,RTH,B1,1day,E2,195,1.0875639072138068,0.9319731708389695,0.0739835241177365,,
NQ,RTH,B1,1day,E2,389,1.0533883925697205,0.935489388395205,0.06795472946206454,,
NQ,RTH,B1,1day,E4,5,1.8290644792899533,0.8279429026661629,0.3147035251430556,,
NQ,RTH,B1,1day,E4,6,1.6687166754392468,0.8330384892768873,0.2786114571001868,,
NQ,RTH,B1,1day,E4,10,1.4544993355579572,0.865694412951481,0.1953473871237923,,
NQ,RTH,B1,1day,E4,13,1.3365058948082371,0.8778904301103285,0.16320015997004433,,
NQ,RTH,B1,1day,E4,26,1.2109025819433092,0.9198174739427231,0.09709322782949331,,
NQ,RTH,B1,1day,E4,78,1.1394686502729452,0.964812224834337,0.04009536667412583,,
NQ,RTH,B1,1day,E4,195,1.0875639072138068,0.9824474355687934,0.0190895355544251,,
NQ,RTH,B1,1day,E4,389,1.0533883925697205,0.9899947578614916,0.010539405933554192,,
NQ,RTH,B1,1day,E4_asS05,5,1.8290644792899533,0.8738027467603945,0.23082291328452142,,
NQ,RTH,B1,1day,E4_asS05,6,1.6687166754392468,0.8595941400274993,0.23429759986549972,,
NQ,RTH,B1,1day,E4_asS05,10,1.4544993355579572,0.8897417750746102,0.16037051489377932,,
NQ,RTH,B1,1day,E4_asS05,13,1.3365058948082371,0.8997281314428645,0.13401394341004838,,
NQ,RTH,B1,1day,E4_asS05,26,1.2109025819433092,0.9385533618288228,0.07440589281321482,,
NQ,RTH,B1,1day,E4_asS05,78,1.1394686502729452,0.9764422071638847,0.026843366406377907,,
NQ,RTH,B1,1day,E4_asS05,195,1.0875639072138068,0.9896815979547336,0.011221921644552808,,
NQ,RTH,B1,1day,E4_asS05,389,1.0533883925697205,0.9946410897132348,0.005645013892900894,,
