root,geom,btag,M,variant,median,ref_2overM,med_over_ref,trigamma,median_over_trigamma,p95,share_gt10x_med
NQ,GLOBEX,B0,345,TRQ3_TRV3,0.0084558205700784,0.0057971014492753,1.4586290483385331,0.005813937111601127,1.4544052348288496,0.0117669553963099,0.0
NQ,GLOBEX,B0,345,TRQ5_TRV5,0.0123433614295195,0.0057971014492753,2.1292298465921142,0.005813937111601127,2.12306414613422,0.017913864023244,0.0
NQ,GLOBEX,B0,345,TRQ10_TRV10,0.0162059816170651,0.0057971014492753,2.795531828943734,0.005813937111601127,2.787436689799705,0.0379245532341469,0.0
NQ,GLOBEX,B0,345,MEDRQ_MEDRV,0.014254780160273,0.0057971014492753,2.4589495776471013,0.005813937111601127,2.4518290938904412,0.0343163409278085,0.0
NQ,GLOBEX,B0,1380,RQ_RV,0.0049038022069723,0.0014492753623188,3.383623522810946,0.0014503260691993117,3.381172214383187,0.0207522796367238,0.0118069815195071
NQ,GLOBEX,B0,1380,TQ_BV,0.0040223320945638,0.0014492753623188,2.775409145249061,0.0014503260691993117,2.7733984653426442,0.0103106724182216,0.002053388090349
NQ,GLOBEX,B0,1380,TRQ3_TRV3,0.0021472724176461,0.0014492753623188,1.4816179681758754,0.0014503260691993117,1.480544591487316,0.0028770825698002,0.0
NQ,GLOBEX,B0,1380,TRQ5_TRV5,0.0031323513061625,0.0014492753623188,2.1613224012521597,0.0014503260691993117,2.1597566041764606,0.0042501950021681,0.0
NQ,GLOBEX,B0,1380,TRQ10_TRV10,0.0046280006942229,0.0014492753623188,3.1933204790138485,0.0014503260691993117,3.191007038008978,0.0081621400895644,0.0
NQ,GLOBEX,B0,1380,MEDRQ_MEDRV,0.0041920123032009,0.0014492753623188,2.892488489208639,0.0014503260691993117,2.8903929897055525,0.0105613735216324,0.0041067761806981
NQ,GLOBEX,B1,23,RQ_RV,0.1233355593767283,0.0869565217391304,1.4183589328323762,0.09084666127454626,1.3576234684508421,0.2960870671086872,0.0
NQ,GLOBEX,B1,23,TQ_BV,0.0990724554515551,0.0869565217391304,1.139333237692884,0.09084666127454626,1.0905459161801203,0.1888857733770817,0.0
NQ,GLOBEX,B1,23,TRQ3_TRV3,0.1033887077832212,0.0869565217391304,1.188970139507044,0.09084666127454626,1.138057319143208,0.1694526121617192,0.0
NQ,GLOBEX,B1,23,TRQ5_TRV5,0.1198145323354596,0.0869565217391304,1.3778671218577865,0.09084666127454626,1.3188655549307422,0.2498618281902553,0.0
NQ,GLOBEX,B1,23,TRQ10_TRV10,0.1233355593767283,0.0869565217391304,1.4183589328323762,0.09084666127454626,1.3576234684508421,0.2960870671086872,0.0
