root,geom,btag,horizon,M,variant,n,n_Q_zero,n_Q_lt_1e14,n_P_zero,n_P_lt_1e14,min_Q,min_P
NQ,RTH,B0,1day,195,TQ_BV,1901,0,0,0,0,2.6515624553887415e-11,3.839814766967213e-06
NQ,RTH,B0,1day,195,TRQ3_TRV3,1901,0,0,0,0,9.365570578647429e-12,2.7402438718127087e-06
NQ,RTH,B0,1day,195,TRQ5_TRV5,1901,0,0,0,0,1.4468027687964805e-11,3.1356576073449105e-06
NQ,RTH,B0,1day,195,TRQ10_TRV10,1901,0,0,0,0,3.6851897269115855e-11,3.73532748199068e-06
NQ,RTH,B0,1day,195,MEDRQ_MEDRV,1901,0,0,0,0,2.392534544674936e-11,3.707832462787437e-06
NQ,RTH,B0,1h,4,RQ_RV,11406,0,65,0,0,3.260904131617155e-17,7.885319064371288e-09
NQ,RTH,B0,1h,4,TQ_BV,11406,261,397,8,8,0.0,0.0
NQ,RTH,B0,1h,4,TRQ3_TRV3,11406,8,271,8,8,0.0,0.0
NQ,RTH,B0,1h,4,TRQ5_TRV5,11406,8,118,8,8,0.0,0.0
NQ,RTH,B0,1h,4,TRQ10_TRV10,11406,8,76,8,8,0.0,0.0
NQ,RTH,B0,1h,4,MEDRQ_MEDRV,11406,3,302,3,3,0.0,0.0
NQ,RTH,B0,1h,5,RQ_RV,11406,0,26,0,0,1.1958463027346963e-15,4.099911166122183e-08
NQ,RTH,B0,1h,5,TQ_BV,11406,140,213,4,4,0.0,0.0
NQ,RTH,B0,1h,5,TRQ3_TRV3,11406,4,141,4,4,0.0,0.0
NQ,RTH,B0,1h,5,TRQ5_TRV5,11406,4,51,4,4,0.0,0.0
NQ,RTH,B0,1h,5,TRQ10_TRV10,11406,4,31,4,4,0.0,0.0
NQ,RTH,B0,1h,5,MEDRQ_MEDRV,11406,0,138,0,0,5.941294659615793e-17,9.371925691705586e-09
NQ,RTH,B0,1h,6,RQ_RV,11406,0,21,0,0,1.3687256762598279e-15,5.239144229562953e-08
NQ,RTH,B0,1h,6,TQ_BV,11406,27,90,0,0,0.0,1.4356026557558431e-08
NQ,RTH,B0,1h,6,TRQ3_TRV3,11406,0,86,0,0,1.3053705813836053e-17,2.5547706172801554e-09
NQ,RTH,B0,1h,6,TRQ5_TRV5,11406,0,30,0,0,4.79356885755596e-16,2.5424014893360436e-08
NQ,RTH,B0,1h,6,TRQ10_TRV10,11406,0,21,0,0,1.3687256762598279e-15,5.239144229562953e-08
NQ,RTH,B0,1h,6,MEDRQ_MEDRV,11406,0,90,0,0,2.6251365339708456e-17,7.565312743283826e-09
NQ,RTH,B0,1h,10,RQ_RV,11406,0,5,0,0,3.167702372249281e-15,6.468326319009066e-08
NQ,RTH,B0,1h,10,TQ_BV,11406,3,22,0,0,0.0,2.993775496416952e-08
NQ,RTH,B0,1h,10,TRQ3_TRV3,11406,0,15,0,0,1.1077102567193736e-15,3.3890501072164625e-08
NQ,RTH,B0,1h,10,TRQ5_TRV5,11406,0,6,0,0,3.167702372249281e-15,6.468326319009066e-08
NQ,RTH,B0,1h,10,TRQ10_TRV10,11406,0,6,0,0,3.167702372249281e-15,6.468326319009066e-08
NQ,RTH,B0,1h,10,MEDRQ_MEDRV,11406,0,16,0,0,2.920199626417514e-16,2.3607312821909905e-08
NQ,RTH,B0,1h,12,RQ_RV,11406,0,3,0,0,7.831594334727724e-16,3.74120645574294e-08
NQ,RTH,B0,1h,12,TQ_BV,11406,0,6,0,0,9.515572456216182e-16,4.1660436623107715e-08
NQ,RTH,B0,1h,12,TRQ3_TRV3,11406,0,7,0,0,5.885825155316995e-16,2.9713191906921566e-08
NQ,RTH,B0,1h,12,TRQ5_TRV5,11406,0,3,0,0,7.831594334727724e-16,3.74120645574294e-08
NQ,RTH,B0,1h,12,TRQ10_TRV10,11406,0,3,0,0,7.831594334727724e-16,3.74120645574294e-08
NQ,RTH,B0,1h,12,MEDRQ_MEDRV,11406,0,9,0,0,4.634121082132503e-16,3.1791740656342763e-08
NQ,RTH,B0,1h,15,RQ_RV,11406,0,1,0,0,4.995771967154465e-15,9.822178981266916e-08
NQ,RTH,B0,1h,15,TQ_BV,11406,0,3,0,0,5.7487124433092745e-15,9.790509854849965e-08
NQ,RTH,B0,1h,15,TRQ3_TRV3,11406,0,4,0,0,3.988355684666406e-15,6.376012606779113e-08
NQ,RTH,B0,1h,15,TRQ5_TRV5,11406,0,1,0,0,4.995771967154465e-15,9.822178981266916e-08
NQ,RTH,B0,1h,15,TRQ10_TRV10,11406,0,1,0,0,4.995771967154465e-15,9.822178981266916e-08
NQ,RTH,B0,1h,15,MEDRQ_MEDRV,11406,0,4,0,0,3.172281734405363e-15,7.158977503503584e-08
NQ,RTH,B0,1h,20,RQ_RV,11406,0,0,0,0,1.846564912238877e-14,1.4242687029764056e-07
NQ,RTH,B0,1h,20,TQ_BV,11406,0,1,0,0,3.713748909027108e-15,9.609422827423058e-08
NQ,RTH,B0,1h,20,TRQ3_TRV3,11406,0,0,0,0,1.798923195601794e-14,1.231346686836332e-07
NQ,RTH,B0,1h,20,TRQ5_TRV5,11406,0,0,0,0,1.846564912238877e-14,1.4242687029764056e-07
NQ,RTH,B0,1h,20,TRQ10_TRV10,11406,0,0,0,0,1.846564912238877e-14,1.4242687029764056e-07
NQ,RTH,B0,1h,20,MEDRQ_MEDRV,11406,0,1,0,0,6.851610477929427e-15,9.893305396164566e-08
NQ,RTH,B0,1h,30,RQ_RV,11406,0,1,0,0,7.619167272758063e-15,9.058931027539074e-08
NQ,RTH,B0,1h,30,TQ_BV,11406,0,1,0,0,7.045970716726688e-15,8.956333658379756e-08
NQ,RTH,B0,1h,30,TRQ3_TRV3,11406,0,1,0,0,7.619167272758063e-15,9.058931027539074e-08
NQ,RTH,B0,1h,30,TRQ5_TRV5,11406,0,1,0,0,7.619167272758063e-15,9.058931027539074e-08
NQ,RTH,B0,1h,30,TRQ10_TRV10,11406,0,1,0,0,7.619167272758063e-15,9.058931027539074e-08
NQ,RTH,B0,1h,30,MEDRQ_MEDRV,11406,0,1,0,0,5.038199327270436e-15,8.996135814132326e-08
NQ,RTH,B0,1h,60,RQ_RV,11406,0,0,0,0,2.8166290145787825e-14,1.8816535884980112e-07
NQ,RTH,B0,1h,60,TQ_BV,11406,0,0,0,0,3.771448490970559e-14,1.9496163183040713e-07
NQ,RTH,B0,1h,60,TRQ3_TRV3,11406,0,0,0,0,2.7818107856047187e-14,1.62455762620084e-07
NQ,RTH,B0,1h,60,TRQ5_TRV5,11406,0,0,0,0,2.8166290145787825e-14,1.8816535884980112e-07
NQ,RTH,B0,1h,60,TRQ10_TRV10,11406,0,0,0,0,2.8166290145787825e-14,1.8816535884980112e-07
NQ,RTH,B0,1h,60,MEDRQ_MEDRV,11406,0,0,0,0,3.483330835893169e-14,1.9704547214504504e-07
NQ,RTH,B0,30min,5,RQ_RV,22812,0,294,0,0,1.0813964172067552e-16,1.109765435103327e-08
NQ,RTH,B0,30min,5,TQ_BV,22812,473,1011,26,26,0.0,0.0
NQ,RTH,B0,30min,5,TRQ3_TRV3,22812,26,682,26,26,0.0,0.0
NQ,RTH,B0,30min,5,TRQ5_TRV5,22812,26,384,26,26,0.0,0.0
NQ,RTH,B0,30min,5,TRQ10_TRV10,22812,26,323,26,26,0.0,0.0
NQ,RTH,B0,30min,5,MEDRQ_MEDRV,22812,1,885,1,1,0.0,0.0
NQ,RTH,B0,30min,6,RQ_RV,22812,0,182,0,0,1.3692512916364624e-16,1.489934220444411e-08
NQ,RTH,B0,30min,6,TQ_BV,22812,96,553,4,4,0.0,0.0
NQ,RTH,B0,30min,6,TRQ3_TRV3,22812,4,441,4,4,0.0,0.0
NQ,RTH,B0,30min,6,TRQ5_TRV5,22812,4,249,4,4,0.0,0.0
NQ,RTH,B0,30min,6,TRQ10_TRV10,22812,4,189,4,4,0.0,0.0
NQ,RTH,B0,30min,6,MEDRQ_MEDRV,22812,0,584,0,0,3.674194058148147e-17,7.43557740829534e-09
NQ,RTH,B0,30min,10,RQ_RV,22812,0,73,0,0,1.585092996533773e-15,4.9268237489741296e-08
NQ,RTH,B0,30min,10,TQ_BV,22812,14,186,0,0,0.0,1.8930947280099984e-08
NQ,RTH,B0,30min,10,TRQ3_TRV3,22812,0,138,0,0,6.625606967255154e-17,7.674316293559968e-09
NQ,RTH,B0,30min,10,TRQ5_TRV5,22812,0,82,0,0,4.595466109826567e-16,1.8761966202873737e-08
NQ,RTH,B0,30min,10,TRQ10_TRV10,22812,0,73,0,0,1.585092996533773e-15,4.9268237489741296e-08
NQ,RTH,B0,30min,10,MEDRQ_MEDRV,22812,0,175,0,0,2.2524475212346473e-16,1.752233834129321e-08
NQ,RTH,B0,30min,15,RQ_RV,22812,0,26,0,0,7.850159204164588e-16,3.3017386158462614e-08
NQ,RTH,B0,30min,15,TQ_BV,22812,0,57,0,0,6.838303812133719e-16,3.338710499264992e-08
NQ,RTH,B0,30min,15,TRQ3_TRV3,22812,0,52,0,0,7.850159204164588e-16,3.079185262322426e-08
NQ,RTH,B0,30min,15,TRQ5_TRV5,22812,0,28,0,0,7.850159204164588e-16,3.3017386158462614e-08
NQ,RTH,B0,30min,15,TRQ10_TRV10,22812,0,26,0,0,7.850159204164588e-16,3.3017386158462614e-08
NQ,RTH,B0,30min,15,MEDRQ_MEDRV,22812,0,69,0,0,5.918537642227217e-16,3.15177920592006e-08
NQ,RTH,B0,30min,30,RQ_RV,22812,0,6,0,0,4.5977531125704966e-15,6.821301212767139e-08
NQ,RTH,B0,30min,30,TQ_BV,22812,0,9,0,0,3.554058711251795e-15,5.5245158325450255e-08
NQ,RTH,B0,30min,30,TRQ3_TRV3,22812,0,8,0,0,1.916246607040344e-15,4.7475623432546854e-08
NQ,RTH,B0,30min,30,TRQ5_TRV5,22812,0,6,0,0,4.5977531125704966e-15,6.821301212767139e-08
NQ,RTH,B0,30min,30,TRQ10_TRV10,22812,0,6,0,0,4.5977531125704966e-15,6.821301212767139e-08
NQ,RTH,B0,30min,30,MEDRQ_MEDRV,22812,0,10,0,0,2.716928054702715e-15,5.993412868929724e-08
NQ,RTH,B1,1day,5,RQ_RV,1901,0,0,0,0,3.802312631802863e-14,2.2761469153920189e-07
NQ,RTH,B1,1day,5,TQ_BV,1901,13,13,0,0,0.0,1.908508068450194e-07
NQ,RTH,B1,1day,5,TRQ3_TRV3,1901,0,4,0,0,1.0441765707916321e-16,9.539689926896244e-09
NQ,RTH,B1,1day,5,TRQ5_TRV5,1901,0,1,0,0,5.483664623949586e-16,2.3942448024172336e-08
NQ,RTH,B1,1day,5,TRQ10_TRV10,1901,0,0,0,0,2.5265922049215077e-14,1.7392540030414239e-07
NQ,RTH,B1,1day,5,MEDRQ_MEDRV,1901,0,1,0,0,2.795468937564429e-15,7.809938076421322e-08
NQ,RTH,B1,1day,6,RQ_RV,1901,0,0,0,0,4.075316893050153e-13,7.131438906071708e-07
NQ,RTH,B1,1day,6,TQ_BV,1901,2,2,0,0,0.0,6.492647587690045e-07
NQ,RTH,B1,1day,6,TRQ3_TRV3,1901,0,0,0,0,6.300342169073672e-14,2.1836149244336411e-07
NQ,RTH,B1,1day,6,TRQ5_TRV5,1901,0,0,0,0,1.4160250179996112e-13,5.597667041001841e-07
NQ,RTH,B1,1day,6,TRQ10_TRV10,1901,0,0,0,0,1.4160250179996112e-13,5.597667041001841e-07
NQ,RTH,B1,1day,6,MEDRQ_MEDRV,1901,0,0,0,0,1.77458865283826e-13,4.6195460997318206e-07
NQ,RTH,B1,1day,10,RQ_RV,1901,0,0,0,0,1.6145151897151587e-12,1.318077920586802e-06
NQ,RTH,B1,1day,10,TQ_BV,1901,0,0,0,0,4.491550288040301e-13,1.2901346916693395e-06
NQ,RTH,B1,1day,10,TRQ3_TRV3,1901,0,0,0,0,9.559075365421336e-13,8.429224180872552e-07
NQ,RTH,B1,1day,10,TRQ5_TRV5,1901,0,0,0,0,1.6145151897151587e-12,1.318077920586802e-06
NQ,RTH,B1,1day,10,TRQ10_TRV10,1901,0,0,0,0,1.6145151897151587e-12,1.318077920586802e-06
NQ,RTH,B1,1day,10,MEDRQ_MEDRV,1901,0,0,0,0,6.11763407162806e-13,7.225806344259231e-07
NQ,RTH,B1,1day,13,RQ_RV,1901,0,0,0,0,3.4338170935993624e-12,2.037081685557496e-06
NQ,RTH,B1,1day,13,TQ_BV,1901,0,0,0,0,2.2079130422707567e-13,1.8006663145035134e-06
NQ,RTH,B1,1day,13,TRQ3_TRV3,1901,0,0,0,0,2.432079627035279e-12,1.819379576772917e-06
NQ,RTH,B1,1day,13,TRQ5_TRV5,1901,0,0,0,0,3.4338170935993624e-12,1.9625467757578008e-06
NQ,RTH,B1,1day,13,TRQ10_TRV10,1901,0,0,0,0,3.4338170935993624e-12,2.037081685557496e-06
NQ,RTH,B1,1day,13,MEDRQ_MEDRV,1901,0,0,0,0,1.4392086494351646e-12,1.6022573224393607e-06
NQ,RTH,B1,1day,26,RQ_RV,1901,0,0,0,0,4.33246929665346e-12,2.142083758371882e-06
NQ,RTH,B1,1day,26,TQ_BV,1901,0,0,0,0,2.5409581406037843e-12,1.9135341063762764e-06
NQ,RTH,B1,1day,26,TRQ3_TRV3,1901,0,0,0,0,4.33246929665346e-12,1.957086169568356e-06
NQ,RTH,B1,1day,26,TRQ5_TRV5,1901,0,0,0,0,4.33246929665346e-12,2.142083758371882e-06
NQ,RTH,B1,1day,26,TRQ10_TRV10,1901,0,0,0,0,4.33246929665346e-12,2.142083758371882e-06
NQ,RTH,B1,1day,26,MEDRQ_MEDRV,1901,0,0,0,0,2.8253911756380376e-12,1.6786789552113668e-06
NQ,RTH,B1,1day,78,RQ_RV,1901,0,0,0,0,1.9613476930991896e-11,3.64805237040855e-06
NQ,RTH,B1,1day,78,TQ_BV,1901,0,0,0,0,1.3089280288115733e-11,3.5750003416853737e-06
NQ,RTH,B1,1day,78,TRQ3_TRV3,1901,0,0,0,0,8.316792681882706e-12,2.6636143957148306e-06
NQ,RTH,B1,1day,78,TRQ5_TRV5,1901,0,0,0,0,1.9613476930991896e-11,3.64805237040855e-06
NQ,RTH,B1,1day,78,TRQ10_TRV10,1901,0,0,0,0,1.9613476930991896e-11,3.64805237040855e-06
NQ,RTH,B1,1day,78,MEDRQ_MEDRV,1901,0,0,0,0,1.3749211170107198e-11,3.175813787971087e-06
NQ,RTH,B1,1day,195,RQ_RV,1901,0,0,0,0,3.615426078565581e-11,3.6639903555624187e-06
NQ,RTH,B1,1day,195,TQ_BV,1901,0,0,0,0,2.1931823108438022e-11,3.780310005586277e-06
NQ,RTH,B1,1day,195,TRQ3_TRV3,1901,0,0,0,0,1.025581207785544e-11,2.856249011529144e-06
NQ,RTH,B1,1day,195,TRQ5_TRV5,1901,0,0,0,0,1.310997429692353e-11,3.0657965908176266e-06
NQ,RTH,B1,1day,195,TRQ10_TRV10,1901,0,0,0,0,3.615426078565581e-11,3.6639903555624187e-06
NQ,RTH,B1,1day,195,MEDRQ_MEDRV,1901,0,0,0,0,1.8851139872522314e-11,3.557646380387267e-06
NQ,RTH,B1,1h,4,RQ_RV,11406,0,65,0,0,3.260904131617155e-17,7.885319064371288e-09
NQ,RTH,B1,1h,4,TQ_BV,11406,261,397,7,7,0.0,0.0
NQ,RTH,B1,1h,4,TRQ3_TRV3,11406,7,270,7,7,0.0,0.0
NQ,RTH,B1,1h,4,TRQ5_TRV5,11406,7,116,7,7,0.0,0.0
NQ,RTH,B1,1h,4,TRQ10_TRV10,11406,7,75,7,7,0.0,0.0
NQ,RTH,B1,1h,4,MEDRQ_MEDRV,11406,3,300,3,3,0.0,0.0
NQ,RTH,B1,1h,5,RQ_RV,11406,0,26,0,0,1.1760550691080043e-15,4.082812665728852e-08
NQ,RTH,B1,1h,5,TQ_BV,11406,140,213,4,4,0.0,0.0
NQ,RTH,B1,1h,5,TRQ3_TRV3,11406,4,141,4,4,0.0,0.0
NQ,RTH,B1,1h,5,TRQ5_TRV5,11406,4,51,4,4,0.0,0.0
NQ,RTH,B1,1h,5,TRQ10_TRV10,11406,4,31,4,4,0.0,0.0
NQ,RTH,B1,1h,5,MEDRQ_MEDRV,11406,0,138,0,0,5.395346697958471e-17,9.371925691705586e-09
NQ,RTH,B1,1h,6,RQ_RV,11406,0,21,0,0,1.346110535151571e-15,5.1814822654705495e-08
NQ,RTH,B1,1h,6,TQ_BV,11406,26,89,0,0,0.0,1.4356026557558431e-08
NQ,RTH,B1,1h,6,TRQ3_TRV3,11406,0,86,0,0,1.3053705813836053e-17,2.5547706172801554e-09
NQ,RTH,B1,1h,6,TRQ5_TRV5,11406,0,30,0,0,4.924969326817703e-16,2.5808731152210385e-08
NQ,RTH,B1,1h,6,TRQ10_TRV10,11406,0,21,0,0,1.346110535151571e-15,5.1814822654705495e-08
NQ,RTH,B1,1h,6,MEDRQ_MEDRV,11406,0,91,0,0,2.8830112402245777e-17,7.931282568848362e-09
NQ,RTH,B1,1h,10,RQ_RV,11406,0,5,0,0,3.226084727495168e-15,6.52662492939271e-08
NQ,RTH,B1,1h,10,TQ_BV,11406,3,22,0,0,0.0,3.0229830622356544e-08
NQ,RTH,B1,1h,10,TRQ3_TRV3,11406,0,15,0,0,1.1197229044471137e-15,3.39887264999561e-08
NQ,RTH,B1,1h,10,TRQ5_TRV5,11406,0,6,0,0,3.226084727495168e-15,6.52662492939271e-08
NQ,RTH,B1,1h,10,TRQ10_TRV10,11406,0,6,0,0,3.226084727495168e-15,6.52662492939271e-08
NQ,RTH,B1,1h,10,MEDRQ_MEDRV,11406,0,16,0,0,2.9921495857926484e-16,2.3900992311560457e-08
NQ,RTH,B1,1h,12,RQ_RV,11406,0,3,0,0,7.806657750935006e-16,3.724653652170673e-08
NQ,RTH,B1,1h,12,TQ_BV,11406,0,6,0,0,9.376406127818857e-16,4.1450038248781295e-08
NQ,RTH,B1,1h,12,TRQ3_TRV3,11406,0,7,0,0,5.885825155316995e-16,2.9713191906921566e-08
NQ,RTH,B1,1h,12,TRQ5_TRV5,11406,0,3,0,0,7.806657750935006e-16,3.724653652170673e-08
NQ,RTH,B1,1h,12,TRQ10_TRV10,11406,0,3,0,0,7.806657750935006e-16,3.724653652170673e-08
NQ,RTH,B1,1h,12,MEDRQ_MEDRV,11406,0,9,0,0,4.551234728932349e-16,3.150980834627823e-08
NQ,RTH,B1,1h,15,RQ_RV,11406,0,1,0,0,4.955319195605927e-15,9.784707799553871e-08
NQ,RTH,B1,1h,15,TQ_BV,11406,0,3,0,0,5.700965515921771e-15,9.780866596026671e-08
NQ,RTH,B1,1h,15,TRQ3_TRV3,11406,0,4,0,0,3.944403008548579e-15,6.350819603540003e-08
NQ,RTH,B1,1h,15,TRQ5_TRV5,11406,0,1,0,0,4.955319195605927e-15,9.784707799553871e-08
NQ,RTH,B1,1h,15,TRQ10_TRV10,11406,0,1,0,0,4.955319195605927e-15,9.784707799553871e-08
NQ,RTH,B1,1h,15,MEDRQ_MEDRV,11406,0,4,0,0,3.1371531928617175e-15,7.104908701436052e-08
NQ,RTH,B1,1h,20,RQ_RV,11406,0,0,0,0,1.846564912238877e-14,1.4242687029764056e-07
NQ,RTH,B1,1h,20,TQ_BV,11406,0,1,0,0,3.713748909027108e-15,9.609422827423058e-08
NQ,RTH,B1,1h,20,TRQ3_TRV3,11406,0,0,0,0,1.788901395143272e-14,1.223088474944234e-07
NQ,RTH,B1,1h,20,TRQ5_TRV5,11406,0,0,0,0,1.846564912238877e-14,1.4242687029764056e-07
NQ,RTH,B1,1h,20,TRQ10_TRV10,11406,0,0,0,0,1.846564912238877e-14,1.4242687029764056e-07
NQ,RTH,B1,1h,20,MEDRQ_MEDRV,11406,0,1,0,0,6.841904736388853e-15,9.86949548393893e-08
NQ,RTH,B1,1h,30,RQ_RV,11406,0,1,0,0,7.490782191157708e-15,9.00399754755199e-08
NQ,RTH,B1,1h,30,TQ_BV,11406,0,1,0,0,6.984153814864887e-15,8.911701257389183e-08
NQ,RTH,B1,1h,30,TRQ3_TRV3,11406,0,1,0,0,7.490782191157708e-15,9.00399754755199e-08
NQ,RTH,B1,1h,30,TRQ5_TRV5,11406,0,1,0,0,7.490782191157708e-15,9.00399754755199e-08
NQ,RTH,B1,1h,30,TRQ10_TRV10,11406,0,1,0,0,7.490782191157708e-15,9.00399754755199e-08
NQ,RTH,B1,1h,30,MEDRQ_MEDRV,11406,0,1,0,0,5.010879502591412e-15,8.962526340355991e-08
NQ,RTH,B1,1h,60,RQ_RV,11406,0,0,0,0,2.7658272705813076e-14,1.8662831280380487e-07
NQ,RTH,B1,1h,60,TQ_BV,11406,0,0,0,0,3.761661622272978e-14,1.935189567250917e-07
NQ,RTH,B1,1h,60,TRQ3_TRV3,11406,0,0,0,0,2.757787075027292e-14,1.620719558559358e-07
NQ,RTH,B1,1h,60,TRQ5_TRV5,11406,0,0,0,0,2.7658272705813076e-14,1.8662831280380487e-07
NQ,RTH,B1,1h,60,TRQ10_TRV10,11406,0,0,0,0,2.7658272705813076e-14,1.8662831280380487e-07
NQ,RTH,B1,1h,60,MEDRQ_MEDRV,11406,0,0,0,0,3.482843902889407e-14,1.969666828010994e-07
NQ,RTH,B1,30min,5,RQ_RV,22812,0,292,0,0,1.0334507817291844e-16,1.1368683772161603e-08
NQ,RTH,B1,30min,5,TQ_BV,22812,473,1014,26,26,0.0,0.0
NQ,RTH,B1,30min,5,TRQ3_TRV3,22812,26,681,26,26,0.0,0.0
NQ,RTH,B1,30min,5,TRQ5_TRV5,22812,26,382,26,26,0.0,0.0
NQ,RTH,B1,30min,5,TRQ10_TRV10,22812,26,320,26,26,0.0,0.0
NQ,RTH,B1,30min,5,MEDRQ_MEDRV,22812,1,887,1,1,0.0,0.0
NQ,RTH,B1,30min,6,RQ_RV,22812,0,181,0,0,1.3567829997401036e-16,1.4733814168721437e-08
NQ,RTH,B1,30min,6,TQ_BV,22812,97,555,4,4,0.0,0.0
NQ,RTH,B1,30min,6,TRQ3_TRV3,22812,4,443,4,4,0.0,0.0
NQ,RTH,B1,30min,6,TRQ5_TRV5,22812,4,248,4,4,0.0,0.0
NQ,RTH,B1,30min,6,TRQ10_TRV10,22812,4,188,4,4,0.0,0.0
NQ,RTH,B1,30min,6,MEDRQ_MEDRV,22812,0,584,0,0,3.7871203109055185e-17,7.3290782527077765e-09
NQ,RTH,B1,30min,10,RQ_RV,22812,0,72,0,0,1.585092996533773e-15,4.9268237489741296e-08
NQ,RTH,B1,30min,10,TQ_BV,22812,14,186,0,0,0.0,1.8930947280099984e-08
NQ,RTH,B1,30min,10,TRQ3_TRV3,22812,0,135,0,0,6.893171771275231e-17,7.674316293559968e-09
NQ,RTH,B1,30min,10,TRQ5_TRV5,22812,0,81,0,0,4.595466109826567e-16,1.8761966202873737e-08
NQ,RTH,B1,30min,10,TRQ10_TRV10,22812,0,72,0,0,1.585092996533773e-15,4.9268237489741296e-08
NQ,RTH,B1,30min,10,MEDRQ_MEDRV,22812,0,176,0,0,2.2524475212346473e-16,1.752233834129321e-08
NQ,RTH,B1,30min,15,RQ_RV,22812,0,27,0,0,7.772189035548248e-16,3.2741809263825417e-08
NQ,RTH,B1,30min,15,TQ_BV,22812,0,57,0,0,6.638317126583294e-16,3.306260167986605e-08
NQ,RTH,B1,30min,15,TRQ3_TRV3,22812,0,54,0,0,7.772189035548248e-16,3.079185262322426e-08
NQ,RTH,B1,30min,15,TRQ5_TRV5,22812,0,29,0,0,7.772189035548248e-16,3.2741809263825417e-08
NQ,RTH,B1,30min,15,TRQ10_TRV10,22812,0,27,0,0,7.772189035548248e-16,3.2741809263825417e-08
NQ,RTH,B1,30min,15,MEDRQ_MEDRV,22812,0,72,0,0,5.918537642227217e-16,3.15177920592006e-08
NQ,RTH,B1,30min,30,RQ_RV,22812,0,6,0,0,4.515909836171999e-15,6.793925422243774e-08
NQ,RTH,B1,30min,30,TQ_BV,22812,0,8,0,0,3.4943881956005534e-15,5.5245158325450255e-08
NQ,RTH,B1,30min,30,TRQ3_TRV3,22812,0,8,0,0,1.916246607040344e-15,4.7475623432546854e-08
NQ,RTH,B1,30min,30,TRQ5_TRV5,22812,0,6,0,0,4.515909836171999e-15,6.793925422243774e-08
NQ,RTH,B1,30min,30,TRQ10_TRV10,22812,0,6,0,0,4.515909836171999e-15,6.793925422243774e-08
NQ,RTH,B1,30min,30,MEDRQ_MEDRV,22812,0,10,0,0,2.646115750017272e-15,5.926332231968727e-08
