root,geom,btag,horizon,M,variant,n,n_Q_zero,n_Q_lt_1e14,n_P_zero,n_P_lt_1e14,min_Q,min_P
ES,RTH,B0,1day,78,TQ_BV,1901,0,0,0,0,3.380285996174475e-12,1.8307742461088925e-06
ES,RTH,B0,1day,78,TRQ3_TRV3,1901,0,0,0,0,2.5580839045310993e-12,1.6730950846977066e-06
ES,RTH,B0,1day,78,TRQ5_TRV5,1901,0,0,0,0,3.756376840427519e-12,2.0007141756650526e-06
ES,RTH,B0,1day,78,TRQ10_TRV10,1901,0,0,0,0,7.121042294580359e-12,2.297196033396176e-06
ES,RTH,B0,1day,78,MEDRQ_MEDRV,1901,0,0,0,0,3.841574028294906e-12,1.6910503325196901e-06
ES,RTH,B0,1day,195,RQ_RV,1901,0,0,0,0,7.544431620388755e-12,2.4857918106135912e-06
ES,RTH,B0,1day,195,TQ_BV,1901,0,0,0,0,8.006837396193113e-12,2.407880747088108e-06
ES,RTH,B0,1day,195,TRQ3_TRV3,1901,0,0,0,0,4.622649457107661e-12,2.1859568732907064e-06
ES,RTH,B0,1day,195,TRQ5_TRV5,1901,0,0,0,0,7.544431620388755e-12,2.4857918106135912e-06
ES,RTH,B0,1day,195,TRQ10_TRV10,1901,0,0,0,0,7.544431620388755e-12,2.4857918106135912e-06
ES,RTH,B0,1day,195,MEDRQ_MEDRV,1901,0,0,0,0,5.24258473390797e-12,2.333900250463982e-06
ES,RTH,B0,1h,4,RQ_RV,11406,0,155,0,0,9.966841372319213e-17,8.645884008728899e-09
ES,RTH,B0,1h,4,TQ_BV,11406,874,981,70,70,0.0,0.0
ES,RTH,B0,1h,4,TRQ3_TRV3,11406,70,445,70,70,0.0,0.0
ES,RTH,B0,1h,4,TRQ5_TRV5,11406,70,253,70,70,0.0,0.0
ES,RTH,B0,1h,4,TRQ10_TRV10,11406,70,219,70,70,0.0,0.0
ES,RTH,B0,1h,4,MEDRQ_MEDRV,11406,31,514,31,31,0.0,0.0
ES,RTH,B0,1h,5,RQ_RV,11406,0,97,0,0,9.930303253699097e-17,1.3369572116062045e-08
ES,RTH,B0,1h,5,TQ_BV,11406,582,679,40,40,0.0,0.0
ES,RTH,B0,1h,5,TRQ3_TRV3,11406,40,287,40,40,0.0,0.0
ES,RTH,B0,1h,5,TRQ5_TRV5,11406,40,157,40,40,0.0,0.0
ES,RTH,B0,1h,5,TRQ10_TRV10,11406,40,133,40,40,0.0,0.0
ES,RTH,B0,1h,5,MEDRQ_MEDRV,11406,6,316,6,6,0.0,0.0
ES,RTH,B0,1h,6,RQ_RV,11406,0,66,0,0,7.489364189554809e-16,3.3516926123411395e-08
ES,RTH,B0,1h,6,TQ_BV,11406,208,315,14,14,0.0,0.0
ES,RTH,B0,1h,6,TRQ3_TRV3,11406,14,190,14,14,0.0,0.0
ES,RTH,B0,1h,6,TRQ5_TRV5,11406,14,99,14,14,0.0,0.0
ES,RTH,B0,1h,6,TRQ10_TRV10,11406,14,85,14,14,0.0,0.0
ES,RTH,B0,1h,6,MEDRQ_MEDRV,11406,0,209,0,0,9.517124946919037e-17,7.205151962569521e-09
ES,RTH,B0,1h,10,RQ_RV,11406,0,13,0,0,1.0075180491401876e-15,4.5997694542165846e-08
ES,RTH,B0,1h,10,TQ_BV,11406,48,91,3,3,0.0,0.0
ES,RTH,B0,1h,10,TRQ3_TRV3,11406,3,47,3,3,0.0,0.0
ES,RTH,B0,1h,10,TRQ5_TRV5,11406,3,19,3,3,0.0,0.0
ES,RTH,B0,1h,10,TRQ10_TRV10,11406,3,16,3,3,0.0,0.0
ES,RTH,B0,1h,10,MEDRQ_MEDRV,11406,1,65,1,1,0.0,0.0
ES,RTH,B0,1h,12,RQ_RV,11406,0,14,0,0,2.8692488533793784e-15,7.086032383085694e-08
ES,RTH,B0,1h,12,TQ_BV,11406,29,67,0,0,0.0,1.7182533903324327e-08
ES,RTH,B0,1h,12,TRQ3_TRV3,11406,0,33,0,0,8.276112793826649e-16,2.0341985873528756e-08
ES,RTH,B0,1h,12,TRQ5_TRV5,11406,0,16,0,0,2.010886408874067e-15,5.013589543523267e-08
ES,RTH,B0,1h,12,TRQ10_TRV10,11406,0,15,0,0,2.8692488533793784e-15,7.086032383085694e-08
ES,RTH,B0,1h,12,MEDRQ_MEDRV,11406,0,42,0,0,2.3670993899881626e-15,3.383265174705716e-08
ES,RTH,B0,1h,15,RQ_RV,11406,0,2,0,0,4.261540446050506e-15,9.23193965718383e-08
ES,RTH,B0,1h,15,TQ_BV,11406,17,34,0,0,0.0,4.0839201116651214e-08
ES,RTH,B0,1h,15,TRQ3_TRV3,11406,0,12,0,0,7.360346978081304e-16,1.2132886695326306e-08
ES,RTH,B0,1h,15,TRQ5_TRV5,11406,0,3,0,0,4.261540446050506e-15,7.486664799216669e-08
ES,RTH,B0,1h,15,TRQ10_TRV10,11406,0,2,0,0,4.261540446050506e-15,9.23193965718383e-08
ES,RTH,B0,1h,15,MEDRQ_MEDRV,11406,0,9,0,0,2.8059327111029097e-15,3.069037554271261e-08
ES,RTH,B0,1h,20,RQ_RV,11406,0,1,0,0,7.447992535117034e-15,1.1578595149330795e-07
ES,RTH,B0,1h,20,TQ_BV,11406,3,11,0,0,0.0,8.512347054625591e-08
ES,RTH,B0,1h,20,TRQ3_TRV3,11406,0,6,0,0,5.153325610225841e-15,8.242909643740859e-08
ES,RTH,B0,1h,20,TRQ5_TRV5,11406,0,1,0,0,7.447992535117034e-15,1.1578595149330795e-07
ES,RTH,B0,1h,20,TRQ10_TRV10,11406,0,1,0,0,7.447992535117034e-15,1.1578595149330795e-07
ES,RTH,B0,1h,20,MEDRQ_MEDRV,11406,0,1,0,0,9.497621009211764e-15,1.2233848454585927e-07
ES,RTH,B0,1h,30,RQ_RV,11406,0,0,0,0,1.4218200912219147e-14,1.372454789816402e-07
ES,RTH,B0,1h,30,TQ_BV,11406,4,5,0,0,0.0,6.347961462410004e-08
ES,RTH,B0,1h,30,TRQ3_TRV3,11406,0,2,0,0,5.341111956776892e-15,8.950792107498273e-08
ES,RTH,B0,1h,30,TRQ5_TRV5,11406,0,0,0,0,1.4218200912219147e-14,1.372454789816402e-07
ES,RTH,B0,1h,30,TRQ10_TRV10,11406,0,0,0,0,1.4218200912219147e-14,1.372454789816402e-07
ES,RTH,B0,1h,30,MEDRQ_MEDRV,11406,0,0,0,0,1.696101187867933e-14,1.4541837297819268e-07
ES,RTH,B0,1h,60,RQ_RV,11406,0,0,0,0,6.474700744248444e-14,2.52102836384438e-07
ES,RTH,B0,1h,60,TQ_BV,11406,0,0,0,0,1.617850204503699e-14,1.6208919718625467e-07
ES,RTH,B0,1h,60,TRQ3_TRV3,11406,0,0,0,0,3.351596640802665e-14,1.7367892723996192e-07
ES,RTH,B0,1h,60,TRQ5_TRV5,11406,0,0,0,0,6.474700744248444e-14,2.52102836384438e-07
ES,RTH,B0,1h,60,TRQ10_TRV10,11406,0,0,0,0,6.474700744248444e-14,2.52102836384438e-07
ES,RTH,B0,1h,60,MEDRQ_MEDRV,11406,0,0,0,0,7.346170520652919e-14,2.8999953763700154e-07
ES,RTH,B0,30min,5,RQ_RV,22812,0,724,0,0,3.9459516505768635e-17,6.880327418912202e-09
ES,RTH,B0,30min,5,TQ_BV,22812,1895,2455,208,208,0.0,0.0
ES,RTH,B0,30min,5,TRQ3_TRV3,22812,208,1368,208,208,0.0,0.0
ES,RTH,B0,30min,5,TRQ5_TRV5,22812,208,950,208,208,0.0,0.0
ES,RTH,B0,30min,5,TRQ10_TRV10,22812,208,879,208,208,0.0,0.0
ES,RTH,B0,30min,5,MEDRQ_MEDRV,22812,58,1608,58,58,0.0,0.0
ES,RTH,B0,30min,6,RQ_RV,22812,0,573,0,0,1.8062837475802188e-16,1.5829755284357816e-08
ES,RTH,B0,30min,6,TQ_BV,22812,850,1498,85,85,0.0,0.0
ES,RTH,B0,30min,6,TRQ3_TRV3,22812,85,1035,85,85,0.0,0.0
ES,RTH,B0,30min,6,TRQ5_TRV5,22812,85,712,85,85,0.0,0.0
ES,RTH,B0,30min,6,TRQ10_TRV10,22812,85,636,85,85,0.0,0.0
ES,RTH,B0,30min,6,MEDRQ_MEDRV,22812,17,1154,17,17,0.0,0.0
ES,RTH,B0,30min,10,RQ_RV,22812,0,181,0,0,5.425210844415074e-16,2.8480144464992918e-08
ES,RTH,B0,30min,10,TQ_BV,22812,262,594,20,20,0.0,0.0
ES,RTH,B0,30min,10,TRQ3_TRV3,22812,20,360,20,20,0.0,0.0
ES,RTH,B0,30min,10,TRQ5_TRV5,22812,20,215,20,20,0.0,0.0
ES,RTH,B0,30min,10,TRQ10_TRV10,22812,20,192,20,20,0.0,0.0
ES,RTH,B0,30min,10,MEDRQ_MEDRV,22812,2,489,2,2,0.0,0.0
ES,RTH,B0,30min,15,RQ_RV,22812,0,74,0,0,1.6023335870330676e-15,5.370475264498964e-08
ES,RTH,B0,30min,15,TQ_BV,22812,86,259,1,1,0.0,0.0
ES,RTH,B0,30min,15,TRQ3_TRV3,22812,1,165,1,1,0.0,0.0
ES,RTH,B0,30min,15,TRQ5_TRV5,22812,1,93,1,1,0.0,0.0
ES,RTH,B0,30min,15,TRQ10_TRV10,22812,1,75,1,1,0.0,0.0
ES,RTH,B0,30min,15,MEDRQ_MEDRV,22812,0,133,0,0,1.3462867485175142e-15,3.9090403346014204e-08
ES,RTH,B0,30min,30,RQ_RV,22812,0,2,0,0,5.527064797184967e-15,9.692848834674805e-08
ES,RTH,B0,30min,30,TQ_BV,22812,11,42,0,0,0.0,3.1129991270370053e-08
ES,RTH,B0,30min,30,TRQ3_TRV3,22812,3,24,3,3,0.0,0.0
ES,RTH,B0,30min,30,TRQ5_TRV5,22812,0,4,0,0,5.527064797184967e-15,8.609185897512361e-08
ES,RTH,B0,30min,30,TRQ10_TRV10,22812,0,2,0,0,5.527064797184967e-15,9.692848834674805e-08
ES,RTH,B0,30min,30,MEDRQ_MEDRV,22812,0,3,0,0,4.621824944525324e-15,7.590070339193143e-08
ES,RTH,B1,1day,5,RQ_RV,1901,0,0,0,0,6.941297212243323e-14,3.4080676414305344e-07
ES,RTH,B1,1day,5,TQ_BV,1901,51,52,1,1,0.0,0.0
ES,RTH,B1,1day,5,TRQ3_TRV3,1901,1,10,1,1,0.0,0.0
ES,RTH,B1,1day,5,TRQ5_TRV5,1901,1,3,1,1,0.0,0.0
ES,RTH,B1,1day,5,TRQ10_TRV10,1901,1,1,1,1,0.0,0.0
ES,RTH,B1,1day,5,MEDRQ_MEDRV,1901,0,6,0,0,1.1326366550968076e-15,2.8701522430848355e-08
ES,RTH,B1,1day,6,RQ_RV,1901,0,0,0,0,2.552432142203219e-13,5.195965968596283e-07
ES,RTH,B1,1day,6,TQ_BV,1901,7,8,0,0,0.0,3.207887907121777e-07
ES,RTH,B1,1day,6,TRQ3_TRV3,1901,0,0,0,0,1.0145255557561576e-14,7.181461114669219e-08
ES,RTH,B1,1day,6,TRQ5_TRV5,1901,0,0,0,0,5.093684628692071e-14,2.7533224056242034e-07
ES,RTH,B1,1day,6,TRQ10_TRV10,1901,0,0,0,0,2.552432142203219e-13,5.195965968596283e-07
ES,RTH,B1,1day,6,MEDRQ_MEDRV,1901,0,0,0,0,4.451590313384546e-14,2.2160344294660206e-07
ES,RTH,B1,1day,10,RQ_RV,1901,0,0,0,0,3.409901783208593e-13,4.849684955843259e-07
ES,RTH,B1,1day,10,TQ_BV,1901,0,0,0,0,5.680983730504161e-14,2.4205849540634635e-07
ES,RTH,B1,1day,10,TRQ3_TRV3,1901,0,0,0,0,1.695908228960693e-14,1.731843894958729e-07
ES,RTH,B1,1day,10,TRQ5_TRV5,1901,0,0,0,0,3.409901783208593e-13,4.849684955843259e-07
ES,RTH,B1,1day,10,TRQ10_TRV10,1901,0,0,0,0,3.409901783208593e-13,4.849684955843259e-07
ES,RTH,B1,1day,10,MEDRQ_MEDRV,1901,0,0,0,0,5.873663599508693e-14,3.0742110796848855e-07
ES,RTH,B1,1day,13,RQ_RV,1901,0,0,0,0,6.25935321040804e-13,9.5908126240829e-07
ES,RTH,B1,1day,13,TQ_BV,1901,0,0,0,0,3.4821920741922545e-13,8.275881628450338e-07
ES,RTH,B1,1day,13,TRQ3_TRV3,1901,0,0,0,0,5.50111620791155e-13,7.845098934922135e-07
ES,RTH,B1,1day,13,TRQ5_TRV5,1901,0,0,0,0,6.25935321040804e-13,9.5908126240829e-07
ES,RTH,B1,1day,13,TRQ10_TRV10,1901,0,0,0,0,6.25935321040804e-13,9.5908126240829e-07
ES,RTH,B1,1day,13,MEDRQ_MEDRV,1901,0,0,0,0,3.3434234362116653e-13,7.878734183842059e-07
ES,RTH,B1,1day,26,RQ_RV,1901,0,0,0,0,1.7670997379025058e-12,1.4471611393673811e-06
ES,RTH,B1,1day,26,TQ_BV,1901,0,0,0,0,1.3705032330628246e-12,1.1955093691924603e-06
ES,RTH,B1,1day,26,TRQ3_TRV3,1901,0,0,0,0,1.3202029105153389e-12,1.3012324870942393e-06
ES,RTH,B1,1day,26,TRQ5_TRV5,1901,0,0,0,0,1.7670997379025058e-12,1.4471611393673811e-06
ES,RTH,B1,1day,26,TRQ10_TRV10,1901,0,0,0,0,1.7670997379025058e-12,1.4471611393673811e-06
ES,RTH,B1,1day,26,MEDRQ_MEDRV,1901,0,0,0,0,1.1906224888455747e-12,1.2074289590911261e-06
ES,RTH,B1,1day,78,RQ_RV,1901,0,0,0,0,7.098302604770224e-12,2.488914788045804e-06
ES,RTH,B1,1day,78,TQ_BV,1901,0,0,0,0,3.720502998801649e-12,1.844492108793084e-06
ES,RTH,B1,1day,78,TRQ3_TRV3,1901,0,0,0,0,3.2673684837860014e-12,1.7829004264058312e-06
ES,RTH,B1,1day,78,TRQ5_TRV5,1901,0,0,0,0,3.9538212353355455e-12,2.088112069031922e-06
ES,RTH,B1,1day,78,TRQ10_TRV10,1901,0,0,0,0,7.098302604770224e-12,2.488914788045804e-06
ES,RTH,B1,1day,78,MEDRQ_MEDRV,1901,0,0,0,0,3.825650570117697e-12,1.6891458320698886e-06
ES,RTH,B1,1day,195,RQ_RV,1901,0,0,0,0,8.964918673504565e-12,2.6052848625113256e-06
ES,RTH,B1,1day,195,TQ_BV,1901,0,0,0,0,8.076226151070571e-12,2.4275409548217433e-06
ES,RTH,B1,1day,195,TRQ3_TRV3,1901,0,0,0,0,4.567799149463361e-12,2.154793037334457e-06
ES,RTH,B1,1day,195,TRQ5_TRV5,1901,0,0,0,0,8.964918673504565e-12,2.6052848625113256e-06
ES,RTH,B1,1day,195,TRQ10_TRV10,1901,0,0,0,0,8.964918673504565e-12,2.6052848625113256e-06
ES,RTH,B1,1day,195,MEDRQ_MEDRV,1901,0,0,0,0,5.243855613913328e-12,2.3266145644720296e-06
ES,RTH,B1,1h,4,RQ_RV,11406,0,159,0,0,1.017286746117612e-16,8.734787115827203e-09
ES,RTH,B1,1h,4,TQ_BV,11406,872,977,73,73,0.0,0.0
ES,RTH,B1,1h,4,TRQ3_TRV3,11406,73,443,73,73,0.0,0.0
ES,RTH,B1,1h,4,TRQ5_TRV5,11406,73,257,73,73,0.0,0.0
ES,RTH,B1,1h,4,TRQ10_TRV10,11406,73,226,73,73,0.0,0.0
ES,RTH,B1,1h,4,MEDRQ_MEDRV,11406,31,514,31,31,0.0,0.0
ES,RTH,B1,1h,5,RQ_RV,11406,0,96,0,0,1.0510024927791067e-16,1.3754288374911994e-08
ES,RTH,B1,1h,5,TQ_BV,11406,582,680,40,40,0.0,0.0
ES,RTH,B1,1h,5,TRQ3_TRV3,11406,40,279,40,40,0.0,0.0
ES,RTH,B1,1h,5,TRQ5_TRV5,11406,40,154,40,40,0.0,0.0
ES,RTH,B1,1h,5,TRQ10_TRV10,11406,40,132,40,40,0.0,0.0
ES,RTH,B1,1h,5,MEDRQ_MEDRV,11406,6,318,6,6,0.0,0.0
ES,RTH,B1,1h,6,RQ_RV,11406,0,66,0,0,7.489364189554809e-16,3.3516926123411395e-08
ES,RTH,B1,1h,6,TQ_BV,11406,209,315,14,14,0.0,0.0
ES,RTH,B1,1h,6,TRQ3_TRV3,11406,14,189,14,14,0.0,0.0
ES,RTH,B1,1h,6,TRQ5_TRV5,11406,14,98,14,14,0.0,0.0
ES,RTH,B1,1h,6,TRQ10_TRV10,11406,14,85,14,14,0.0,0.0
ES,RTH,B1,1h,6,MEDRQ_MEDRV,11406,0,214,0,0,9.517124946919037e-17,7.205151962569521e-09
ES,RTH,B1,1h,10,RQ_RV,11406,0,13,0,0,1.0008634114421541e-15,4.584398993756622e-08
ES,RTH,B1,1h,10,TQ_BV,11406,48,91,3,3,0.0,0.0
ES,RTH,B1,1h,10,TRQ3_TRV3,11406,3,47,3,3,0.0,0.0
ES,RTH,B1,1h,10,TRQ5_TRV5,11406,3,19,3,3,0.0,0.0
ES,RTH,B1,1h,10,TRQ10_TRV10,11406,3,16,3,3,0.0,0.0
ES,RTH,B1,1h,10,MEDRQ_MEDRV,11406,1,65,1,1,0.0,0.0
ES,RTH,B1,1h,12,RQ_RV,11406,0,14,0,0,2.815240972423694e-15,7.019025360932574e-08
ES,RTH,B1,1h,12,TQ_BV,11406,29,67,0,0,0.0,1.7100712313308497e-08
ES,RTH,B1,1h,12,TRQ3_TRV3,11406,0,34,0,0,8.276112793826649e-16,2.0341985873528756e-08
ES,RTH,B1,1h,12,TRQ5_TRV5,11406,0,16,0,0,2.0032804337176005e-15,5.0040625865221955e-08
ES,RTH,B1,1h,12,TRQ10_TRV10,11406,0,15,0,0,2.815240972423694e-15,7.019025360932574e-08
ES,RTH,B1,1h,12,MEDRQ_MEDRV,11406,0,42,0,0,2.3670993899881626e-15,3.383265174705716e-08
ES,RTH,B1,1h,15,RQ_RV,11406,0,2,0,0,4.261540446050506e-15,9.23193965718383e-08
ES,RTH,B1,1h,15,TQ_BV,11406,17,34,0,0,0.0,4.110477340329273e-08
ES,RTH,B1,1h,15,TRQ3_TRV3,11406,0,12,0,0,7.48862887458711e-16,1.2238160707056522e-08
ES,RTH,B1,1h,15,TRQ5_TRV5,11406,0,3,0,0,4.261540446050506e-15,7.486664799216669e-08
ES,RTH,B1,1h,15,TRQ10_TRV10,11406,0,2,0,0,4.261540446050506e-15,9.23193965718383e-08
ES,RTH,B1,1h,15,MEDRQ_MEDRV,11406,0,9,0,0,2.8059327111029097e-15,3.069037554271261e-08
ES,RTH,B1,1h,20,RQ_RV,11406,0,1,0,0,7.447992535117034e-15,1.1578595149330795e-07
ES,RTH,B1,1h,20,TQ_BV,11406,3,11,0,0,0.0,8.472382983946598e-08
ES,RTH,B1,1h,20,TRQ3_TRV3,11406,0,6,0,0,5.119488117398498e-15,8.184929356502835e-08
ES,RTH,B1,1h,20,TRQ5_TRV5,11406,0,1,0,0,7.447992535117034e-15,1.1578595149330795e-07
ES,RTH,B1,1h,20,TRQ10_TRV10,11406,0,1,0,0,7.447992535117034e-15,1.1578595149330795e-07
ES,RTH,B1,1h,20,MEDRQ_MEDRV,11406,0,1,0,0,9.497621009211764e-15,1.2233848454585927e-07
ES,RTH,B1,1h,30,RQ_RV,11406,0,0,0,0,1.4310912652204755e-14,1.372454789816402e-07
ES,RTH,B1,1h,30,TQ_BV,11406,4,5,0,0,0.0,6.347961462410004e-08
ES,RTH,B1,1h,30,TRQ3_TRV3,11406,0,2,0,0,5.341111956776892e-15,8.950792107498273e-08
ES,RTH,B1,1h,30,TRQ5_TRV5,11406,0,0,0,0,1.4310912652204755e-14,1.372454789816402e-07
ES,RTH,B1,1h,30,TRQ10_TRV10,11406,0,0,0,0,1.4310912652204755e-14,1.372454789816402e-07
ES,RTH,B1,1h,30,MEDRQ_MEDRV,11406,0,0,0,0,1.7067330064778526e-14,1.458692655070439e-07
ES,RTH,B1,1h,60,RQ_RV,11406,0,0,0,0,6.441312621217978e-14,2.5106601242441684e-07
ES,RTH,B1,1h,60,TQ_BV,11406,0,0,0,0,1.617850204503699e-14,1.6228133594021032e-07
ES,RTH,B1,1h,60,TRQ3_TRV3,11406,0,0,0,0,3.351596640802665e-14,1.7367892723996192e-07
ES,RTH,B1,1h,60,TRQ5_TRV5,11406,0,0,0,0,6.441312621217978e-14,2.5106601242441684e-07
ES,RTH,B1,1h,60,TRQ10_TRV10,11406,0,0,0,0,6.441312621217978e-14,2.5106601242441684e-07
ES,RTH,B1,1h,60,MEDRQ_MEDRV,11406,0,0,0,0,7.346170520652919e-14,2.9138436051279215e-07
ES,RTH,B1,30min,5,RQ_RV,22812,0,727,0,0,3.8176704132306086e-17,6.768459570594132e-09
ES,RTH,B1,30min,5,TQ_BV,22812,1896,2457,208,208,0.0,0.0
ES,RTH,B1,30min,5,TRQ3_TRV3,22812,208,1370,208,208,0.0,0.0
ES,RTH,B1,30min,5,TRQ5_TRV5,22812,208,952,208,208,0.0,0.0
ES,RTH,B1,30min,5,TRQ10_TRV10,22812,208,881,208,208,0.0,0.0
ES,RTH,B1,30min,5,MEDRQ_MEDRV,22812,58,1603,58,58,0.0,0.0
ES,RTH,B1,30min,6,RQ_RV,22812,0,571,0,0,1.8062837475802188e-16,1.5829755284357816e-08
ES,RTH,B1,30min,6,TQ_BV,22812,853,1501,85,85,0.0,0.0
ES,RTH,B1,30min,6,TRQ3_TRV3,22812,85,1039,85,85,0.0,0.0
ES,RTH,B1,30min,6,TRQ5_TRV5,22812,85,712,85,85,0.0,0.0
ES,RTH,B1,30min,6,TRQ10_TRV10,22812,85,634,85,85,0.0,0.0
ES,RTH,B1,30min,6,MEDRQ_MEDRV,22812,17,1152,17,17,0.0,0.0
ES,RTH,B1,30min,10,RQ_RV,22812,0,182,0,0,5.425210844415074e-16,2.8480144464992918e-08
ES,RTH,B1,30min,10,TQ_BV,22812,261,593,20,20,0.0,0.0
ES,RTH,B1,30min,10,TRQ3_TRV3,22812,20,361,20,20,0.0,0.0
ES,RTH,B1,30min,10,TRQ5_TRV5,22812,20,216,20,20,0.0,0.0
ES,RTH,B1,30min,10,TRQ10_TRV10,22812,20,193,20,20,0.0,0.0
ES,RTH,B1,30min,10,MEDRQ_MEDRV,22812,2,487,2,2,0.0,0.0
ES,RTH,B1,30min,15,RQ_RV,22812,0,74,0,0,1.6023335870330676e-15,5.370475264498964e-08
ES,RTH,B1,30min,15,TQ_BV,22812,86,258,1,1,0.0,0.0
ES,RTH,B1,30min,15,TRQ3_TRV3,22812,1,164,1,1,0.0,0.0
ES,RTH,B1,30min,15,TRQ5_TRV5,22812,1,93,1,1,0.0,0.0
ES,RTH,B1,30min,15,TRQ10_TRV10,22812,1,75,1,1,0.0,0.0
ES,RTH,B1,30min,15,MEDRQ_MEDRV,22812,0,133,0,0,1.378045517216809e-15,3.9090403346014204e-08
ES,RTH,B1,30min,30,RQ_RV,22812,0,2,0,0,5.527064797184967e-15,9.692848834674805e-08
ES,RTH,B1,30min,30,TQ_BV,22812,11,41,0,0,0.0,3.1054249199152604e-08
ES,RTH,B1,30min,30,TRQ3_TRV3,22812,3,24,3,3,0.0,0.0
ES,RTH,B1,30min,30,TRQ5_TRV5,22812,0,4,0,0,5.527064797184967e-15,8.599840839451645e-08
ES,RTH,B1,30min,30,TRQ10_TRV10,22812,0,2,0,0,5.527064797184967e-15,9.692848834674805e-08
ES,RTH,B1,30min,30,MEDRQ_MEDRV,22812,0,3,0,0,4.5628443740837765e-15,7.541523321516215e-08
NQ,RTH,B0,1day,5,RQ_RV,1901,0,0,0,0,1.8355072332924594e-13,6.271557140280493e-07
NQ,RTH,B0,1day,5,TQ_BV,1901,13,13,0,0,0.0,2.240932629553199e-07
NQ,RTH,B0,1day,5,TRQ3_TRV3,1901,0,3,0,0,1.0019305957521707e-16,9.373252396471798e-09
NQ,RTH,B0,1day,5,TRQ5_TRV5,1901,0,1,0,0,5.483664623949586e-16,2.3942448024172336e-08
NQ,RTH,B0,1day,5,TRQ10_TRV10,1901,0,0,0,0,2.799263964830162e-14,2.012147888308391e-07
NQ,RTH,B0,1day,5,MEDRQ_MEDRV,1901,0,2,0,0,2.728618527576088e-15,7.715702459962024e-08
NQ,RTH,B0,1day,6,RQ_RV,1901,0,0,0,0,8.429312419308251e-13,1.1525726222316734e-06
NQ,RTH,B0,1day,6,TQ_BV,1901,1,1,0,0,0.0,5.419820042973722e-07
NQ,RTH,B0,1day,6,TRQ3_TRV3,1901,0,0,0,0,6.106534625220661e-14,2.0657535060308874e-07
NQ,RTH,B0,1day,6,TRQ5_TRV5,1901,0,0,0,0,1.2711382787488645e-13,4.774574335897341e-07
NQ,RTH,B0,1day,6,TRQ10_TRV10,1901,0,0,0,0,1.2711382787488645e-13,4.774574335897341e-07
NQ,RTH,B0,1day,6,MEDRQ_MEDRV,1901,0,0,0,0,8.432611129494297e-14,3.3494952606430414e-07
NQ,RTH,B0,1day,10,RQ_RV,1901,0,0,0,0,6.550313440205648e-13,1.2278842405066825e-06
NQ,RTH,B0,1day,10,TQ_BV,1901,0,0,0,0,6.045978119285291e-13,1.2894235509363623e-06
NQ,RTH,B0,1day,10,TRQ3_TRV3,1901,0,0,0,0,6.550313440205648e-13,1.023619006446097e-06
NQ,RTH,B0,1day,10,TRQ5_TRV5,1901,0,0,0,0,6.550313440205648e-13,1.2278842405066825e-06
NQ,RTH,B0,1day,10,TRQ10_TRV10,1901,0,0,0,0,6.550313440205648e-13,1.2278842405066825e-06
NQ,RTH,B0,1day,10,MEDRQ_MEDRV,1901,0,0,0,0,6.11763407162806e-13,9.501790116579633e-07
NQ,RTH,B0,1day,13,RQ_RV,1901,0,0,0,0,3.924185856156391e-12,2.1106407075421885e-06
NQ,RTH,B0,1day,13,TQ_BV,1901,0,0,0,0,6.652451797498884e-13,1.6538932960562572e-06
NQ,RTH,B0,1day,13,TRQ3_TRV3,1901,0,0,0,0,2.438246351642399e-12,1.8207765606348403e-06
NQ,RTH,B0,1day,13,TRQ5_TRV5,1901,0,0,0,0,3.924185856156391e-12,2.1106407075421885e-06
NQ,RTH,B0,1day,13,TRQ10_TRV10,1901,0,0,0,0,3.924185856156391e-12,2.1106407075421885e-06
NQ,RTH,B0,1day,13,MEDRQ_MEDRV,1901,0,0,0,0,1.7978491267938096e-12,1.6631000846562632e-06
NQ,RTH,B0,1day,26,RQ_RV,1901,0,0,0,0,4.250721784557002e-12,2.06312324735336e-06
NQ,RTH,B0,1day,26,TQ_BV,1901,0,0,0,0,2.325350811286824e-12,1.5960356241472252e-06
NQ,RTH,B0,1day,26,TRQ3_TRV3,1901,0,0,0,0,4.250721784557002e-12,2.06312324735336e-06
NQ,RTH,B0,1day,26,TRQ5_TRV5,1901,0,0,0,0,4.250721784557002e-12,2.06312324735336e-06
NQ,RTH,B0,1day,26,TRQ10_TRV10,1901,0,0,0,0,4.250721784557002e-12,2.06312324735336e-06
NQ,RTH,B0,1day,26,MEDRQ_MEDRV,1901,0,0,0,0,2.456388105366925e-12,1.507255440154818e-06
NQ,RTH,B0,1day,78,RQ_RV,1901,0,0,0,0,1.5177549197297304e-11,3.184481101925485e-06
NQ,RTH,B0,1day,78,TQ_BV,1901,0,0,0,0,1.4285662389572355e-11,3.4066479116912106e-06
NQ,RTH,B0,1day,78,TRQ3_TRV3,1901,0,0,0,0,8.336330990325427e-12,2.6715251806308515e-06
NQ,RTH,B0,1day,78,TRQ5_TRV5,1901,0,0,0,0,1.5177549197297304e-11,3.184481101925485e-06
NQ,RTH,B0,1day,78,TRQ10_TRV10,1901,0,0,0,0,1.5177549197297304e-11,3.184481101925485e-06
NQ,RTH,B0,1day,78,MEDRQ_MEDRV,1901,0,0,0,0,1.3046630374753468e-11,3.098380443074322e-06
NQ,RTH,B0,1day,195,RQ_RV,1901,0,0,0,0,3.6851897269115855e-11,3.73532748199068e-06
