root,geom,btag,horizon,proxy,trimmed,estimator,n_grid,n_valid,product_min,product_max,ratio_max_min,cv,elasticity,elasticity_r2,n_used,n_dropped,elasticity_s05grid,elasticity_s05grid_r2,n_used_s05grid
ES,RTH,B0,30min,TRV3,False,E1_a_exp_L1-10,5,5,1.4222142778394486,93.48237893520523,65.73016485055868,1.2618109415958416,-0.455041668152897,0.16208115990650096,5,0,,,1
ES,RTH,B0,30min,TRV3,False,E1_a_exp_L1-5,5,5,1.6257441010777085,92.98839580011854,57.197437000371934,1.1451149551998014,-0.39970539710505143,0.18952415277060763,5,0,,,1
ES,RTH,B0,30min,TRV3,False,E1_d_model_L1-10,5,5,1.7920800153020195,99.74383137250953,55.658134972114894,1.069262738426102,-0.41436976090042277,0.16480963360946066,5,0,,,1
ES,RTH,B0,30min,TRV3,False,E1_d_model_L1-5,5,5,1.920017961017081,101.98288670203506,53.115589943758756,1.1121354671148675,-0.40653325237131505,0.2424949074362962,5,0,,,1
ES,RTH,B0,30min,TRV3,False,E2,5,5,1.1514362548338752,6.1235420558338,5.318177215739382,0.688170535469404,-1.7920376594058602,0.6526905981454466,5,0,,,1
ES,RTH,B0,30min,TRV3,False,E4,5,5,21.751800517523915,4147.537580781627,190.67559843794285,1.23370039618596,1.798400936782435,0.5799578484143603,5,0,,,1
ES,RTH,B0,30min,TRV3,False,E4_asS05,5,5,21.751800517523915,4147.537580781627,190.67559843794285,1.23370039618596,1.798400936782435,0.5799578484143603,5,0,,,1
ES,RTH,B1,1day,RV,False,E1_a_exp_L1-10,8,8,0.9347798050263515,1.178955839354257,1.261212355054057,0.07460738107753595,-0.2906875102281309,0.8935692585105649,8,0,-0.1884772780431197,0.929965639350743,5
ES,RTH,B1,1day,RV,False,E1_a_exp_L1-5,8,8,0.9565792274048907,1.2223242110587098,1.2778076044728257,0.07695045354954463,-0.3156227614198179,0.8750726804763783,8,0,-0.19335953299210845,0.915745177798668,5
ES,RTH,B1,1day,RV,False,E1_d_model_L1-10,8,5,1.3576181544886388,1.5066496814181694,1.1097742590114854,0.03352637211983267,-1.6711769399568202,0.9820453330095672,5,3,,,2
ES,RTH,B1,1day,RV,False,E1_d_model_L1-5,8,8,1.087032137641641,1.3768693413653386,1.2666316787583767,0.07633235317216781,-0.8166574197444809,0.9795749637480473,8,0,-0.7021671956893059,0.9806104588834662,5
ES,RTH,B1,1day,RV,False,E2,8,8,1.0022935713592578,1.3460308405443622,1.34295068731105,0.09058857012237233,-0.36546592985183746,0.9002030463265701,8,0,-0.25572752927471787,0.8877730915624734,5
ES,RTH,B1,1day,RV,False,E4,8,8,1.0883735920497677,1.6664783900049631,1.531163933210133,0.134534051006742,-0.7058426977011333,0.9960402532720493,8,0,-0.7481694036742882,0.9997921133752391,5
ES,RTH,B1,1day,RV,False,E4_asS05,8,8,1.0924655214168915,1.968681889392923,1.8020540244049148,0.18381151476150825,-0.3331239281153991,0.10279677760135209,8,0,-0.8636721404402969,0.9996610136454038,5
ES,RTH,B1,1day,RV,True,E1_a_exp_L1-10,7,7,1.0040733142356795,1.2331955100866447,1.228192695296735,0.06402766534498083,-0.3033451334682513,0.9222234336006996,7,0,-0.21251034150012854,0.9584615565269776,4
ES,RTH,B1,1day,RV,True,E1_a_exp_L1-5,7,7,1.0405796272096717,1.2689913899448988,1.2195043577277371,0.0615785326549213,-0.34658718237583125,0.9224798225377226,7,0,-0.23643484517890237,0.9759578906927261,4
ES,RTH,B1,1day,RV,True,E1_d_model_L1-10,7,5,1.424967168945576,1.6007142933695144,1.1233341569223556,0.04200878672184975,-1.5472280936515217,0.9609989714924091,5,2,,,2
ES,RTH,B1,1day,RV,True,E1_d_model_L1-5,7,7,1.1825012943909226,1.4294939439346008,1.2088730479326013,0.06087847779920141,-0.769107049833683,0.9843045373708704,7,0,-0.6575635674154962,0.992378831343461,4
ES,RTH,B1,1day,RV,True,E2,7,6,1.0953155692685395,1.33481315127232,1.2186562381868806,0.0654472236884139,-0.3810681464952605,0.915112224169257,6,1,-0.28954299058175564,0.9199524863121358,4
ES,RTH,B1,1day,RV,True,E4,7,7,1.191299024263521,1.7040219370824854,1.4303897698027053,0.11675902543542614,-0.6860259402904049,0.9946654729189095,7,0,-0.7381813030154344,0.9997970583369197,4
ES,RTH,B1,1day,RV,True,E4_asS05,7,7,1.197929833342367,2.006971617458765,1.6753665879236643,0.16701102814340865,-0.15618741856081067,0.015633097757561387,7,0,-0.8415784924881458,0.9987864905938971,4
ES,RTH,B1,1day,TRV3,False,E1_a_exp_L1-10,8,8,0.9601160417670923,1.354563771419923,1.410833391479274,0.09555791577872157,-0.8777069119265499,0.37805515173645343,8,0,-0.2129935489003506,0.9060291849516526,5
ES,RTH,B1,1day,TRV3,False,E1_a_exp_L1-5,8,8,0.9847785289579721,1.289989440406915,1.3099284788143146,0.07908720374356445,-0.9260875589440957,0.39470882526395545,8,0,-0.2354354439661799,0.8781156429869605,5
ES,RTH,B1,1day,TRV3,False,E1_d_model_L1-10,8,4,1.50011872654387,1.933142796871424,1.2886598658262203,0.11469390785871912,-6.233784014442992,0.6700437213074713,4,4,,,1
ES,RTH,B1,1day,TRV3,False,E1_d_model_L1-5,8,8,1.1190590173403583,1.4165918401178705,1.2658776866698698,0.07282292176698667,-1.922495257022578,0.7371666113567814,8,0,-1.293543010299391,0.8673752121950753,5
ES,RTH,B1,1day,TRV3,False,E2,8,8,1.0022935713592578,1.3460308405443622,1.34295068731105,0.09058857012237233,-0.9256782996576144,0.3901044343331036,8,0,-0.26473498037396714,0.9683664500264512,5
ES,RTH,B1,1day,TRV3,False,E4,8,8,1.115058693966795,245.25159910023964,219.94501314344527,2.5280185624937324,-0.3331239281153991,0.10279677760135209,8,0,-0.8636721404402969,0.9996610136454038,5
ES,RTH,B1,1day,TRV3,False,E4_asS05,8,8,1.115058693966795,245.25159910023964,219.94501314344527,2.5280185624937324,-0.3331239281153991,0.10279677760135209,8,0,-0.8636721404402969,0.9996610136454038,5
ES,RTH,B1,1h,RV,False,E1_a_exp_L1-10,9,9,1.0875454248453449,1.3699099086099829,1.259634657379752,0.06883981182208913,-0.34052327172229907,0.9252982057950037,9,0,,,1
ES,RTH,B1,1h,RV,False,E1_a_exp_L1-5,9,9,1.1177441108411432,1.420381365001853,1.270757189615577,0.07014333456227295,-0.36211166259376304,0.9202674816477818,9,0,,,1
ES,RTH,B1,1h,RV,False,E1_d_model_L1-10,9,9,1.3081285957637696,1.6693353141728173,1.2761247782356995,0.07279022684700999,-0.7338739047407823,0.9743464872308648,9,0,,,1
ES,RTH,B1,1h,RV,False,E1_d_model_L1-5,9,9,1.3259547026767358,1.6872046621909136,1.2724451738697513,0.07204708782436313,-0.836212796424708,0.9863341423218199,9,0,,,1
