root,geom,btag,horizon,estimator,cv_RV,cv_TRV3,elasticity_RV,elasticity_TRV3,ratio_max_min_RV,ratio_max_min_TRV3,elasticity_shift_TRV3_minus_RV,moves_toward_minus1
ES,RTH,B1,30min,E2,0.16748025931093324,0.6934422195895755,1.170055404762997,-1.7894988371978178,1.4838598673660994,5.368337110592164,-2.9595542419608147,True
ES,RTH,B1,30min,E4,0.10519137747113809,1.2337080002226974,-0.6073786688328614,1.7997743046920391,1.3424861171407807,190.7429433570251,2.4071529735249007,False
ES,RTH,B1,30min,E4_asS05,0.13979042240772788,1.2337080002226974,1.7997743046920391,1.7997743046920391,1.4792917578154225,190.7429433570251,0.0,False
NQ,GLOBEX,B0,1day,E1_a_exp_L1-10,0.03702370512716002,0.030437267793857983,-0.2886589111378938,-0.41869345737316854,1.137301753239718,1.0933920373570742,-0.13003454623527472,True
NQ,GLOBEX,B0,1day,E1_a_exp_L1-5,0.03021253763458169,0.02750440284503736,-0.3239542593861698,-0.46454891037270624,1.1085119029344548,1.0880122488247572,-0.14059465098653645,True
NQ,GLOBEX,B0,1day,E1_d_model_L1-10,0.01730891540634081,0.02995717058867802,-1.2121399044222914,-1.605320853570022,1.048343393431545,1.0883450751792811,-0.3931809491477307,False
NQ,GLOBEX,B0,1day,E1_d_model_L1-5,0.031470627121661265,0.041706970735234036,-0.6853644320299721,-1.446265849144087,1.116768153389683,1.1494813144378264,-0.7609014171141149,False
NQ,GLOBEX,B0,1day,E2,0.05408632616150327,0.05408632616150327,-0.3215679901602372,-0.3365038784272295,1.2299717628539113,1.2299717628539113,-0.014935888266992325,True
NQ,GLOBEX,B0,1day,E4,0.13875097755036492,0.23351516429478744,-0.6027910603165793,-0.7877058779324109,1.4937582248088705,1.9453136116195602,-0.18491481761583162,True
NQ,GLOBEX,B0,1day,E4_asS05,0.152819348652791,0.23351516429478744,-0.7877058779324109,-0.7877058779324109,1.5474370602616918,1.9453136116195602,0.0,False
NQ,GLOBEX,B1,1day,E1_a_exp_L1-10,0.03952517299178796,0.030610815336892187,-0.28646345966409315,-0.41561982778908746,1.1420577567494579,1.1002650307851631,-0.12915636812499431,True
NQ,GLOBEX,B1,1day,E1_a_exp_L1-5,0.033794642030254854,0.029643773703644977,-0.3197893848762055,-0.462306553988945,1.1267719592234042,1.0816562557135123,-0.14251716911273948,True
NQ,GLOBEX,B1,1day,E1_d_model_L1-10,0.022917705460654438,0.028479961802845243,-1.2562738127947257,-1.6073268996586418,1.0553882073790384,1.080638809849606,-0.3510530868639161,False
NQ,GLOBEX,B1,1day,E1_d_model_L1-5,0.03497923586411729,0.04239095728068578,-0.7074335560327747,-1.3391788230235007,1.1351615546177232,1.1432852396102553,-0.631745266990726,False
NQ,GLOBEX,B1,1day,E2,0.076194127947507,0.07619412794750703,-0.29196617226943805,-0.317882414771154,1.3116152982171485,1.3116152982171485,-0.025916242501715925,True
NQ,GLOBEX,B1,1day,E4,0.13542601096304083,0.23299574983914834,-0.6045256796194861,-0.7868227825907941,1.4836507524797669,1.9246787321147745,-0.18229710297130797,True
NQ,GLOBEX,B1,1day,E4_asS05,0.15041821645455752,0.23299574983914834,-0.7868227825907941,-0.7868227825907941,1.5440887512688828,1.9246787321147745,0.0,False
NQ,RTH,B0,1day,E1_a_exp_L1-10,0.03923376365907838,0.024072745497008663,-0.33416797443079194,-0.4363112058388425,1.13177824246519,1.0813923075672962,-0.10214323140805054,True
