cell,model,window_index,trade_date,forecast,realized,qlike,share_of_cell_qlike,reason
ES/GLOBEX/B1/30min,M3_HARJ,57594,2021-04-02,5.567397593092007e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,57595,2021-04-02,5.534243724076212e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,57596,2021-04-02,5.445070292932098e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,57597,2021-04-02,5.230858741020695e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,57598,2021-04-02,5.147085707488308e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,57599,2021-04-02,5.015449390111925e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,59438,2021-05-31,4.5774314673399915e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,59439,2021-05-31,3.666782512760659e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,59440,2021-05-31,3.659059497568851e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,59441,2021-05-31,3.652160567042566e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,59442,2021-05-31,3.643102972782743e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,59443,2021-05-31,3.632144723415161e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,59444,2021-05-31,3.609675005571726e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,60428,2021-07-05,4.600115772014256e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,60429,2021-07-05,3.2387182760901464e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,60430,2021-07-05,3.227255594618452e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,60431,2021-07-05,3.217933445571375e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,60432,2021-07-05,3.210537775706453e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,60433,2021-07-05,3.197506061318639e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,60434,2021-07-05,3.180729825400761e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,62453,2021-09-06,4.261845589847783e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,62454,2021-09-06,3.67173226907959e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,62455,2021-09-06,3.6665526309067525e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,62456,2021-09-06,3.659475959465764e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,62457,2021-09-06,3.652707780813658e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,62458,2021-09-06,3.6490962024087627e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,62459,2021-09-06,3.6379869663277787e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,64928,2021-11-25,8.451083130905215e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,64929,2021-11-25,7.765228061621561e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,64930,2021-11-25,7.734045909502327e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,64931,2021-11-25,7.70842672081902e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,64932,2021-11-25,7.694128231547222e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,64933,2021-11-25,7.67756878951756e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,64934,2021-11-25,7.65295689611127e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,66368,2022-01-17,1.450328005002282e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,66369,2022-01-17,1.2654077757852657e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,66370,2022-01-17,1.2523386322845398e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,66371,2022-01-17,1.2422640918216624e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,66372,2022-01-17,1.2269538189349256e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,66373,2022-01-17,1.2071867113057182e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,66374,2022-01-17,1.1799735445361495e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,67493,2022-02-21,2.947590866935935e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,67494,2022-02-21,1.7487777400919683e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,67495,2022-02-21,1.7099210866496044e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,67496,2022-02-21,1.6623844971362731e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,67497,2022-02-21,1.6140704737595913e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,67498,2022-02-21,1.5688410332728583e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,67499,2022-02-21,1.5244383995993154e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,70463,2022-05-30,3.6385436699416515e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,70464,2022-05-30,1.5628213352623404e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,70465,2022-05-30,1.5484640271876099e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,70466,2022-05-30,1.5378321848035511e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,70467,2022-05-30,1.5113500395034012e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,70468,2022-05-30,1.4900938686872098e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,70469,2022-05-30,1.456529582204922e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,71003,2022-06-20,4.347060681092134e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,71004,2022-06-20,3.805079367713319e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,71005,2022-06-20,3.795422360854074e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,71006,2022-06-20,3.7841000405198902e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,71007,2022-06-20,3.7747739495083054e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,71008,2022-06-20,3.7690088225069093e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,71009,2022-06-20,3.755168996746119e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,71453,2022-07-04,2.8989390347612694e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,71454,2022-07-04,2.3322226940545526e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,71455,2022-07-04,2.3224878433078984e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,71456,2022-07-04,2.314265408792674e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,71457,2022-07-04,2.3048634770303447e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,71458,2022-07-04,2.2868494390580096e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,71459,2022-07-04,2.267547706105315e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,73478,2022-09-05,2.4307082626645956e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,73479,2022-09-05,2.1056841250227775e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,73480,2022-09-05,2.0943121395239404e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,73481,2022-09-05,2.0857582260723873e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,73482,2022-09-05,2.067877228331065e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,73483,2022-09-05,2.0513975139457154e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,73484,2022-09-05,2.02195890428426e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,75953,2022-11-24,8.518301207522183e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,75954,2022-11-24,7.502310244827583e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,75955,2022-11-24,7.428213999197799e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,75956,2022-11-24,7.347083728196056e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,75957,2022-11-24,7.235531552962065e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,75958,2022-11-24,7.142818383503085e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,75959,2022-11-24,7.012840330571376e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,77348,2023-01-16,1.8173751583676236e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,77349,2023-01-16,1.3518360380192774e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,77350,2023-01-16,1.3360081275850708e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,77351,2023-01-16,1.3247767199692422e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,77352,2023-01-16,1.3152283080007531e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,77353,2023-01-16,1.3046351184878813e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,77354,2023-01-16,1.2890764084178338e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,78473,2023-02-20,1.555370140417459e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,78474,2023-02-20,1.3864683187364353e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,78475,2023-02-20,1.3848699891600915e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,78476,2023-02-20,1.3820736456000657e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,78477,2023-02-20,1.375787804028162e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,78478,2023-02-20,1.3711494214986224e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,78479,2023-02-20,1.3651990349962922e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,79861,2023-04-07,7.593343247152508e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,79862,2023-04-07,5.628717275939679e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,79863,2023-04-07,5.562109701650256e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,79864,2023-04-07,5.526752317139781e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,79865,2023-04-07,5.492878074453637e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,79866,2023-04-07,5.473307073918888e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,79867,2023-04-07,5.449715368205621e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,79868,2023-04-07,5.427606663928228e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,79869,2023-04-07,5.406450285646929e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,79870,2023-04-07,5.383233166725695e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,79871,2023-04-07,5.351551147899689e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,79872,2023-04-07,5.320415299848729e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,79873,2023-04-07,5.254868466666152e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,79874,2023-04-07,5.140889070153532e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,81488,2023-05-29,9.282439339202986e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,81489,2023-05-29,8.550451469767907e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,81490,2023-05-29,8.531796575433894e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,81491,2023-05-29,8.514750951199207e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,81492,2023-05-29,8.467073523727781e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,81493,2023-05-29,8.43953819037332e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,81494,2023-05-29,8.396998032126776e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,82028,2023-06-19,8.575311284116435e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,82029,2023-06-19,7.337540462438904e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,82030,2023-06-19,7.29819198005295e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,82031,2023-06-19,7.253770241748337e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,82032,2023-06-19,7.212443935769556e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,82033,2023-06-19,7.150444620682252e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,82034,2023-06-19,7.069659757200667e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,82478,2023-07-04,6.254511811067783e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,82479,2023-07-04,5.651749100293212e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,82480,2023-07-04,5.582384136790197e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,82481,2023-07-04,5.542332672557014e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,82482,2023-07-04,5.499667666417132e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,82483,2023-07-04,5.464735357685596e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,82484,2023-07-04,5.390375913391497e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,84458,2023-09-04,7.488663788261073e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,84459,2023-09-04,6.403504495033108e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,84460,2023-09-04,6.295723291743778e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,84461,2023-09-04,6.242264701357464e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,84462,2023-09-04,6.176589222655841e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,84463,2023-09-04,6.126800979026525e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,84464,2023-09-04,6.025206143918396e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,86933,2023-11-23,4.96118173958739e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,86934,2023-11-23,4.170167230425381e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,86935,2023-11-23,4.1117865156372354e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,86936,2023-11-23,4.085246477404735e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,86937,2023-11-23,4.03966831259796e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,86938,2023-11-23,4.0154600750353177e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M3_HARJ,86939,2023-11-23,3.979961623301263e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,4583,2016-05-30,3.8100972542993757e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,4584,2016-05-30,9.523954929396902e-08,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,4585,2016-05-30,9.435433974440152e-08,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,4586,2016-05-30,9.290397194100066e-08,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,4587,2016-05-30,9.15925201744764e-08,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,4588,2016-05-30,9.022192239791991e-08,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,4589,2016-05-30,8.880698690273129e-08,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,5272,2016-06-24,1e-300,2.6871407726503094e-05,2.687140772650309e+295,0.07182622591869066,below_1e-12
ES/GLOBEX/B1/30min,M4_HARQ,5573,2016-07-04,5.944754840640268e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,5574,2016-07-04,3.6894880848439834e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,5575,2016-07-04,3.629848315222551e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,5576,2016-07-04,3.584021291931641e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,5577,2016-07-04,3.5379115615655557e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,5578,2016-07-04,3.4922246623290944e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,5579,2016-07-04,3.4191744773795033e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,10073,2016-11-24,2.750846149423071e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,10074,2016-11-24,1.3689321339731702e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,10075,2016-11-24,1.364976499365353e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,10076,2016-11-24,1.360882576514811e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,10077,2016-11-24,1.3566312457204117e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,10078,2016-11-24,1.3536940198175833e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,10079,2016-11-24,1.3497088585265532e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,11468,2017-01-16,4.997846746206155e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,11469,2017-01-16,1.316715810853356e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,11470,2017-01-16,1.3142452212004332e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,11471,2017-01-16,1.3102431607712775e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,11472,2017-01-16,1.306951658380324e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,11473,2017-01-16,1.3033405535191024e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,11474,2017-01-16,1.301269838094659e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,12593,2017-02-20,3.6741398043089616e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,12594,2017-02-20,1.0660044736416717e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,12595,2017-02-20,1.0629428556094876e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,12596,2017-02-20,1.0596200831670145e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,12597,2017-02-20,1.0569178681741073e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,12598,2017-02-20,1.0545636570679758e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,12599,2017-02-20,1.0517415281019357e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,15563,2017-05-29,2.3966426988188676e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,15564,2017-05-29,8.8076604273449e-08,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,15565,2017-05-29,8.77743259033572e-08,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,15566,2017-05-29,8.76034359305964e-08,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,15567,2017-05-29,8.722934339141786e-08,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,15568,2017-05-29,8.693212348315781e-08,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,15569,2017-05-29,8.661635406992784e-08,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,16553,2017-07-04,2.930359628290294e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,16554,2017-07-04,1.2481700639004096e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,16555,2017-07-04,1.2453786183712226e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,16556,2017-07-04,1.2405434359367383e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,16557,2017-07-04,1.236755045575699e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,16558,2017-07-04,1.2323717320257203e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,16559,2017-07-04,1.225191872298578e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,18533,2017-09-04,2.638516284582483e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,18534,2017-09-04,1.020365867315406e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,18535,2017-09-04,1.0169771494414298e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,18536,2017-09-04,1.0141736001668038e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,18537,2017-09-04,1.0113513936828426e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,18538,2017-09-04,1.0079929405520457e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,18539,2017-09-04,1.0048347802863674e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,19542,2017-10-10,1.1198736604497227e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,21008,2017-11-23,2.4135425950645314e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,21009,2017-11-23,7.148027654695972e-08,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,21010,2017-11-23,7.12227168413483e-08,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,21011,2017-11-23,7.106748495131336e-08,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,21012,2017-11-23,7.079341203364893e-08,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,21013,2017-11-23,7.034798509134005e-08,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,21014,2017-11-23,6.976518322724232e-08,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,22403,2018-01-15,1.8680448901871624e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B1/30min,M4_HARQ,22404,2018-01-15,8.258721968861554e-08,0.0,inf,inf,nonfinite_qlike
