cell,model,window_index,trade_date,forecast,realized,qlike,share_of_cell_qlike,reason
ES/GLOBEX/B0/1day,M4_HARQ,513,2018-02-06,1e-300,0.0018763285831937537,1.8763285831937537e+297,0.7576262391031873,below_1e-12
ES/GLOBEX/B0/1day,M4_HARQ,1018,2020-03-04,1e-300,0.0006002601176078315,6.002601176078315e+296,0.24237376089681273,below_1e-12
ES/GLOBEX/B0/1h,M3_HARJ,679,2016-02-15,7.310977434879219e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,680,2016-02-15,6.468309433968533e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,681,2016-02-15,6.5415766636362665e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,2241,2016-05-30,9.192288641280008e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,2242,2016-05-30,5.427422860328211e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,2243,2016-05-30,5.358947389690704e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,2725,2016-07-04,1.6821937511938465e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,2726,2016-07-04,1.1581582342065857e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,2727,2016-07-04,1.1343644490054909e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,4925,2016-11-24,9.736586837551776e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,4926,2016-11-24,4.090807389878028e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,4927,2016-11-24,4.061498653822879e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,5607,2017-01-16,1.096334913639797e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,5608,2017-01-16,2.740540694001617e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,5609,2017-01-16,2.715403047783981e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,6157,2017-02-20,9.876190514183757e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,6158,2017-02-20,2.0510953132713872e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,6159,2017-02-20,2.027940162600453e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,7609,2017-05-29,5.587178424741879e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,7610,2017-05-29,1.7423153273277944e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,7611,2017-05-29,1.7246094030923878e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,8093,2017-07-04,1.0211075225735836e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,8094,2017-07-04,2.961322496814905e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,8095,2017-07-04,2.9347712508338966e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,9061,2017-09-04,6.895381384935262e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,9062,2017-09-04,2.3704760498319078e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,9063,2017-09-04,2.3531371098002254e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,10271,2017-11-23,4.682185528793264e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,10272,2017-11-23,1.4018046115245974e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,10273,2017-11-23,1.388376053995838e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,10953,2018-01-15,5.401508131279142e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,10954,2018-01-15,1.7648347459849152e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,10955,2018-01-15,1.7542942537719048e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,11503,2018-02-19,4.804215781736199e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,11504,2018-02-19,2.840624769515529e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,11505,2018-02-19,2.8052171550746913e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,12955,2018-05-28,1.1983359289274193e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,12956,2018-05-28,9.080520380916154e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,12957,2018-05-28,8.989630751269e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,13461,2018-07-04,1.898552761537875e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,13462,2018-07-04,1.5331204083470905e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,13463,2018-07-04,1.5279614453258987e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,14407,2018-09-03,8.604883288496775e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,14408,2018-09-03,6.001378073593695e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,14409,2018-09-03,5.976431165505674e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,15617,2018-11-22,3.773475526324792e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,15618,2018-11-22,2.7501725729132023e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,15619,2018-11-22,2.69437703455992e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,15790,2018-12-05,2.483151286653727e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,15791,2018-12-05,1.9291321253308077e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,15792,2018-12-05,1.8771087662396348e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,15793,2018-12-05,1.8149624160923129e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,15794,2018-12-05,1.791095169865107e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,15795,2018-12-05,1.7632077646374386e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,16387,2019-01-21,1.9074872897070018e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,16388,2019-01-21,1.4372919488043984e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,16389,2019-01-21,1.4300329721624728e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,16827,2019-02-18,1.4115248242929012e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,16828,2019-02-18,9.977479131939697e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,16829,2019-02-18,9.868865437162282e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,16964,2019-02-27,1.2304203754316114e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,16965,2019-02-27,9.077343177660449e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,18279,2019-05-27,1.3429079299688998e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,18280,2019-05-27,1.1384951447987575e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,18281,2019-05-27,1.123548467570299e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,18807,2019-07-04,9.410432793172057e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,18808,2019-07-04,7.457817487669235e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,18809,2019-07-04,7.364189569812806e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,19731,2019-09-02,3.862785592792715e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,19732,2019-09-02,1.8047152097287762e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,19733,2019-09-02,1.7864196499303007e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,21051,2019-11-28,7.746983414109588e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,21052,2019-11-28,5.819179884999429e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,21053,2019-11-28,5.78249225206239e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,21711,2020-01-20,8.582539159321326e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,21712,2020-01-20,6.931952940904474e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,21713,2020-01-20,6.909783196128541e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,22151,2020-02-17,1.0524209009027822e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,22152,2020-02-17,8.159617588239618e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,22153,2020-02-17,8.133257676480467e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,22466,2020-03-09,2.4399843524388696e-05,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,22468,2020-03-09,2.422285684124028e-05,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,22469,2020-03-09,1.6935458288928853e-05,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,22470,2020-03-09,1.6892611427447186e-05,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,22471,2020-03-09,1.6793860608608134e-05,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,22472,2020-03-09,1.666354106951632e-05,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,22474,2020-03-09,1.752185395758488e-05,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,22475,2020-03-09,1.6171594464710372e-05,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,22476,2020-03-09,1.5984602148088534e-05,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,22558,2020-03-18,6.808929070294546e-05,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,22559,2020-03-18,6.339138561649196e-05,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,22560,2020-03-18,6.318778695101561e-05,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,22561,2020-03-18,6.301063419736701e-05,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,22562,2020-03-18,6.276157626960356e-05,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,22563,2020-03-18,6.256365226765967e-05,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,22564,2020-03-18,6.235675520175145e-05,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,22572,2020-03-19,0.0006488706780826375,0.00029439407217068947,0.24401640988587103,1.7396183996278795e-05,above_100x_mean_rv
ES/GLOBEX/B0/1h,M3_HARJ,22631,2020-03-23,0.0007316108749376811,0.000636566045386644,0.009248881710303136,6.593624095506667e-07,above_100x_mean_rv
ES/GLOBEX/B0/1h,M3_HARJ,22650,2020-03-24,0.00015721144510718856,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,23603,2020-05-25,3.286778562166036e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,23604,2020-05-25,2.8759846278455522e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,23605,2020-05-25,2.851560352950304e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,24112,2020-07-01,1.5589836456303773e-05,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,24113,2020-07-01,5.185816715609311e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,25165,2020-09-07,6.8519944496822955e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,25166,2020-09-07,5.647596610849064e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,25167,2020-09-07,5.637857410433424e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,26375,2020-11-26,3.0038361974720835e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,26376,2020-11-26,1.1492734784394503e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,26377,2020-11-26,1.1313392837528043e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,27035,2021-01-18,1.842896042588735e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,27036,2021-01-18,1.6148759205232735e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,27037,2021-01-18,1.5916515773683117e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,27475,2021-02-15,1.0789705796393403e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,27476,2021-02-15,9.814311959873503e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,27477,2021-02-15,9.755153474065494e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,28154,2021-04-02,1.7762216527376626e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,28155,2021-04-02,1.2017734570532083e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,28156,2021-04-02,1.181830599340722e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,28157,2021-04-02,1.1694829366450308e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,28158,2021-04-02,1.159266169759703e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,28159,2021-04-02,1.1023528796678928e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,29059,2021-05-31,1.000022252827716e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,29060,2021-05-31,7.759327589154597e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,29061,2021-05-31,7.729383925764014e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,29543,2021-07-05,8.682698998613248e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,29544,2021-07-05,6.908954415633193e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,29545,2021-07-05,6.877625226236473e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,30533,2021-09-06,8.778886021316447e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,30534,2021-09-06,7.670229654477747e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,30535,2021-09-06,7.644238396300799e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,31743,2021-11-25,1.6580426491653689e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,31744,2021-11-25,1.5169737074505036e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,31745,2021-11-25,1.5094717851905296e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,32447,2022-01-17,2.7886989200465694e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,32448,2022-01-17,2.436351417112576e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,32449,2022-01-17,2.3886207786260176e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,32997,2022-02-21,6.164085080576652e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,32998,2022-02-21,3.316396844914125e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,32999,2022-02-21,3.1359543736134167e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,34449,2022-05-30,5.98217796466819e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,34450,2022-05-30,2.996901579370849e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,34451,2022-05-30,2.9266816288351374e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,34713,2022-06-20,8.329842511123007e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,34714,2022-06-20,7.2690124965667445e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,34715,2022-06-20,7.229661055638205e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,34933,2022-07-04,5.575210081314806e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,34934,2022-07-04,4.5644609220146244e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,34935,2022-07-04,4.530900274210781e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,35923,2022-09-05,4.804064449128833e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,35924,2022-09-05,4.0812573475626795e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,35925,2022-09-05,4.03130670570088e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,37133,2022-11-24,1.656886587233015e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,37134,2022-11-24,1.490889624169632e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,37135,2022-11-24,1.4541606218628659e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,37815,2023-01-16,3.2825319611367235e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,37816,2023-01-16,2.6220871882085683e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,37817,2023-01-16,2.5823220198702325e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,38365,2023-02-20,3.0001759079696546e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,38366,2023-02-20,2.735718264704222e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,38367,2023-02-20,2.718337058386572e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,39044,2023-04-07,1.3304856394373152e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,39045,2023-04-07,1.1071922569872322e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,39046,2023-04-07,1.0969267137317529e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,39047,2023-04-07,1.0881588212600237e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,39048,2023-04-07,1.0796603545175121e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,39049,2023-04-07,1.0676207207798621e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,39839,2023-05-29,1.8068572643129698e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,39840,2023-05-29,1.6564669152933625e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,39841,2023-05-29,1.6440690403932179e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,40103,2023-06-19,1.6473493057473906e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,40104,2023-06-19,1.450553001910657e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,40105,2023-06-19,1.4341309946240409e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,40323,2023-07-04,1.2232825349844341e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,40324,2023-07-04,1.1297444812945496e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,40325,2023-07-04,1.1139075602356955e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,41291,2023-09-04,1.4315269654833291e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,41292,2023-09-04,1.2541535145095273e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,41293,2023-09-04,1.2313297965626383e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,42501,2023-11-23,9.373147034053137e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,42502,2023-11-23,8.284980737842167e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M3_HARJ,42503,2023-11-23,8.146747047369506e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,637,2016-02-11,1e-300,4.0977511162054725e-05,4.097751116205472e+295,0.0943582240790064,below_1e-12
ES/GLOBEX/B0/1h,M4_HARQ,679,2016-02-15,5.564497003115864e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,680,2016-02-15,4.503153656343956e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,681,2016-02-15,4.580427423754559e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,2241,2016-05-30,6.710289598762822e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,2242,2016-05-30,2.6847825828583726e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,2243,2016-05-30,2.621497581268017e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,2578,2016-06-24,1e-300,0.00011502942061270005,1.1502942061270004e+296,0.26487630746843,below_1e-12
ES/GLOBEX/B0/1h,M4_HARQ,2725,2016-07-04,1.5550427327730484e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,2726,2016-07-04,1.0968264572914183e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,2727,2016-07-04,1.076354833324346e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,4925,2016-11-24,1.0133763776957102e-06,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,4926,2016-11-24,6.130649117195399e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,4927,2016-11-24,6.109648593782248e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,5607,2017-01-16,8.968066763165473e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,5608,2017-01-16,4.2375254113893603e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,5609,2017-01-16,4.218401506286912e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,6157,2017-02-20,8.630915827044125e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,6158,2017-02-20,3.556598808773277e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,6159,2017-02-20,3.5371044015043534e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,7609,2017-05-29,5.665405103282812e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,7610,2017-05-29,3.1080092988022323e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,7611,2017-05-29,3.094040282324632e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,8093,2017-07-04,8.633521918296363e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,8094,2017-07-04,3.9802933446416865e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,8095,2017-07-04,3.960212485941436e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,9061,2017-09-04,6.873167972937828e-07,0.0,inf,inf,nonfinite_qlike
ES/GLOBEX/B0/1h,M4_HARQ,9062,2017-09-04,3.490083979087459e-07,0.0,inf,inf,nonfinite_qlike
