root,geom,btag,horizon,model,window_index,session_date,window_in_session,window_start_min_from_1800NY,ny_clock,overnight,rv,forecast
ES,GLOBEX,B0,1h,M4_HARQ,13463,2018-07-04,21,1260,15:00,False,0.0,6.955540300552433e-07
ES,GLOBEX,B0,1h,M4_HARQ,14407,2018-09-03,19,1140,13:00,False,0.0,6.226886857551161e-07
ES,GLOBEX,B0,1h,M4_HARQ,14408,2018-09-03,20,1200,14:00,False,0.0,2.2821315312068063e-07
ES,GLOBEX,B0,1h,M4_HARQ,14409,2018-09-03,21,1260,15:00,False,0.0,2.2696214243929712e-07
ES,GLOBEX,B0,1h,M4_HARQ,15617,2018-11-22,19,1140,13:00,False,0.0,2.632869236354701e-06
ES,GLOBEX,B0,1h,M4_HARQ,15618,2018-11-22,20,1200,14:00,False,0.0,1.2878259475335378e-06
ES,GLOBEX,B0,1h,M4_HARQ,15619,2018-11-22,21,1260,15:00,False,0.0,1.25489489230122e-06
ES,GLOBEX,B0,1h,M4_HARQ,15790,2018-12-05,16,960,10:00,False,0.0,1.6599967019686525e-06
ES,GLOBEX,B0,1h,M4_HARQ,15791,2018-12-05,17,1020,11:00,False,0.0,8.949925864655809e-07
ES,GLOBEX,B0,1h,M4_HARQ,15792,2018-12-05,18,1080,12:00,False,0.0,8.646793198632255e-07
ES,GLOBEX,B0,1h,M4_HARQ,15793,2018-12-05,19,1140,13:00,False,0.0,8.27436320543115e-07
ES,GLOBEX,B0,1h,M4_HARQ,15794,2018-12-05,20,1200,14:00,False,0.0,8.134383625544806e-07
ES,GLOBEX,B0,1h,M4_HARQ,15795,2018-12-05,21,1260,15:00,False,0.0,8.001404416583556e-07
ES,GLOBEX,B0,1h,M4_HARQ,16387,2019-01-21,19,1140,13:00,False,0.0,1.2451720483485725e-06
ES,GLOBEX,B0,1h,M4_HARQ,16388,2019-01-21,20,1200,14:00,False,0.0,6.004888502439629e-07
ES,GLOBEX,B0,1h,M4_HARQ,16389,2019-01-21,21,1260,15:00,False,0.0,5.967511981783074e-07
ES,GLOBEX,B0,1h,M4_HARQ,16827,2019-02-18,19,1140,13:00,False,0.0,1.1762776149051885e-06
ES,GLOBEX,B0,1h,M4_HARQ,16828,2019-02-18,20,1200,14:00,False,0.0,5.647902455034318e-07
ES,GLOBEX,B0,1h,M4_HARQ,16829,2019-02-18,21,1260,15:00,False,0.0,5.585038277853929e-07
ES,GLOBEX,B0,1h,M4_HARQ,16964,2019-02-27,2,120,20:00,True,0.0,9.788558973376344e-07
ES,GLOBEX,B0,1h,M4_HARQ,16965,2019-02-27,3,180,21:00,True,0.0,5.196946368169383e-07
ES,GLOBEX,B0,1h,M4_HARQ,18279,2019-05-27,19,1140,13:00,False,0.0,9.38966044913802e-07
ES,GLOBEX,B0,1h,M4_HARQ,18280,2019-05-27,20,1200,14:00,False,0.0,6.360700083368576e-07
ES,GLOBEX,B0,1h,M4_HARQ,18281,2019-05-27,21,1260,15:00,False,0.0,6.254970606605353e-07
ES,GLOBEX,B0,1h,M4_HARQ,18807,2019-07-04,19,1140,13:00,False,0.0,6.776099200890832e-07
ES,GLOBEX,B0,1h,M4_HARQ,18808,2019-07-04,20,1200,14:00,False,0.0,4.095074637797241e-07
ES,GLOBEX,B0,1h,M4_HARQ,18809,2019-07-04,21,1260,15:00,False,0.0,4.032138912409458e-07
ES,GLOBEX,B0,1h,M4_HARQ,19731,2019-09-02,19,1140,13:00,False,0.0,3.763497700172768e-06
ES,GLOBEX,B0,1h,M4_HARQ,19732,2019-09-02,20,1200,14:00,False,0.0,1.0750187319134756e-06
ES,GLOBEX,B0,1h,M4_HARQ,19733,2019-09-02,21,1260,15:00,False,0.0,1.063647596513071e-06
ES,GLOBEX,B0,1h,M4_HARQ,21051,2019-11-28,19,1140,13:00,False,0.0,5.89132141357073e-07
ES,GLOBEX,B0,1h,M4_HARQ,21052,2019-11-28,20,1200,14:00,False,0.0,3.4187532373949255e-07
ES,GLOBEX,B0,1h,M4_HARQ,21053,2019-11-28,21,1260,15:00,False,0.0,3.392145211307809e-07
ES,GLOBEX,B0,1h,M4_HARQ,21711,2020-01-20,19,1140,13:00,False,0.0,6.375752602939459e-07
ES,GLOBEX,B0,1h,M4_HARQ,21712,2020-01-20,20,1200,14:00,False,0.0,4.249745473514225e-07
ES,GLOBEX,B0,1h,M4_HARQ,21713,2020-01-20,21,1260,15:00,False,0.0,4.234470977948761e-07
ES,GLOBEX,B0,1h,M4_HARQ,22151,2020-02-17,19,1140,13:00,False,0.0,8.112594326772555e-07
ES,GLOBEX,B0,1h,M4_HARQ,22152,2020-02-17,20,1200,14:00,False,0.0,4.880930002332504e-07
ES,GLOBEX,B0,1h,M4_HARQ,22153,2020-02-17,21,1260,15:00,False,0.0,4.861424603596345e-07
ES,GLOBEX,B0,1h,M4_HARQ,22466,2020-03-09,4,240,22:00,True,0.0,2.3828998358241387e-05
ES,GLOBEX,B0,1h,M4_HARQ,22468,2020-03-09,6,360,00:00,True,0.0,2.394939583456564e-05
ES,GLOBEX,B0,1h,M4_HARQ,22469,2020-03-09,7,420,01:00,True,0.0,1.6283600930299164e-05
ES,GLOBEX,B0,1h,M4_HARQ,22470,2020-03-09,8,480,02:00,True,0.0,1.6241665687220742e-05
ES,GLOBEX,B0,1h,M4_HARQ,22471,2020-03-09,9,540,03:00,True,0.0,1.6144972548278842e-05
ES,GLOBEX,B0,1h,M4_HARQ,22472,2020-03-09,10,600,04:00,True,0.0,1.6017368688666913e-05
ES,GLOBEX,B0,1h,M4_HARQ,22474,2020-03-09,12,720,06:00,True,0.0,1.7038650200589335e-05
ES,GLOBEX,B0,1h,M4_HARQ,22475,2020-03-09,13,780,07:00,True,0.0,1.5535558639110797e-05
ES,GLOBEX,B0,1h,M4_HARQ,22476,2020-03-09,14,840,08:00,True,0.0,1.535241199552949e-05
ES,GLOBEX,B0,1h,M4_HARQ,22558,2020-03-18,8,480,02:00,True,0.0,6.12355964241323e-05
ES,GLOBEX,B0,1h,M4_HARQ,22559,2020-03-18,9,540,03:00,True,0.0,5.592503723674142e-05
ES,GLOBEX,B0,1h,M4_HARQ,22560,2020-03-18,10,600,04:00,True,0.0,5.574282426880555e-05
ES,GLOBEX,B0,1h,M4_HARQ,22561,2020-03-18,11,660,05:00,True,0.0,5.5584244326620915e-05
ES,GLOBEX,B0,1h,M4_HARQ,22562,2020-03-18,12,720,06:00,True,0.0,5.536129092740896e-05
ES,GLOBEX,B0,1h,M4_HARQ,22563,2020-03-18,13,780,07:00,True,0.0,5.5184109963271154e-05
ES,GLOBEX,B0,1h,M4_HARQ,22564,2020-03-18,14,840,08:00,True,0.0,5.499890148879169e-05
ES,GLOBEX,B0,1h,M4_HARQ,22650,2020-03-24,12,720,06:00,True,0.0,0.00013344229580757123
ES,GLOBEX,B0,1h,M4_HARQ,23603,2020-05-25,19,1140,13:00,False,0.0,2.595902718776008e-06
ES,GLOBEX,B0,1h,M4_HARQ,23604,2020-05-25,20,1200,14:00,False,0.0,1.8904362263872366e-06
ES,GLOBEX,B0,1h,M4_HARQ,23605,2020-05-25,21,1260,15:00,False,0.0,1.872003356020048e-06
ES,GLOBEX,B0,1h,M4_HARQ,24112,2020-07-01,0,0,18:00,True,0.0,1.8416211342176223e-05
ES,GLOBEX,B0,1h,M4_HARQ,24113,2020-07-01,1,60,19:00,True,0.0,3.8134997812795153e-06
ES,GLOBEX,B0,1h,M4_HARQ,25165,2020-09-07,19,1140,13:00,False,0.0,6.265197051573228e-06
ES,GLOBEX,B0,1h,M4_HARQ,25166,2020-09-07,20,1200,14:00,False,0.0,4.328347544871677e-06
ES,GLOBEX,B0,1h,M4_HARQ,25167,2020-09-07,21,1260,15:00,False,0.0,4.320408035142969e-06
ES,GLOBEX,B0,1h,M4_HARQ,26375,2020-11-26,19,1140,13:00,False,0.0,2.8249489497906327e-06
ES,GLOBEX,B0,1h,M4_HARQ,26376,2020-11-26,20,1200,14:00,False,0.0,4.84336152499576e-07
ES,GLOBEX,B0,1h,M4_HARQ,26377,2020-11-26,21,1260,15:00,False,0.0,4.6976234507182736e-07
ES,GLOBEX,B0,1h,M4_HARQ,27035,2021-01-18,19,1140,13:00,False,0.0,1.3368508135853525e-06
ES,GLOBEX,B0,1h,M4_HARQ,27036,2021-01-18,20,1200,14:00,False,0.0,1.0134736642472986e-06
ES,GLOBEX,B0,1h,M4_HARQ,27037,2021-01-18,21,1260,15:00,False,0.0,9.947348470865482e-07
ES,GLOBEX,B0,1h,M4_HARQ,27475,2021-02-15,19,1140,13:00,False,0.0,6.233977648541812e-07
ES,GLOBEX,B0,1h,M4_HARQ,27476,2021-02-15,20,1200,14:00,False,0.0,4.771449908036117e-07
ES,GLOBEX,B0,1h,M4_HARQ,27477,2021-02-15,21,1260,15:00,False,0.0,4.7229576348691694e-07
ES,GLOBEX,B0,1h,M4_HARQ,28154,2021-04-02,16,960,10:00,False,0.0,1.4391975514502169e-06
ES,GLOBEX,B0,1h,M4_HARQ,28155,2021-04-02,17,1020,11:00,False,0.0,6.170154385432638e-07
ES,GLOBEX,B0,1h,M4_HARQ,28156,2021-04-02,18,1080,12:00,False,0.0,6.017309093058e-07
ES,GLOBEX,B0,1h,M4_HARQ,28157,2021-04-02,19,1140,13:00,False,0.0,5.923034917457521e-07
ES,GLOBEX,B0,1h,M4_HARQ,28158,2021-04-02,20,1200,14:00,False,0.0,5.850004335793974e-07
ES,GLOBEX,B0,1h,M4_HARQ,28159,2021-04-02,21,1260,15:00,False,0.0,5.385022962474215e-07
ES,GLOBEX,B0,1h,M4_HARQ,29059,2021-05-31,19,1140,13:00,False,0.0,6.384226496342945e-07
ES,GLOBEX,B0,1h,M4_HARQ,29060,2021-05-31,20,1200,14:00,False,0.0,3.3109651659694785e-07
ES,GLOBEX,B0,1h,M4_HARQ,29061,2021-05-31,21,1260,15:00,False,0.0,3.2873692787432603e-07
ES,GLOBEX,B0,1h,M4_HARQ,29543,2021-07-05,19,1140,13:00,False,0.0,5.460624327251731e-07
ES,GLOBEX,B0,1h,M4_HARQ,29544,2021-07-05,20,1200,14:00,False,0.0,3.01864646344413e-07
ES,GLOBEX,B0,1h,M4_HARQ,29545,2021-07-05,21,1260,15:00,False,0.0,2.9924725342386664e-07
ES,GLOBEX,B0,1h,M4_HARQ,30533,2021-09-06,19,1140,13:00,False,0.0,5.43196941742416e-07
ES,GLOBEX,B0,1h,M4_HARQ,30534,2021-09-06,20,1200,14:00,False,0.0,3.745312453678972e-07
ES,GLOBEX,B0,1h,M4_HARQ,30535,2021-09-06,21,1260,15:00,False,0.0,3.723914603778585e-07
ES,GLOBEX,B0,1h,M4_HARQ,31743,2021-11-25,19,1140,13:00,False,0.0,1.1733993869497676e-06
ES,GLOBEX,B0,1h,M4_HARQ,31744,2021-11-25,20,1200,14:00,False,0.0,9.953937443341907e-07
ES,GLOBEX,B0,1h,M4_HARQ,31745,2021-11-25,21,1260,15:00,False,0.0,9.892222448777104e-07
ES,GLOBEX,B0,1h,M4_HARQ,32447,2022-01-17,19,1140,13:00,False,0.0,2.335818405437579e-06
ES,GLOBEX,B0,1h,M4_HARQ,32448,2022-01-17,20,1200,14:00,False,0.0,1.7111428363755056e-06
ES,GLOBEX,B0,1h,M4_HARQ,32449,2022-01-17,21,1260,15:00,False,0.0,1.673061265849503e-06
ES,GLOBEX,B0,1h,M4_HARQ,32997,2022-02-21,19,1140,13:00,False,0.0,5.9570680884532824e-06
ES,GLOBEX,B0,1h,M4_HARQ,32998,2022-02-21,20,1200,14:00,False,0.0,2.2582081664460116e-06
ES,GLOBEX,B0,1h,M4_HARQ,32999,2022-02-21,21,1260,15:00,False,0.0,2.1074280172632445e-06
ES,GLOBEX,B0,1h,M4_HARQ,34449,2022-05-30,19,1140,13:00,False,0.0,5.601871075900841e-06
ES,GLOBEX,B0,1h,M4_HARQ,34450,2022-05-30,20,1200,14:00,False,0.0,1.9551973941961805e-06
ES,GLOBEX,B0,1h,M4_HARQ,34451,2022-05-30,21,1260,15:00,False,0.0,1.8958198532761955e-06
ES,GLOBEX,B0,1h,M4_HARQ,34713,2022-06-20,19,1140,13:00,False,0.0,7.145434965491776e-06
ES,GLOBEX,B0,1h,M4_HARQ,34714,2022-06-20,20,1200,14:00,False,0.0,5.7257915399940425e-06
ES,GLOBEX,B0,1h,M4_HARQ,34715,2022-06-20,21,1260,15:00,False,0.0,5.692710439581463e-06
ES,GLOBEX,B0,1h,M4_HARQ,34933,2022-07-04,19,1140,13:00,False,0.0,4.704362001306486e-06
ES,GLOBEX,B0,1h,M4_HARQ,34934,2022-07-04,20,1200,14:00,False,0.0,3.4276077035439867e-06
ES,GLOBEX,B0,1h,M4_HARQ,34935,2022-07-04,21,1260,15:00,False,0.0,3.3988512791771503e-06
ES,GLOBEX,B0,1h,M4_HARQ,35923,2022-09-05,19,1140,13:00,False,0.0,4.076594466092434e-06
ES,GLOBEX,B0,1h,M4_HARQ,35924,2022-09-05,20,1200,14:00,False,0.0,3.141369106497468e-06
ES,GLOBEX,B0,1h,M4_HARQ,35925,2022-09-05,21,1260,15:00,False,0.0,3.098504327516285e-06
ES,GLOBEX,B0,1h,M4_HARQ,37133,2022-11-24,19,1140,13:00,False,0.0,1.050673701541776e-06
ES,GLOBEX,B0,1h,M4_HARQ,37134,2022-11-24,20,1200,14:00,False,0.0,8.092025365662965e-07
ES,GLOBEX,B0,1h,M4_HARQ,37135,2022-11-24,21,1260,15:00,False,0.0,7.781769109822996e-07
ES,GLOBEX,B0,1h,M4_HARQ,37815,2023-01-16,19,1140,13:00,False,0.0,2.76330592012141e-06
ES,GLOBEX,B0,1h,M4_HARQ,37816,2023-01-16,20,1200,14:00,False,0.0,1.8385418339896848e-06
ES,GLOBEX,B0,1h,M4_HARQ,37817,2023-01-16,21,1260,15:00,False,0.0,1.8049919006945631e-06
ES,GLOBEX,B0,1h,M4_HARQ,38365,2023-02-20,19,1140,13:00,False,0.0,2.4118409205898366e-06
ES,GLOBEX,B0,1h,M4_HARQ,38366,2023-02-20,20,1200,14:00,False,0.0,1.9743959821926082e-06
ES,GLOBEX,B0,1h,M4_HARQ,38367,2023-02-20,21,1260,15:00,False,0.0,1.95984074937227e-06
ES,GLOBEX,B0,1h,M4_HARQ,39044,2023-04-07,16,960,10:00,False,0.0,8.461930065101318e-07
ES,GLOBEX,B0,1h,M4_HARQ,39045,2023-04-07,17,1020,11:00,False,0.0,5.797708783832434e-07
ES,GLOBEX,B0,1h,M4_HARQ,39046,2023-04-07,18,1080,12:00,False,0.0,5.712254025125713e-07
ES,GLOBEX,B0,1h,M4_HARQ,39047,2023-04-07,19,1140,13:00,False,0.0,5.63811634290022e-07
ES,GLOBEX,B0,1h,M4_HARQ,39048,2023-04-07,20,1200,14:00,False,0.0,5.566096485020398e-07
ES,GLOBEX,B0,1h,M4_HARQ,39049,2023-04-07,21,1260,15:00,False,0.0,5.463378226464957e-07
ES,GLOBEX,B0,1h,M4_HARQ,39839,2023-05-29,19,1140,13:00,False,0.0,1.3485666976301522e-06
ES,GLOBEX,B0,1h,M4_HARQ,39840,2023-05-29,20,1200,14:00,False,0.0,1.1037729657624065e-06
ES,GLOBEX,B0,1h,M4_HARQ,39841,2023-05-29,21,1260,15:00,False,0.0,1.0932593256554092e-06
ES,GLOBEX,B0,1h,M4_HARQ,40103,2023-06-19,19,1140,13:00,False,0.0,1.2220164785290527e-06
ES,GLOBEX,B0,1h,M4_HARQ,40104,2023-06-19,20,1200,14:00,False,0.0,9.365919355560595e-07
ES,GLOBEX,B0,1h,M4_HARQ,40105,2023-06-19,21,1260,15:00,False,0.0,9.225669246188764e-07
ES,GLOBEX,B0,1h,M4_HARQ,40323,2023-07-04,19,1140,13:00,False,0.0,8.107762687551766e-07
ES,GLOBEX,B0,1h,M4_HARQ,40324,2023-07-04,20,1200,14:00,False,0.0,6.696308819462179e-07
ES,GLOBEX,B0,1h,M4_HARQ,40325,2023-07-04,21,1260,15:00,False,0.0,6.56010269784954e-07
ES,GLOBEX,B0,1h,M4_HARQ,41291,2023-09-04,19,1140,13:00,False,0.0,1.0231343704123055e-06
ES,GLOBEX,B0,1h,M4_HARQ,41292,2023-09-04,20,1200,14:00,False,0.0,7.639011004786644e-07
ES,GLOBEX,B0,1h,M4_HARQ,41293,2023-09-04,21,1260,15:00,False,0.0,7.444103502341401e-07
ES,GLOBEX,B0,1h,M4_HARQ,42501,2023-11-23,19,1140,13:00,False,0.0,5.604935431772667e-07
ES,GLOBEX,B0,1h,M4_HARQ,42502,2023-11-23,20,1200,14:00,False,0.0,4.0434489439078235e-07
ES,GLOBEX,B0,1h,M4_HARQ,42503,2023-11-23,21,1260,15:00,False,0.0,3.926924095881772e-07
ES,GLOBEX,B0,1h,M5_RGARCH,679,2016-02-15,19,1140,13:00,False,0.0,6.942463384201293e-24
ES,GLOBEX,B0,1h,M5_RGARCH,680,2016-02-15,20,1200,14:00,False,0.0,0.0
ES,GLOBEX,B0,1h,M5_RGARCH,681,2016-02-15,21,1260,15:00,False,0.0,0.0
ES,GLOBEX,B0,1h,M5_RGARCH,682,2016-02-16,0,0,18:00,True,3.637477675511036e-06,0.0
ES,GLOBEX,B0,1h,M5_RGARCH,2241,2016-05-30,19,1140,13:00,False,0.0,1.0812950616264427e+157
ES,GLOBEX,B0,1h,M5_RGARCH,2242,2016-05-30,20,1200,14:00,False,0.0,4.151658802787936e-40
ES,GLOBEX,B0,1h,M5_RGARCH,2243,2016-05-30,21,1260,15:00,False,0.0,4.151658790861718e-40
ES,GLOBEX,B0,1h,M5_RGARCH,2725,2016-07-04,19,1140,13:00,False,0.0,1.2144881711992154e+157
ES,GLOBEX,B0,1h,M5_RGARCH,2726,2016-07-04,20,1200,14:00,False,0.0,4.1516588027910035e-40
ES,GLOBEX,B0,1h,M5_RGARCH,2727,2016-07-04,21,1260,15:00,False,0.0,4.151658790861718e-40
ES,GLOBEX,B0,1h,M5_RGARCH,4925,2016-11-24,19,1140,13:00,False,0.0,5.0387391956401534e+262
ES,GLOBEX,B0,1h,M5_RGARCH,4926,2016-11-24,20,1200,14:00,False,0.0,5.463758111551837e+88
ES,GLOBEX,B0,1h,M5_RGARCH,4927,2016-11-24,21,1260,15:00,False,0.0,5.463702543851603e+88
ES,GLOBEX,B0,1h,M5_RGARCH,5607,2017-01-16,19,1140,13:00,False,0.0,5.5800188225620175e+262
ES,GLOBEX,B0,1h,M5_RGARCH,5608,2017-01-16,20,1200,14:00,False,0.0,5.463758125706771e+88
ES,GLOBEX,B0,1h,M5_RGARCH,5609,2017-01-16,21,1260,15:00,False,0.0,5.463702543851603e+88
ES,GLOBEX,B0,1h,M5_RGARCH,6157,2017-02-20,19,1140,13:00,False,0.0,4.703274314185148e+181
ES,GLOBEX,B0,1h,M5_RGARCH,6158,2017-02-20,20,1200,14:00,False,0.0,2.0464962136654212
ES,GLOBEX,B0,1h,M5_RGARCH,6159,2017-02-20,21,1260,15:00,False,0.0,2.0464962136654212
ES,GLOBEX,B0,1h,M5_RGARCH,7609,2017-05-29,19,1140,13:00,False,0.0,5.322122316206792e+169
ES,GLOBEX,B0,1h,M5_RGARCH,7610,2017-05-29,20,1200,14:00,False,0.0,3.6283172881473255e-26
ES,GLOBEX,B0,1h,M5_RGARCH,7611,2017-05-29,21,1260,15:00,False,0.0,3.6283172881473255e-26
ES,GLOBEX,B0,1h,M5_RGARCH,8093,2017-07-04,19,1140,13:00,False,0.0,7.942417477822226e+169
ES,GLOBEX,B0,1h,M5_RGARCH,8094,2017-07-04,20,1200,14:00,False,0.0,3.6283172881473255e-26
ES,GLOBEX,B0,1h,M5_RGARCH,8095,2017-07-04,21,1260,15:00,False,0.0,3.6283172881473255e-26
ES,GLOBEX,B0,1h,M5_RGARCH,9061,2017-09-04,19,1140,13:00,False,0.0,3.363981965348449e+179
ES,GLOBEX,B0,1h,M5_RGARCH,9062,2017-09-04,20,1200,14:00,False,0.0,6.932936170001195e-17
ES,GLOBEX,B0,1h,M5_RGARCH,9063,2017-09-04,21,1260,15:00,False,0.0,6.932936170001195e-17
ES,GLOBEX,B0,1h,M5_RGARCH,10271,2017-11-23,19,1140,13:00,False,0.0,3.241700475096767e+179
ES,GLOBEX,B0,1h,M5_RGARCH,10272,2017-11-23,20,1200,14:00,False,0.0,6.932936170001195e-17
ES,GLOBEX,B0,1h,M5_RGARCH,10273,2017-11-23,21,1260,15:00,False,0.0,6.932936170001195e-17
ES,GLOBEX,B0,1h,M5_RGARCH,10953,2018-01-15,19,1140,13:00,False,0.0,2.9923248818957127e+186
ES,GLOBEX,B0,1h,M5_RGARCH,10954,2018-01-15,20,1200,14:00,False,0.0,8.303896841143282e-10
ES,GLOBEX,B0,1h,M5_RGARCH,10955,2018-01-15,21,1260,15:00,False,0.0,8.303896841143282e-10
ES,GLOBEX,B0,1h,M5_RGARCH,11503,2018-02-19,19,1140,13:00,False,0.0,1.5492424818954649e+187
ES,GLOBEX,B0,1h,M5_RGARCH,11504,2018-02-19,20,1200,14:00,False,0.0,8.303896841143282e-10
ES,GLOBEX,B0,1h,M5_RGARCH,11505,2018-02-19,21,1260,15:00,False,0.0,8.303896841143282e-10
ES,GLOBEX,B0,1h,M5_RGARCH,12955,2018-05-28,19,1140,13:00,False,0.0,1.3847610984434686e+192
ES,GLOBEX,B0,1h,M5_RGARCH,12956,2018-05-28,20,1200,14:00,False,0.0,0.00025968399068282275
ES,GLOBEX,B0,1h,M5_RGARCH,12957,2018-05-28,21,1260,15:00,False,0.0,0.00025968399068282275
ES,GLOBEX,B0,1h,M5_RGARCH,13461,2018-07-04,19,1140,13:00,False,0.0,5.835887478301149e+183
ES,GLOBEX,B0,1h,M5_RGARCH,13462,2018-07-04,20,1200,14:00,False,0.0,8.658535766356801e-13
ES,GLOBEX,B0,1h,M5_RGARCH,13463,2018-07-04,21,1260,15:00,False,0.0,8.658535766356801e-13
ES,GLOBEX,B0,1h,M5_RGARCH,14407,2018-09-03,19,1140,13:00,False,0.0,4.738357531214876e+183
ES,GLOBEX,B0,1h,M5_RGARCH,14408,2018-09-03,20,1200,14:00,False,0.0,8.658535766356801e-13
ES,GLOBEX,B0,1h,M5_RGARCH,14409,2018-09-03,21,1260,15:00,False,0.0,8.658535766356801e-13
ES,GLOBEX,B0,1h,M5_RGARCH,15617,2018-11-22,19,1140,13:00,False,0.0,4.731501175902975e+188
ES,GLOBEX,B0,1h,M5_RGARCH,15618,2018-11-22,20,1200,14:00,False,0.0,4.432586674510947e-08
ES,GLOBEX,B0,1h,M5_RGARCH,15619,2018-11-22,21,1260,15:00,False,0.0,4.432586674510947e-08
ES,GLOBEX,B0,1h,M5_RGARCH,15790,2018-12-05,16,960,10:00,False,0.0,3.3545693016308785e+188
ES,GLOBEX,B0,1h,M5_RGARCH,15791,2018-12-05,17,1020,11:00,False,0.0,4.432586674510947e-08
ES,GLOBEX,B0,1h,M5_RGARCH,15792,2018-12-05,18,1080,12:00,False,0.0,4.432586674510947e-08
ES,GLOBEX,B0,1h,M5_RGARCH,15793,2018-12-05,19,1140,13:00,False,0.0,4.432586674510947e-08
ES,GLOBEX,B0,1h,M5_RGARCH,15794,2018-12-05,20,1200,14:00,False,0.0,4.432586674510947e-08
ES,GLOBEX,B0,1h,M5_RGARCH,15795,2018-12-05,21,1260,15:00,False,0.0,4.432586674510947e-08
ES,GLOBEX,B0,1h,M5_RGARCH,16387,2019-01-21,19,1140,13:00,False,0.0,1.4961827314727945e+193
ES,GLOBEX,B0,1h,M5_RGARCH,16388,2019-01-21,20,1200,14:00,False,0.0,0.0026833460731649104
ES,GLOBEX,B0,1h,M5_RGARCH,16389,2019-01-21,21,1260,15:00,False,0.0,0.0026833460731649104
ES,GLOBEX,B0,1h,M5_RGARCH,16827,2019-02-18,19,1140,13:00,False,0.0,1.4468825961189827e+193
ES,GLOBEX,B0,1h,M5_RGARCH,16828,2019-02-18,20,1200,14:00,False,0.0,0.0026833460731649104
ES,GLOBEX,B0,1h,M5_RGARCH,16829,2019-02-18,21,1260,15:00,False,0.0,0.0026833460731649104
ES,GLOBEX,B0,1h,M5_RGARCH,16964,2019-02-27,2,120,20:00,True,0.0,1.1986336069801716e+193
ES,GLOBEX,B0,1h,M5_RGARCH,16965,2019-02-27,3,180,21:00,True,0.0,0.0026833460731649104
ES,GLOBEX,B0,1h,M5_RGARCH,18279,2019-05-27,19,1140,13:00,False,0.0,1.813006706965607e+206
ES,GLOBEX,B0,1h,M5_RGARCH,18280,2019-05-27,20,1200,14:00,False,0.0,63999626.35557256
ES,GLOBEX,B0,1h,M5_RGARCH,18281,2019-05-27,21,1260,15:00,False,0.0,63999626.35557256
ES,GLOBEX,B0,1h,M5_RGARCH,18807,2019-07-04,19,1140,13:00,False,0.0,2.058955575816612e+199
ES,GLOBEX,B0,1h,M5_RGARCH,18808,2019-07-04,20,1200,14:00,False,0.0,9.761172985425853
ES,GLOBEX,B0,1h,M5_RGARCH,18809,2019-07-04,21,1260,15:00,False,0.0,9.761172985425853
ES,GLOBEX,B0,1h,M5_RGARCH,19731,2019-09-02,19,1140,13:00,False,0.0,1.002886980688846e+200
ES,GLOBEX,B0,1h,M5_RGARCH,19732,2019-09-02,20,1200,14:00,False,0.0,9.761172985425853
ES,GLOBEX,B0,1h,M5_RGARCH,19733,2019-09-02,21,1260,15:00,False,0.0,9.761172985425853
ES,GLOBEX,B0,1h,M5_RGARCH,21051,2019-11-28,19,1140,13:00,False,0.0,4.086057226966677e+201
ES,GLOBEX,B0,1h,M5_RGARCH,21052,2019-11-28,20,1200,14:00,False,0.0,3049.2668123027784
ES,GLOBEX,B0,1h,M5_RGARCH,21053,2019-11-28,21,1260,15:00,False,0.0,3049.2668123027784
ES,GLOBEX,B0,1h,M5_RGARCH,21711,2020-01-20,19,1140,13:00,False,0.0,6.761350573618057e+195
ES,GLOBEX,B0,1h,M5_RGARCH,21712,2020-01-20,20,1200,14:00,False,0.0,0.005974812305698716
ES,GLOBEX,B0,1h,M5_RGARCH,21713,2020-01-20,21,1260,15:00,False,0.0,0.005974812305698716
ES,GLOBEX,B0,1h,M5_RGARCH,22151,2020-02-17,19,1140,13:00,False,0.0,8.962461600889448e+195
ES,GLOBEX,B0,1h,M5_RGARCH,22152,2020-02-17,20,1200,14:00,False,0.0,0.005974812305698716
ES,GLOBEX,B0,1h,M5_RGARCH,22153,2020-02-17,21,1260,15:00,False,0.0,0.005974812305698716
ES,GLOBEX,B0,1h,M5_RGARCH,22466,2020-03-09,4,240,22:00,True,0.0,8.231191351759355e+196
ES,GLOBEX,B0,1h,M5_RGARCH,22468,2020-03-09,6,360,00:00,True,0.0,8.418206659206237e+196
ES,GLOBEX,B0,1h,M5_RGARCH,22469,2020-03-09,7,420,01:00,True,0.0,0.005974812305698716
ES,GLOBEX,B0,1h,M5_RGARCH,22470,2020-03-09,8,480,02:00,True,0.0,0.005974812305698716
ES,GLOBEX,B0,1h,M5_RGARCH,22471,2020-03-09,9,540,03:00,True,0.0,0.005974812305698716
ES,GLOBEX,B0,1h,M5_RGARCH,22472,2020-03-09,10,600,04:00,True,0.0,0.005974812305698716
ES,GLOBEX,B0,1h,M5_RGARCH,22474,2020-03-09,12,720,06:00,True,0.0,2.5271118401425167e+196
ES,GLOBEX,B0,1h,M5_RGARCH,22475,2020-03-09,13,780,07:00,True,0.0,0.005974812305698716
ES,GLOBEX,B0,1h,M5_RGARCH,22476,2020-03-09,14,840,08:00,True,0.0,0.005974812305698716
ES,GLOBEX,B0,1h,M5_RGARCH,22558,2020-03-18,8,480,02:00,True,0.0,6.532226745322179e+196
ES,GLOBEX,B0,1h,M5_RGARCH,22559,2020-03-18,9,540,03:00,True,0.0,0.005974812305698716
