root,geom,btag,horizon,arm,range,rule,seed_index,seed,lam_used,lam_in_unit,te,turnover,0.5t,1.0t,2.0t,4.0t
NQ,GLOBEX,B0,1day,A4p,extended,R0,3,1168436609,,True,4.499774421738851e-17,0.004916381362933762,0.0012793828067041379,0.0025587656134082757,0.0051175312268165515,0.010235062453633103
NQ,GLOBEX,B0,1day,A4p,extended,R1,3,1168436609,,True,1.4461117636913499,130.603357410083,33.98672267941938,67.97344535883876,135.94689071767752,271.89378143535504
NQ,GLOBEX,B0,1day,A4p,extended,R2,3,1168436609,0.9933437324775314,True,1.4371330631395713,119.13156001535845,31.001433446273772,62.002866892547544,124.00573378509509,248.01146757019018
NQ,GLOBEX,B0,1day,A4p,extended,R3,3,1168436609,0.9399469453085768,True,1.3654103007410026,56.98068947370911,14.828002354827303,29.656004709654606,59.31200941930921,118.62401883861843
NQ,GLOBEX,B0,1day,A2,restricted_S05,R0,4,2339113406,,True,2.0123602980845758e-17,0.004266482233856801,0.0011102604969293543,0.0022205209938587086,0.004441041987717417,0.008882083975434834
NQ,GLOBEX,B0,1day,A2,restricted_S05,R1,4,2339113406,,True,0.5904522660895509,9.589549232344876e-05,2.4954745179864915e-05,4.990949035972983e-05,9.981898071945966e-05,0.00019963796143891932
NQ,GLOBEX,B0,1day,A2,restricted_S05,R2,4,2339113406,0.9926414064188587,True,0.5894614205484272,9.536233082303998e-05,2.4816001334246615e-05,4.963200266849323e-05,9.926400533698646e-05,0.00019852801067397292
NQ,GLOBEX,B0,1day,A2,restricted_S05,R3,4,2339113406,0.8496344690820835,True,0.5714569913720542,8.455612644769787e-05,2.2003918409236552e-05,4.4007836818473105e-05,8.801567363694621e-05,0.00017603134727389242
NQ,GLOBEX,B0,1day,A2,extended,R0,4,2339113406,,True,2.0123602980845758e-17,0.004266482233856801,0.0011102604969293543,0.0022205209938587086,0.004441041987717417,0.008882083975434834
NQ,GLOBEX,B0,1day,A2,extended,R1,4,2339113406,,True,0.5904522660895509,9.589549232344876e-05,2.4954745179864915e-05,4.990949035972983e-05,9.981898071945966e-05,0.00019963796143891932
NQ,GLOBEX,B0,1day,A2,extended,R2,4,2339113406,0.9933437324775314,True,0.5895557263212869,9.541331194183727e-05,2.4829268077007366e-05,4.965853615401473e-05,9.931707230802946e-05,0.00019863414461605892
NQ,GLOBEX,B0,1day,A2,extended,R3,4,2339113406,0.9399469453085768,True,0.5825465542349432,9.147983668311215e-05,2.3805665503262754e-05,4.761133100652551e-05,9.522266201305102e-05,0.00019044532402610204
NQ,GLOBEX,B0,1day,A4p,restricted_S05,R0,4,2339113406,,True,6.037080894253727e-17,0.004870667883251089,0.0012674868540464436,0.002534973708092887,0.005069947416185774,0.010139894832371548
NQ,GLOBEX,B0,1day,A4p,restricted_S05,R1,4,2339113406,,True,1.3484141356752044,95.77600052911323,24.923650003162862,49.847300006325725,99.69460001265145,199.3892000253029
NQ,GLOBEX,B0,1day,A4p,restricted_S05,R2,4,2339113406,0.9926414064188587,True,1.3396348437576668,86.52018937100982,22.51502366122435,45.0300473224487,90.0600946448974,180.1201892897948
NQ,GLOBEX,B0,1day,A4p,restricted_S05,R3,4,2339113406,0.8496344690820835,True,1.171382585952217,12.00398398828225,3.123779380165019,6.247558760330038,12.495117520660076,24.99023504132015
NQ,GLOBEX,B0,1day,A4p,extended,R0,4,2339113406,,True,6.037080894253727e-17,0.004870667883251089,0.0012674868540464436,0.002534973708092887,0.005069947416185774,0.010139894832371548
NQ,GLOBEX,B0,1day,A4p,extended,R1,4,2339113406,,True,1.3484141356752044,95.77600052911323,24.923650003162862,49.847300006325725,99.69460001265145,199.3892000253029
NQ,GLOBEX,B0,1day,A4p,extended,R2,4,2339113406,0.9933437324775314,True,1.340472316732955,87.36354336902558,22.734488451560043,45.46897690312009,90.93795380624017,181.87590761248035
NQ,GLOBEX,B0,1day,A4p,extended,R3,4,2339113406,0.9399469453085768,True,1.2770857301579992,41.78687512557851,10.874138036691244,21.74827607338249,43.49655214676498,86.99310429352995
ES,RTH,B0,1day,A2,restricted_S05,R0,0,3280325159,,True,4.0741700702867633e-17,0.004218873740416332,0.0032367765376474923,0.006473553075294985,0.01294710615058997,0.02589421230117994
ES,RTH,B0,1day,A2,restricted_S05,R1,0,3280325159,,True,0.6127061094772337,7.289843798375539e-05,5.592865968861284e-05,0.00011185731937722569,0.00022371463875445137,0.00044742927750890274
ES,RTH,B0,1day,A2,restricted_S05,R2,0,3280325159,0.9449916624649066,True,0.6046076844556102,7.006236844635523e-05,5.375278908839723e-05,0.00010750557817679445,0.0002150111563535889,0.0004300223127071778
ES,RTH,B0,1day,A2,restricted_S05,R3,0,3280325159,0.3466401547514712,True,0.5421395566824352,3.089553938766819e-05,2.370347233906551e-05,4.740694467813102e-05,9.481388935626204e-05,0.0001896277787125241
ES,RTH,B0,1day,A2,extended,R0,0,3280325159,,True,4.0741700702867633e-17,0.004218873740416332,0.0032367765376474923,0.006473553075294985,0.01294710615058997,0.02589421230117994
ES,RTH,B0,1day,A2,extended,R1,0,3280325159,,True,0.6127061094772337,7.289843798375539e-05,5.592865968861284e-05,0.00011185731937722569,0.00022371463875445137,0.00044742927750890274
ES,RTH,B0,1day,A2,extended,R2,0,3280325159,0.9765359952651714,True,0.6092095492445241,7.170286983050211e-05,5.5011403760677235e-05,0.00011002280752135447,0.00022004561504270894,0.0004400912300854179
ES,RTH,B0,1day,A2,extended,R3,0,3280325159,0.8397800078923314,True,0.5901100884735617,6.430790182279424e-05,4.9337885087980336e-05,9.867577017596067e-05,0.00019735154035192134,0.0003947030807038427
ES,RTH,B0,1day,A4p,restricted_S05,R0,0,3280325159,,True,2.880873284407043e-17,0.004917672473731306,0.0037729043015251773,0.007545808603050355,0.01509161720610071,0.03018323441220142
ES,RTH,B0,1day,A4p,restricted_S05,R1,0,3280325159,,True,1.8193256407792242,215.98043875736505,165.70309039200183,331.40618078400365,662.8123615680073,1325.6247231360146
ES,RTH,B0,1day,A4p,restricted_S05,R2,0,3280325159,0.9449916624649066,True,1.722712555794979,101.05828041758961,77.53326862025871,155.06653724051742,310.13307448103484,620.2661489620697
ES,RTH,B0,1day,A4p,restricted_S05,R3,0,3280325159,0.3466401547514712,True,0.7490307057104206,0.026207713349045616,0.020106909306371108,0.040213818612742216,0.08042763722548443,0.16085527445096887
ES,RTH,B0,1day,A4p,extended,R0,0,3280325159,,True,2.880873284407043e-17,0.004917672473731306,0.0037729043015251773,0.007545808603050355,0.01509161720610071,0.03018323441220142
ES,RTH,B0,1day,A4p,extended,R1,0,3280325159,,True,1.8193256407792242,215.98043875736505,165.70309039200183,331.40618078400365,662.8123615680073,1325.6247231360146
ES,RTH,B0,1day,A4p,extended,R2,0,3280325159,0.9765359952651714,True,1.7780565654050644,156.21358211760352,119.84915609497047,239.69831218994094,479.39662437988187,958.7932487597637
ES,RTH,B0,1day,A4p,extended,R3,0,3280325159,0.8397800078923314,True,1.5394630105113414,23.643058237571065,18.139271495252505,36.27854299050501,72.55708598101002,145.11417196202004
ES,RTH,B0,1day,A2,restricted_S05,R0,1,10724713,,True,3.5283347802065686e-17,0.004045600485146687,0.003103838971423183,0.006207677942846366,0.012415355885692732,0.024830711771385464
ES,RTH,B0,1day,A2,restricted_S05,R1,1,10724713,,True,0.5953173940456505,7.026540781674747e-05,5.390856361751112e-05,0.00010781712723502224,0.00021563425447004449,0.00043126850894008897
ES,RTH,B0,1day,A2,restricted_S05,R2,1,10724713,0.9449916624649066,True,0.5882853718966963,6.742550546534724e-05,5.1729752430970346e-05,0.00010345950486194069,0.00020691900972388138,0.00041383801944776277
ES,RTH,B0,1day,A2,restricted_S05,R3,1,10724713,0.3466401547514712,True,0.5346554644363921,2.9230715463160003e-05,2.24261970874884e-05,4.48523941749768e-05,8.97047883499536e-05,0.0001794095766999072
ES,RTH,B0,1day,A2,extended,R0,1,10724713,,True,3.5283347802065686e-17,0.004045600485146687,0.003103838971423183,0.006207677942846366,0.012415355885692732,0.024830711771385464
ES,RTH,B0,1day,A2,extended,R1,1,10724713,,True,0.5953173940456505,7.026540781674747e-05,5.390856361751112e-05,0.00010781712723502224,0.00021563425447004449,0.00043126850894008897
ES,RTH,B0,1day,A2,extended,R2,1,10724713,0.9765359952651714,True,0.592279625448671,6.906659740850684e-05,5.298882018804836e-05,0.00010597764037609672,0.00021195528075219344,0.0004239105615043869
ES,RTH,B0,1day,A2,extended,R3,1,10724713,0.8397800078923314,True,0.5757321158947302,6.170174953122205e-05,4.7338410083529356e-05,9.467682016705871e-05,0.00018935364033411742,0.00037870728066823485
ES,RTH,B0,1day,A4p,restricted_S05,R0,1,10724713,,True,3.5283347802065686e-17,0.004955394379097684,0.0038018450534314436,0.007603690106862887,0.015207380213725774,0.03041476042745155
ES,RTH,B0,1day,A4p,restricted_S05,R1,1,10724713,,True,1.6552591127427372,170.98495276495566,131.18194984089712,262.36389968179424,524.7277993635885,1049.455598727177
ES,RTH,B0,1day,A4p,restricted_S05,R2,1,10724713,0.9449916624649066,True,1.5696274784121231,79.96997385397,61.35403688598414,122.70807377196827,245.41614754393655,490.8322950878731
ES,RTH,B0,1day,A4p,restricted_S05,R3,1,10724713,0.3466401547514712,True,0.7167646937570065,0.020744891070162405,0.015915758760139717,0.031831517520279434,0.06366303504055887,0.12732607008111774
ES,RTH,B0,1day,A4p,extended,R0,1,10724713,,True,3.5283347802065686e-17,0.004955394379097684,0.0038018450534314436,0.007603690106862887,0.015207380213725774,0.03041476042745155
ES,RTH,B0,1day,A4p,extended,R1,1,10724713,,True,1.6552591127427372,170.98495276495566,131.18194984089712,262.36389968179424,524.7277993635885,1049.455598727177
ES,RTH,B0,1day,A4p,extended,R2,1,10724713,0.9765359952651714,True,1.618670354565687,123.6464955483823,94.86325033131811,189.72650066263623,379.45300132527245,758.9060026505449
ES,RTH,B0,1day,A4p,extended,R3,1,10724713,0.8397800078923314,True,1.4074763248094553,18.693976266489734,14.342269405943846,28.68453881188769,57.36907762377538,114.73815524755076
ES,RTH,B0,1day,A2,restricted_S05,R0,2,3527105160,,True,4.555060614528149e-17,0.004145737732588823,0.003180665611187312,0.006361331222374624,0.012722662444749249,0.025445324889498497
ES,RTH,B0,1day,A2,restricted_S05,R1,2,3527105160,,True,0.5880281038940708,1.9313748305683066e-05,1.4817766829802033e-05,2.9635533659604066e-05,5.927106731920813e-05,0.00011854213463841627
ES,RTH,B0,1day,A2,restricted_S05,R2,2,3527105160,0.9449916624649066,True,0.5803879732154272,1.855662079117631e-05,1.423688844240545e-05,2.84737768848109e-05,5.69475537696218e-05,0.0001138951075392436
ES,RTH,B0,1day,A2,restricted_S05,R3,2,3527105160,0.3466401547514712,True,0.5257773717186024,8.153622846415727e-06,6.255568843712444e-06,1.2511137687424888e-05,2.5022275374849776e-05,5.004455074969955e-05
ES,RTH,B0,1day,A2,extended,R0,2,3527105160,,True,4.555060614528149e-17,0.004145737732588823,0.003180665611187312,0.006361331222374624,0.012722662444749249,0.025445324889498497
ES,RTH,B0,1day,A2,extended,R1,2,3527105160,,True,0.5880281038940708,1.9313748305683066e-05,1.4817766829802033e-05,2.9635533659604066e-05,5.927106731920813e-05,0.00011854213463841627
ES,RTH,B0,1day,A2,extended,R2,2,3527105160,0.9765359952651714,True,0.5847219850454616,1.8994496972254054e-05,1.4572832923447743e-05,2.9145665846895486e-05,5.829133169379097e-05,0.00011658266338758194
ES,RTH,B0,1day,A2,extended,R3,2,3527105160,0.8397800078923314,True,0.5668848638923292,1.702226635412854e-05,1.3059711132097639e-05,2.6119422264195278e-05,5.2238844528390556e-05,0.00010447768905678111
ES,RTH,B0,1day,A4p,restricted_S05,R0,2,3527105160,,True,4.989818898760823e-17,0.004930850640967252,0.0037830147682381006,0.007566029536476201,0.015132059072952403,0.030264118145904805
ES,RTH,B0,1day,A4p,restricted_S05,R1,2,3527105160,,True,1.717585999443463,188.98280294089375,144.99014197034973,289.98028394069945,579.9605678813989,1159.9211357627978
ES,RTH,B0,1day,A4p,restricted_S05,R2,2,3527105160,0.9449916624649066,True,1.6276000075926167,88.42436852688833,67.84036191040013,135.68072382080027,271.36144764160053,542.7228952832011
ES,RTH,B0,1day,A4p,restricted_S05,R3,2,3527105160,0.3466401547514712,True,0.7281109041677714,0.022909325497380322,0.017576341892595368,0.035152683785190736,0.07030536757038147,0.14061073514076294
ES,RTH,B0,1day,A4p,extended,R0,2,3527105160,,True,4.989818898760823e-17,0.004930850640967252,0.0037830147682381006,0.007566029536476201,0.015132059072952403,0.030264118145904805
ES,RTH,B0,1day,A4p,extended,R1,2,3527105160,,True,1.717585999443463,188.98280294089375,144.99014197034973,289.98028394069945,579.9605678813989,1159.9211357627978
ES,RTH,B0,1day,A4p,extended,R2,2,3527105160,0.9765359952651714,True,1.6791405713804974,136.6857819215818,104.86716578299831,209.73433156599663,419.46866313199325,838.9373262639865
ES,RTH,B0,1day,A4p,extended,R3,2,3527105160,0.8397800078923314,True,1.4571054550385296,20.686560366915835,15.871006661994597,31.742013323989195,63.48402664797839,126.96805329595678
ES,RTH,B0,1day,A2,restricted_S05,R0,3,1168436609,,True,4.555060614528149e-17,0.004284882032313624,0.0032874189848145076,0.006574837969629015,0.01314967593925803,0.02629935187851606
ES,RTH,B0,1day,A2,restricted_S05,R1,3,1168436609,,True,0.604666751630308,8.569386277300202e-05,6.574548126122988e-05,0.00013149096252245977,0.00026298192504491954,0.0005259638500898391
ES,RTH,B0,1day,A2,restricted_S05,R2,3,1168436609,0.9449916624649066,True,0.5968197182351519,8.225579004828122e-05,6.310774573871484e-05,0.0001262154914774297,0.0002524309829548594,0.0005048619659097187
ES,RTH,B0,1day,A2,restricted_S05,R3,3,1168436609,0.3466401547514712,True,0.5344991362873097,3.57869433331701e-05,2.7456223073292168e-05,5.4912446146584336e-05,0.00010982489229316867,0.00021964978458633734
ES,RTH,B0,1day,A2,extended,R0,3,1168436609,,True,4.555060614528149e-17,0.004284882032313624,0.0032874189848145076,0.006574837969629015,0.01314967593925803,0.02629935187851606
ES,RTH,B0,1day,A2,extended,R1,3,1168436609,,True,0.604666751630308,8.569386277300202e-05,6.574548126122988e-05,0.00013149096252245977,0.00026298192504491954,0.0005259638500898391
ES,RTH,B0,1day,A2,extended,R2,3,1168436609,0.9765359952651714,True,0.6012816394876649,8.42428901232819e-05,6.463227557688085e-05,0.0001292645511537617,0.0002585291023075234,0.0005170582046150468
ES,RTH,B0,1day,A2,extended,R3,3,1168436609,0.8397800078923314,True,0.582703243548678,7.531819666192993e-05,5.778513101204983e-05,0.00011557026202409966,0.00023114052404819933,0.00046228104809639865
ES,RTH,B0,1day,A4p,restricted_S05,R0,3,1168436609,,True,4.0741700702867633e-17,0.004938162651445146,0.0037886246407808958,0.0075772492815617916,0.015154498563123583,0.030308997126247166
ES,RTH,B0,1day,A4p,restricted_S05,R1,3,1168436609,,True,1.5750701681142447,152.98620857335962,117.3730718106368,234.7461436212736,469.4922872425472,938.9845744850944
ES,RTH,B0,1day,A4p,restricted_S05,R2,3,1168436609,0.9449916624649066,True,1.4942615240008261,71.54980857744566,54.89397311373231,109.78794622746462,219.57589245492923,439.15178490985846
ES,RTH,B0,1day,A4p,restricted_S05,R3,3,1168436609,0.3466401547514712,True,0.6944923312997789,0.018495136860354824,0.01418971714575847,0.02837943429151694,0.05675886858303388,0.11351773716606776
ES,RTH,B0,1day,A4p,extended,R0,3,1168436609,,True,4.0741700702867633e-17,0.004938162651445146,0.0037886246407808958,0.0075772492815617916,0.015154498563123583,0.030308997126247166
ES,RTH,B0,1day,A4p,extended,R1,3,1168436609,,True,1.5750701681142447,152.98620857335962,117.3730718106368,234.7461436212736,469.4922872425472,938.9845744850944
ES,RTH,B0,1day,A4p,extended,R2,3,1168436609,0.9765359952651714,True,1.5405371887303174,110.62945523989306,84.87640235895577,169.75280471791154,339.5056094358231,679.0112188716462
ES,RTH,B0,1day,A4p,extended,R3,3,1168436609,0.8397800078923314,True,1.3413717677587527,16.724613127925565,12.831347583385751,25.662695166771503,51.325390333543005,102.65078066708601
ES,RTH,B0,1day,A2,restricted_S05,R0,4,2339113406,,True,5.389620402480659e-17,0.00426060594772232,0.0032687940470074507,0.006537588094014901,0.013075176188029803,0.026150352376059605
ES,RTH,B0,1day,A2,restricted_S05,R1,4,2339113406,,True,0.5876441538945326,8.851749841555769e-05,6.79118124104971e-05,0.0001358236248209942,0.0002716472496419884,0.0005432944992839768
ES,RTH,B0,1day,A2,restricted_S05,R2,4,2339113406,0.9449916624649066,True,0.5803315320916926,8.489409138209474e-05,6.513188591971229e-05,0.00013026377183942458,0.00026052754367884915,0.0005210550873576983
ES,RTH,B0,1day,A2,restricted_S05,R3,4,2339113406,0.3466401547514712,True,0.5277621355431819,3.661671764005017e-05,2.809283705448874e-05,5.618567410897748e-05,0.00011237134821795496,0.00022474269643590992
ES,RTH,B0,1day,A2,extended,R0,4,2339113406,,True,5.389620402480659e-17,0.00426060594772232,0.0032687940470074507,0.006537588094014901,0.013075176188029803,0.026150352376059605
ES,RTH,B0,1day,A2,extended,R1,4,2339113406,,True,0.5876441538945326,8.851749841555769e-05,6.79118124104971e-05,0.0001358236248209942,0.0002716472496419884,0.0005432944992839768
ES,RTH,B0,1day,A2,extended,R2,4,2339113406,0.9765359952651714,True,0.5844799962404013,8.698713570790214e-05,6.673769760853544e-05,0.00013347539521707088,0.00026695079043414176,0.0005339015808682835
ES,RTH,B0,1day,A2,extended,R3,4,2339113406,0.8397800078923314,True,0.5674002110203973,7.760992188822984e-05,5.954337335340286e-05,0.00011908674670680573,0.00023817349341361145,0.0004763469868272229
ES,RTH,B0,1day,A4p,restricted_S05,R0,4,2339113406,,True,2.880873284407043e-17,0.004917530037395987,0.003772795022457674,0.007545590044915348,0.015091180089830696,0.030182360179661392
ES,RTH,B0,1day,A4p,restricted_S05,R1,4,2339113406,,True,1.627432001306032,134.98772997424334,103.5643975464904,207.1287950929808,414.2575901859616,828.5151803719232
ES,RTH,B0,1day,A4p,restricted_S05,R2,4,2339113406,0.9449916624649066,True,1.5444287280705364,63.153192524389056,48.451976621681354,96.90395324336271,193.80790648672541,387.61581297345083
ES,RTH,B0,1day,A4p,restricted_S05,R3,4,2339113406,0.3466401547514712,True,0.7189867693093649,0.01636133404505597,0.012552634996946895,0.02510526999389379,0.05021053998778758,0.10042107997557516
ES,RTH,B0,1day,A4p,extended,R0,4,2339113406,,True,2.880873284407043e-17,0.004917530037395987,0.003772795022457674,0.007545590044915348,0.015091180089830696,0.030182360179661392
ES,RTH,B0,1day,A4p,extended,R1,4,2339113406,,True,1.627432001306032,134.98772997424334,103.5643975464904,207.1287950929808,414.2575901859616,828.5151803719232
ES,RTH,B0,1day,A4p,extended,R2,4,2339113406,0.9765359952651714,True,1.5919640188287103,97.6280430281385,74.90154447208809,149.80308894417618,299.60617788835236,599.2123557767047
ES,RTH,B0,1day,A4p,extended,R3,4,2339113406,0.8397800078923314,True,1.3873105754550357,14.771306796610011,11.332744758780581,22.665489517561163,45.330979035122326,90.66195807024465
NQ,RTH,B0,1day,A2,restricted_S05,R0,0,3280325159,,True,4.989818898760823e-17,0.004160331298299725,0.0010844802602902402,0.0021689605205804804,0.004337921041160961,0.008675842082321921
NQ,RTH,B0,1day,A2,restricted_S05,R1,0,3280325159,,True,0.6041693883274575,7.26025087235543e-05,1.8925412884888042e-05,3.7850825769776084e-05,7.570165153955217e-05,0.00015140330307910433
NQ,RTH,B0,1day,A2,restricted_S05,R2,0,3280325159,0.9751344278478182,True,0.6005769329845204,7.132829136155136e-05,1.859326059283956e-05,3.718652118567912e-05,7.437304237135824e-05,0.00014874608474271648
NQ,RTH,B0,1day,A2,restricted_S05,R3,0,3280325159,0.8975978507290965,True,0.5898209888648611,6.720515641596184e-05,1.7518476365719922e-05,3.5036952731439844e-05,7.007390546287969e-05,0.00014014781092575938
NQ,RTH,B0,1day,A2,extended,R0,0,3280325159,,True,4.989818898760823e-17,0.004160331298299725,0.0010844802602902402,0.0021689605205804804,0.004337921041160961,0.008675842082321921
NQ,RTH,B0,1day,A2,extended,R1,0,3280325159,,True,0.6041693883274575,7.26025087235543e-05,1.8925412884888042e-05,3.7850825769776084e-05,7.570165153955217e-05,0.00015140330307910433
NQ,RTH,B0,1day,A2,extended,R2,0,3280325159,0.9760122926626974,True,0.6007026011566367,7.13736692418539e-05,1.860508931798509e-05,3.721017863597018e-05,7.442035727194035e-05,0.0001488407145438807
NQ,RTH,B0,1day,A2,extended,R3,0,3280325159,0.9312843759268288,True,0.5944096630806226,6.902467750053017e-05,1.7992773857413117e-05,3.5985547714826234e-05,7.197109542965247e-05,0.00014394219085930493
NQ,RTH,B0,1day,A4p,restricted_S05,R0,0,3280325159,,True,3.5283347802065686e-17,0.004851252107213262,0.0012645837003688518,0.0025291674007377036,0.005058334801475407,0.010116669602950814
NQ,RTH,B0,1day,A4p,restricted_S05,R1,0,3280325159,,True,1.81771095992504,215.9804358484187,56.299968077594706,112.59993615518941,225.19987231037882,450.39974462075764
NQ,RTH,B0,1day,A4p,restricted_S05,R2,0,3280325159,0.9751344278478182,True,1.7739619690619552,153.21980675104095,39.94005380650774,79.88010761301548,159.76021522603097,319.52043045206193
NQ,RTH,B0,1day,A4p,restricted_S05,R3,0,3280325159,0.8975978507290965,True,1.6381882718577239,52.527879155587954,13.69252686256678,27.38505372513356,54.77010745026712,109.54021490053424
NQ,RTH,B0,1day,A4p,extended,R0,0,3280325159,,True,3.5283347802065686e-17,0.004851252107213262,0.0012645837003688518,0.0025291674007377036,0.005058334801475407,0.010116669602950814
NQ,RTH,B0,1day,A4p,extended,R1,0,3280325159,,True,1.81771095992504,215.9804358484187,56.299968077594706,112.59993615518941,225.19987231037882,450.39974462075764
NQ,RTH,B0,1day,A4p,extended,R2,0,3280325159,0.9760122926626974,True,1.7755049223728874,155.08820881435688,40.42709318166034,80.85418636332068,161.70837272664136,323.4167454532827
NQ,RTH,B0,1day,A4p,extended,R3,0,3280325159,0.9312843759268288,True,1.6970478227594885,83.63358971998801,21.800902535239754,43.60180507047951,87.20361014095901,174.40722028191803
NQ,RTH,B0,1day,A2,restricted_S05,R0,1,10724713,,True,5.761746568814086e-17,0.0039909386071297175,0.0010403243946536765,0.002080648789307353,0.004161297578614706,0.008322595157229412
NQ,RTH,B0,1day,A2,restricted_S05,R1,1,10724713,,True,0.5872787298113005,6.932005037323711e-05,1.8069769179878613e-05,3.6139538359757226e-05,7.227907671951445e-05,0.0001445581534390289
NQ,RTH,B0,1day,A2,restricted_S05,R2,1,10724713,0.9751344278478182,True,0.5841561578376194,6.805633868670324e-05,1.774035541917543e-05,3.548071083835086e-05,7.096142167670172e-05,0.00014192284335340344
NQ,RTH,B0,1day,A2,restricted_S05,R3,1,10724713,0.8975978507290965,True,0.5748232438619327,6.398426902518378e-05,1.6678882461901714e-05,3.335776492380343e-05,6.671552984760686e-05,0.00013343105969521371
NQ,RTH,B0,1day,A2,extended,R0,1,10724713,,True,5.761746568814086e-17,0.0039909386071297175,0.0010403243946536765,0.002080648789307353,0.004161297578614706,0.008322595157229412
NQ,RTH,B0,1day,A2,extended,R1,1,10724713,,True,0.5872787298113005,6.932005037323711e-05,1.8069769179878613e-05,3.6139538359757226e-05,7.227907671951445e-05,0.0001445581534390289
NQ,RTH,B0,1day,A2,extended,R2,1,10724713,0.9760122926626974,True,0.5842653447101344,6.810129812278903e-05,1.7752075067793018e-05,3.5504150135586036e-05,7.100830027117207e-05,0.00014201660054234414
NQ,RTH,B0,1day,A2,extended,R3,1,10724713,0.9312843759268288,True,0.5788017744693907,6.577813650175932e-05,1.7146492786280906e-05,3.429298557256181e-05,6.858597114512362e-05,0.00013717194229024725
NQ,RTH,B0,1day,A4p,restricted_S05,R0,1,10724713,,True,4.555060614528149e-17,0.0048880566795977,0.001274177607530923,0.002548355215061846,0.005096710430123692,0.010193420860247384
NQ,RTH,B0,1day,A4p,restricted_S05,R1,1,10724713,,True,1.688729205622671,179.98388332656322,46.91668875452558,93.83337750905116,187.66675501810232,375.33351003620464
NQ,RTH,B0,1day,A4p,restricted_S05,R2,1,10724713,0.9751344278478182,True,1.6489327657879476,127.65827802805184,33.276888944071686,66.55377788814337,133.10755577628674,266.2151115525735
NQ,RTH,B0,1day,A4p,restricted_S05,R3,1,10724713,0.8975978507290965,True,1.525514599340685,43.73801099612717,11.401257772197773,22.802515544395547,45.605031088791094,91.21006217758219
NQ,RTH,B0,1day,A4p,extended,R0,1,10724713,,True,4.555060614528149e-17,0.0048880566795977,0.001274177607530923,0.002548355215061846,0.005096710430123692,0.010193420860247384
NQ,RTH,B0,1day,A4p,extended,R1,1,10724713,,True,1.688729205622671,179.98388332656322,46.91668875452558,93.83337750905116,187.66675501810232,375.33351003620464
NQ,RTH,B0,1day,A4p,extended,R2,1,10724713,0.9760122926626974,True,1.6503360987420104,129.21587012386183,33.682908984394054,67.36581796878811,134.73163593757621,269.46327187515243
NQ,RTH,B0,1day,A4p,extended,R3,1,10724713,0.9312843759268288,True,1.5790002824787313,69.65701463546311,18.15760619683847,36.31521239367694,72.63042478735387,145.26084957470775
NQ,RTH,B0,1day,A2,restricted_S05,R0,2,3527105160,,True,4.0741700702867633e-17,0.004087892334646088,0.0010655974789621386,0.002131194957924277,0.004262389915848554,0.008524779831697108
NQ,RTH,B0,1day,A2,restricted_S05,R1,2,3527105160,,True,0.5799900986196523,1.9116015043961927e-05,4.9830024303738635e-06,9.966004860747727e-06,1.9932009721495454e-05,3.986401944299091e-05
NQ,RTH,B0,1day,A2,restricted_S05,R2,2,3527105160,0.9751344278478182,True,0.5765941578643969,1.8778219668347923e-05,4.894948765748541e-06,9.789897531497082e-06,1.9579795062994164e-05,3.915959012598833e-05
NQ,RTH,B0,1day,A2,restricted_S05,R3,2,3527105160,0.8975978507290965,True,0.5665044256815743,1.7685915671901205e-05,4.610216123695076e-06,9.220432247390151e-06,1.8440864494780303e-05,3.6881728989560606e-05
NQ,RTH,B0,1day,A2,extended,R0,2,3527105160,,True,4.0741700702867633e-17,0.004087892334646088,0.0010655974789621386,0.002131194957924277,0.004262389915848554,0.008524779831697108
NQ,RTH,B0,1day,A2,extended,R1,2,3527105160,,True,0.5799900986196523,1.9116015043961927e-05,4.9830024303738635e-06,9.966004860747727e-06,1.9932009721495454e-05,3.986401944299091e-05
NQ,RTH,B0,1day,A2,extended,R2,2,3527105160,0.9760122926626974,True,0.5767127486384097,1.8790247455922982e-05,4.8980840685080715e-06,9.796168137016143e-06,1.9592336274032286e-05,3.918467254806457e-05
NQ,RTH,B0,1day,A2,extended,R3,2,3527105160,0.9312843759268288,True,0.5707935868229522,1.816780805576411e-05,4.735831787547882e-06,9.471663575095764e-06,1.8943327150191528e-05,3.7886654300383055e-05
NQ,RTH,B0,1day,A4p,restricted_S05,R0,2,3527105160,,True,5.389620402480659e-17,0.004863547775519231,0.0012677888320299648,0.0025355776640599297,0.005071155328119859,0.010142310656239719
NQ,RTH,B0,1day,A4p,restricted_S05,R1,2,3527105160,,True,1.679529002389722,179.98385591317833,46.91668160863439,93.83336321726878,187.66672643453757,375.33345286907513
NQ,RTH,B0,1day,A4p,restricted_S05,R2,2,3527105160,0.9751344278478182,True,1.639759186406673,127.68215827767871,33.28311384720422,66.56622769440844,133.13245538881688,266.26491077763376
NQ,RTH,B0,1day,A4p,restricted_S05,R3,2,3527105160,0.8975978507290965,True,1.5164412036156403,43.77170727491502,11.410041435461705,22.82008287092341,45.64016574184682,91.28033148369364
NQ,RTH,B0,1day,A4p,extended,R0,2,3527105160,,True,5.389620402480659e-17,0.004863547775519231,0.0012677888320299648,0.0025355776640599297,0.005071155328119859,0.010142310656239719
