root,geom,btag,horizon,range,candidate,n_oos,ic_oos,r2_oos,r2_oos_corr_theory,r2_oos_corr_measured,keep_oos_raw,keep_oos_measured,r2_is,r2_is_corr_measured,keep_is_raw,keep_is_measured,partition_is,degradation_r2
ES,GLOBEX,B1,1day,restricted_S05,GarmanKlass,640,0.5915417916764357,0.3499216912997677,0.3499194040444766,-0.00039307746483399424,True,False,0.6243053614028531,-0.0007013008191374,True,False,raw_only,0.2743836701030854
ES,GLOBEX,B1,1day,restricted_S05,VolumeSurprise,640,0.1739205692821236,0.030248364419417955,0.030248166701661992,-3.397888926861019e-05,True,False,0.0342741207924962,-3.850114138533671e-05,True,False,raw_only,0.004025756373078244
ES,GLOBEX,B1,1day,restricted_S05,CrossLeadLag,640,0.6259767673619138,0.3918469132768715,0.39184435197830675,-0.000440173316211909,True,False,0.4784334397846564,-0.0005374385420458,True,False,raw_only,0.08658652650778492
ES,GLOBEX,B1,1day,restricted_S05,RealizedQuarticity,640,0.5863807702575374,0.3438424077278229,0.34384016020963254,-0.00038624842441186194,True,False,0.6293481273400644,-0.0007069655084083,True,False,raw_only,0.2855057196122415
ES,GLOBEX,B1,1day,restricted_S05,SignatureSlope,640,0.08593616205168393,0.007385023948173281,0.007384975676129791,-8.295817502777987e-06,False,False,0.0039257625127845,-4.4099260332613645e-06,False,False,clears_neither,-0.0034592614353887814
ES,GLOBEX,B1,1day,extended,RS_up,640,0.624485475397515,0.3899821089824603,0.392725309116983,0.4714341064471538,True,True,0.6689165112518646,0.8086269869984045,True,True,clears_both,0.2789344022694043
ES,GLOBEX,B1,1day,extended,RS_down,640,0.6773488707604646,0.45880149272047654,0.4620287800435641,0.5546271656452482,True,True,0.6962738431233481,0.8416981946475511,True,True,clears_both,0.2374723504028715
ES,GLOBEX,B1,1day,extended,JumpVar,640,-0.04647395677817161,0.0021598286586193625,0.0021750212588192274,0.0026109323230542585,False,False,0.0134475031915865,0.0162561602315863,False,False,clears_neither,0.011287674532967137
ES,GLOBEX,B1,1day,extended,Parkinson,640,0.5650875525228853,0.3193239420163047,0.3215701206499375,0.3860182141802049,True,True,0.6089520015295962,0.7361382383908864,True,True,clears_both,0.28962805951329146
ES,GLOBEX,B1,1day,extended,GarmanKlass,640,0.5915417916764357,0.3499216912997677,0.3523830996786047,0.42300663559876844,True,True,0.6243053614028531,0.7546983141638394,True,True,clears_both,0.2743836701030854
ES,GLOBEX,B1,1day,extended,VolumeSurprise,640,0.1739205692821236,0.030248364419417955,0.030461136532377045,0.03656606373241995,True,True,0.0342741207924962,0.0414326430313216,True,True,clears_both,0.004025756373078244
ES,GLOBEX,B1,1day,extended,CrossLeadLag,640,0.6259767673619138,0.3918469132768715,0.39460323076030196,0.47368839536447976,True,True,0.4784334397846564,0.5783594579962178,True,True,clears_both,0.08658652650778492
ES,GLOBEX,B1,1day,extended,RealizedQuarticity,640,0.5863807702575374,0.3438424077278229,0.3462610533974785,0.4156576276505408,True,True,0.6293481273400644,0.7607943165159327,True,True,clears_both,0.2855057196122415
ES,GLOBEX,B1,1day,extended,SignatureSlope,640,0.08593616205168393,0.007385023948173281,0.007436971456075481,0.008927466378347342,False,False,0.0039257625127845,0.0047457006352605,False,False,clears_neither,-0.0034592614353887814
NQ,GLOBEX,B0,1day,restricted_S05,RS_up,640,0.6004317180136024,0.36051824799676613,0.36319082164565725,0.4243215890078682,True,True,0.6236400825188547,0.7340098656691912,True,True,clears_both,0.2631218345220886
NQ,GLOBEX,B0,1day,restricted_S05,RS_down,640,0.6557919207752826,0.43006304335413453,0.43325116257810375,0.5061741949085001,True,True,0.6586557975708454,0.7752225475061468,True,True,clears_both,0.22859275421671083
NQ,GLOBEX,B0,1day,restricted_S05,JumpVar,640,-0.03883555518497891,0.001508200346525542,0.0015193808527156443,0.0017751167136085605,False,False,0.0060975528807613,0.0071766778569482,False,False,clears_neither,0.004589352534235758
NQ,GLOBEX,B0,1day,restricted_S05,Parkinson,640,0.5344102738311125,0.2855943407762446,0.28771149271979307,0.3361378936106384,True,True,0.5749499724875118,0.6767027391304739,True,True,clears_both,0.28935563171126716
NQ,GLOBEX,B0,1day,restricted_S05,GarmanKlass,640,0.5647334321762111,0.3189238494175232,0.321288077804553,0.3753659497384538,True,True,0.591983010065752,0.6967502280190099,True,True,clears_both,0.2730591606482288
NQ,GLOBEX,B0,1day,restricted_S05,VolumeSurprise,640,0.14003632207038258,0.01961017149899992,0.019755544522112284,0.02308071554604663,False,True,0.0281034029991042,0.033077051393014,True,True,clears_both,0.008493231500104281
NQ,GLOBEX,B0,1day,restricted_S05,CrossLeadLag,640,0.6194567258500534,0.3837266352008682,0.38657125596365605,0.4516373207120864,True,True,0.4076145806421665,0.4797528766488718,True,True,clears_both,0.023887945441298297
NQ,GLOBEX,B0,1day,restricted_S05,RealizedQuarticity,640,0.5568738063816261,0.3101084362339608,0.31240731469457383,0.3649904135468886,True,True,0.5797115873441698,0.6823070490189396,True,True,clears_both,0.26960315111020905
NQ,GLOBEX,B0,1day,restricted_S05,SignatureSlope,640,0.04371545235667714,0.001911040774748909,0.001925207594999839,0.002249250523950062,False,False,0.0005264595630593,0.0006196306555549,False,False,clears_neither,-0.0013845812116896092
NQ,GLOBEX,B0,1day,extended,RS_up,640,0.6004317180136024,0.36051824799676613,0.3629340340202134,0.38355169916362775,True,True,0.6236400825188547,0.6634843441234003,True,True,clears_both,0.2631218345220886
NQ,GLOBEX,B0,1day,extended,RS_down,640,0.6557919207752826,0.43006304335413453,0.43294484003185896,0.45753969998056476,True,True,0.6586557975708454,0.7007372074118653,True,True,clears_both,0.22859275421671083
NQ,GLOBEX,B0,1day,extended,JumpVar,640,-0.03883555518497891,0.001508200346525542,0.0015183066014458962,0.0016045590169245269,False,False,0.0060975528807613,0.0064871245246289,False,False,clears_neither,0.004589352534235758
NQ,GLOBEX,B0,1day,extended,Parkinson,640,0.5344102738311125,0.2855943407762446,0.28750807141444823,0.30384091591731954,True,True,0.5749499724875118,0.6116834310246739,True,True,clears_both,0.28935563171126716
NQ,GLOBEX,B0,1day,extended,GarmanKlass,640,0.5647334321762111,0.3189238494175232,0.3210609167705571,0.3392998413467083,True,True,0.591983010065752,0.629804706553314,True,True,clears_both,0.2730591606482288
NQ,GLOBEX,B0,1day,extended,VolumeSurprise,640,0.14003632207038258,0.01961017149899992,0.01974157671492983,0.020863062108853456,False,True,0.0281034029991042,0.0298989247631185,True,True,clears_both,0.008493231500104281
NQ,GLOBEX,B0,1day,extended,CrossLeadLag,640,0.6194567258500534,0.3837266352008682,0.386297937617025,0.40824286638315943,True,True,0.4076145806421665,0.4336570087031348,True,True,clears_both,0.023887945441298297
NQ,GLOBEX,B0,1day,extended,RealizedQuarticity,640,0.5568738063816261,0.3101084362339608,0.3121864326465413,0.32992121287457854,True,True,0.5797115873441698,0.6167492646660555,True,True,clears_both,0.26960315111020905
NQ,GLOBEX,B0,1day,extended,SignatureSlope,640,0.04371545235667714,0.001911040774748909,0.001923846411133555,0.0020331368534013696,False,False,0.0005264595630593,0.0005600949773676,False,False,clears_neither,-0.0013845812116896092
NQ,GLOBEX,B1,1day,restricted_S05,RS_up,640,0.6033171748089706,0.363991613419478,0.3666899356260449,0.4284096592888025,True,True,0.6272163123820622,0.7382190050030404,True,True,clears_both,0.2632246989625842
NQ,GLOBEX,B1,1day,restricted_S05,RS_down,640,0.6545232278702686,0.4284006558217156,0.431576451527699,0.5042176034648703,True,True,0.6591752552034467,0.7758339370524803,True,True,clears_both,0.23077459938173106
NQ,GLOBEX,B1,1day,restricted_S05,JumpVar,640,0.012521704160406944,0.00015679307508075258,0.000157955404707943,0.0001845418009584128,False,False,0.0048747505740178,0.0057374679952478,False,False,clears_neither,0.004717957498937047
NQ,GLOBEX,B1,1day,restricted_S05,Parkinson,640,0.5366442196761564,0.2879870185118308,0.2901219077197256,0.3389540196303032,True,True,0.5747892676558244,0.6765135932830119,True,True,clears_both,0.2868022491439936
NQ,GLOBEX,B1,1day,restricted_S05,GarmanKlass,640,0.5660211464825492,0.32037993826541944,0.32275496084860145,0.37707973243075593,True,True,0.5920207278559138,0.6967946209803765,True,True,clears_both,0.2716407895904943
NQ,GLOBEX,B1,1day,restricted_S05,VolumeSurprise,640,0.1422575835554161,0.020237220079026192,0.020387241503490958,0.023818737133969863,True,True,0.0277610456388618,0.032674104746308,True,True,clears_both,0.007523825559835606
NQ,GLOBEX,B1,1day,restricted_S05,CrossLeadLag,640,0.6202398748045795,0.3846975022976005,0.38754932023787864,0.4527800086938737,True,True,0.4079212636487506,0.480113835411427,True,True,clears_both,0.023223761351150063
NQ,GLOBEX,B1,1day,restricted_S05,RealizedQuarticity,640,0.5552765166986361,0.3083320099969707,0.3106177195542715,0.36289960120154047,True,True,0.5798500511849212,0.6824700177375944,True,True,clears_both,0.2715180411879505
NQ,GLOBEX,B1,1day,restricted_S05,SignatureSlope,640,0.05350249434027551,0.0028625169006312127,0.0028837371503152207,0.003369115784254586,False,False,0.0005960899334709,0.0007015839813031,False,False,clears_neither,-0.0022664269671603125
NQ,GLOBEX,B1,1day,extended,RS_up,640,0.6033171748089706,0.363991613419478,0.3664306740141547,0.3872469773280476,True,True,0.6272163123820622,0.6672890587203858,True,True,clears_both,0.2632246989625842
NQ,GLOBEX,B1,1day,extended,RS_down,640,0.6545232278702686,0.4284006558217156,0.4312713130561839,0.4557711027839717,True,True,0.6591752552034467,0.7012898531065973,True,True,clears_both,0.23077459938173106
