root,geom,btag,horizon,range,candidate,n,ic_raw,r2_raw,lam_theory,lam_intercept,r2_corr_theory,r2_corr_measured,ic_corr_theory,ic_corr_measured,keep_raw,keep_theory,keep_measured,band_lo,band_hi,in_flip_band,lam_in_unit
ES,RTH,B0,30min,extended,JumpVar,22811,-0.012330694694080137,0.00015204603163861604,0.6736771351183367,0.3958240376050629,0.0002256956985958978,0.0003841253112331732,-0.015023172055058738,-0.0195991150625015,False,False,False,0.007916480752101258,0.02,False,True
ES,RTH,B0,30min,extended,Parkinson,22811,0.7429104412797616,0.5519159237624901,0.6736771351183367,0.3958240376050629,0.8192588036486376,1.3943466574234922,0.905129164069216,1.1808245667428723,True,True,True,0.007916480752101258,0.02,False,True
ES,RTH,B0,30min,extended,GarmanKlass,22811,0.7507360356669387,0.563604595248911,0.6736771351183367,0.3958240376050629,0.8366093576115055,1.4238766262377747,0.9146635215266352,1.193263016370563,True,True,True,0.007916480752101258,0.02,False,True
ES,RTH,B0,30min,extended,VolumeSurprise,22811,0.1860585241183467,0.0346177743970974,0.6736771351183367,0.3958240376050629,0.05138629855830941,0.08745748390257593,0.2266854617268373,0.2957321151017859,True,True,True,0.007916480752101258,0.02,False,True
ES,RTH,B0,30min,extended,CrossLeadLag,22811,0.6789148206995099,0.4609253337654477,0.6736771351183367,0.3958240376050629,0.6841932280876395,1.1644702948165573,0.827159735533373,1.079106248159354,True,True,True,0.007916480752101258,0.02,False,True
ES,RTH,B0,30min,extended,RealizedQuarticity,22811,0.7180951670803382,0.5156606689841388,0.6736771351183367,0.3958240376050629,0.7654418446212501,1.3027522838283105,0.8748953335235308,1.141381743251709,True,True,True,0.007916480752101258,0.02,False,True
ES,RTH,B0,30min,extended,SignatureSlope,22811,0.0029391365985172208,8.638523944743378e-06,0.6736771351183367,0.3958240376050629,1.282294365419713e-05,2.1824151956538186e-05,0.0035809138015591956,0.004671632686389008,False,False,False,0.007916480752101258,0.02,False,True
ES,RTH,B1,1day,restricted_S05,RS_up,1900,0.8040655944762565,0.6465214802204557,0.9449916624649066,0.3466401547514712,0.6841557506804617,1.8651084456271054,0.8271370809487758,1.3656897325626731,True,True,True,0.006932803095029424,0.02,False,True
ES,RTH,B1,1day,restricted_S05,RS_down,1900,0.791863972575631,0.6270485510632597,0.9449916624649066,0.3466401547514712,0.6635492946336401,1.808932238426998,0.8145853513497773,1.344965515701796,True,True,True,0.006932803095029424,0.02,False,True
ES,RTH,B1,1day,restricted_S05,JumpVar,1900,-0.04554573002632719,0.0020744135236310823,0.9449916624649066,0.3466401547514712,0.002195165953337835,0.005984342826982534,-0.04685259814927913,-0.07735853428667411,False,False,False,0.006932803095029424,0.02,False,True
ES,RTH,B1,1day,restricted_S05,Parkinson,1900,0.7796910335539923,0.6079181078044927,0.9449916624649066,0.3466401547514712,0.6433052607245289,1.7537440468786678,0.8020631276430359,1.324290016151548,True,True,True,0.006932803095029424,0.02,False,True
ES,RTH,B1,1day,restricted_S05,GarmanKlass,1900,0.7786197568667373,0.6062487257832172,0.9449916624649066,0.3466401547514712,0.6415387033171109,1.7489281535137677,0.8009611122377359,1.3224704735886421,True,True,True,0.006932803095029424,0.02,False,True
ES,RTH,B1,1day,restricted_S05,VolumeSurprise,1900,0.2851398063235403,0.08130470915022607,0.9449916624649066,0.3466401547514712,0.08603748835005771,0.2345507525189016,0.2933214761146168,0.4843044006809164,True,True,True,0.006932803095029424,0.02,False,True
ES,RTH,B1,1day,restricted_S05,CrossLeadLag,1900,0.7807875601570515,0.6096292140960013,0.9449916624649066,0.3466401547514712,0.6451159711884131,1.758680307920714,0.803191117473552,1.3261524452040625,True,True,True,0.006932803095029424,0.02,False,True
ES,RTH,B1,1day,restricted_S05,RealizedQuarticity,1900,0.7925782011525482,0.6281802049422092,0.9449916624649066,0.3466401547514712,0.664746822531397,1.8121968742847818,0.8153200736713141,1.3461786190118983,True,True,True,0.006932803095029424,0.02,False,True
ES,RTH,B1,1day,restricted_S05,SignatureSlope,1900,0.13530987038579903,0.018308761023821733,0.9449916624649066,0.3466401547514712,0.01937452122706072,0.05281777305040863,0.13919238925695873,0.22982117624450676,False,False,True,0.006932803095029424,0.02,True,True
ES,RTH,B1,1day,extended,RS_up,1900,0.8040655944762565,0.6465214802204557,0.9765359952651714,0.8397800078923314,0.6620559645063543,0.7698700542337114,0.8136682152489148,0.8774223921428671,True,True,True,0.01679560015784663,0.02,False,True
ES,RTH,B1,1day,extended,RS_down,1900,0.791863972575631,0.6270485510632597,0.9765359952651714,0.8397800078923314,0.6421151438385936,0.7466819228490778,0.801320874455791,0.8641075875428231,True,True,True,0.01679560015784663,0.02,False,True
ES,RTH,B1,1day,extended,JumpVar,1900,-0.04554573002632719,0.0020744135236310823,0.9765359952651714,0.8397800078923314,0.0021242571023383423,0.002470186839571732,-0.046089663725594074,-0.049700974231615735,False,False,False,0.01679560015784663,0.02,False,True
ES,RTH,B1,1day,extended,Parkinson,1900,0.7796910335539923,0.6079181078044927,0.9765359952651714,0.8397800078923314,0.622525038249529,0.7239016195803916,0.7890025590893409,0.8508240826283606,True,True,True,0.01679560015784663,0.02,False,True
ES,RTH,B1,1day,extended,GarmanKlass,1900,0.7786197568667373,0.6062487257832172,0.9765359952651714,0.8397800078923314,0.6208155446626364,0.7219137394146499,0.7879184885904357,0.8496550708461933,True,True,True,0.01679560015784663,0.02,False,True
ES,RTH,B1,1day,extended,VolumeSurprise,1900,0.2851398063235403,0.08130470915022607,0.9765359952651714,0.8397800078923314,0.08325828187024314,0.09681667625582506,0.28854511236588837,0.31115378232607915,True,True,True,0.01679560015784663,0.02,False,True
ES,RTH,B1,1day,extended,CrossLeadLag,1900,0.7807875601570515,0.6096292140960013,0.9765359952651714,0.8397800078923314,0.6242772586487821,0.7259391845086197,0.790112181053287,0.8520206479356118,True,True,True,0.01679560015784663,0.02,False,True
ES,RTH,B1,1day,extended,RealizedQuarticity,1900,0.7925782011525482,0.6281802049422092,0.9765359952651714,0.8397800078923314,0.6432739888626751,0.7480294827675255,0.8020436327673669,0.864886976874739,True,True,True,0.01679560015784663,0.02,False,True
ES,RTH,B1,1day,extended,SignatureSlope,1900,0.13530987038579903,0.018308761023821733,0.9765359952651714,0.8397800078923314,0.018748680143480138,0.021801853880485694,0.13692581985688507,0.1476545085003695,False,False,True,0.01679560015784663,0.02,True,True
ES,RTH,B1,1h,extended,RS_up,11405,0.11321369524367404,0.012817340790727503,0.8529726155294435,0.588054052124918,0.015026673256997504,0.0217961950001235,0.12258333188895423,0.14763534468454192,False,False,True,0.01176108104249836,0.02,True,True
ES,RTH,B1,1h,extended,RS_down,11405,0.0944427038904378,0.008919424318136915,0.8529726155294435,0.588054052124918,0.010456870661200058,0.01516769468028799,0.10225884148180077,0.12315719500008104,False,False,False,0.01176108104249836,0.02,False,True
ES,RTH,B1,1h,extended,JumpVar,11405,-0.034260027869228646,0.0011737495096003235,0.8529726155294435,0.588054052124918,0.0013760693933553454,0.001995989153308289,-0.03709540932993388,-0.044676494416060544,False,False,False,0.01176108104249836,0.02,False,True
ES,RTH,B1,1h,extended,Parkinson,11405,0.7462251939020168,0.5568520400141026,0.8529726155294435,0.588054052124918,0.6528369491304974,0.946940231092588,0.807983260427156,0.973108540242345,True,True,True,0.01176108104249836,0.02,False,True
ES,RTH,B1,1h,extended,GarmanKlass,11405,0.7532973817442167,0.5674569453426921,0.8529726155294435,0.588054052124918,0.6652698281415158,0.9649741265997593,0.8156407469845507,0.9823309659171695,True,True,True,0.01176108104249836,0.02,False,True
ES,RTH,B1,1h,extended,VolumeSurprise,11405,0.2553378834940459,0.06519743474721897,0.8529726155294435,0.588054052124918,0.0764355543896924,0.1108697993179874,0.27646980737449867,0.33297116889903156,True,True,True,0.01176108104249836,0.02,False,True
ES,RTH,B1,1h,extended,CrossLeadLag,11405,0.6943117568646117,0.4820688157204236,0.8529726155294435,0.588054052124918,0.5651632970903779,0.8197695670635726,0.7517734346798761,0.9054112695695656,True,True,True,0.01176108104249836,0.02,False,True
ES,RTH,B1,1h,extended,RealizedQuarticity,11405,0.747714501548288,0.5590769758256048,0.8529726155294435,0.588054052124918,0.6554453984183108,0.9507237877290271,0.809595824111211,0.9750506590577881,True,True,True,0.01176108104249836,0.02,False,True
ES,RTH,B1,1h,extended,SignatureSlope,11405,0.025461730376496787,0.0006482997137654192,0.8529726155294435,0.588054052124918,0.0007600475114467972,0.0011024491905511154,0.027568959201369883,0.03320315031064244,False,False,False,0.01176108104249836,0.02,False,True
ES,RTH,B1,30min,extended,RS_up,22811,-0.0025120539406196358,6.310415000582641e-06,0.6736771351183367,0.3958240376050629,9.367120645224461e-06,1.594247544632172e-05,-0.0030605752147634703,-0.003992802956110121,False,False,False,0.007916480752101258,0.02,False,True
ES,RTH,B1,30min,extended,RS_down,22811,0.06036207558142979,0.0036435801684982423,0.6736771351183367,0.3958240376050629,0.0054084961156626145,0.009205050280785772,0.07354247830786378,0.0959429532627893,False,False,False,0.007916480752101258,0.02,False,True
ES,RTH,B1,30min,extended,JumpVar,22811,-0.013485915075302538,0.00018186990541827226,0.6736771351183367,0.3958240376050629,0.0002699659761887649,0.00045947160389418957,-0.016430641380931085,-0.02143528875229325,False,False,False,0.007916480752101258,0.02,False,True
ES,RTH,B1,30min,extended,Parkinson,22811,0.7452657106826341,0.5554209795192917,0.6736771351183367,0.3958240376050629,0.8244616754311064,1.403201743077231,0.9079987199501475,1.1845681673408377,True,True,True,0.007916480752101258,0.02,False,True
ES,RTH,B1,30min,extended,GarmanKlass,22811,0.7530766080430022,0.5671243775815537,0.6736771351183367,0.3958240376050629,0.841834089384574,1.4327689167463025,0.9175151712013127,1.1969832566691576,True,True,True,0.007916480752101258,0.02,False,True
ES,RTH,B1,30min,extended,VolumeSurprise,22811,0.18675533199600153,0.034877554028936754,0.6736771351183367,0.3958240376050629,0.05177191299925926,0.08811378470080727,0.22753442157014234,0.2968396616033768,True,True,True,0.007916480752101258,0.02,False,True
ES,RTH,B1,30min,extended,CrossLeadLag,22811,0.681405824730633,0.4643138979768342,0.6736771351183367,0.3958240376050629,0.6892231809162913,1.1730310791284173,0.8301946644711055,1.08306559317911,True,True,True,0.007916480752101258,0.02,False,True
ES,RTH,B1,30min,extended,RealizedQuarticity,22811,0.7204377783423415,0.5190305924628488,0.6736771351183367,0.3958240376050629,0.770444127321728,1.3112659746569417,0.8777494672864963,1.1451052242728357,True,True,True,0.007916480752101258,0.02,False,True
ES,RTH,B1,30min,extended,SignatureSlope,22811,0.005729599575876555,3.28283112998848e-05,0.6736771351183367,0.3958240376050629,4.873003637583492e-05,8.293662885789557e-05,0.0069806902506725586,0.009106954971772703,False,False,False,0.007916480752101258,0.02,False,True
NQ,RTH,B0,1day,restricted_S05,RS_up,1900,0.7812863447089541,0.6104083524286786,0.9751344278478182,0.8975978507290965,0.6259735427205534,0.6800465842613806,0.7911848979350866,0.824649370497171,True,True,True,0.01795195701458193,0.02,False,True
NQ,RTH,B0,1day,restricted_S05,RS_down,1900,0.774443403884249,0.5997625858198221,0.9751344278478182,0.8975978507290965,0.6150563129470622,0.6681862989451789,0.7842552600697442,0.8174266321482184,True,True,True,0.01795195701458193,0.02,False,True
NQ,RTH,B0,1day,restricted_S05,JumpVar,1900,-0.06264507896557434,0.003924405918603044,0.9751344278478182,0.8975978507290965,0.004024476837787842,0.004372120449503468,-0.06343876447242523,-0.06612201183799135,False,False,False,0.01795195701458193,0.02,False,True
NQ,RTH,B0,1day,restricted_S05,Parkinson,1900,0.7618970627566853,0.5804871342372645,0.9751344278478182,0.8975978507290965,0.5952893443814053,0.6467118139440164,0.7715499623364681,0.8041839428538824,True,True,True,0.01795195701458193,0.02,False,True
NQ,RTH,B0,1day,restricted_S05,GarmanKlass,1900,0.7618351926906953,0.5803928608220689,0.9751344278478182,0.8975978507290965,0.5951926670285159,0.6466067853779175,0.7714873084040437,0.8041186388698607,True,True,True,0.01795195701458193,0.02,False,True
NQ,RTH,B0,1day,restricted_S05,VolumeSurprise,1900,0.2289649918447241,0.052424967490454576,0.9751344278478182,0.8975978507290965,0.053761785035279404,0.05840585229551416,0.23186587725510496,0.24167302765413057,True,True,True,0.01795195701458193,0.02,False,True
NQ,RTH,B0,1day,restricted_S05,CrossLeadLag,1900,0.777038865889189,0.6037893991023571,0.9751344278478182,0.8975978507290965,0.6191858084992009,0.6726725098683268,0.786883605432977,0.8201661477215009,True,True,True,0.01795195701458193,0.02,False,True
NQ,RTH,B0,1day,restricted_S05,RealizedQuarticity,1900,0.7730253539815658,0.5975681978983252,0.9751344278478182,0.8975978507290965,0.6128059689341449,0.6657415650148174,0.7828192441005425,0.8159298775108172,True,True,True,0.01795195701458193,0.02,False,True
NQ,RTH,B0,1day,restricted_S05,SignatureSlope,1900,0.059850921667946096,0.0035821328245026194,0.9751344278478182,0.8975978507290965,0.0036734759046592245,0.003990799244442198,0.06060920643482494,0.06317277296780788,False,False,False,0.01795195701458193,0.02,False,True
NQ,RTH,B0,1day,extended,RS_up,1900,0.7812863447089541,0.6104083524286786,0.9760122926626974,0.9312843759268288,0.6254105168731018,0.6554478612627757,0.7908290060898764,0.8095973451431122,True,True,True,0.018625687518536577,0.02,False,True
NQ,RTH,B0,1day,extended,RS_down,1900,0.774443403884249,0.5997625858198221,0.9760122926626974,0.9312843759268288,0.6145031064963191,0.644016587546558,0.7839024853234737,0.80250644081313,True,True,True,0.018625687518536577,0.02,False,True
NQ,RTH,B0,1day,extended,JumpVar,1900,-0.06264507896557434,0.003924405918603044,0.9760122926626974,0.9312843759268288,0.004020857061028113,0.004213971607434533,-0.06341022836284468,-0.06491511077888208,False,False,False,0.018625687518536577,0.02,False,True
NQ,RTH,B0,1day,extended,Parkinson,1900,0.7618970627566853,0.5804871342372645,0.9760122926626974,0.9312843759268288,0.5947539171393168,0.623318880078445,0.7712029027041565,0.7895054655152458,True,True,True,0.018625687518536577,0.02,False,True
NQ,RTH,B0,1day,extended,GarmanKlass,1900,0.7618351926906953,0.5803928608220689,0.9760122926626974,0.9312843759268288,0.5946573267419372,0.6232176506176782,0.7711402769548075,0.7894413535011187,True,True,True,0.018625687518536577,0.02,False,True
NQ,RTH,B0,1day,extended,VolumeSurprise,1900,0.2289649918447241,0.052424967490454576,0.9760122926626974,0.9312843759268288,0.05371342951781065,0.05629318911130709,0.2317615790371878,0.23726185768325064,True,True,True,0.018625687518536577,0.02,False,True
NQ,RTH,B0,1day,extended,CrossLeadLag,1900,0.777038865889189,0.6037893991023571,0.9760122926626974,0.9312843759268288,0.6186288878136315,0.6483405227339463,0.7865296484008925,0.8051959530039543,True,True,True,0.018625687518536577,0.02,False,True
NQ,RTH,B0,1day,extended,RealizedQuarticity,1900,0.7730253539815658,0.5975681978983252,0.9760122926626974,0.9312843759268288,0.6122547865335547,0.6416602848121616,0.7824671153048891,0.8010370058943355,True,True,True,0.018625687518536577,0.02,False,True
NQ,RTH,B0,1day,extended,SignatureSlope,1900,0.059850921667946096,0.0035821328245026194,0.9760122926626974,0.9312843759268288,0.0036701718322932823,0.003846443596713007,0.060581943120811846,0.0620197032943,False,False,False,0.018625687518536577,0.02,False,True
NQ,RTH,B0,1h,extended,RS_up,11405,0.09585650589968717,0.00918846972329676,0.887111968415982,0.8101747602302579,0.010357733916839829,0.011341342848900066,0.10177295277646134,0.10649574098948776,False,False,False,0.016203495204605158,0.02,False,True
NQ,RTH,B0,1h,extended,RS_down,11405,0.08945085378458256,0.008001455242790768,0.887111968415982,0.8101747602302579,0.009019667784527903,0.00987620898053735,0.09497193156152982,0.09937911742683847,False,False,False,0.016203495204605158,0.02,False,True
NQ,RTH,B0,1h,extended,JumpVar,11405,-0.010968598307759895,0.00012031014883699323,0.887111968415982,0.8101747602302579,0.00013562002669383188,0.00014849900878521587,-0.011645601173569008,-0.012186016936850853,False,False,False,0.016203495204605158,0.02,False,True
NQ,RTH,B0,1h,extended,Parkinson,11405,0.685039123213409,0.4692786003329961,0.887111968415982,0.8101747602302579,0.5289959069889849,0.5792313255964966,0.7273210480860463,0.76107248379934,True,True,True,0.016203495204605158,0.02,False,True
NQ,RTH,B0,1h,extended,GarmanKlass,11405,0.6945060436516226,0.4823386446686295,0.887111968415982,0.8101747602302579,0.5437178866269704,0.5953513591703908,0.7373722849598908,0.7715901497364975,True,True,True,0.016203495204605158,0.02,False,True
NQ,RTH,B0,1h,extended,VolumeSurprise,11405,0.24139482668408724,0.058271462349840514,0.887111968415982,0.8101747602302579,0.06568670520124921,0.07192455900907023,0.2562941770724595,0.2681875444704139,True,True,True,0.016203495204605158,0.02,False,True
NQ,RTH,B0,1h,extended,CrossLeadLag,11405,0.707152435953722,0.500064567675283,0.887111968415982,0.8101747602302579,0.5636994939524862,0.617230494237022,0.7507992367820349,0.7856401811497563,True,True,True,0.016203495204605158,0.02,False,True
NQ,RTH,B0,1h,extended,RealizedQuarticity,11405,0.6877921053740995,0.4730579802149364,0.887111968415982,0.8101747602302579,0.5332562258850185,0.5838962202185731,0.7302439495709763,0.7641310229395042,True,True,True,0.016203495204605158,0.02,False,True
NQ,RTH,B0,1h,extended,SignatureSlope,11405,0.02494540179213664,0.0006222730705711339,0.887111968415982,0.8101747602302579,0.0007014594467508518,0.0007680726444678172,0.026485079700670183,0.027714123555830104,False,False,False,0.016203495204605158,0.02,False,True
NQ,RTH,B0,30min,extended,RS_up,22811,-0.023942731026731816,0.0005732543690184264,0.7760344553519921,0.6765338975574761,0.0007386970579269073,0.0008473402014120433,-0.027178981914834616,-0.029109108564365955,False,False,False,0.013530677951149522,0.02,False,True
NQ,RTH,B0,30min,extended,RS_down,22811,0.0455374316924843,0.002073657685147674,0.7760344553519921,0.6765338975574761,0.0026721206395495783,0.00306512015530087,0.05169255884118698,0.05536352730183356,False,False,False,0.013530677951149522,0.02,False,True
NQ,RTH,B0,30min,extended,JumpVar,22811,-0.010186888370109216,0.00010377269466506639,0.7760344553519921,0.6765338975574761,0.00013372176190037515,0.0001533887585525605,-0.011563812602268127,-0.0123850215402542,False,False,False,0.013530677951149522,0.02,False,True
NQ,RTH,B0,30min,extended,Parkinson,22811,0.7121537447033428,0.507162956094994,0.7760344553519921,0.6765338975574761,0.653531492831663,0.7496489945677955,0.8084129469718202,0.8658227269873411,True,True,True,0.013530677951149522,0.02,False,True
NQ,RTH,B0,30min,extended,GarmanKlass,22811,0.7221111059932788,0.5214444493988363,0.7760344553519921,0.6765338975574761,0.67193466192467,0.7707587916605998,0.8197162081627214,0.8779286939499129,True,True,True,0.013530677951149522,0.02,False,True
NQ,RTH,B0,30min,extended,VolumeSurprise,22811,0.18280926817773727,0.03341922853167986,0.7760344553519921,0.6765338975574761,0.04306410405002138,0.04939771481123852,0.20751892455875293,0.22225596687431934,True,True,True,0.013530677951149522,0.02,False,True
NQ,RTH,B0,30min,extended,CrossLeadLag,22811,0.6877764288535373,0.47303641608652486,0.7760344553519921,0.6765338975574761,0.6095559453890046,0.6992057867231068,0.780740639001842,0.8361852586138474,True,True,True,0.013530677951149522,0.02,False,True
NQ,RTH,B0,30min,extended,RealizedQuarticity,22811,0.6901769034163467,0.47634415800937724,0.7760344553519921,0.6765338975574761,0.6138183101590741,0.7040950346008473,0.7834655768820186,0.8391037090853832,True,True,True,0.013530677951149522,0.02,False,True
NQ,RTH,B0,30min,extended,SignatureSlope,22811,-0.002394726681592918,5.734715879533029e-06,0.7760344553519921,0.6765338975574761,7.389769668064401e-06,8.476612776148186e-06,-0.002718413078997451,-0.0029114623089004925,False,False,False,0.013530677951149522,0.02,False,True
NQ,RTH,B1,1day,restricted_S05,RS_up,1900,0.7845543325284559,0.6155255006891709,0.9751344278478182,0.8975978507290965,0.6312211763948009,0.6857475206621705,0.7944942897181835,0.8280987384739639,True,True,True,0.01795195701458193,0.02,False,True
NQ,RTH,B1,1day,restricted_S05,RS_down,1900,0.7722607957425619,0.5963867366409349,0.9751344278478182,0.8975978507290965,0.6115943808457232,0.6644253171467653,0.7820449992460301,0.81512288469087,True,True,True,0.01795195701458193,0.02,False,True
NQ,RTH,B1,1day,restricted_S05,JumpVar,1900,-0.07084594867459439,0.005019148443603262,0.9751344278478182,0.8975978507290965,0.005147134897781049,0.005591756307712114,-0.07174353558182821,-0.0747780469637454,False,False,False,0.01795195701458193,0.02,False,True
NQ,RTH,B1,1day,restricted_S05,Parkinson,1900,0.7616496708082366,0.5801102210422953,0.9751344278478182,0.8975978507290965,0.5949028200374734,0.6462919007338154,0.7712994360412002,0.8039228201350024,True,True,True,0.01795195701458193,0.02,False,True
NQ,RTH,B1,1day,restricted_S05,GarmanKlass,1900,0.761348981375115,0.5796522714409251,0.9751344278478182,0.8975978507290965,0.594433192888342,0.6457817061060117,0.7709949370056473,0.8036054418096058,True,True,True,0.01795195701458193,0.02,False,True
NQ,RTH,B1,1day,restricted_S05,VolumeSurprise,1900,0.22657676528392126,0.051337030566525145,0.9751344278478182,0.8975978507290965,0.052646106116701404,0.05719379845308826,0.22944739291763896,0.23915224952546077,True,True,True,0.01795195701458193,0.02,False,True
NQ,RTH,B1,1day,restricted_S05,CrossLeadLag,1900,0.7762196099025992,0.6025168827973433,0.9751344278478182,0.8975978507290965,0.6178808434926609,0.6712548189681312,0.7860539698345533,0.8193014213146045,True,True,True,0.01795195701458193,0.02,False,True
NQ,RTH,B1,1day,restricted_S05,RealizedQuarticity,1900,0.772380917521237,0.596572281750948,0.9751344278478182,0.8975978507290965,0.6117846572883493,0.6646320301083243,0.7821666429146344,0.8152496734794342,True,True,True,0.01795195701458193,0.02,False,True
NQ,RTH,B1,1day,restricted_S05,SignatureSlope,1900,0.09423782905522755,0.00888076842504229,0.9751344278478182,0.8975978507290965,0.009107224779913364,0.009893927907501853,0.09543178076465599,0.09946822561754005,False,False,False,0.01795195701458193,0.02,False,True
NQ,RTH,B1,1day,extended,RS_up,1900,0.7845543325284559,0.6155255006891709,0.9760122926626974,0.9312843759268288,0.6306534306140055,0.6609425827385864,0.7941369092379509,0.8129837530594239,True,True,True,0.018625687518536577,0.02,False,True
NQ,RTH,B1,1day,extended,RS_down,1900,0.7722607957425619,0.5963867366409349,0.9760122926626974,0.9312843759268288,0.6110442881963186,0.6403916484128722,0.781693218722229,0.8002447428211399,True,True,True,0.018625687518536577,0.02,False,True
NQ,RTH,B1,1day,extended,JumpVar,1900,-0.07084594867459439,0.005019148443603262,0.9760122926626974,0.9312843759268288,0.005142505357089639,0.005389490657575058,-0.07171126380903936,-0.07341315044033363,False,False,False,0.018625687518536577,0.02,False,True
NQ,RTH,B1,1day,extended,Parkinson,1900,0.7616496708082366,0.5801102210422953,0.9760122926626974,0.9312843759268288,0.5943677404509669,0.6229141560170174,0.7709524891009606,0.7892491089744842,True,True,True,0.018625687518536577,0.02,False,True
NQ,RTH,B1,1day,extended,GarmanKlass,1900,0.761348981375115,0.5796522714409251,0.9760122926626974,0.9312843759268288,0.5938985357034317,0.6224224162077734,0.7706481270355697,0.7889375236403535,True,True,True,0.018625687518536577,0.02,False,True
NQ,RTH,B1,1day,extended,VolumeSurprise,1900,0.22657676528392126,0.051337030566525145,0.9760122926626974,0.9312843759268288,0.0525987540858431,0.0551249778194053,0.22934418258556963,0.23478709040193266,True,True,True,0.018625687518536577,0.02,False,True
NQ,RTH,B1,1day,extended,CrossLeadLag,1900,0.7762196099025992,0.6025168827973433,0.9760122926626974,0.9312843759268288,0.6173250965452426,0.6469741127115002,0.7857003859902594,0.8043470101339969,True,True,True,0.018625687518536577,0.02,False,True
NQ,RTH,B1,1day,extended,RealizedQuarticity,1900,0.772380917521237,0.596572281750948,0.9760122926626974,0.9312843759268288,0.611234393496639,0.6405908841294905,0.7818148076729162,0.8003692173800104,True,True,True,0.018625687518536577,0.02,False,True
NQ,RTH,B1,1day,extended,SignatureSlope,1900,0.09423782905522755,0.00888076842504229,0.9760122926626974,0.9312843759268288,0.009099033374686621,0.009536043613105836,0.09538885351384942,0.09765266823341713,False,False,False,0.018625687518536577,0.02,False,True
NQ,RTH,B1,1h,extended,RS_up,11405,0.09590113499510225,0.009197027693348825,0.887111968415982,0.8101747602302579,0.01036738091784619,0.011351905964998167,0.10182033646500188,0.10654532352477121,False,False,False,0.016203495204605158,0.02,False,True
NQ,RTH,B1,1h,extended,RS_down,11405,0.08985586327411145,0.008074076164735811,0.887111968415982,0.8101747602302579,0.009101529967127823,0.00996584510043376,0.09540193901136299,0.09982907943296761,False,False,False,0.016203495204605158,0.02,False,True
NQ,RTH,B1,1h,extended,JumpVar,11405,-0.016623446048170454,0.00027633895851643386,0.887111968415982,0.8101747602302579,0.00031150403596725434,0.0003410856176732736,-0.017649476931831557,-0.01846850339559959,False,False,False,0.016203495204605158,0.02,False,True
NQ,RTH,B1,1h,extended,Parkinson,11405,0.6893054136052641,0.4751419532255242,0.887111968415982,0.8101747602302579,0.53560539158764,0.5864684714326144,0.7318506620804821,0.7658122951693935,True,True,True,0.016203495204605158,0.02,False,True
NQ,RTH,B1,1h,extended,GarmanKlass,11405,0.6986700098390617,0.48813978264851454,0.887111968415982,0.8101747602302579,0.5502572392525962,0.6025117130405068,0.7417932591043115,0.776216279808989,True,True,True,0.016203495204605158,0.02,False,True
NQ,RTH,B1,1h,extended,VolumeSurprise,11405,0.24251260996583848,0.058812365992442904,0.887111968415982,0.8101747602302579,0.06629644068206819,0.07259219723868957,0.2574809520762035,0.26942939193541887,True,True,True,0.016203495204605158,0.02,False,True
NQ,RTH,B1,1h,extended,CrossLeadLag,11405,0.7107859093944691,0.5052166089937223,0.887111968415982,0.8101747602302579,0.5695071501468206,0.6235896670616299,0.754656975152831,0.7896769384131905,True,True,True,0.016203495204605158,0.02,False,True
NQ,RTH,B1,1h,extended,RealizedQuarticity,11405,0.694165583367687,0.48186585713220115,0.887111968415982,0.8101747602302579,0.5431849352597686,0.5947677967593697,0.7370108108160752,0.7712119013341079,True,True,True,0.016203495204605158,0.02,False,True
NQ,RTH,B1,1h,extended,SignatureSlope,11405,0.029698799802009165,0.0008820187096798196,0.887111968415982,0.8101747602302579,0.0009942586066725523,0.0010886771015047952,0.03153186652693672,0.03299510723584324,False,False,False,0.016203495204605158,0.02,False,True
NQ,RTH,B1,30min,extended,RS_up,22811,-0.02581790789230444,0.0006665643679355158,0.7760344553519921,0.6765338975574761,0.0008589365631106894,0.0009852638135975837,-0.029307619540158654,-0.031388912271653885,False,False,False,0.013530677951149522,0.02,False,True
NQ,RTH,B1,30min,extended,RS_down,22811,0.044808565796235544,0.0020078075687155698,0.7760344553519921,0.6765338975574761,0.0025872660097351896,0.0029677856142381887,0.05086517482261503,0.05447738626474465,False,False,False,0.013530677951149522,0.02,False,True
NQ,RTH,B1,30min,extended,JumpVar,22811,-0.01194098240280563,0.00014258706074411371,0.7760344553519921,0.6765338975574761,0.00018373805410410465,0.00021076114775461048,-0.013555001073556013,-0.014517615084944582,False,False,False,0.013530677951149522,0.02,False,True
NQ,RTH,B1,30min,extended,Parkinson,22811,0.7156452154523227,0.5121480743998015,0.7760344553519921,0.6765338975574761,0.6599553291322644,0.7570176102761962,0.8123763469798122,0.8700675894872744,True,True,True,0.013530677951149522,0.02,False,True
NQ,RTH,B1,30min,extended,GarmanKlass,22811,0.7256211690494258,0.5265260809726553,0.7760344553519921,0.6765338975574761,0.6784828654725578,0.7782700658068998,0.8237007135316551,0.8821961606167303,True,True,True,0.013530677951149522,0.02,False,True
NQ,RTH,B1,30min,extended,VolumeSurprise,22811,0.18357216546659377,0.03369873993409448,0.7760344553519921,0.6765338975574761,0.04342428316383127,0.04981086691407292,0.20838493986809908,0.22318348261928553,True,True,True,0.013530677951149522,0.02,False,True
