spec,regressors,n_obs,n_clusters,year_coef,se_ols,se_cluster,t_cluster,p_wcb,ci_lo,ci_hi,vif_year,r2_within,other_coefs,rmse,significant_05
year_only,year,64,8,-0.04690369993539321,0.010026166517991937,0.011194225547231625,-4.189990610560162,0.007600760076007601,-0.07488926380347227,-0.024515248840929968,1.0,0.28464488143712685,{},0.17037109304303244,True
year_plus_cond,year;log_cond,64,8,-0.010459327999401474,0.0037965859227329173,0.004245678644029528,-2.46352323770662,0.0036003600360036,-0.021073524609475296,-0.001967970711342422,1.2701760941569693,0.920712364911308,{'log_cond': -1.0803942696323643},0.056720205725424536,True
year_plus_cond_plus_Aoverc,year;log_cond;A_over_c,64,8,-0.01035793510963907,0.0038133200097193436,0.004131922922745414,-2.506807436465162,0.003000300030003,-0.02068774241650261,-0.00250728155642279,1.2716968727601696,0.9215870227271037,"{'log_cond': -1.101288004182818, 'A_over_c': 0.0020889758843636646}",0.056406484986865374,True
