ny_min,sum,count,rate
741,0,3802,0.0
742,0,3802,0.0
743,2,3802,0.0005260389268805891
744,0,3802,0.0
745,6,3802,0.0015781167806417674
746,0,3802,0.0
747,0,3802,0.0
748,0,3802,0.0
749,0,3802,0.0
750,1,3802,0.0002630194634402946
751,0,3802,0.0
752,0,3802,0.0
753,0,3802,0.0
754,0,3802,0.0
755,1,3802,0.0002630194634402946
756,1,3802,0.0002630194634402946
757,0,3802,0.0
758,2,3802,0.0005260389268805891
759,0,3802,0.0
760,0,3802,0.0
761,2,3802,0.0005260389268805891
762,2,3802,0.0005260389268805891
763,0,3802,0.0
764,2,3802,0.0005260389268805891
765,7,3802,0.001841136244082062
766,2,3802,0.0005260389268805891
767,2,3802,0.0005260389268805891
768,0,3802,0.0
769,0,3802,0.0
770,0,3802,0.0
771,3,3802,0.0007890583903208837
772,1,3802,0.0002630194634402946
773,2,3802,0.0005260389268805891
774,0,3802,0.0
775,0,3802,0.0
776,2,3802,0.0005260389268805891
777,2,3802,0.0005260389268805891
778,1,3800,0.0002631578947368421
779,0,3800,0.0
780,0,3800,0.0
781,5,3800,0.0013157894736842105
782,1,3800,0.0002631578947368421
783,3,3800,0.0007894736842105263
784,0,3800,0.0
785,4,3800,0.0010526315789473684
786,2,3800,0.0005263157894736842
787,3,3800,0.0007894736842105263
788,0,3800,0.0
789,1,3800,0.0002631578947368421
790,1,3800,0.0002631578947368421
791,2,3802,0.0005260389268805891
792,3,3802,0.0007890583903208837
793,2,3802,0.0005260389268805891
794,2,3802,0.0005260389268805891
795,3,3802,0.0007890583903208837
796,5,3802,0.0013150973172014729
797,2,3802,0.0005260389268805891
798,0,3802,0.0
799,0,3802,0.0
800,1,3802,0.0002630194634402946
801,0,3802,0.0
802,0,3802,0.0
803,0,3802,0.0
804,1,3802,0.0002630194634402946
805,2,3802,0.0005260389268805891
806,6,3802,0.0015781167806417674
807,4,3802,0.0010520778537611783
808,3,3802,0.0007890583903208837
809,2,3802,0.0005260389268805891
810,5,3802,0.0013150973172014729
811,0,3802,0.0
812,3,3802,0.0007890583903208837
813,0,3802,0.0
814,1,3802,0.0002630194634402946
815,0,3802,0.0
816,2,3802,0.0005260389268805891
817,0,3802,0.0
818,2,3802,0.0005260389268805891
819,2,3802,0.0005260389268805891
820,0,3802,0.0
821,2,3802,0.0005260389268805891
822,1,3802,0.0002630194634402946
823,3,3802,0.0007890583903208837
824,0,3802,0.0
825,0,3802,0.0
826,0,3802,0.0
827,2,3802,0.0005260389268805891
828,1,3802,0.0002630194634402946
829,0,3802,0.0
830,0,3802,0.0
831,0,3802,0.0
832,2,3802,0.0005260389268805891
833,1,3802,0.0002630194634402946
834,0,3802,0.0
835,1,3802,0.0002630194634402946
836,0,3802,0.0
837,0,3802,0.0
838,2,3802,0.0005260389268805891
839,2,3802,0.0005260389268805891
840,33,3802,0.008679642293529721
841,13,3802,0.0034192530247238295
842,6,3802,0.0015781167806417674
843,5,3802,0.0013150973172014729
844,4,3802,0.0010520778537611783
845,4,3802,0.0010520778537611783
846,3,3802,0.0007890583903208837
847,6,3802,0.0015781167806417674
848,1,3802,0.0002630194634402946
849,1,3802,0.0002630194634402946
850,3,3802,0.0007890583903208837
851,2,3802,0.0005260389268805891
852,5,3802,0.0013150973172014729
853,0,3802,0.0
854,1,3802,0.0002630194634402946
855,2,3802,0.0005260389268805891
856,0,3802,0.0
857,0,3802,0.0
858,0,3802,0.0
859,0,3802,0.0
860,0,3802,0.0
861,0,3802,0.0
862,0,3802,0.0
863,2,3802,0.0005260389268805891
864,2,3802,0.0005260389268805891
865,2,3802,0.0005260389268805891
866,1,3802,0.0002630194634402946
867,3,3802,0.0007890583903208837
868,2,3802,0.0005260389268805891
869,1,3802,0.0002630194634402946
870,4,3802,0.0010520778537611783
871,3,3802,0.0007890583903208837
872,1,3802,0.0002630194634402946
873,0,3802,0.0
874,2,3802,0.0005260389268805891
875,5,3802,0.0013150973172014729
876,2,3802,0.0005260389268805891
877,5,3802,0.0013150973172014729
878,6,3802,0.0015781167806417674
879,3,3802,0.0007890583903208837
880,3,3802,0.0007890583903208837
881,2,3802,0.0005260389268805891
882,1,3802,0.0002630194634402946
883,6,3802,0.0015781167806417674
884,3,3802,0.0007890583903208837
885,4,3802,0.0010520778537611783
886,3,3802,0.0007890583903208837
887,3,3802,0.0007890583903208837
888,3,3802,0.0007890583903208837
889,2,3802,0.0005260389268805891
890,2,3802,0.0005260389268805891
891,2,3802,0.0005260389268805891
892,2,3802,0.0005260389268805891
893,4,3802,0.0010520778537611783
894,2,3802,0.0005260389268805891
895,0,3802,0.0
896,0,3802,0.0
897,2,3802,0.0005260389268805891
898,0,3802,0.0
899,0,3802,0.0
900,3,3802,0.0007890583903208837
901,2,3802,0.0005260389268805891
902,2,3802,0.0005260389268805891
903,2,3802,0.0005260389268805891
904,3,3802,0.0007890583903208837
905,1,3802,0.0002630194634402946
906,1,3802,0.0002630194634402946
907,0,3802,0.0
908,3,3802,0.0007890583903208837
909,2,3802,0.0005260389268805891
910,6,3802,0.0015781167806417674
911,2,3802,0.0005260389268805891
912,6,3802,0.0015781167806417674
913,2,3802,0.0005260389268805891
914,1,3802,0.0002630194634402946
915,0,3802,0.0
916,0,3802,0.0
917,2,3802,0.0005260389268805891
918,2,3802,0.0005260389268805891
919,0,3802,0.0
920,3,3802,0.0007890583903208837
921,1,3802,0.0002630194634402946
922,1,3802,0.0002630194634402946
923,1,3802,0.0002630194634402946
924,1,3802,0.0002630194634402946
925,1,3802,0.0002630194634402946
926,1,3802,0.0002630194634402946
927,1,3802,0.0002630194634402946
928,1,3802,0.0002630194634402946
929,0,3802,0.0
930,0,3802,0.0
931,2,3802,0.0005260389268805891
932,3,3802,0.0007890583903208837
933,2,3802,0.0005260389268805891
934,1,3802,0.0002630194634402946
935,0,3802,0.0
936,4,3802,0.0010520778537611783
937,0,3802,0.0
938,0,3802,0.0
939,2,3802,0.0005260389268805891
940,2,3802,0.0005260389268805891
941,0,3802,0.0
942,1,3802,0.0002630194634402946
943,2,3802,0.0005260389268805891
944,5,3802,0.0013150973172014729
945,9,3802,0.002367175170962651
946,0,3802,0.0
947,0,3802,0.0
948,2,3802,0.0005260389268805891
949,2,3802,0.0005260389268805891
950,35,3802,0.00920568122041031
951,2,3802,0.0005260389268805891
952,3,3802,0.0007890583903208837
953,3,3802,0.0007890583903208837
954,12,3802,0.003156233561283535
955,3,3802,0.0007890583903208837
956,4,3802,0.0010520778537611783
957,2,3802,0.0005260389268805891
958,0,3802,0.0
959,23,3802,0.006049447659126775
960,9,3802,0.002367175170962651
961,22,3802,0.005786428195686481
962,11,3802,0.0028932140978432403
963,7,3802,0.001841136244082062
964,6,3802,0.0015781167806417674
965,8,3802,0.0021041557075223566
966,4,3802,0.0010520778537611783
967,3,3802,0.0007890583903208837
968,1,3802,0.0002630194634402946
969,0,3802,0.0
970,2,3802,0.0005260389268805891
971,1,3802,0.0002630194634402946
972,2,3802,0.0005260389268805891
973,1,3802,0.0002630194634402946
974,1,3802,0.0002630194634402946
975,0,1325,0.0
976,0,1196,0.0
977,1,1196,0.0008361204013377926
978,0,1196,0.0
979,0,1196,0.0
980,4,1196,0.0033444816053511705
981,0,1196,0.0
982,0,1196,0.0
983,0,1196,0.0
984,0,1196,0.0
985,0,1196,0.0
986,0,1196,0.0
987,0,1196,0.0
988,0,1196,0.0
989,0,1205,0.0
990,23,3802,0.006049447659126775
991,0,3801,0.0
992,0,3802,0.0
993,2,3801,0.0005261773217574323
994,4,3798,0.00105318588730911
995,0,3799,0.0
996,0,3799,0.0
997,0,3793,0.0
998,0,3799,0.0
999,0,3796,0.0
1000,0,3795,0.0
1001,0,3796,0.0
1002,0,3795,0.0
1003,0,3796,0.0
1004,0,3799,0.0
1005,0,3799,0.0
1006,0,3790,0.0
1007,0,3795,0.0
1008,0,3790,0.0
1009,0,3787,0.0
1010,0,3802,0.0
1011,0,3796,0.0
1012,0,3791,0.0
1013,0,3792,0.0
1014,0,3790,0.0
1015,0,3799,0.0
1016,0,3800,0.0
1017,0,3790,0.0
1018,0,3798,0.0
1019,2,3802,0.0005260389268805891
1020,0,99,0.0
1079,0,6,0.0
1080,0,2,0.0
1081,7,3797,0.0018435607058203845
1082,7,3795,0.001844532279314888
1083,5,3795,0.0013175230566534915
1084,2,3793,0.0005272871078302136
1085,0,3789,0.0
1086,0,3790,0.0
1087,2,3786,0.0005282620179609086
1088,0,3783,0.0
1089,2,3779,0.0005292405398253506
1090,0,3779,0.0
1091,1,3769,0.0002653223666755107
1092,2,3763,0.0005314908317831517
1093,0,3775,0.0
1094,0,3759,0.0
1095,0,3751,0.0
1096,2,3743,0.0005343307507347048
1097,1,3763,0.00026574541589157585
1098,0,3748,0.0
