cell,n_refits,n_converged,persistence_mean,persistence_max,violates_stationarity,omega_free,beta_last,gamma_last,phi_last,omega_last,n_nonpositive,n_above_100x,n_eval,share_pathological,n_pathological_within_D_of_refit,divergence_at_refit_boundary,retained_in_model_set,verdict
ES/GLOBEX/B0/1h,31,31,0.7466215838256697,3.8289326543661697,True,YES (no variance targeting in partde.rgarch_ll),9.588151039867139e-120,0.0006916672253973232,986.6942253648308,-12.143592993827536,1,39437,40833,0.9658364558078025,638,False,False,RGARCH-UNAVAILABLE (non-stationary parameters)
ES/GLOBEX/B0/30min,31,31,1.4410305358168443,4.7358269218060896,True,YES (no variance targeting in partde.rgarch_ll),5.419158441625732e-28,-0.000464319663586989,-1841.8834595416934,-12.852195129698956,0,13007,13019,0.999078270220447,225,False,True,RGARCH-UNAVAILABLE (non-stationary parameters)
ES/GLOBEX/B1/1h,31,31,1.675340637474233,46.22719768234748,True,YES (no variance targeting in partde.rgarch_ll),4.779517681021085e-10,-1.0301905774176294,-0.07083260888899395,949.3259283188731,1,1383,1384,1.0,21,False,False,RGARCH-UNAVAILABLE (non-stationary parameters)
ES/GLOBEX/B1/30min,31,31,0.9315550630165526,1.0991981928929655,True,YES (no variance targeting in partde.rgarch_ll),0.998999999999993,-0.0020739456021320723,-0.5942931678094542,14.184330941654942,73120,2570,79367,0.9536709211637079,133,False,False,RGARCH-UNAVAILABLE (non-stationary parameters)
NQ/GLOBEX/B0/1h,31,31,2.696880072042968,2.800359236668557,True,YES (no variance targeting in partde.rgarch_ll),2.131678561383348e-14,-0.9232484015386344,-3.013724277081314,-0.18713815048315158,63,22071,22134,1.0,353,False,False,RGARCH-UNAVAILABLE (non-stationary parameters)
NQ/GLOBEX/B0/30min,31,31,0.7920233053866029,0.8573266162421981,False,YES (no variance targeting in partde.rgarch_ll),3.058656757424847e-84,-2.7930692558966283e-05,-30573.690691663458,-12.42083057699618,0,80468,80551,0.998969596901342,1305,False,True,"RGARCH-UNAVAILABLE (divergent forecasts, stationary parameters)"
NQ/GLOBEX/B1/1h,31,31,2.4356072069770502,41.72840281874774,True,YES (no variance targeting in partde.rgarch_ll),0.05272330177414485,-16.23359533544946,-0.06151075222383378,-25.092314118035535,2,17973,17982,0.9996107218329441,286,False,False,RGARCH-UNAVAILABLE (non-stationary parameters)
NQ/GLOBEX/B1/30min,31,16,6.695217775195093,60.762578906649566,True,YES (no variance targeting in partde.rgarch_ll),4.6725145882837155e-53,0.16203488593985577,33.752771158980146,-10.935727843566648,83,82998,83081,1.0,1348,False,False,RGARCH-UNAVAILABLE (non-stationary parameters)
