cell,t,converged,om,beta,gamma,xi,phi,tau1,tau2,log_sigma_u,persistence
NQ/GLOBEX/B0/30min,40780,True,-12.908097712081643,3.7986306165970076e-39,-7.480216789926058e-05,-147632.3294796129,-11437.003353243203,0.043699885789478185,0.057426939889398156,6.082214870571022,0.8555126450937043
NQ/GLOBEX/B0/30min,43615,True,-12.937406403830757,1.7619649694662774e-43,-7.448560678090742e-05,-148602.09013631614,-11486.051875965088,0.051275052226226275,0.057512435802294176,6.061373224916654,0.8555455434982395
NQ/GLOBEX/B0/30min,46450,True,-12.61801560864446,1.0490237484240583e-42,-7.536691320686871e-05,-141346.1809396454,-11201.72482711973,0.4336005575690998,0.18344426695754776,6.364933655870271,0.8442394228127591
NQ/GLOBEX/B0/30min,49285,True,-12.573231369073884,6.002449761097868e-45,-7.544561713136909e-05,-140468.67034897878,-11171.831323888095,0.415534583684955,0.1885740339379051,6.365800466129034,0.8428657087182974
NQ/GLOBEX/B0/30min,52120,True,-12.5360779492643,5.6371436215667786e-52,-7.519662536124296e-05,-140588.8104371176,-11214.527183591788,0.42285473228045967,0.19419906606796233,6.33927300062018,0.8432945992280269
NQ/GLOBEX/B0/30min,54955,True,-12.53099154720071,1.0957070700587904e-60,-7.506722623920758e-05,-140839.81224615657,-11239.111403140216,0.39689744433452523,0.19406593633096095,6.314868783855804,0.8436889184271843
NQ/GLOBEX/B0/30min,57790,True,-12.518937359508833,2.493899029576047e-60,-7.534464441427959e-05,-141047.77728807664,-11266.550261810848,0.3764415413438901,0.19593558186198629,6.347542656845313,0.8488742232517469
NQ/GLOBEX/B0/30min,60625,True,-12.52009380761502,3.67486322209827e-70,-7.53652694405516e-05,-141090.32810620943,-11268.90861000239,0.35979330762228234,0.19629656357034939,6.349656926500203,0.849284333693782
NQ/GLOBEX/B0/30min,63460,True,-12.561535947522174,6.498038613370541e-74,-7.527933528354123e-05,-141752.32175254993,-11284.431789724978,0.3522647629983494,0.18792820044066902,6.328172149314083,0.8494845241829578
NQ/GLOBEX/B0/30min,66295,True,-12.56422730331554,8.554445101827145e-74,-7.529827815584011e-05,-141798.79294215702,-11285.713609965771,0.3529498332967461,0.18768266165279962,6.33131125052361,0.8497948025903531
NQ/GLOBEX/B0/30min,69130,True,-12.501819151025618,2.7565874189964656e-74,-7.582359644753634e-05,-140121.2948133489,-11207.87194611785,0.3137907762042365,0.18935495748106562,6.312180696135901,0.8498211594781035
NQ/GLOBEX/B0/30min,71965,True,-12.438257633485716,5.282286757073943e-71,-3.682346370284902e-05,-287305.29813083354,-23098.31595206342,0.2819719683986851,0.20021269402058461,6.336518689552891,0.850559999057746
NQ/GLOBEX/B0/30min,74800,True,-12.43507728937093,1.5207903492679326e-77,-3.682506501025242e-05,-287257.8719631102,-23100.410819623765,0.290450409299731,0.1768793576734667,6.319595848900169,0.8506741301961834
NQ/GLOBEX/B0/30min,77635,True,-12.386514959672324,5.124011259637298e-77,-3.6838448961037945e-05,-286027.50721948023,-23091.64675628931,0.2852159777483001,0.1833617466539484,6.322481719253111,0.8506604504578811
NQ/GLOBEX/B0/30min,80470,True,-12.388549108491405,6.984233745802677e-86,-3.69682655937901e-05,-286099.6556454005,-23093.682322589782,0.2849944412759856,0.18111478495873654,6.326760725340396,0.8537333816401145
NQ/GLOBEX/B0/30min,83305,True,-12.407755587201265,4.990489813289315e-84,-2.7943126969855087e-05,-379239.20660848566,-30564.493064231414,0.26883738918319755,0.17579891706505596,6.34816136630835,0.8540675104630736
NQ/GLOBEX/B0/30min,86140,True,-12.42083057699618,3.058656757424847e-84,-2.7930692558966283e-05,-379753.07143140933,-30573.690691663458,0.26684124234744444,0.17663088492952378,6.33137256608802,0.8539443551017812
NQ/GLOBEX/B1/1h,584,True,0.5320067786565483,0.38129525473538717,-2.16060835232825,0.4011550945639914,-2.8276461313706713,-2.249257427525545,-0.05370302687100691,7.775735075948814,6.490731103603523
NQ/GLOBEX/B1/1h,1970,True,7.455268768805792,0.0351601869968521,-26.356929138711305,-5.8711901199414065,-1.5818702707105063,-16.06265622933318,0.44999995894738365,7.2447066269919285,41.72840281874774
NQ/GLOBEX/B1/1h,3356,True,-47.2598380740572,0.15357262739796257,-6.452641009750039,-12.576779277848498,-0.2675311222730838,83.11543659957647,0.07872366485895269,6.712075495334529,1.879854918361715
NQ/GLOBEX/B1/1h,4742,True,18.252882291950545,0.052416426318626246,-18.313203504409298,-13.575689008631187,-0.017991832907674435,-0.7143565928561058,0.2177553220995585,6.3668753959904505,0.38190452377419626
NQ/GLOBEX/B1/1h,6128,True,18.57863448372853,0.05186061935391745,-16.169357211777427,-14.320062032259141,-0.01773023412308282,-0.7604799658901462,0.20338487061145877,6.801238596199752,0.33854710833848883
NQ/GLOBEX/B1/1h,7514,True,18.45247290057967,0.05440912920595742,-16.933697846413693,-14.265741834467207,-0.018316515297649216,-0.7987792357953518,0.18491454596111817,6.597690355874707,0.3645754648555634
NQ/GLOBEX/B1/1h,8900,True,18.713909817598008,0.05467512898507318,-16.7508906064867,-14.362840357281033,-0.018446182908572126,-0.7870669017775622,0.18697478378408763,6.651115610558105,0.36366512099380954
NQ/GLOBEX/B1/1h,10286,True,18.934738689797246,0.054112499472198115,-16.604826987379994,-14.694717332591049,-0.01873576507150994,-0.8125971889857149,0.17638804839987796,6.8418067037298265,0.3652166369608178
NQ/GLOBEX/B1/1h,11672,True,19.40785522522213,0.05532430926082969,-16.116756430792975,-14.827120980727692,-0.018759767099214966,-0.7922158137123698,0.1791923768494357,6.966429492819975,0.357670906297281
NQ/GLOBEX/B1/1h,13058,True,-21.544423659163495,0.056574990476141035,-15.700310428559105,-14.512466072206998,-0.05118764016508358,-0.3385220010592323,0.23801053701811561,6.959888391130618,0.8602368311733336
NQ/GLOBEX/B1/1h,14444,True,-21.643380473153794,0.05682758383037175,-15.502046672009786,-14.625623821371688,-0.051989166921140535,-0.34406290062284905,0.2411013018960355,7.04096752051786,0.8627660758807997
NQ/GLOBEX/B1/1h,15830,True,-20.33827033521001,0.055888963517618684,-15.627983827708166,-14.742744799045774,-0.05353223371847109,-0.3514525500713399,0.24765389500113505,7.172330395390702,0.8924898463309785
NQ/GLOBEX/B1/1h,17216,True,-20.076392550686393,0.05570101470304344,-15.567749742506061,-14.84217050262734,-0.05468337357642455,-0.3548217055167085,0.25149425672604253,7.2518153141358574,0.9069980896167894
NQ/GLOBEX/B1/1h,18602,True,-20.5349388276299,0.05562238543074538,-15.64809682882241,-14.783011963480469,-0.0543695921125569,-0.3570700902081704,0.25376357697638363,7.229556011957232,0.906403027351615
